time,fast_shock,variable,value
35,0,hidden_risk,0.4097599999999994
35,0,system_function,1
36,0,maintenance_backlog,0.4600000000000002
36,0,public_trust,0.5975000000000018
36,0,ecological_memory,0.5925000000000019
36,0,climate_pressure,0.3775000000000001
36,0,adaptive_capacity,0.5882500000000012
36,0,threshold_distance,0.5862500000000008
36,0,hidden_risk,0.41419999999999935
36,0,system_function,1
37,0,maintenance_backlog,0.4660000000000002
37,0,public_trust,0.5940000000000019
37,0,ecological_memory,0.590000000000002
37,0,climate_pressure,0.3820000000000001
37,0,adaptive_capacity,0.5844000000000011
37,0,threshold_distance,0.5819200000000007
37,0,hidden_risk,0.41863999999999935
37,0,system_function,1
38,0,maintenance_backlog,0.4720000000000002
38,0,public_trust,0.5905000000000019
38,0,ecological_memory,0.587500000000002
38,0,climate_pressure,0.3865000000000001
38,0,adaptive_capacity,0.5805500000000012
38,0,threshold_distance,0.5775900000000007
38,0,hidden_risk,0.4230799999999993
38,0,system_function,1
39,0,maintenance_backlog,0.4780000000000002
39,0,public_trust,0.587000000000002
39,0,ecological_memory,0.5850000000000021
39,0,climate_pressure,0.3910000000000001
39,0,adaptive_capacity,0.5767000000000012
39,0,threshold_distance,0.5732600000000007
39,0,hidden_risk,0.42751999999999934
39,0,system_function,1
40,0,maintenance_backlog,0.4840000000000002
40,0,public_trust,0.583500000000002
40,0,ecological_memory,0.5825000000000021
40,0,climate_pressure,0.39550000000000013
40,0,adaptive_capacity,0.5728500000000012
40,0,threshold_distance,0.5689300000000008
40,0,hidden_risk,0.43195999999999934
40,0,system_function,1
41,0,maintenance_backlog,0.4900000000000002
41,0,public_trust,0.5800000000000021
41,0,ecological_memory,0.5800000000000022
41,0,climate_pressure,0.40000000000000013
41,0,adaptive_capacity,0.5690000000000013
41,0,threshold_distance,0.5646000000000007
41,0,hidden_risk,0.4363999999999993
41,0,system_function,1
42,0,maintenance_backlog,0.4960000000000002
42,0,public_trust,0.5765000000000021
42,0,ecological_memory,0.5775000000000022
42,0,climate_pressure,0.40450000000000014
42,0,adaptive_capacity,0.5651500000000014
42,0,threshold_distance,0.5602700000000008
42,0,hidden_risk,0.44083999999999934
42,0,system_function,1
43,0,maintenance_backlog,0.5020000000000002
43,0,public_trust,0.5730000000000022
43,0,ecological_memory,0.5750000000000023
43,0,climate_pressure,0.40900000000000014
43,0,adaptive_capacity,0.5613000000000014
43,0,threshold_distance,0.5559400000000008
43,0,hidden_risk,0.4452799999999993
43,0,system_function,1
44,0,maintenance_backlog,0.5080000000000002
44,0,public_trust,0.5695000000000022
44,0,ecological_memory,0.5725000000000023
44,0,climate_pressure,0.41350000000000015
44,0,adaptive_capacity,0.5574500000000013
44,0,threshold_distance,0.5516100000000008
44,0,hidden_risk,0.44971999999999923
44,0,system_function,1
45,0,maintenance_backlog,0.5140000000000002
45,0,public_trust,0.5660000000000023
45,0,ecological_memory,0.5700000000000024
45,0,climate_pressure,0.41800000000000015
45,0,adaptive_capacity,0.5536000000000014
45,0,threshold_distance,0.5472800000000009
45,0,hidden_risk,0.4541599999999993
45,0,system_function,0.9997328000000004
46,0,maintenance_backlog,0.5200000000000002
46,0,public_trust,0.5625000000000023
46,0,ecological_memory,0.5675000000000024
46,0,climate_pressure,0.42250000000000015
46,0,adaptive_capacity,0.5497500000000015
46,0,threshold_distance,0.5429500000000009
46,0,hidden_risk,0.45859999999999923
46,0,system_function,0.9977958000000008
47,0,maintenance_backlog,0.5260000000000002
47,0,public_trust,0.5590000000000024
47,0,ecological_memory,0.5650000000000025
47,0,climate_pressure,0.42700000000000016
47,0,adaptive_capacity,0.5459000000000014
47,0,threshold_distance,0.538620000000001
47,0,hidden_risk,0.46303999999999923
47,0,system_function,0.9941890000000012
48,0,maintenance_backlog,0.5320000000000003
48,0,public_trust,0.5555000000000024
48,0,ecological_memory,0.5625000000000026
48,0,climate_pressure,0.43150000000000016
48,0,adaptive_capacity,0.5420500000000015
48,0,threshold_distance,0.5342900000000009
48,0,hidden_risk,0.46747999999999923
48,0,system_function,0.9889124000000016
49,0,maintenance_backlog,0.5380000000000003
49,0,public_trust,0.5520000000000025
49,0,ecological_memory,0.5600000000000026
49,0,climate_pressure,0.43600000000000017
49,0,adaptive_capacity,0.5382000000000016
49,0,threshold_distance,0.5299600000000009
49,0,hidden_risk,0.4719199999999991
49,0,system_function,0.9819660000000021
50,0,maintenance_backlog,0.5440000000000003
50,0,public_trust,0.5485000000000025
50,0,ecological_memory,0.5575000000000027
50,0,climate_pressure,0.44050000000000017
50,0,adaptive_capacity,0.5343500000000017
50,0,threshold_distance,0.525630000000001
50,0,hidden_risk,0.4763599999999992
50,0,system_function,0.9733498000000027
51,0,maintenance_backlog,0.5500000000000003
51,0,public_trust,0.5450000000000026
51,0,ecological_memory,0.5550000000000027
51,0,climate_pressure,0.4450000000000002
51,0,adaptive_capacity,0.5305000000000016
51,0,threshold_distance,0.521300000000001
51,0,hidden_risk,0.4807999999999991
51,0,system_function,0.9630638000000032
52,0,maintenance_backlog,0.5560000000000003
52,0,public_trust,0.5415000000000026
52,0,ecological_memory,0.5525000000000028
52,0,climate_pressure,0.4495000000000002
52,0,adaptive_capacity,0.5266500000000016
52,0,threshold_distance,0.5169700000000009
52,0,hidden_risk,0.48523999999999906
52,0,system_function,0.9511080000000037
53,0,maintenance_backlog,0.5620000000000003
53,0,public_trust,0.5380000000000027
53,0,ecological_memory,0.5500000000000028
53,0,climate_pressure,0.4540000000000002
53,0,adaptive_capacity,0.5228000000000017
53,0,threshold_distance,0.512640000000001
53,0,hidden_risk,0.48967999999999906
53,0,system_function,0.9374824000000043
54,0,maintenance_backlog,0.5680000000000003
54,0,public_trust,0.5345000000000028
54,0,ecological_memory,0.5475000000000029
54,0,climate_pressure,0.4585000000000002
54,0,adaptive_capacity,0.5189500000000018
54,0,threshold_distance,0.508310000000001
54,0,hidden_risk,0.4941199999999991
54,0,system_function,0.9221870000000049
55,0,maintenance_backlog,0.5740000000000003
55,0,public_trust,0.5310000000000028
55,0,ecological_memory,0.5450000000000029
55,0,climate_pressure,0.4630000000000002
55,0,adaptive_capacity,0.5151000000000018
55,0,threshold_distance,0.503980000000001
55,0,hidden_risk,0.49855999999999906
55,0,system_function,0.9052218000000054
56,0,maintenance_backlog,0.5800000000000003
56,0,public_trust,0.5275000000000029
56,0,ecological_memory,0.542500000000003
56,0,climate_pressure,0.4675000000000002
56,0,adaptive_capacity,0.5112500000000018
56,0,threshold_distance,0.4996500000000011
56,0,hidden_risk,0.502999999999999
56,0,system_function,0.886586800000006
57,0,maintenance_backlog,0.5860000000000003
57,0,public_trust,0.5240000000000029
57,0,ecological_memory,0.540000000000003
57,0,climate_pressure,0.4720000000000002
57,0,adaptive_capacity,0.5074000000000018
57,0,threshold_distance,0.4953200000000011
57,0,hidden_risk,0.5074399999999991
57,0,system_function,0.8662820000000065
58,0,maintenance_backlog,0.5920000000000003
58,0,public_trust,0.520500000000003
58,0,ecological_memory,0.5375000000000031
58,0,climate_pressure,0.4765000000000002
58,0,adaptive_capacity,0.5035500000000019
58,0,threshold_distance,0.49099000000000115
58,0,hidden_risk,0.511879999999999
58,0,system_function,0.8443074000000071
59,0,maintenance_backlog,0.5980000000000003
59,0,public_trust,0.517000000000003
59,0,ecological_memory,0.5350000000000031
59,0,climate_pressure,0.4810000000000002
59,0,adaptive_capacity,0.4997000000000019
59,0,threshold_distance,0.48666000000000115
59,0,hidden_risk,0.516319999999999
59,0,system_function,0.8206630000000077
60,0,maintenance_backlog,0.6040000000000003
60,0,public_trust,0.5135000000000031
60,0,ecological_memory,0.5325000000000032
60,0,climate_pressure,0.4855000000000002
60,0,adaptive_capacity,0.49585000000000184
60,0,threshold_distance,0.48233000000000126
60,0,hidden_risk,0.520759999999999
60,0,system_function,0.7953488000000083
61,0,maintenance_backlog,0.6100000000000003
61,0,public_trust,0.5100000000000031
61,0,ecological_memory,0.5300000000000032
61,0,climate_pressure,0.4900000000000002
61,0,adaptive_capacity,0.49200000000000194
61,0,threshold_distance,0.47800000000000115
61,0,hidden_risk,0.525199999999999
61,0,system_function,0.7683648000000088
62,0,maintenance_backlog,0.6160000000000003
62,0,public_trust,0.5065000000000032
62,0,ecological_memory,0.5275000000000033
62,0,climate_pressure,0.4945000000000002
62,0,adaptive_capacity,0.48815000000000197
62,0,threshold_distance,0.47367000000000126
62,0,hidden_risk,0.5296399999999989
62,0,system_function,0.7397110000000094
63,0,maintenance_backlog,0.6220000000000003
63,0,public_trust,0.5030000000000032
63,0,ecological_memory,0.5250000000000034
63,0,climate_pressure,0.4990000000000002
63,0,adaptive_capacity,0.48430000000000206
63,0,threshold_distance,0.4693400000000012
63,0,hidden_risk,0.5340799999999989
63,0,system_function,0.70938740000001
64,0,maintenance_backlog,0.6280000000000003
64,0,public_trust,0.4995000000000032
64,0,ecological_memory,0.5225000000000034
64,0,climate_pressure,0.5035000000000002
64,0,adaptive_capacity,0.48045000000000204
64,0,threshold_distance,0.4650100000000012
64,0,hidden_risk,0.5385199999999989
64,0,system_function,0.6773940000000106
65,0,maintenance_backlog,0.6340000000000003
65,0,public_trust,0.4960000000000032
65,0,ecological_memory,0.5200000000000035
65,0,climate_pressure,0.5080000000000001
65,0,adaptive_capacity,0.476600000000002
65,0,threshold_distance,0.4606800000000012
65,0,hidden_risk,0.5429599999999989
65,0,system_function,0.6437308000000113
66,0,maintenance_backlog,0.6400000000000003
66,0,public_trust,0.4925000000000032
66,0,ecological_memory,0.5175000000000035
66,0,climate_pressure,0.5125000000000001
66,0,adaptive_capacity,0.4727500000000021
66,0,threshold_distance,0.4563500000000013
66,0,hidden_risk,0.5473999999999988
66,0,system_function,0.6083978000000119
67,0,maintenance_backlog,0.6460000000000004
67,0,public_trust,0.4890000000000032
67,0,ecological_memory,0.5150000000000036
67,0,climate_pressure,0.517
67,0,adaptive_capacity,0.4689000000000021
67,0,threshold_distance,0.4520200000000013
67,0,hidden_risk,0.5518399999999989
67,0,system_function,0.5713950000000125
68,0,maintenance_backlog,0.6520000000000004
68,0,public_trust,0.4855000000000032
68,0,ecological_memory,0.5125000000000036
68,0,climate_pressure,0.5215
68,0,adaptive_capacity,0.4650500000000021
68,0,threshold_distance,0.44769000000000125
68,0,hidden_risk,0.5562799999999989
68,0,system_function,0.5327224000000131
69,0,maintenance_backlog,0.6580000000000004
69,0,public_trust,0.4820000000000032
69,0,ecological_memory,0.5100000000000037
69,0,climate_pressure,0.5259999999999999
69,0,adaptive_capacity,0.4612000000000021
69,0,threshold_distance,0.44336000000000136
69,0,hidden_risk,0.5607199999999988
69,0,system_function,0.49238000000001375
70,0,maintenance_backlog,0.6640000000000004
70,0,public_trust,0.4785000000000032
70,0,ecological_memory,0.5075000000000037
70,0,climate_pressure,0.5304999999999999
70,0,adaptive_capacity,0.4573500000000022
70,0,threshold_distance,0.43903000000000136
70,0,hidden_risk,0.5651599999999988
70,0,system_function,0.4503678000000144
71,0,maintenance_backlog,0.6700000000000004
71,0,public_trust,0.4750000000000032
71,0,ecological_memory,0.5050000000000038
71,0,climate_pressure,0.5349999999999998
71,0,adaptive_capacity,0.45350000000000223
71,0,threshold_distance,0.4347000000000015
71,0,hidden_risk,0.5695999999999988
71,0,system_function,0.4066858000000151
72,0.32,maintenance_backlog,0.6760000000000004
72,0.32,public_trust,0.4715000000000032
72,0.32,ecological_memory,0.5025000000000038
72,0.32,climate_pressure,0.5394999999999998
72,0.32,adaptive_capacity,0.4496500000000022
72,0.32,threshold_distance,0.43037000000000136
72,0.32,hidden_risk,0.5740399999999988
72,0.32,system_function,0.21413400000001573
73,0,maintenance_backlog,0.6820000000000004
73,0,public_trust,0.4680000000000032
73,0,ecological_memory,0.5000000000000039
73,0,climate_pressure,0.5439999999999997
73,0,adaptive_capacity,0.4458000000000023
73,0,threshold_distance,0.42604000000000153
73,0,hidden_risk,0.5784799999999987
73,0,system_function,0.16711240000001643
74,0,maintenance_backlog,0.6880000000000004
74,0,public_trust,0.4645000000000032
74,0,ecological_memory,0.4975000000000039
74,0,climate_pressure,0.5484999999999997
74,0,adaptive_capacity,0.4419500000000022
74,0,threshold_distance,0.42171000000000136
74,0,hidden_risk,0.5829199999999987
74,0,system_function,0.11842100000001711
75,0,maintenance_backlog,0.6940000000000004
75,0,public_trust,0.4610000000000032
75,0,ecological_memory,0.4950000000000039
75,0,climate_pressure,0.5529999999999996
75,0,adaptive_capacity,0.43810000000000227
75,0,threshold_distance,0.4173800000000015
75,0,hidden_risk,0.5873599999999987
75,0,system_function,0.06805980000001781
76,0,maintenance_backlog,0.7000000000000004
76,0,public_trust,0.4575000000000032
76,0,ecological_memory,0.4925000000000039
76,0,climate_pressure,0.5574999999999996
76,0,adaptive_capacity,0.43425000000000225
76,0,threshold_distance,0.4130500000000015
76,0,hidden_risk,0.5917999999999987
76,0,system_function,0.01602880000001851
77,0,maintenance_backlog,0.7060000000000004
77,0,public_trust,0.4540000000000032
77,0,ecological_memory,0.4900000000000039
77,0,climate_pressure,0.5619999999999995
77,0,adaptive_capacity,0.4304000000000023
77,0,threshold_distance,0.4087200000000015
77,0,hidden_risk,0.5962399999999987
77,0,system_function,0
78,0,maintenance_backlog,0.7120000000000004
78,0,public_trust,0.4505000000000032
78,0,ecological_memory,0.4875000000000039
78,0,climate_pressure,0.5664999999999994
78,0,adaptive_capacity,0.4265500000000022
78,0,threshold_distance,0.40439000000000147
78,0,hidden_risk,0.6006799999999987
78,0,system_function,0
79,0,maintenance_backlog,0.7180000000000004
79,0,public_trust,0.4470000000000032
79,0,ecological_memory,0.4850000000000039
79,0,climate_pressure,0.5709999999999994
79,0,adaptive_capacity,0.42270000000000224
79,0,threshold_distance,0.4000600000000014
79,0,hidden_risk,0.6051199999999987
79,0,system_function,0
80,0,maintenance_backlog,0.7240000000000004
80,0,public_trust,0.44350000000000317
80,0,ecological_memory,0.48250000000000387
80,0,climate_pressure,0.5754999999999993
80,0,adaptive_capacity,0.4188500000000023
80,0,threshold_distance,0.3957300000000016
80,0,hidden_risk,0.6095599999999985
80,0,system_function,0
81,0,maintenance_backlog,0.7300000000000004
81,0,public_trust,0.44000000000000317
81,0,ecological_memory,0.48000000000000387
81,0,climate_pressure,0.5799999999999993
81,0,adaptive_capacity,0.4150000000000023
81,0,threshold_distance,0.3914000000000015
81,0,hidden_risk,0.6139999999999987
81,0,system_function,0
82,0,maintenance_backlog,0.7360000000000004
82,0,public_trust,0.43650000000000316
82,0,ecological_memory,0.47750000000000387
82,0,climate_pressure,0.5844999999999992
82,0,adaptive_capacity,0.4111500000000023
82,0,threshold_distance,0.3870700000000015
82,0,hidden_risk,0.6184399999999985
82,0,system_function,0
83,0,maintenance_backlog,0.7420000000000004
83,0,public_trust,0.43300000000000316
83,0,ecological_memory,0.47500000000000386
83,0,climate_pressure,0.5889999999999992
83,0,adaptive_capacity,0.4073000000000023
83,0,threshold_distance,0.38274000000000163
83,0,hidden_risk,0.6228799999999987
83,0,system_function,0
84,0,maintenance_backlog,0.7480000000000004
84,0,public_trust,0.42950000000000316
84,0,ecological_memory,0.47250000000000386
84,0,climate_pressure,0.5934999999999991
84,0,adaptive_capacity,0.4034500000000023
84,0,threshold_distance,0.3784100000000015
84,0,hidden_risk,0.6273199999999985
84,0,system_function,0
85,0,maintenance_backlog,0.7540000000000004
85,0,public_trust,0.42600000000000315
85,0,ecological_memory,0.47000000000000386
85,0,climate_pressure,0.5979999999999991
85,0,adaptive_capacity,0.3996000000000023
85,0,threshold_distance,0.3740800000000015
85,0,hidden_risk,0.6317599999999987
85,0,system_function,0
86,0,maintenance_backlog,0.7600000000000005
86,0,public_trust,0.42250000000000315
86,0,ecological_memory,0.46750000000000386
86,0,climate_pressure,0.602499999999999
86,0,adaptive_capacity,0.3957500000000023
86,0,threshold_distance,0.3697500000000016
86,0,hidden_risk,0.6361999999999985
86,0,system_function,0
87,0,maintenance_backlog,0.7660000000000005
87,0,public_trust,0.41900000000000315
87,0,ecological_memory,0.46500000000000385
87,0,climate_pressure,0.606999999999999
87,0,adaptive_capacity,0.3919000000000023
87,0,threshold_distance,0.36542000000000163
87,0,hidden_risk,0.6406399999999984
87,0,system_function,0
88,0,maintenance_backlog,0.7720000000000005
88,0,public_trust,0.41550000000000314
88,0,ecological_memory,0.46250000000000385
88,0,climate_pressure,0.6114999999999989
88,0,adaptive_capacity,0.38805000000000234
88,0,threshold_distance,0.36109000000000163
88,0,hidden_risk,0.6450799999999985
88,0,system_function,0
89,0,maintenance_backlog,0.7780000000000005
89,0,public_trust,0.41200000000000314
89,0,ecological_memory,0.46000000000000385
89,0,climate_pressure,0.6159999999999989
89,0,adaptive_capacity,0.38420000000000226
89,0,threshold_distance,0.3567600000000015
89,0,hidden_risk,0.6495199999999985
89,0,system_function,0
90,0,maintenance_backlog,0.7840000000000005
90,0,public_trust,0.40850000000000314
90,0,ecological_memory,0.45750000000000385
90,0,climate_pressure,0.6204999999999988
90,0,adaptive_capacity,0.38035000000000235
90,0,threshold_distance,0.3524300000000017
90,0,hidden_risk,0.6539599999999985
90,0,system_function,0
91,0,maintenance_backlog,0.7900000000000005
91,0,public_trust,0.40500000000000314
91,0,ecological_memory,0.45500000000000385
91,0,climate_pressure,0.6249999999999988
91,0,adaptive_capacity,0.37650000000000233
91,0,threshold_distance,0.34810000000000163
91,0,hidden_risk,0.6583999999999985
91,0,system_function,0
92,0,maintenance_backlog,0.7960000000000005
92,0,public_trust,0.40150000000000313
92,0,ecological_memory,0.45250000000000384
