system_id,system_type,scenario_id,scenario_name,time_step,disturbance,adaptive_capacity,rigidity,response_space,viability,threshold_flag
AC001,Ecological System,AD001,Moderate recurring disturbance,76,0.30972,1.2,0.62208,0.82372,1.2,viable margin
AC001,Ecological System,AD001,Moderate recurring disturbance,77,0.30663,1.2,0.6257,0.8201,1.2,viable margin
AC001,Ecological System,AD001,Moderate recurring disturbance,78,0.30361,1.2,0.62932,0.81648,1.2,viable margin
AC001,Ecological System,AD001,Moderate recurring disturbance,79,0.30072,1.2,0.63292,0.81288,1.2,viable margin
AC001,Ecological System,AD001,Moderate recurring disturbance,80,0.298,1.2,0.63651,0.80929,1.2,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,1,0.41472,0.6456,0.34866,0.54274,0.97221,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,2,0.41779,0.65511,0.35733,0.54358,0.94441,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,3,0.42076,0.66454,0.36601,0.54433,0.91663,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,4,0.42359,0.67388,0.37471,0.54497,0.88888,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,5,0.42623,0.68313,0.38341,0.54552,0.86123,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,6,0.42864,0.6923,0.39213,0.54597,0.83375,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,7,0.43079,0.70138,0.40085,0.54633,0.80654,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,8,0.43264,0.71037,0.40958,0.54659,0.7797,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,9,0.43416,0.71927,0.41832,0.54676,0.75334,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,10,0.65532,0.72809,0.42794,0.54595,0.62624,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,11,0.43612,0.73681,0.43668,0.54593,0.6011,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,12,0.43654,0.74544,0.44543,0.54581,0.57687,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,13,0.43656,0.75399,0.45418,0.54561,0.55369,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,14,0.4362,0.76245,0.46292,0.54533,0.53173,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,15,0.43545,0.77082,0.47166,0.54496,0.51112,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,16,0.43433,0.7791,0.4804,0.5445,0.49202,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,17,0.43286,0.7873,0.48913,0.54397,0.47455,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,18,0.43105,0.79541,0.49785,0.54335,0.45884,viable margin
AC001,Ecological System,AD002,Climate-amplified disturbance,19,0.42894,0.80343,0.50657,0.54266,0.44501,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,20,0.64656,0.81136,0.51616,0.54101,0.33177,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,21,0.42395,0.8192,0.52485,0.54015,0.32179,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,22,0.42114,0.82695,0.53354,0.53921,0.31391,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,23,0.41819,0.83462,0.54221,0.53821,0.30819,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,24,0.41513,0.84219,0.55087,0.53712,0.30465,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,25,0.41201,0.84969,0.55952,0.53597,0.30328,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,26,0.4089,0.85709,0.56815,0.53474,0.30406,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,27,0.40582,0.86441,0.57678,0.53343,0.30695,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,28,0.40283,0.87164,0.58539,0.53205,0.31187,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,29,0.39998,0.87879,0.59399,0.5306,0.31875,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,30,0.61731,0.88585,0.60346,0.52819,0.22609,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,31,0.39486,0.89281,0.61204,0.52658,0.23634,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,32,0.39268,0.89969,0.62061,0.52488,0.24814,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,33,0.39079,0.90649,0.62917,0.52312,0.26135,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,34,0.38923,0.9132,0.63773,0.52127,0.27578,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,35,0.38801,0.91982,0.64628,0.51934,0.29124,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,36,0.38716,0.92636,0.65483,0.51733,0.30754,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,37,0.3867,0.93281,0.66338,0.51523,0.32448,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,38,0.38662,0.93917,0.67192,0.51305,0.34184,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,39,0.38693,0.94545,0.68047,0.51078,0.35942,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,40,0.60763,0.95165,0.6899,0.50755,0.27564,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,41,0.3887,0.95775,0.69846,0.50509,0.29287,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,42,0.39013,0.96377,0.70702,0.50255,0.30972,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,43,0.39189,0.9697,0.71558,0.49991,0.326,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,44,0.39396,0.97554,0.72416,0.49718,0.34153,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,45,0.39631,0.9813,0.73274,0.49435,0.35617,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,46,0.39889,0.98697,0.74134,0.49143,0.36978,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,47,0.40168,0.99256,0.74995,0.48841,0.38223,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,48,0.40461,0.99806,0.75857,0.48529,0.39342,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,49,0.40766,1.00347,0.7672,0.48208,0.40326,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,50,0.63077,1.0088,0.77672,0.47788,0.31033,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,51,0.41389,1.01403,0.78537,0.47446,0.31716,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,52,0.41698,1.01918,0.79404,0.47094,0.32254,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,53,0.41998,1.02424,0.80272,0.46732,0.32646,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,54,0.42285,1.02921,0.81141,0.4636,0.32897,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,55,0.42555,1.0341,0.82012,0.45978,0.33011,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,56,0.42802,1.0389,0.82883,0.45587,0.32996,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,57,0.43025,1.04361,0.83755,0.45186,0.32859,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,58,0.43218,1.04823,0.84628,0.44775,0.32611,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,59,0.43379,1.05277,0.85501,0.44356,0.32265,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,60,0.65505,1.05722,0.86463,0.43839,0.21694,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,61,0.43595,1.06157,0.87338,0.434,0.21171,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,62,0.43646,1.06584,0.88212,0.42952,0.20591,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,63,0.43659,1.07002,0.89087,0.42495,0.19967,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,64,0.43633,1.07411,0.89961,0.4203,0.19315,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,65,0.43569,1.07811,0.90836,0.41556,0.18651,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,66,0.43467,1.08203,0.9171,0.41073,0.17988,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,67,0.43328,1.08586,0.92583,0.40583,0.1734,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,68,0.43156,1.0896,0.93456,0.40085,0.1672,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,69,0.42953,1.09325,0.94327,0.39578,0.1614,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,70,0.64722,1.09682,0.95286,0.38976,0.05472,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,71,0.42466,1.10029,0.96156,0.38453,0.04983,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,72,0.4219,1.10368,0.97025,0.37923,0.04558,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,73,0.41898,1.10698,0.97892,0.37385,0.04203,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,74,0.41595,1.11019,0.98759,0.3684,0.0392,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,75,0.41284,1.11331,0.99624,0.36287,0.0371,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,76,0.40972,1.11635,1.0,0.36215,0.03669,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,77,0.40663,1.11935,1.0,0.36515,0.03869,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,78,0.40361,1.12235,1.0,0.36815,0.04306,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,79,0.40072,1.12535,1.0,0.37115,0.04976,threshold risk
AC001,Ecological System,AD002,Climate-amplified disturbance,80,0.618,1.12835,1.0,0.37415,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,1,0.49472,0.64112,0.35746,0.52946,0.93217,viable margin
AC001,Ecological System,AD003,Compound institutional stress,2,0.49779,0.64607,0.37493,0.51694,0.86107,viable margin
AC001,Ecological System,AD003,Compound institutional stress,3,0.50076,0.65084,0.39241,0.50422,0.78668,viable margin
AC001,Ecological System,AD003,Compound institutional stress,4,0.50359,0.65543,0.40991,0.49132,0.70901,viable margin
AC001,Ecological System,AD003,Compound institutional stress,5,0.50623,0.65985,0.42741,0.47824,0.62807,viable margin
AC001,Ecological System,AD003,Compound institutional stress,6,0.50864,0.6641,0.44493,0.46497,0.54393,viable margin
AC001,Ecological System,AD003,Compound institutional stress,7,0.51079,0.66817,0.46245,0.45152,0.45664,viable margin
AC001,Ecological System,AD003,Compound institutional stress,8,0.81264,0.67207,0.48118,0.43668,0.22803,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,9,0.51416,0.67577,0.49872,0.42286,0.13445,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,10,0.51532,0.67931,0.51626,0.40885,0.03798,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,11,0.51612,0.68266,0.5338,0.39466,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,12,0.51654,0.68585,0.55135,0.3803,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,13,0.51656,0.68885,0.5689,0.36576,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,14,0.5162,0.69168,0.58644,0.35104,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,15,0.51545,0.69434,0.60398,0.33616,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,16,0.81433,0.69682,0.62272,0.3199,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,17,0.51286,0.69911,0.64025,0.30466,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,18,0.51105,0.70123,0.65777,0.28925,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,19,0.50894,0.70317,0.67529,0.27368,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,20,0.50656,0.70494,0.6928,0.25794,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,21,0.50395,0.70653,0.71029,0.24204,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,22,0.50114,0.70795,0.72778,0.22597,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,23,0.49819,0.70919,0.74525,0.20974,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,24,0.79513,0.71026,0.76391,0.19215,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,25,0.49201,0.71114,0.78136,0.17558,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,26,0.4889,0.71184,0.79879,0.15885,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,27,0.48582,0.71238,0.81622,0.14196,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,28,0.48283,0.71273,0.83363,0.12491,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,29,0.47998,0.71292,0.85103,0.10769,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,30,0.47731,0.71293,0.86842,0.09031,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,31,0.47486,0.71276,0.8858,0.07277,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,32,0.77268,0.71243,0.90437,0.05386,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,33,0.47079,0.7119,0.92173,0.03597,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,34,0.46923,0.7112,0.93909,0.01792,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,35,0.46801,0.71033,0.95644,-0.00031,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,36,0.46716,0.70929,0.97379,-0.0187,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,37,0.4667,0.70807,0.99114,-0.03726,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,38,0.46662,0.70668,1.0,-0.04752,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,39,0.46693,0.7052,1.0,-0.049,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,40,0.76763,0.70372,1.0,-0.05048,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,41,0.4687,0.70224,1.0,-0.05196,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,42,0.47013,0.70076,1.0,-0.05344,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,43,0.47189,0.69928,1.0,-0.05492,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,44,0.47396,0.6978,1.0,-0.0564,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,45,0.47631,0.69632,1.0,-0.05788,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,46,0.47889,0.69484,1.0,-0.05936,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,47,0.48168,0.69336,1.0,-0.06084,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,48,0.78461,0.69188,1.0,-0.06232,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,49,0.48766,0.6904,1.0,-0.0638,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,50,0.49077,0.68892,1.0,-0.06528,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,51,0.49389,0.68744,1.0,-0.06676,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,52,0.49698,0.68596,1.0,-0.06824,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,53,0.49998,0.68448,1.0,-0.06972,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,54,0.50285,0.683,1.0,-0.0712,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,55,0.50555,0.68152,1.0,-0.07268,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,56,0.80802,0.68004,1.0,-0.07416,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,57,0.51025,0.67856,1.0,-0.07564,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,58,0.51218,0.67708,1.0,-0.07712,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,59,0.51379,0.6756,1.0,-0.0786,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,60,0.51505,0.67412,1.0,-0.08008,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,61,0.51595,0.67264,1.0,-0.08156,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,62,0.51646,0.67116,1.0,-0.08304,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,63,0.51659,0.66968,1.0,-0.08452,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,64,0.81633,0.6682,1.0,-0.086,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,65,0.51569,0.66672,1.0,-0.08748,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,66,0.51467,0.66524,1.0,-0.08896,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,67,0.51328,0.66376,1.0,-0.09044,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,68,0.51156,0.66228,1.0,-0.09192,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,69,0.50953,0.6608,1.0,-0.0934,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,70,0.50722,0.65932,1.0,-0.09488,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,71,0.50466,0.65784,1.0,-0.09636,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,72,0.8019,0.65636,1.0,-0.09784,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,73,0.49898,0.65488,1.0,-0.09932,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,74,0.49595,0.6534,1.0,-0.1008,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,75,0.49284,0.65192,1.0,-0.10228,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,76,0.48972,0.65044,1.0,-0.10376,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,77,0.48663,0.64896,1.0,-0.10524,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,78,0.48361,0.64748,1.0,-0.10672,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,79,0.48072,0.646,1.0,-0.1082,0.0,threshold risk
AC001,Ecological System,AD003,Compound institutional stress,80,0.778,0.64452,1.0,-0.10968,0.0,threshold risk
AC001,Ecological System,AD004,Learning-oriented adaptation,1,0.37472,0.65668,0.34142,0.56106,0.99571,viable margin
AC001,Ecological System,AD004,Learning-oriented adaptation,2,0.37779,0.67735,0.34285,0.5803,0.99655,viable margin
AC001,Ecological System,AD004,Learning-oriented adaptation,3,0.38076,0.698,0.34429,0.5995,1.00255,viable margin
AC001,Ecological System,AD004,Learning-oriented adaptation,4,0.38359,0.71863,0.34575,0.61869,1.01376,viable margin
