system_id,system,system_context,time,event,disruption_load,slack_stock,adaptive_response,fragility_gap,workforce_strain,function,ethical_adjusted_function,resilience_score
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,60,Infrastructure disruption and maintenance backlog,0.7856,0.62201,0.4114,0.06971,0.08167,0.96739,0.75292,0.67487
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,61,background operating pressure,0.11245,0.63329,0.4114,0.0,0.01616,1.0,0.82398,0.70124
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,62,background operating pressure,0.11272,0.64454,0.4114,0.0,0.0,1.0,0.8256,0.70543
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,63,background operating pressure,0.11236,0.65583,0.4114,0.0,0.0,1.0,0.8256,0.70746
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,64,background operating pressure,0.11169,0.66718,0.4114,0.0,0.0,1.0,0.8256,0.7095
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,65,background operating pressure,0.11299,0.67841,0.4114,0.0,0.0,1.0,0.8256,0.71152
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,66,background operating pressure,0.11324,0.68962,0.4114,0.0,0.0,1.0,0.8256,0.71354
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,67,background operating pressure,0.11297,0.70085,0.4114,0.0,0.0,1.0,0.8256,0.71556
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,68,background operating pressure,0.11319,0.71206,0.4114,0.0,0.0,1.0,0.8256,0.71758
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,69,background operating pressure,0.11281,0.72331,0.4114,0.0,0.0,1.0,0.8256,0.7196
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,70,background operating pressure,0.11289,0.73455,0.4114,0.0,0.0,1.0,0.8256,0.72163
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,71,background operating pressure,0.11319,0.74577,0.4114,0.0,0.0,1.0,0.8256,0.72365
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,72,Knowledge loss and leadership turnover,0.6948,0.67163,0.4114,0.0,0.05096,1.0,0.7893,0.69911
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,73,background operating pressure,0.11255,0.6829,0.4114,0.0,0.0,1.0,0.8256,0.71233
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,74,background operating pressure,0.11373,0.69407,0.4114,0.0,0.0,1.0,0.8256,0.71434
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,75,background operating pressure,0.11422,0.70519,0.4114,0.0,0.0,1.0,0.8256,0.71634
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,76,background operating pressure,0.11295,0.71642,0.4114,0.0,0.0,1.0,0.8256,0.71836
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,77,background operating pressure,0.11425,0.72754,0.4114,0.0,0.0,1.0,0.8256,0.72037
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,78,background operating pressure,0.11427,0.73866,0.4114,0.0,0.0,1.0,0.8256,0.72237
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,79,background operating pressure,0.11322,0.74987,0.4114,0.0,0.0,1.0,0.8256,0.72438
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,80,background operating pressure,0.1132,0.76108,0.4114,0.0,0.0,1.0,0.8256,0.7264
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,81,background operating pressure,0.11441,0.77218,0.4114,0.0,0.0,1.0,0.8256,0.7284
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,82,Compound slack-depletion disruption,0.909,0.65882,0.4114,0.13682,0.11843,0.92224,0.70303,0.66107
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,83,background operating pressure,0.1139,0.66997,0.4114,0.0,0.05321,1.0,0.82028,0.70287
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,84,background operating pressure,0.1142,0.6811,0.4114,0.0,0.0,1.0,0.8256,0.71201
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,85,background operating pressure,0.11494,0.69215,0.4114,0.0,0.0,1.0,0.8256,0.714
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,86,background operating pressure,0.11512,0.70319,0.4114,0.0,0.0,1.0,0.8256,0.71598
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,87,background operating pressure,0.11544,0.7142,0.4114,0.0,0.0,1.0,0.8256,0.71796
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,88,background operating pressure,0.1152,0.72523,0.4114,0.0,0.0,1.0,0.8256,0.71995
SY001,Lean high-utilization system,low slack high utilization and brittle optimization,89,background operating pressure,0.11485,0.7363,0.4114,0.0,0.0,1.0,0.8256,0.72194
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,0,background operating pressure,0.10466,0.63758,0.5996,0.0,0.40533,1.0,0.82427,0.71546
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,1,background operating pressure,0.10401,0.66622,0.5996,0.0,0.31053,1.0,0.83375,0.73332
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,2,background operating pressure,0.10567,0.69471,0.5996,0.0,0.21607,1.0,0.84319,0.7511
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,3,background operating pressure,0.10571,0.7232,0.5996,0.0,0.12161,1.0,0.85264,0.76889
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,4,background operating pressure,0.10491,0.75175,0.5996,0.0,0.02699,1.0,0.8621,0.78671
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,5,background operating pressure,0.10543,0.78026,0.5996,0.0,0.0,1.0,0.8648,0.79546
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,6,background operating pressure,0.10465,0.80885,0.5996,0.0,0.0,1.0,0.8648,0.8006
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,7,background operating pressure,0.10478,0.83742,0.5996,0.0,0.0,1.0,0.8648,0.80574
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,8,background operating pressure,0.10504,0.86596,0.5996,0.0,0.0,1.0,0.8648,0.81088
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,9,background operating pressure,0.10596,0.89443,0.5996,0.0,0.0,1.0,0.8648,0.816
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,10,Supplier and logistics disruption,0.6664,0.83945,0.5996,0.0,0.01768,1.0,0.83423,0.79971
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,11,background operating pressure,0.10524,0.86798,0.5996,0.0,0.0,1.0,0.8648,0.81124
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,12,background operating pressure,0.10688,0.89636,0.5996,0.0,0.0,1.0,0.8648,0.81635
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,13,background operating pressure,0.1052,0.92489,0.5996,0.0,0.0,1.0,0.8648,0.82149
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,14,background operating pressure,0.10557,0.95339,0.5996,0.0,0.0,1.0,0.8648,0.82662
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,15,background operating pressure,0.10548,0.9819,0.5996,0.0,0.0,1.0,0.8648,0.83175
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,16,background operating pressure,0.10696,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,17,background operating pressure,0.10627,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,18,background operating pressure,0.1066,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,19,background operating pressure,0.10643,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,20,background operating pressure,0.10717,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,21,background operating pressure,0.10683,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,22,Workforce absence and demand surge,0.7254,0.93671,0.5996,0.0,0.02948,1.0,0.82225,0.81412
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,23,background operating pressure,0.10668,0.96511,0.5996,0.0,0.0,1.0,0.8648,0.82873
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,24,background operating pressure,0.10724,0.99346,0.5996,0.0,0.0,1.0,0.8648,0.83383
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,25,background operating pressure,0.10711,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,26,background operating pressure,0.10684,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,27,background operating pressure,0.10839,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,28,background operating pressure,0.10822,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,29,background operating pressure,0.10831,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,30,background operating pressure,0.10886,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,31,background operating pressure,0.10801,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,32,background operating pressure,0.1081,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,33,background operating pressure,0.10831,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,34,background operating pressure,0.10839,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,35,Cyber and operational outage,0.7308,0.93723,0.5996,0.0,0.03056,1.0,0.82694,0.81474
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,36,background operating pressure,0.10916,0.9654,0.5996,0.0,0.0,1.0,0.8648,0.82878
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,37,background operating pressure,0.10795,0.99369,0.5996,0.0,0.0,1.0,0.8648,0.83387
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,38,background operating pressure,0.10899,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,39,background operating pressure,0.10925,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,40,background operating pressure,0.10899,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,41,background operating pressure,0.10846,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,42,background operating pressure,0.10995,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,43,background operating pressure,0.10868,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,44,background operating pressure,0.10991,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,45,background operating pressure,0.10921,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,46,background operating pressure,0.10909,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,47,background operating pressure,0.1095,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,48,Revenue decline and liquidity pressure,0.7222,0.935,0.5996,0.0,0.02884,1.0,0.82952,0.81491
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,49,background operating pressure,0.10951,0.96315,0.5996,0.0,0.0,1.0,0.8648,0.82837
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,50,background operating pressure,0.1098,0.99126,0.5996,0.0,0.0,1.0,0.8648,0.83344
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,51,background operating pressure,0.11099,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,52,background operating pressure,0.1112,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,53,background operating pressure,0.11059,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,54,background operating pressure,0.11128,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,55,background operating pressure,0.11105,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,56,background operating pressure,0.11122,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,57,background operating pressure,0.11209,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,58,background operating pressure,0.11108,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,59,background operating pressure,0.11232,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,60,Infrastructure disruption and maintenance backlog,0.7856,0.9283,0.5996,0.0,0.04152,1.0,0.82345,0.81133
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,61,background operating pressure,0.1122,0.9562,0.5996,0.0,0.0,1.0,0.8648,0.82712
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,62,background operating pressure,0.11231,0.98409,0.5996,0.0,0.0,1.0,0.8648,0.83214
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,63,background operating pressure,0.11107,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,64,background operating pressure,0.11135,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,65,background operating pressure,0.11136,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,66,background operating pressure,0.11211,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,67,background operating pressure,0.11343,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,68,background operating pressure,0.11341,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,69,background operating pressure,0.11346,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,70,background operating pressure,0.11214,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,71,background operating pressure,0.11343,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,72,Knowledge loss and leadership turnover,0.6948,0.94247,0.5996,0.0,0.02336,1.0,0.83126,0.81715
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,73,background operating pressure,0.11381,0.97023,0.5996,0.0,0.0,1.0,0.8648,0.82965
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,74,background operating pressure,0.114,0.99797,0.5996,0.0,0.0,1.0,0.8648,0.83464
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,75,background operating pressure,0.11408,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,76,background operating pressure,0.1129,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,77,background operating pressure,0.1131,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,78,background operating pressure,0.11445,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,79,background operating pressure,0.11446,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,80,background operating pressure,0.11488,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,81,background operating pressure,0.11411,1.0,0.5996,0.0,0.0,1.0,0.8648,0.83501
SY002,Financially buffered but workforce-thin system,cash reserve with thin staffing and weak human capacity,82,Compound slack-depletion disruption,0.909,0.91419,0.5996,0.0,0.0662,1.0,0.81258,0.80431
