simulation_id,strategy_id,strategy,rank,resilience_value,winner
10,INF001,Grid Redundancy and Microgrid Expansion,5,6.95472,Equitable Critical Service Restoration Program
10,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.93372,Equitable Critical Service Restoration Program
11,INF006,Equitable Critical Service Restoration Program,1,7.31011,Equitable Critical Service Restoration Program
11,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.18249,Equitable Critical Service Restoration Program
11,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.09008,Equitable Critical Service Restoration Program
11,INF001,Grid Redundancy and Microgrid Expansion,4,7.06131,Equitable Critical Service Restoration Program
11,INF003,Distributed Backup Water and Pumping Capacity,5,6.93946,Equitable Critical Service Restoration Program
11,INF002,Flood-Resilient Transport Retrofit Program,6,6.65418,Equitable Critical Service Restoration Program
12,INF001,Grid Redundancy and Microgrid Expansion,1,7.62102,Grid Redundancy and Microgrid Expansion
12,INF006,Equitable Critical Service Restoration Program,2,7.40644,Grid Redundancy and Microgrid Expansion
12,INF003,Distributed Backup Water and Pumping Capacity,3,7.18419,Grid Redundancy and Microgrid Expansion
12,INF004,Cross-Network Monitoring and Dependency Mapping,4,6.91593,Grid Redundancy and Microgrid Expansion
12,INF005,Hybrid Wetland and Stormwater Infrastructure,5,6.84663,Grid Redundancy and Microgrid Expansion
12,INF002,Flood-Resilient Transport Retrofit Program,6,6.15342,Grid Redundancy and Microgrid Expansion
13,INF003,Distributed Backup Water and Pumping Capacity,1,7.43002,Distributed Backup Water and Pumping Capacity
13,INF006,Equitable Critical Service Restoration Program,2,7.21991,Distributed Backup Water and Pumping Capacity
13,INF001,Grid Redundancy and Microgrid Expansion,3,7.2069,Distributed Backup Water and Pumping Capacity
13,INF005,Hybrid Wetland and Stormwater Infrastructure,4,6.99828,Distributed Backup Water and Pumping Capacity
13,INF004,Cross-Network Monitoring and Dependency Mapping,5,6.70491,Distributed Backup Water and Pumping Capacity
13,INF002,Flood-Resilient Transport Retrofit Program,6,6.67937,Distributed Backup Water and Pumping Capacity
14,INF001,Grid Redundancy and Microgrid Expansion,1,7.8319,Grid Redundancy and Microgrid Expansion
14,INF003,Distributed Backup Water and Pumping Capacity,2,7.45796,Grid Redundancy and Microgrid Expansion
14,INF006,Equitable Critical Service Restoration Program,3,7.38921,Grid Redundancy and Microgrid Expansion
14,INF005,Hybrid Wetland and Stormwater Infrastructure,4,7.28984,Grid Redundancy and Microgrid Expansion
14,INF002,Flood-Resilient Transport Retrofit Program,5,6.99657,Grid Redundancy and Microgrid Expansion
14,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.52846,Grid Redundancy and Microgrid Expansion
15,INF003,Distributed Backup Water and Pumping Capacity,1,7.56337,Distributed Backup Water and Pumping Capacity
15,INF005,Hybrid Wetland and Stormwater Infrastructure,2,7.319,Distributed Backup Water and Pumping Capacity
15,INF001,Grid Redundancy and Microgrid Expansion,3,7.15593,Distributed Backup Water and Pumping Capacity
15,INF002,Flood-Resilient Transport Retrofit Program,4,6.92181,Distributed Backup Water and Pumping Capacity
15,INF006,Equitable Critical Service Restoration Program,5,6.89808,Distributed Backup Water and Pumping Capacity
15,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.77492,Distributed Backup Water and Pumping Capacity
16,INF006,Equitable Critical Service Restoration Program,1,7.33263,Equitable Critical Service Restoration Program
16,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.18601,Equitable Critical Service Restoration Program
16,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.16307,Equitable Critical Service Restoration Program
16,INF003,Distributed Backup Water and Pumping Capacity,4,7.1175,Equitable Critical Service Restoration Program
16,INF001,Grid Redundancy and Microgrid Expansion,5,6.98745,Equitable Critical Service Restoration Program
16,INF002,Flood-Resilient Transport Retrofit Program,6,6.70841,Equitable Critical Service Restoration Program
17,INF006,Equitable Critical Service Restoration Program,1,7.49812,Equitable Critical Service Restoration Program
17,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.16016,Equitable Critical Service Restoration Program
17,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.09709,Equitable Critical Service Restoration Program
17,INF001,Grid Redundancy and Microgrid Expansion,4,7.09484,Equitable Critical Service Restoration Program
17,INF003,Distributed Backup Water and Pumping Capacity,5,6.83888,Equitable Critical Service Restoration Program
17,INF002,Flood-Resilient Transport Retrofit Program,6,6.77877,Equitable Critical Service Restoration Program
18,INF006,Equitable Critical Service Restoration Program,1,7.46705,Equitable Critical Service Restoration Program
18,INF001,Grid Redundancy and Microgrid Expansion,2,7.43151,Equitable Critical Service Restoration Program
18,INF003,Distributed Backup Water and Pumping Capacity,3,7.15852,Equitable Critical Service Restoration Program
18,INF005,Hybrid Wetland and Stormwater Infrastructure,4,7.0498,Equitable Critical Service Restoration Program
18,INF002,Flood-Resilient Transport Retrofit Program,5,7.04649,Equitable Critical Service Restoration Program
18,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.59527,Equitable Critical Service Restoration Program
19,INF006,Equitable Critical Service Restoration Program,1,7.46376,Equitable Critical Service Restoration Program
19,INF001,Grid Redundancy and Microgrid Expansion,2,7.35263,Equitable Critical Service Restoration Program
19,INF004,Cross-Network Monitoring and Dependency Mapping,3,7.15984,Equitable Critical Service Restoration Program
19,INF005,Hybrid Wetland and Stormwater Infrastructure,4,7.00851,Equitable Critical Service Restoration Program
19,INF003,Distributed Backup Water and Pumping Capacity,5,6.66397,Equitable Critical Service Restoration Program
19,INF002,Flood-Resilient Transport Retrofit Program,6,6.4912,Equitable Critical Service Restoration Program
20,INF001,Grid Redundancy and Microgrid Expansion,1,8.20641,Grid Redundancy and Microgrid Expansion
20,INF006,Equitable Critical Service Restoration Program,2,7.67727,Grid Redundancy and Microgrid Expansion
20,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.09476,Grid Redundancy and Microgrid Expansion
20,INF003,Distributed Backup Water and Pumping Capacity,4,6.96156,Grid Redundancy and Microgrid Expansion
20,INF002,Flood-Resilient Transport Retrofit Program,5,6.79113,Grid Redundancy and Microgrid Expansion
20,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.61306,Grid Redundancy and Microgrid Expansion
21,INF003,Distributed Backup Water and Pumping Capacity,1,7.56009,Distributed Backup Water and Pumping Capacity
21,INF006,Equitable Critical Service Restoration Program,2,7.52796,Distributed Backup Water and Pumping Capacity
21,INF001,Grid Redundancy and Microgrid Expansion,3,7.41363,Distributed Backup Water and Pumping Capacity
21,INF004,Cross-Network Monitoring and Dependency Mapping,4,7.1013,Distributed Backup Water and Pumping Capacity
21,INF005,Hybrid Wetland and Stormwater Infrastructure,5,6.73832,Distributed Backup Water and Pumping Capacity
21,INF002,Flood-Resilient Transport Retrofit Program,6,6.31434,Distributed Backup Water and Pumping Capacity
22,INF006,Equitable Critical Service Restoration Program,1,7.33628,Equitable Critical Service Restoration Program
22,INF001,Grid Redundancy and Microgrid Expansion,2,7.2948,Equitable Critical Service Restoration Program
22,INF004,Cross-Network Monitoring and Dependency Mapping,3,7.06811,Equitable Critical Service Restoration Program
22,INF005,Hybrid Wetland and Stormwater Infrastructure,4,6.93495,Equitable Critical Service Restoration Program
22,INF003,Distributed Backup Water and Pumping Capacity,5,6.88943,Equitable Critical Service Restoration Program
22,INF002,Flood-Resilient Transport Retrofit Program,6,6.45253,Equitable Critical Service Restoration Program
23,INF006,Equitable Critical Service Restoration Program,1,7.72775,Equitable Critical Service Restoration Program
23,INF005,Hybrid Wetland and Stormwater Infrastructure,2,7.49908,Equitable Critical Service Restoration Program
23,INF003,Distributed Backup Water and Pumping Capacity,3,7.13567,Equitable Critical Service Restoration Program
23,INF001,Grid Redundancy and Microgrid Expansion,4,6.9394,Equitable Critical Service Restoration Program
23,INF004,Cross-Network Monitoring and Dependency Mapping,5,6.81856,Equitable Critical Service Restoration Program
23,INF002,Flood-Resilient Transport Retrofit Program,6,6.35929,Equitable Critical Service Restoration Program
24,INF001,Grid Redundancy and Microgrid Expansion,1,7.75536,Grid Redundancy and Microgrid Expansion
24,INF003,Distributed Backup Water and Pumping Capacity,2,7.57305,Grid Redundancy and Microgrid Expansion
24,INF006,Equitable Critical Service Restoration Program,3,7.43997,Grid Redundancy and Microgrid Expansion
24,INF004,Cross-Network Monitoring and Dependency Mapping,4,7.31035,Grid Redundancy and Microgrid Expansion
24,INF005,Hybrid Wetland and Stormwater Infrastructure,5,6.82943,Grid Redundancy and Microgrid Expansion
24,INF002,Flood-Resilient Transport Retrofit Program,6,6.75357,Grid Redundancy and Microgrid Expansion
25,INF001,Grid Redundancy and Microgrid Expansion,1,7.54472,Grid Redundancy and Microgrid Expansion
25,INF006,Equitable Critical Service Restoration Program,2,7.42856,Grid Redundancy and Microgrid Expansion
25,INF003,Distributed Backup Water and Pumping Capacity,3,7.15679,Grid Redundancy and Microgrid Expansion
25,INF005,Hybrid Wetland and Stormwater Infrastructure,4,6.81874,Grid Redundancy and Microgrid Expansion
25,INF002,Flood-Resilient Transport Retrofit Program,5,6.56031,Grid Redundancy and Microgrid Expansion
25,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.39875,Grid Redundancy and Microgrid Expansion
26,INF006,Equitable Critical Service Restoration Program,1,7.44032,Equitable Critical Service Restoration Program
26,INF003,Distributed Backup Water and Pumping Capacity,2,7.25222,Equitable Critical Service Restoration Program
26,INF001,Grid Redundancy and Microgrid Expansion,3,7.11875,Equitable Critical Service Restoration Program
26,INF004,Cross-Network Monitoring and Dependency Mapping,4,6.98725,Equitable Critical Service Restoration Program
26,INF002,Flood-Resilient Transport Retrofit Program,5,6.81717,Equitable Critical Service Restoration Program
26,INF005,Hybrid Wetland and Stormwater Infrastructure,6,6.75784,Equitable Critical Service Restoration Program
27,INF001,Grid Redundancy and Microgrid Expansion,1,7.39267,Grid Redundancy and Microgrid Expansion
27,INF002,Flood-Resilient Transport Retrofit Program,2,7.26782,Grid Redundancy and Microgrid Expansion
27,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.25658,Grid Redundancy and Microgrid Expansion
27,INF006,Equitable Critical Service Restoration Program,4,7.00413,Grid Redundancy and Microgrid Expansion
27,INF003,Distributed Backup Water and Pumping Capacity,5,6.99197,Grid Redundancy and Microgrid Expansion
27,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.89762,Grid Redundancy and Microgrid Expansion
28,INF006,Equitable Critical Service Restoration Program,1,7.42641,Equitable Critical Service Restoration Program
28,INF003,Distributed Backup Water and Pumping Capacity,2,7.32175,Equitable Critical Service Restoration Program
28,INF004,Cross-Network Monitoring and Dependency Mapping,3,7.30821,Equitable Critical Service Restoration Program
28,INF005,Hybrid Wetland and Stormwater Infrastructure,4,7.17063,Equitable Critical Service Restoration Program
28,INF001,Grid Redundancy and Microgrid Expansion,5,7.14947,Equitable Critical Service Restoration Program
28,INF002,Flood-Resilient Transport Retrofit Program,6,7.09359,Equitable Critical Service Restoration Program
29,INF001,Grid Redundancy and Microgrid Expansion,1,7.47063,Grid Redundancy and Microgrid Expansion
29,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.3098,Grid Redundancy and Microgrid Expansion
29,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.03346,Grid Redundancy and Microgrid Expansion
29,INF003,Distributed Backup Water and Pumping Capacity,4,6.94553,Grid Redundancy and Microgrid Expansion
29,INF006,Equitable Critical Service Restoration Program,5,6.92207,Grid Redundancy and Microgrid Expansion
29,INF002,Flood-Resilient Transport Retrofit Program,6,6.58137,Grid Redundancy and Microgrid Expansion
30,INF003,Distributed Backup Water and Pumping Capacity,1,7.4925,Distributed Backup Water and Pumping Capacity
30,INF006,Equitable Critical Service Restoration Program,2,7.31076,Distributed Backup Water and Pumping Capacity
30,INF001,Grid Redundancy and Microgrid Expansion,3,7.29586,Distributed Backup Water and Pumping Capacity
30,INF002,Flood-Resilient Transport Retrofit Program,4,6.79737,Distributed Backup Water and Pumping Capacity
30,INF004,Cross-Network Monitoring and Dependency Mapping,5,6.64721,Distributed Backup Water and Pumping Capacity
30,INF005,Hybrid Wetland and Stormwater Infrastructure,6,6.45362,Distributed Backup Water and Pumping Capacity
31,INF006,Equitable Critical Service Restoration Program,1,7.38367,Equitable Critical Service Restoration Program
31,INF001,Grid Redundancy and Microgrid Expansion,2,7.38235,Equitable Critical Service Restoration Program
31,INF003,Distributed Backup Water and Pumping Capacity,3,7.12185,Equitable Critical Service Restoration Program
31,INF004,Cross-Network Monitoring and Dependency Mapping,4,6.97687,Equitable Critical Service Restoration Program
31,INF002,Flood-Resilient Transport Retrofit Program,5,6.95244,Equitable Critical Service Restoration Program
31,INF005,Hybrid Wetland and Stormwater Infrastructure,6,6.74913,Equitable Critical Service Restoration Program
32,INF006,Equitable Critical Service Restoration Program,1,8.0233,Equitable Critical Service Restoration Program
32,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.31591,Equitable Critical Service Restoration Program
32,INF005,Hybrid Wetland and Stormwater Infrastructure,3,7.22038,Equitable Critical Service Restoration Program
32,INF003,Distributed Backup Water and Pumping Capacity,4,7.16334,Equitable Critical Service Restoration Program
32,INF001,Grid Redundancy and Microgrid Expansion,5,7.00376,Equitable Critical Service Restoration Program
32,INF002,Flood-Resilient Transport Retrofit Program,6,6.75649,Equitable Critical Service Restoration Program
33,INF006,Equitable Critical Service Restoration Program,1,7.30825,Equitable Critical Service Restoration Program
33,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.23825,Equitable Critical Service Restoration Program
33,INF001,Grid Redundancy and Microgrid Expansion,3,7.04043,Equitable Critical Service Restoration Program
33,INF005,Hybrid Wetland and Stormwater Infrastructure,4,6.93599,Equitable Critical Service Restoration Program
33,INF003,Distributed Backup Water and Pumping Capacity,5,6.88847,Equitable Critical Service Restoration Program
33,INF002,Flood-Resilient Transport Retrofit Program,6,6.71609,Equitable Critical Service Restoration Program
34,INF003,Distributed Backup Water and Pumping Capacity,1,7.48763,Distributed Backup Water and Pumping Capacity
34,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.44652,Distributed Backup Water and Pumping Capacity
34,INF006,Equitable Critical Service Restoration Program,3,7.31002,Distributed Backup Water and Pumping Capacity
34,INF001,Grid Redundancy and Microgrid Expansion,4,6.86711,Distributed Backup Water and Pumping Capacity
34,INF005,Hybrid Wetland and Stormwater Infrastructure,5,6.76441,Distributed Backup Water and Pumping Capacity
34,INF002,Flood-Resilient Transport Retrofit Program,6,6.31158,Distributed Backup Water and Pumping Capacity
35,INF001,Grid Redundancy and Microgrid Expansion,1,7.60552,Grid Redundancy and Microgrid Expansion
35,INF006,Equitable Critical Service Restoration Program,2,7.6005,Grid Redundancy and Microgrid Expansion
35,INF003,Distributed Backup Water and Pumping Capacity,3,7.28879,Grid Redundancy and Microgrid Expansion
35,INF004,Cross-Network Monitoring and Dependency Mapping,4,6.93895,Grid Redundancy and Microgrid Expansion
35,INF005,Hybrid Wetland and Stormwater Infrastructure,5,6.79108,Grid Redundancy and Microgrid Expansion
35,INF002,Flood-Resilient Transport Retrofit Program,6,6.74923,Grid Redundancy and Microgrid Expansion
36,INF001,Grid Redundancy and Microgrid Expansion,1,7.55137,Grid Redundancy and Microgrid Expansion
36,INF006,Equitable Critical Service Restoration Program,2,7.43259,Grid Redundancy and Microgrid Expansion
36,INF004,Cross-Network Monitoring and Dependency Mapping,3,7.42748,Grid Redundancy and Microgrid Expansion
36,INF003,Distributed Backup Water and Pumping Capacity,4,7.39288,Grid Redundancy and Microgrid Expansion
36,INF005,Hybrid Wetland and Stormwater Infrastructure,5,7.11149,Grid Redundancy and Microgrid Expansion
36,INF002,Flood-Resilient Transport Retrofit Program,6,6.60684,Grid Redundancy and Microgrid Expansion
37,INF006,Equitable Critical Service Restoration Program,1,7.41991,Equitable Critical Service Restoration Program
37,INF005,Hybrid Wetland and Stormwater Infrastructure,2,7.31421,Equitable Critical Service Restoration Program
37,INF003,Distributed Backup Water and Pumping Capacity,3,7.25665,Equitable Critical Service Restoration Program
37,INF004,Cross-Network Monitoring and Dependency Mapping,4,7.17698,Equitable Critical Service Restoration Program
37,INF001,Grid Redundancy and Microgrid Expansion,5,7.1175,Equitable Critical Service Restoration Program
37,INF002,Flood-Resilient Transport Retrofit Program,6,6.70661,Equitable Critical Service Restoration Program
38,INF006,Equitable Critical Service Restoration Program,1,7.41817,Equitable Critical Service Restoration Program
38,INF002,Flood-Resilient Transport Retrofit Program,2,7.3671,Equitable Critical Service Restoration Program
38,INF001,Grid Redundancy and Microgrid Expansion,3,7.30022,Equitable Critical Service Restoration Program
38,INF005,Hybrid Wetland and Stormwater Infrastructure,4,7.17974,Equitable Critical Service Restoration Program
38,INF004,Cross-Network Monitoring and Dependency Mapping,5,7.14611,Equitable Critical Service Restoration Program
38,INF003,Distributed Backup Water and Pumping Capacity,6,7.07559,Equitable Critical Service Restoration Program
39,INF001,Grid Redundancy and Microgrid Expansion,1,7.49262,Grid Redundancy and Microgrid Expansion
39,INF006,Equitable Critical Service Restoration Program,2,7.14458,Grid Redundancy and Microgrid Expansion
39,INF004,Cross-Network Monitoring and Dependency Mapping,3,7.05272,Grid Redundancy and Microgrid Expansion
39,INF005,Hybrid Wetland and Stormwater Infrastructure,4,7.05195,Grid Redundancy and Microgrid Expansion
39,INF003,Distributed Backup Water and Pumping Capacity,5,7.03061,Grid Redundancy and Microgrid Expansion
39,INF002,Flood-Resilient Transport Retrofit Program,6,6.80697,Grid Redundancy and Microgrid Expansion
40,INF001,Grid Redundancy and Microgrid Expansion,1,7.48804,Grid Redundancy and Microgrid Expansion
40,INF005,Hybrid Wetland and Stormwater Infrastructure,2,7.35034,Grid Redundancy and Microgrid Expansion
40,INF006,Equitable Critical Service Restoration Program,3,7.17056,Grid Redundancy and Microgrid Expansion
40,INF002,Flood-Resilient Transport Retrofit Program,4,7.13596,Grid Redundancy and Microgrid Expansion
40,INF003,Distributed Backup Water and Pumping Capacity,5,7.12932,Grid Redundancy and Microgrid Expansion
40,INF004,Cross-Network Monitoring and Dependency Mapping,6,7.0249,Grid Redundancy and Microgrid Expansion
41,INF006,Equitable Critical Service Restoration Program,1,7.64534,Equitable Critical Service Restoration Program
41,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.30101,Equitable Critical Service Restoration Program
41,INF003,Distributed Backup Water and Pumping Capacity,3,7.2583,Equitable Critical Service Restoration Program
41,INF002,Flood-Resilient Transport Retrofit Program,4,7.02025,Equitable Critical Service Restoration Program
41,INF001,Grid Redundancy and Microgrid Expansion,5,6.98929,Equitable Critical Service Restoration Program
41,INF005,Hybrid Wetland and Stormwater Infrastructure,6,6.84449,Equitable Critical Service Restoration Program
42,INF005,Hybrid Wetland and Stormwater Infrastructure,1,7.37549,Hybrid Wetland and Stormwater Infrastructure
42,INF006,Equitable Critical Service Restoration Program,2,7.33055,Hybrid Wetland and Stormwater Infrastructure
42,INF004,Cross-Network Monitoring and Dependency Mapping,3,7.24653,Hybrid Wetland and Stormwater Infrastructure
42,INF002,Flood-Resilient Transport Retrofit Program,4,6.90193,Hybrid Wetland and Stormwater Infrastructure
42,INF001,Grid Redundancy and Microgrid Expansion,5,6.89046,Hybrid Wetland and Stormwater Infrastructure
42,INF003,Distributed Backup Water and Pumping Capacity,6,6.85516,Hybrid Wetland and Stormwater Infrastructure
43,INF006,Equitable Critical Service Restoration Program,1,7.77908,Equitable Critical Service Restoration Program
43,INF001,Grid Redundancy and Microgrid Expansion,2,7.42445,Equitable Critical Service Restoration Program
43,INF003,Distributed Backup Water and Pumping Capacity,3,7.22253,Equitable Critical Service Restoration Program
43,INF002,Flood-Resilient Transport Retrofit Program,4,7.14467,Equitable Critical Service Restoration Program
43,INF005,Hybrid Wetland and Stormwater Infrastructure,5,7.03901,Equitable Critical Service Restoration Program
43,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.8745,Equitable Critical Service Restoration Program
44,INF001,Grid Redundancy and Microgrid Expansion,1,7.32339,Grid Redundancy and Microgrid Expansion
44,INF003,Distributed Backup Water and Pumping Capacity,2,7.25424,Grid Redundancy and Microgrid Expansion
44,INF006,Equitable Critical Service Restoration Program,3,7.04068,Grid Redundancy and Microgrid Expansion
44,INF002,Flood-Resilient Transport Retrofit Program,4,7.0137,Grid Redundancy and Microgrid Expansion
44,INF005,Hybrid Wetland and Stormwater Infrastructure,5,6.87037,Grid Redundancy and Microgrid Expansion
44,INF004,Cross-Network Monitoring and Dependency Mapping,6,6.31513,Grid Redundancy and Microgrid Expansion
45,INF005,Hybrid Wetland and Stormwater Infrastructure,1,7.2186,Hybrid Wetland and Stormwater Infrastructure
45,INF004,Cross-Network Monitoring and Dependency Mapping,2,7.16339,Hybrid Wetland and Stormwater Infrastructure
45,INF006,Equitable Critical Service Restoration Program,3,7.08524,Hybrid Wetland and Stormwater Infrastructure
45,INF001,Grid Redundancy and Microgrid Expansion,4,7.08072,Hybrid Wetland and Stormwater Infrastructure
45,INF003,Distributed Backup Water and Pumping Capacity,5,6.82806,Hybrid Wetland and Stormwater Infrastructure
45,INF002,Flood-Resilient Transport Retrofit Program,6,6.80666,Hybrid Wetland and Stormwater Infrastructure
46,INF006,Equitable Critical Service Restoration Program,1,7.67863,Equitable Critical Service Restoration Program
