system_id,system,system_domain,time,event,stress_load,response_capacity,service_level,interdependence_coupling,equity_adjusted_service
SYS001,Regional Power Distribution Network,energy,19,background infrastructure stress,0.18774,0.26089,1.0,0.8213,1.0
SYS001,Regional Power Distribution Network,energy,20,background infrastructure stress,0.1894,0.26079,1.0,0.82195,1.0
SYS001,Regional Power Distribution Network,energy,21,background infrastructure stress,0.19188,0.26069,1.0,0.82266,1.0
SYS001,Regional Power Distribution Network,energy,22,background infrastructure stress,0.19476,0.26057,1.0,0.82343,1.0
SYS001,Regional Power Distribution Network,energy,23,background infrastructure stress,0.19024,0.26045,1.0,0.82411,1.0
SYS001,Regional Power Distribution Network,energy,24,background infrastructure stress,0.19589,0.26034,1.0,0.8249,1.0
SYS001,Regional Power Distribution Network,energy,25,background infrastructure stress,0.19377,0.26022,1.0,0.82566,1.0
SYS001,Regional Power Distribution Network,energy,26,background infrastructure stress,0.19671,0.26009,1.0,0.82647,1.0
SYS001,Regional Power Distribution Network,energy,27,Heatwave with grid demand surge,0.75638,0.25996,0.88623,0.83848,0.75521
SYS001,Regional Power Distribution Network,energy,28,background infrastructure stress,0.19869,0.25804,0.94958,0.83936,0.97936
SYS001,Regional Power Distribution Network,energy,29,background infrastructure stress,0.19483,0.2579,1.0,0.84016,1.0
SYS001,Regional Power Distribution Network,energy,30,background infrastructure stress,0.19875,0.25777,1.0,0.84104,1.0
SYS001,Regional Power Distribution Network,energy,31,background infrastructure stress,0.19579,0.25763,1.0,0.84186,1.0
SYS001,Regional Power Distribution Network,energy,32,background infrastructure stress,0.19559,0.2575,1.0,0.84269,1.0
SYS001,Regional Power Distribution Network,energy,33,background infrastructure stress,0.19884,0.25737,1.0,0.84357,1.0
SYS001,Regional Power Distribution Network,energy,34,background infrastructure stress,0.20202,0.25723,1.0,0.84453,1.0
SYS001,Regional Power Distribution Network,energy,35,background infrastructure stress,0.20123,0.25708,1.0,0.84547,1.0
SYS001,Regional Power Distribution Network,energy,36,background infrastructure stress,0.19931,0.25693,1.0,0.84637,1.0
SYS001,Regional Power Distribution Network,energy,37,background infrastructure stress,0.20433,0.25678,1.0,0.84738,1.0
SYS001,Regional Power Distribution Network,energy,38,background infrastructure stress,0.20545,0.25662,1.0,0.84841,1.0
SYS001,Regional Power Distribution Network,energy,39,background infrastructure stress,0.20148,0.25646,1.0,0.84936,1.0
SYS001,Regional Power Distribution Network,energy,40,background infrastructure stress,0.20353,0.2563,1.0,0.85035,1.0
SYS001,Regional Power Distribution Network,energy,41,background infrastructure stress,0.20544,0.25614,1.0,0.85139,1.0
SYS001,Regional Power Distribution Network,energy,42,Wildfire corridor and smoke disruption,0.76397,0.25598,0.88102,0.8636,0.7705
SYS001,Regional Power Distribution Network,energy,43,background infrastructure stress,0.20984,0.25402,0.93798,0.86474,0.9674
SYS001,Regional Power Distribution Network,energy,44,background infrastructure stress,0.20521,0.25384,0.99631,0.8658,1.0
SYS001,Regional Power Distribution Network,energy,45,background infrastructure stress,0.20874,0.25367,1.0,0.86693,1.0
SYS001,Regional Power Distribution Network,energy,46,background infrastructure stress,0.2122,0.25349,1.0,0.86813,1.0
SYS001,Regional Power Distribution Network,energy,47,background infrastructure stress,0.21041,0.2533,1.0,0.8693,1.0
SYS001,Regional Power Distribution Network,energy,48,background infrastructure stress,0.21179,0.25311,1.0,0.8705,1.0
SYS001,Regional Power Distribution Network,energy,49,background infrastructure stress,0.21283,0.25292,1.0,0.87172,1.0
SYS001,Regional Power Distribution Network,energy,50,background infrastructure stress,0.21166,0.25272,1.0,0.87292,1.0
SYS001,Regional Power Distribution Network,energy,51,background infrastructure stress,0.21083,0.25253,1.0,0.87411,1.0
SYS001,Regional Power Distribution Network,energy,52,background infrastructure stress,0.21352,0.25234,1.0,0.87535,1.0
SYS001,Regional Power Distribution Network,energy,53,background infrastructure stress,0.21375,0.25214,1.0,0.8766,1.0
SYS001,Regional Power Distribution Network,energy,54,background infrastructure stress,0.21314,0.25194,1.0,0.87784,1.0
SYS001,Regional Power Distribution Network,energy,55,background infrastructure stress,0.21727,0.25175,1.0,0.87916,1.0
SYS001,Regional Power Distribution Network,energy,56,Cyber-physical control disruption,0.7347,0.25153,0.88727,0.89084,0.79088
SYS001,Regional Power Distribution Network,energy,57,background infrastructure stress,0.2165,0.24967,0.93906,0.89217,0.96851
SYS001,Regional Power Distribution Network,energy,58,background infrastructure stress,0.21798,0.24945,0.99022,0.89354,1.0
SYS001,Regional Power Distribution Network,energy,59,background infrastructure stress,0.22054,0.24923,1.0,0.89496,1.0
SYS001,Regional Power Distribution Network,energy,60,background infrastructure stress,0.22157,0.24901,1.0,0.8964,1.0
SYS001,Regional Power Distribution Network,energy,61,background infrastructure stress,0.22277,0.24878,1.0,0.89787,1.0
SYS001,Regional Power Distribution Network,energy,62,background infrastructure stress,0.22182,0.24854,1.0,0.89933,1.0
SYS001,Regional Power Distribution Network,energy,63,background infrastructure stress,0.21979,0.24831,1.0,0.90074,1.0
SYS001,Regional Power Distribution Network,energy,64,background infrastructure stress,0.22451,0.24808,1.0,0.90226,1.0
SYS001,Regional Power Distribution Network,energy,65,background infrastructure stress,0.22561,0.24784,1.0,0.9038,1.0
SYS001,Regional Power Distribution Network,energy,66,background infrastructure stress,0.22498,0.24759,1.0,0.90532,1.0
SYS001,Regional Power Distribution Network,energy,67,background infrastructure stress,0.22602,0.24735,1.0,0.90688,1.0
SYS001,Regional Power Distribution Network,energy,68,background infrastructure stress,0.22499,0.2471,1.0,0.90841,1.0
SYS001,Regional Power Distribution Network,energy,69,background infrastructure stress,0.22554,0.24685,1.0,0.90996,1.0
SYS001,Regional Power Distribution Network,energy,70,Compound power water health outage,0.8368,0.24661,0.85115,0.92374,0.71578
SYS001,Regional Power Distribution Network,energy,71,background infrastructure stress,0.22899,0.2444,0.89525,0.92538,0.92333
SYS001,Regional Power Distribution Network,energy,72,background infrastructure stress,0.22673,0.24414,0.9399,0.92699,0.96937
SYS001,Regional Power Distribution Network,energy,73,background infrastructure stress,0.23103,0.24388,0.98298,0.92868,1.0
SYS001,Regional Power Distribution Network,energy,74,background infrastructure stress,0.23299,0.24361,1.0,0.93042,1.0
SYS001,Regional Power Distribution Network,energy,75,background infrastructure stress,0.22897,0.24333,1.0,0.93208,1.0
SYS001,Regional Power Distribution Network,energy,76,background infrastructure stress,0.23368,0.24307,1.0,0.93383,1.0
SYS001,Regional Power Distribution Network,energy,77,background infrastructure stress,0.23407,0.24279,1.0,0.9356,1.0
SYS001,Regional Power Distribution Network,energy,78,background infrastructure stress,0.23081,0.2425,1.0,0.93731,1.0
SYS001,Regional Power Distribution Network,energy,79,background infrastructure stress,0.23104,0.24223,1.0,0.93902,1.0
SYS002,Urban Water Pumping and Treatment System,water,0,background infrastructure stress,0.17355,0.2524,0.91254,0.76044,0.94525
SYS002,Urban Water Pumping and Treatment System,water,1,background infrastructure stress,0.17148,0.25233,0.9857,0.76084,1.0
SYS002,Urban Water Pumping and Treatment System,water,2,background infrastructure stress,0.17727,0.25226,1.0,0.76136,1.0
SYS002,Urban Water Pumping and Treatment System,water,3,background infrastructure stress,0.17756,0.25218,1.0,0.76189,1.0
SYS002,Urban Water Pumping and Treatment System,water,4,background infrastructure stress,0.17502,0.2521,1.0,0.76236,1.0
SYS002,Urban Water Pumping and Treatment System,water,5,background infrastructure stress,0.17692,0.25202,1.0,0.76288,1.0
SYS002,Urban Water Pumping and Treatment System,water,6,background infrastructure stress,0.17443,0.25194,1.0,0.76334,1.0
SYS002,Urban Water Pumping and Treatment System,water,7,background infrastructure stress,0.17504,0.25187,1.0,0.76382,1.0
SYS002,Urban Water Pumping and Treatment System,water,8,background infrastructure stress,0.17605,0.25179,1.0,0.76432,1.0
SYS002,Urban Water Pumping and Treatment System,water,9,background infrastructure stress,0.17936,0.25171,1.0,0.76489,1.0
SYS002,Urban Water Pumping and Treatment System,water,10,background infrastructure stress,0.17667,0.25162,1.0,0.7654,1.0
SYS002,Urban Water Pumping and Treatment System,water,11,background infrastructure stress,0.1824,0.25154,1.0,0.76603,1.0
SYS002,Urban Water Pumping and Treatment System,water,12,Extreme rainfall and transport flooding,0.73072,0.25144,0.89357,0.77763,0.77548
SYS002,Urban Water Pumping and Treatment System,water,13,background infrastructure stress,0.17875,0.24958,0.96248,0.77821,0.99698
SYS002,Urban Water Pumping and Treatment System,water,14,background infrastructure stress,0.18016,0.24949,1.0,0.77882,1.0
SYS002,Urban Water Pumping and Treatment System,water,15,background infrastructure stress,0.18002,0.24939,1.0,0.77942,1.0
SYS002,Urban Water Pumping and Treatment System,water,16,background infrastructure stress,0.18523,0.24929,1.0,0.78014,1.0
SYS002,Urban Water Pumping and Treatment System,water,17,background infrastructure stress,0.18308,0.24918,1.0,0.78081,1.0
SYS002,Urban Water Pumping and Treatment System,water,18,background infrastructure stress,0.18438,0.24907,1.0,0.78151,1.0
SYS002,Urban Water Pumping and Treatment System,water,19,background infrastructure stress,0.18397,0.24896,1.0,0.7822,1.0
SYS002,Urban Water Pumping and Treatment System,water,20,background infrastructure stress,0.18668,0.24885,1.0,0.78295,1.0
SYS002,Urban Water Pumping and Treatment System,water,21,background infrastructure stress,0.18568,0.24873,1.0,0.78368,1.0
SYS002,Urban Water Pumping and Treatment System,water,22,background infrastructure stress,0.18495,0.24861,1.0,0.78439,1.0
SYS002,Urban Water Pumping and Treatment System,water,23,background infrastructure stress,0.18704,0.2485,1.0,0.78515,1.0
SYS002,Urban Water Pumping and Treatment System,water,24,background infrastructure stress,0.18678,0.24838,1.0,0.78591,1.0
SYS002,Urban Water Pumping and Treatment System,water,25,background infrastructure stress,0.18606,0.24826,1.0,0.78665,1.0
SYS002,Urban Water Pumping and Treatment System,water,26,background infrastructure stress,0.1915,0.24814,1.0,0.7875,1.0
SYS002,Urban Water Pumping and Treatment System,water,27,Heatwave with grid demand surge,0.7517,0.248,0.88446,0.79956,0.75766
SYS002,Urban Water Pumping and Treatment System,water,28,background infrastructure stress,0.19308,0.24607,0.94632,0.80047,0.98023
SYS002,Urban Water Pumping and Treatment System,water,29,background infrastructure stress,0.19359,0.24593,1.0,0.80139,1.0
SYS002,Urban Water Pumping and Treatment System,water,30,background infrastructure stress,0.19569,0.24578,1.0,0.80235,1.0
SYS002,Urban Water Pumping and Treatment System,water,31,background infrastructure stress,0.19299,0.24562,1.0,0.80326,1.0
SYS002,Urban Water Pumping and Treatment System,water,32,background infrastructure stress,0.1935,0.24548,1.0,0.80419,1.0
SYS002,Urban Water Pumping and Treatment System,water,33,background infrastructure stress,0.19441,0.24533,1.0,0.80513,1.0
SYS002,Urban Water Pumping and Treatment System,water,34,background infrastructure stress,0.1949,0.24518,1.0,0.80609,1.0
SYS002,Urban Water Pumping and Treatment System,water,35,background infrastructure stress,0.19732,0.24503,1.0,0.80709,1.0
SYS002,Urban Water Pumping and Treatment System,water,36,background infrastructure stress,0.19344,0.24486,1.0,0.80802,1.0
SYS002,Urban Water Pumping and Treatment System,water,37,background infrastructure stress,0.19717,0.24472,1.0,0.80903,1.0
SYS002,Urban Water Pumping and Treatment System,water,38,background infrastructure stress,0.19827,0.24455,1.0,0.81006,1.0
SYS002,Urban Water Pumping and Treatment System,water,39,background infrastructure stress,0.19761,0.24439,1.0,0.81108,1.0
SYS002,Urban Water Pumping and Treatment System,water,40,background infrastructure stress,0.19604,0.24423,1.0,0.81207,1.0
SYS002,Urban Water Pumping and Treatment System,water,41,background infrastructure stress,0.2013,0.24407,1.0,0.81317,1.0
SYS002,Urban Water Pumping and Treatment System,water,42,Wildfire corridor and smoke disruption,0.75938,0.24389,0.87912,0.82543,0.77278
SYS002,Urban Water Pumping and Treatment System,water,43,background infrastructure stress,0.19919,0.24193,0.93614,0.82651,0.96969
SYS002,Urban Water Pumping and Treatment System,water,44,background infrastructure stress,0.2036,0.24176,0.99162,0.82768,1.0
SYS002,Urban Water Pumping and Treatment System,water,45,background infrastructure stress,0.20144,0.24157,1.0,0.82881,1.0
SYS002,Urban Water Pumping and Treatment System,water,46,background infrastructure stress,0.20128,0.24139,1.0,0.82994,1.0
SYS002,Urban Water Pumping and Treatment System,water,47,background infrastructure stress,0.20291,0.24121,1.0,0.8311,1.0
SYS002,Urban Water Pumping and Treatment System,water,48,background infrastructure stress,0.20277,0.24102,1.0,0.83227,1.0
SYS002,Urban Water Pumping and Treatment System,water,49,background infrastructure stress,0.20399,0.24084,1.0,0.83346,1.0
SYS002,Urban Water Pumping and Treatment System,water,50,background infrastructure stress,0.20827,0.24065,1.0,0.83473,1.0
SYS002,Urban Water Pumping and Treatment System,water,51,background infrastructure stress,0.20922,0.24044,1.0,0.83603,1.0
SYS002,Urban Water Pumping and Treatment System,water,52,background infrastructure stress,0.2074,0.24023,1.0,0.8373,1.0
SYS002,Urban Water Pumping and Treatment System,water,53,background infrastructure stress,0.21002,0.24003,1.0,0.83862,1.0
SYS002,Urban Water Pumping and Treatment System,water,54,background infrastructure stress,0.20948,0.23982,1.0,0.83993,1.0
SYS002,Urban Water Pumping and Treatment System,water,55,background infrastructure stress,0.2103,0.23961,1.0,0.84126,1.0
SYS002,Urban Water Pumping and Treatment System,water,56,Cyber-physical control disruption,0.73015,0.2394,0.88533,0.85299,0.79311
SYS002,Urban Water Pumping and Treatment System,water,57,background infrastructure stress,0.21544,0.23752,0.93405,0.85445,0.96753
SYS002,Urban Water Pumping and Treatment System,water,58,background infrastructure stress,0.21228,0.23729,0.98362,0.85585,1.0
SYS002,Urban Water Pumping and Treatment System,water,59,background infrastructure stress,0.21675,0.23706,1.0,0.85734,1.0
SYS002,Urban Water Pumping and Treatment System,water,60,background infrastructure stress,0.21622,0.23683,1.0,0.85882,1.0
SYS002,Urban Water Pumping and Treatment System,water,61,background infrastructure stress,0.21685,0.23659,1.0,0.86032,1.0
SYS002,Urban Water Pumping and Treatment System,water,62,background infrastructure stress,0.21293,0.23635,1.0,0.86174,1.0
SYS002,Urban Water Pumping and Treatment System,water,63,background infrastructure stress,0.21413,0.23612,1.0,0.86319,1.0
SYS002,Urban Water Pumping and Treatment System,water,64,background infrastructure stress,0.21446,0.23589,1.0,0.86465,1.0
SYS002,Urban Water Pumping and Treatment System,water,65,background infrastructure stress,0.21727,0.23566,1.0,0.86617,1.0
SYS002,Urban Water Pumping and Treatment System,water,66,background infrastructure stress,0.22204,0.23541,1.0,0.86778,1.0
SYS002,Urban Water Pumping and Treatment System,water,67,background infrastructure stress,0.22226,0.23515,1.0,0.86941,1.0
SYS002,Urban Water Pumping and Treatment System,water,68,background infrastructure stress,0.2227,0.2349,1.0,0.87104,1.0
SYS002,Urban Water Pumping and Treatment System,water,69,background infrastructure stress,0.21851,0.23463,1.0,0.8726,1.0
SYS002,Urban Water Pumping and Treatment System,water,70,Compound power water health outage,0.83231,0.23438,0.84913,0.88643,0.71789
SYS002,Urban Water Pumping and Treatment System,water,71,background infrastructure stress,0.22535,0.23217,0.89094,0.88815,0.92287
SYS002,Urban Water Pumping and Treatment System,water,72,background infrastructure stress,0.22653,0.2319,0.93217,0.8899,0.96558
SYS002,Urban Water Pumping and Treatment System,water,73,background infrastructure stress,0.22748,0.23162,0.97291,0.89167,1.0
SYS002,Urban Water Pumping and Treatment System,water,74,background infrastructure stress,0.22808,0.23133,1.0,0.89345,1.0
SYS002,Urban Water Pumping and Treatment System,water,75,background infrastructure stress,0.22437,0.23105,1.0,0.89517,1.0
SYS002,Urban Water Pumping and Treatment System,water,76,background infrastructure stress,0.22534,0.23077,1.0,0.89691,1.0
SYS002,Urban Water Pumping and Treatment System,water,77,background infrastructure stress,0.23023,0.23049,1.0,0.89875,1.0
SYS002,Urban Water Pumping and Treatment System,water,78,background infrastructure stress,0.23058,0.2302,1.0,0.90059,1.0
SYS002,Urban Water Pumping and Treatment System,water,79,background infrastructure stress,0.23236,0.2299,1.0,0.90248,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,0,background infrastructure stress,0.16341,0.2198,0.86607,0.70063,0.89129
SYS003,Transit and Emergency Mobility Corridor,transport,1,background infrastructure stress,0.16717,0.2197,0.93087,0.70134,0.95797
SYS003,Transit and Emergency Mobility Corridor,transport,2,background infrastructure stress,0.16472,0.21959,0.99636,0.702,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,3,background infrastructure stress,0.169,0.21948,1.0,0.70274,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,4,background infrastructure stress,0.16888,0.21936,1.0,0.70349,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,5,background infrastructure stress,0.16795,0.21924,1.0,0.70422,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,6,background infrastructure stress,0.17013,0.21913,1.0,0.70499,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,7,background infrastructure stress,0.17038,0.219,1.0,0.70577,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,8,background infrastructure stress,0.16742,0.21888,1.0,0.70649,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,9,background infrastructure stress,0.17132,0.21876,1.0,0.70729,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,10,background infrastructure stress,0.17253,0.21863,1.0,0.70812,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,11,background infrastructure stress,0.17245,0.2185,1.0,0.70895,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,12,Extreme rainfall and transport flooding,0.72387,0.21837,0.88572,0.7208,0.76271
SYS003,Transit and Emergency Mobility Corridor,transport,13,background infrastructure stress,0.17743,0.21647,0.94497,0.72175,0.97249
SYS003,Transit and Emergency Mobility Corridor,transport,14,background infrastructure stress,0.17707,0.21632,1.0,0.7227,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,15,background infrastructure stress,0.17525,0.21617,1.0,0.72361,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,16,background infrastructure stress,0.17484,0.21602,1.0,0.72452,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,17,background infrastructure stress,0.17478,0.21588,1.0,0.72542,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,18,background infrastructure stress,0.18003,0.21573,1.0,0.72643,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,19,background infrastructure stress,0.17984,0.21557,1.0,0.72744,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,20,background infrastructure stress,0.17992,0.21541,1.0,0.72846,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,21,background infrastructure stress,0.1794,0.21525,1.0,0.72946,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,22,background infrastructure stress,0.18043,0.21509,1.0,0.73049,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,23,background infrastructure stress,0.17916,0.21492,1.0,0.73149,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,24,background infrastructure stress,0.18188,0.21476,1.0,0.73255,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,25,background infrastructure stress,0.17989,0.21459,1.0,0.73358,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,26,background infrastructure stress,0.18376,0.21443,1.0,0.73468,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,27,Heatwave with grid demand surge,0.74536,0.21425,0.87596,0.74701,0.7445
SYS003,Transit and Emergency Mobility Corridor,transport,28,background infrastructure stress,0.18644,0.21228,0.92939,0.7482,0.95646
SYS003,Transit and Emergency Mobility Corridor,transport,29,background infrastructure stress,0.18736,0.21209,0.9824,0.7494,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,30,background infrastructure stress,0.18512,0.2119,1.0,0.75056,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,31,background infrastructure stress,0.18472,0.21171,1.0,0.75171,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,32,background infrastructure stress,0.187,0.21153,1.0,0.75291,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,33,background infrastructure stress,0.19006,0.21133,1.0,0.75418,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,34,background infrastructure stress,0.1895,0.21113,1.0,0.75543,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,35,background infrastructure stress,0.19178,0.21093,1.0,0.75674,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,36,background infrastructure stress,0.19028,0.21072,1.0,0.75802,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,37,background infrastructure stress,0.19072,0.21052,1.0,0.7593,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,38,background infrastructure stress,0.19484,0.21031,1.0,0.76068,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,39,background infrastructure stress,0.19047,0.21009,1.0,0.76196,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,40,background infrastructure stress,0.19141,0.20989,1.0,0.76327,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,41,background infrastructure stress,0.19466,0.20968,1.0,0.76465,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,42,Wildfire corridor and smoke disruption,0.75356,0.20946,0.86998,0.77721,0.7589
SYS003,Transit and Emergency Mobility Corridor,transport,43,background infrastructure stress,0.19763,0.20745,0.91645,0.77867,0.94314
SYS003,Transit and Emergency Mobility Corridor,transport,44,background infrastructure stress,0.19696,0.20721,0.96297,0.78013,0.99101
SYS003,Transit and Emergency Mobility Corridor,transport,45,background infrastructure stress,0.19849,0.20698,1.0,0.78161,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,46,background infrastructure stress,0.19837,0.20674,1.0,0.7831,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,47,background infrastructure stress,0.20061,0.2065,1.0,0.78463,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,48,background infrastructure stress,0.20279,0.20626,1.0,0.78621,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,49,background infrastructure stress,0.20305,0.20601,1.0,0.7878,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,50,background infrastructure stress,0.20248,0.20575,1.0,0.78938,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,51,background infrastructure stress,0.20203,0.2055,1.0,0.79096,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,52,background infrastructure stress,0.20597,0.20525,1.0,0.79261,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,53,background infrastructure stress,0.20327,0.20498,1.0,0.79422,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,54,background infrastructure stress,0.20518,0.20473,1.0,0.79587,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,55,background infrastructure stress,0.20753,0.20446,1.0,0.79756,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,56,Cyber-physical control disruption,0.72491,0.20419,0.87546,0.80961,0.77839
SYS003,Transit and Emergency Mobility Corridor,transport,57,background infrastructure stress,0.20893,0.20226,0.91469,0.81136,0.94132
SYS003,Transit and Emergency Mobility Corridor,transport,58,background infrastructure stress,0.20765,0.20198,0.95413,0.81309,0.98191
SYS003,Transit and Emergency Mobility Corridor,transport,59,background infrastructure stress,0.21076,0.20171,0.99238,0.81489,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,60,background infrastructure stress,0.21051,0.20142,1.0,0.81668,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,61,background infrastructure stress,0.21337,0.20113,1.0,0.81853,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,62,background infrastructure stress,0.21211,0.20083,1.0,0.82036,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,63,background infrastructure stress,0.21222,0.20054,1.0,0.8222,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,64,background infrastructure stress,0.21594,0.20025,1.0,0.82412,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,65,background infrastructure stress,0.21364,0.19994,1.0,0.82599,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,66,background infrastructure stress,0.21349,0.19964,1.0,0.82787,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,67,background infrastructure stress,0.21789,0.19934,1.0,0.82983,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,68,background infrastructure stress,0.21867,0.19903,1.0,0.83182,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,69,background infrastructure stress,0.21416,0.19871,1.0,0.83372,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,70,Compound power water health outage,0.82765,0.19841,0.83854,0.84789,0.7033
SYS003,Transit and Emergency Mobility Corridor,transport,71,background infrastructure stress,0.21642,0.19614,0.87108,0.84986,0.89644
SYS003,Transit and Emergency Mobility Corridor,transport,72,background infrastructure stress,0.22251,0.19582,0.90145,0.85196,0.9277
SYS003,Transit and Emergency Mobility Corridor,transport,73,background infrastructure stress,0.22343,0.19549,0.93129,0.85409,0.95841
SYS003,Transit and Emergency Mobility Corridor,transport,74,background infrastructure stress,0.2208,0.19515,0.96174,0.85616,0.98975
SYS003,Transit and Emergency Mobility Corridor,transport,75,background infrastructure stress,0.22067,0.19481,0.992,0.85824,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,76,background infrastructure stress,0.22435,0.19448,1.0,0.86039,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,77,background infrastructure stress,0.22685,0.19414,1.0,0.8626,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,78,background infrastructure stress,0.22267,0.19378,1.0,0.86472,1.0
SYS003,Transit and Emergency Mobility Corridor,transport,79,background infrastructure stress,0.22503,0.19344,1.0,0.8669,1.0
SYS004,Hospital and Public Health Support Network,health infrastructure,0,background infrastructure stress,0.17866,0.261,0.90743,0.78044,0.94198
SYS004,Hospital and Public Health Support Network,health infrastructure,1,background infrastructure stress,0.17566,0.26093,0.98577,0.78082,1.0
