system_id,system,system_domain,time,event,stress_load,response_capacity,governance_function,dependency_coupling,equity_adjusted_function
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,22,background adaptive governance stress,0.16559,0.4578,1.0,0.73225,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,23,background adaptive governance stress,0.16453,0.45797,1.0,0.73051,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,24,background adaptive governance stress,0.16403,0.45815,1.0,0.72875,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,25,background adaptive governance stress,0.16294,0.45833,1.0,0.72696,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,26,background adaptive governance stress,0.16248,0.4585,1.0,0.72517,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,27,Multi-agency coordination breakdown during compound event,0.86641,0.45868,1.0,0.73745,0.85216
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,28,background adaptive governance stress,0.16482,0.45745,1.0,0.73572,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,29,background adaptive governance stress,0.16571,0.45763,1.0,0.734,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,30,background adaptive governance stress,0.16747,0.4578,1.0,0.73231,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,31,background adaptive governance stress,0.16374,0.45797,1.0,0.73055,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,32,background adaptive governance stress,0.16775,0.45815,1.0,0.72886,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,33,background adaptive governance stress,0.16665,0.45831,1.0,0.72715,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,34,background adaptive governance stress,0.16465,0.45848,1.0,0.7254,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,35,background adaptive governance stress,0.16315,0.45866,1.0,0.72362,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,36,background adaptive governance stress,0.16713,0.45884,1.0,0.72192,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,37,background adaptive governance stress,0.16499,0.45901,1.0,0.72017,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,38,background adaptive governance stress,0.16353,0.45918,1.0,0.71839,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,39,background adaptive governance stress,0.16389,0.45936,1.0,0.71661,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,40,background adaptive governance stress,0.16301,0.45954,1.0,0.71482,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,41,background adaptive governance stress,0.16607,0.45972,1.0,0.71308,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,42,Public trust shock after failed adaptation project,0.83505,0.45989,1.0,0.72472,0.84656
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,43,background adaptive governance stress,0.16721,0.45873,1.0,0.72302,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,44,background adaptive governance stress,0.16309,0.4589,1.0,0.72124,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,45,background adaptive governance stress,0.16335,0.45908,1.0,0.71945,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,46,background adaptive governance stress,0.16739,0.45925,1.0,0.71775,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,47,background adaptive governance stress,0.16474,0.45943,1.0,0.71599,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,48,background adaptive governance stress,0.16716,0.4596,1.0,0.71428,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,49,background adaptive governance stress,0.1676,0.45977,1.0,0.71257,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,50,background adaptive governance stress,0.16675,0.45994,1.0,0.71085,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,51,background adaptive governance stress,0.16757,0.46012,1.0,0.70914,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,52,background adaptive governance stress,0.16688,0.46029,1.0,0.70741,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,53,background adaptive governance stress,0.16537,0.46046,1.0,0.70566,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,54,background adaptive governance stress,0.16428,0.46063,1.0,0.70387,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,55,background adaptive governance stress,0.16343,0.46081,1.0,0.70207,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,56,Data-platform disruption and misinformation surge,0.85117,0.46099,1.0,0.71403,0.85776
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,57,background adaptive governance stress,0.16626,0.4598,1.0,0.71229,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,58,background adaptive governance stress,0.16866,0.45997,1.0,0.71061,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,59,background adaptive governance stress,0.16771,0.46014,1.0,0.7089,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,60,background adaptive governance stress,0.16698,0.46031,1.0,0.70718,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,61,background adaptive governance stress,0.1662,0.46048,1.0,0.70543,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,62,background adaptive governance stress,0.16693,0.46066,1.0,0.70371,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,63,background adaptive governance stress,0.16537,0.46083,1.0,0.70194,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,64,background adaptive governance stress,0.16994,0.46101,1.0,0.70027,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,65,background adaptive governance stress,0.17084,0.46117,1.0,0.69862,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,66,background adaptive governance stress,0.16658,0.46134,1.0,0.69687,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,67,background adaptive governance stress,0.16726,0.46151,1.0,0.69514,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,68,background adaptive governance stress,0.16924,0.46169,1.0,0.69345,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,69,background adaptive governance stress,0.16635,0.46186,1.0,0.69169,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,70,Compound governance crisis with equity and legal contestation,0.94954,0.46203,1.0,0.7056,0.83536
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,71,background adaptive governance stress,0.17118,0.46064,1.0,0.70396,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,72,background adaptive governance stress,0.1715,0.4608,1.0,0.70232,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,73,background adaptive governance stress,0.16632,0.46097,1.0,0.70058,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,74,background adaptive governance stress,0.16734,0.46114,1.0,0.69885,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,75,background adaptive governance stress,0.17086,0.46132,1.0,0.69719,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,76,background adaptive governance stress,0.17257,0.46148,1.0,0.69557,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,77,background adaptive governance stress,0.17027,0.46164,1.0,0.69389,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,78,background adaptive governance stress,0.17089,0.46181,1.0,0.69223,1.0
SYS001,Regional Climate Adaptation Governance Network,climate adaptation and multi-level governance,79,background adaptive governance stress,0.17137,0.46198,1.0,0.69058,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,0,background adaptive governance stress,0.15665,0.5176,1.0,0.71744,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,1,background adaptive governance stress,0.16158,0.51786,1.0,0.71497,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,2,background adaptive governance stress,0.15864,0.5181,1.0,0.71245,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,3,background adaptive governance stress,0.15555,0.51836,1.0,0.70986,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,4,background adaptive governance stress,0.15816,0.51861,1.0,0.70732,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,5,background adaptive governance stress,0.15932,0.51887,1.0,0.70479,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,6,background adaptive governance stress,0.15487,0.51912,1.0,0.70218,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,7,background adaptive governance stress,0.15785,0.51938,1.0,0.69963,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,8,background adaptive governance stress,0.15719,0.51964,1.0,0.69705,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,9,background adaptive governance stress,0.15788,0.51989,1.0,0.69449,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,10,background adaptive governance stress,0.15591,0.52015,1.0,0.69189,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,11,background adaptive governance stress,0.15646,0.52041,1.0,0.68929,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,12,Extreme climate uncertainty and conflicting projections,0.81494,0.52067,1.0,0.69986,0.86448
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,13,background adaptive governance stress,0.15908,0.51961,1.0,0.69733,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,14,background adaptive governance stress,0.16007,0.51987,1.0,0.69481,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,15,background adaptive governance stress,0.15932,0.52012,1.0,0.69228,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,16,background adaptive governance stress,0.15783,0.52037,1.0,0.68971,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,17,background adaptive governance stress,0.15914,0.52063,1.0,0.68717,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,18,background adaptive governance stress,0.1568,0.52088,1.0,0.68457,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,19,background adaptive governance stress,0.15786,0.52114,1.0,0.682,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,20,background adaptive governance stress,0.15802,0.5214,1.0,0.67942,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,21,background adaptive governance stress,0.15724,0.52166,1.0,0.67683,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,22,background adaptive governance stress,0.15497,0.52192,1.0,0.67419,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,23,background adaptive governance stress,0.15519,0.52218,1.0,0.67155,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,24,background adaptive governance stress,0.15822,0.52245,1.0,0.66897,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,25,background adaptive governance stress,0.1584,0.5227,1.0,0.66638,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,26,background adaptive governance stress,0.1587,0.52296,1.0,0.66381,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,27,Multi-agency coordination breakdown during compound event,0.8615,0.52322,1.0,0.67528,0.84768
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,28,background adaptive governance stress,0.16132,0.52207,1.0,0.67276,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,29,background adaptive governance stress,0.16067,0.52232,1.0,0.67023,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,30,background adaptive governance stress,0.16092,0.52258,1.0,0.6677,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,31,background adaptive governance stress,0.15564,0.52283,1.0,0.66506,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,32,background adaptive governance stress,0.15703,0.52309,1.0,0.66245,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,33,background adaptive governance stress,0.16263,0.52336,1.0,0.65995,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,34,background adaptive governance stress,0.15841,0.52361,1.0,0.65735,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,35,background adaptive governance stress,0.1613,0.52386,1.0,0.65482,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,36,background adaptive governance stress,0.1617,0.52412,1.0,0.65229,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,37,background adaptive governance stress,0.1564,0.52437,1.0,0.64965,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,38,background adaptive governance stress,0.16131,0.52464,1.0,0.6471,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,39,background adaptive governance stress,0.16012,0.52489,1.0,0.64453,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,40,background adaptive governance stress,0.15852,0.52515,1.0,0.64192,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,41,background adaptive governance stress,0.16251,0.52541,1.0,0.63939,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,42,Public trust shock after failed adaptation project,0.82915,0.52566,1.0,0.6502,0.84208
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,43,background adaptive governance stress,0.15738,0.52458,1.0,0.64757,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,44,background adaptive governance stress,0.1612,0.52484,1.0,0.64502,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,45,background adaptive governance stress,0.15732,0.5251,1.0,0.64239,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,46,background adaptive governance stress,0.16097,0.52536,1.0,0.63983,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,47,background adaptive governance stress,0.16092,0.52562,1.0,0.63727,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,48,background adaptive governance stress,0.15766,0.52587,1.0,0.63464,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,49,background adaptive governance stress,0.16115,0.52614,1.0,0.63207,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,50,background adaptive governance stress,0.16028,0.52639,1.0,0.62949,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,51,background adaptive governance stress,0.15938,0.52665,1.0,0.62688,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,52,background adaptive governance stress,0.15861,0.52691,1.0,0.62426,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,53,background adaptive governance stress,0.16208,0.52717,1.0,0.6217,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,54,background adaptive governance stress,0.16003,0.52743,1.0,0.6191,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,55,background adaptive governance stress,0.15942,0.52769,1.0,0.61649,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,56,Data-platform disruption and misinformation surge,0.84432,0.52795,1.0,0.62756,0.85328
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,57,background adaptive governance stress,0.16091,0.52684,1.0,0.62499,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,58,background adaptive governance stress,0.16114,0.5271,1.0,0.62241,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,59,background adaptive governance stress,0.16246,0.52736,1.0,0.61986,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,60,background adaptive governance stress,0.16097,0.52761,1.0,0.61728,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,61,background adaptive governance stress,0.16147,0.52787,1.0,0.6147,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,62,background adaptive governance stress,0.15783,0.52813,1.0,0.61205,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,63,background adaptive governance stress,0.15747,0.5284,1.0,0.60938,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,64,background adaptive governance stress,0.1586,0.52866,1.0,0.60674,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,65,background adaptive governance stress,0.1599,0.52893,1.0,0.60412,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,66,background adaptive governance stress,0.16199,0.52919,1.0,0.60154,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,67,background adaptive governance stress,0.16044,0.52945,1.0,0.59892,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,68,background adaptive governance stress,0.16128,0.52971,1.0,0.59632,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,69,background adaptive governance stress,0.15952,0.52997,1.0,0.59368,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,70,Compound governance crisis with equity and legal contestation,0.94169,0.53023,1.0,0.60668,0.83088
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,71,background adaptive governance stress,0.16198,0.52893,1.0,0.60411,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,72,background adaptive governance stress,0.16107,0.52919,1.0,0.60151,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,73,background adaptive governance stress,0.16117,0.52945,1.0,0.59891,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,74,background adaptive governance stress,0.15859,0.52971,1.0,0.59625,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,75,background adaptive governance stress,0.16262,0.52997,1.0,0.59367,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,76,background adaptive governance stress,0.16198,0.53023,1.0,0.59108,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,77,background adaptive governance stress,0.16085,0.53049,1.0,0.58846,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,78,background adaptive governance stress,0.16444,0.53075,1.0,0.58591,1.0
SYS002,Watershed Social-Ecological Governance Council,watershed and ecosystem governance,79,background adaptive governance stress,0.16214,0.53101,1.0,0.58331,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,0,background adaptive governance stress,0.16222,0.4418,1.0,0.77838,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,1,background adaptive governance stress,0.16283,0.44196,1.0,0.77678,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,2,background adaptive governance stress,0.16261,0.44212,1.0,0.77517,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,3,background adaptive governance stress,0.16362,0.44228,1.0,0.77358,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,4,background adaptive governance stress,0.16165,0.44244,1.0,0.77194,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,5,background adaptive governance stress,0.16349,0.44261,1.0,0.77034,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,6,background adaptive governance stress,0.16547,0.44277,1.0,0.76878,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,7,background adaptive governance stress,0.16133,0.44292,1.0,0.76714,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,8,background adaptive governance stress,0.16355,0.44309,1.0,0.76553,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,9,background adaptive governance stress,0.16438,0.44325,1.0,0.76395,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,10,background adaptive governance stress,0.16308,0.44341,1.0,0.76233,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,11,background adaptive governance stress,0.16258,0.44357,1.0,0.7607,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,12,Extreme climate uncertainty and conflicting projections,0.82066,0.44373,1.0,0.77223,0.87344
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,13,background adaptive governance stress,0.16395,0.44258,1.0,0.77064,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,14,background adaptive governance stress,0.16581,0.44274,1.0,0.76909,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,15,background adaptive governance stress,0.16169,0.44289,1.0,0.76745,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,16,background adaptive governance stress,0.16505,0.44305,1.0,0.76588,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,17,background adaptive governance stress,0.16597,0.44321,1.0,0.76432,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,18,background adaptive governance stress,0.164,0.44337,1.0,0.76273,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,19,background adaptive governance stress,0.16439,0.44353,1.0,0.76114,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,20,background adaptive governance stress,0.16436,0.44369,1.0,0.75954,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,21,background adaptive governance stress,0.16497,0.44385,1.0,0.75796,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,22,background adaptive governance stress,0.16483,0.444,1.0,0.75637,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,23,background adaptive governance stress,0.16752,0.44416,1.0,0.75484,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,24,background adaptive governance stress,0.16681,0.44432,1.0,0.75329,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,25,background adaptive governance stress,0.1673,0.44447,1.0,0.75174,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,26,background adaptive governance stress,0.16564,0.44463,1.0,0.75016,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,27,Multi-agency coordination breakdown during compound event,0.86841,0.44478,1.0,0.76264,0.85664
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,28,background adaptive governance stress,0.16852,0.44354,1.0,0.76113,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,29,background adaptive governance stress,0.16735,0.44369,1.0,0.7596,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,30,background adaptive governance stress,0.16896,0.44384,1.0,0.75809,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,31,background adaptive governance stress,0.16714,0.44399,1.0,0.75655,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,32,background adaptive governance stress,0.16829,0.44414,1.0,0.75503,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,33,background adaptive governance stress,0.1686,0.4443,1.0,0.75352,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,34,background adaptive governance stress,0.1665,0.44445,1.0,0.75196,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,35,background adaptive governance stress,0.16726,0.4446,1.0,0.75041,1.0
SYS003,Urban Heat and Housing Resilience Governance System,urban climate justice and public health,36,background adaptive governance stress,0.1675,0.44476,1.0,0.74887,1.0
