system_id,system,system_domain,time,event,stress_load,response_capacity,institutional_function,dependency_coupling,equity_adjusted_function
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,33,background institutional stress,0.16946,0.45476,1.0,0.7488,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,34,background institutional stress,0.16739,0.45492,1.0,0.74715,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,35,background institutional stress,0.16592,0.45509,1.0,0.74546,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,36,background institutional stress,0.16994,0.45525,1.0,0.74385,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,37,background institutional stress,0.16761,0.45541,1.0,0.74219,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,38,background institutional stress,0.16637,0.45558,1.0,0.74051,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,39,background institutional stress,0.16648,0.45575,1.0,0.73883,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,40,background institutional stress,0.16568,0.45592,1.0,0.73712,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,41,background institutional stress,0.16891,0.45609,1.0,0.73549,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,42,Cyber and public data-system disruption,0.85324,0.45625,1.0,0.74753,0.86224
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,43,background institutional stress,0.17014,0.45505,1.0,0.74593,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,44,background institutional stress,0.16586,0.45521,1.0,0.74424,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,45,background institutional stress,0.16603,0.45538,1.0,0.74255,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,46,background institutional stress,0.17025,0.45554,1.0,0.74094,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,47,background institutional stress,0.16748,0.45571,1.0,0.73928,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,48,background institutional stress,0.1702,0.45587,1.0,0.73767,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,49,background institutional stress,0.17056,0.45603,1.0,0.73607,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,50,background institutional stress,0.16969,0.45619,1.0,0.73444,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,51,background institutional stress,0.17047,0.45636,1.0,0.73283,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,52,background institutional stress,0.16964,0.45652,1.0,0.7312,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,53,background institutional stress,0.16842,0.45668,1.0,0.72955,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,54,background institutional stress,0.16707,0.45685,1.0,0.72786,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,55,background institutional stress,0.16618,0.45701,1.0,0.72616,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,56,Multi-agency coordination failure during compound event,0.88869,0.45718,1.0,0.7389,0.84544
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,57,background institutional stress,0.16931,0.45591,1.0,0.73728,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,58,background institutional stress,0.17149,0.45607,1.0,0.73569,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,59,background institutional stress,0.17068,0.45623,1.0,0.73408,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,60,background institutional stress,0.16999,0.45639,1.0,0.73246,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,61,background institutional stress,0.1692,0.45655,1.0,0.73082,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,62,background institutional stress,0.16999,0.45672,1.0,0.7292,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,63,background institutional stress,0.16826,0.45688,1.0,0.72754,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,64,background institutional stress,0.17295,0.45705,1.0,0.72597,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,65,background institutional stress,0.17393,0.4572,1.0,0.72442,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,66,background institutional stress,0.1696,0.45736,1.0,0.72278,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,67,background institutional stress,0.17041,0.45752,1.0,0.72116,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,68,background institutional stress,0.17252,0.45768,1.0,0.71957,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,69,background institutional stress,0.16935,0.45784,1.0,0.71792,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,70,Compound legitimacy capacity cyber equity and legal crisis,0.97383,0.45801,1.0,0.73236,0.82864
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,71,background institutional stress,0.17424,0.45656,1.0,0.73083,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,72,background institutional stress,0.17485,0.45672,1.0,0.7293,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,73,background institutional stress,0.16937,0.45687,1.0,0.72766,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,74,background institutional stress,0.17034,0.45703,1.0,0.72604,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,75,background institutional stress,0.17409,0.4572,1.0,0.72449,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,76,background institutional stress,0.1759,0.45735,1.0,0.72298,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,77,background institutional stress,0.1734,0.4575,1.0,0.72141,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,78,background institutional stress,0.17407,0.45766,1.0,0.71986,1.0
SYS001,Local Emergency Management and Interagency Coordination System,emergency governance,79,background institutional stress,0.17445,0.45781,1.0,0.71832,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,0,background institutional stress,0.15769,0.4712,1.0,0.71797,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,1,background institutional stress,0.1628,0.4714,1.0,0.71604,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,2,background institutional stress,0.15971,0.4716,1.0,0.71405,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,3,background institutional stress,0.15657,0.4718,1.0,0.71199,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,4,background institutional stress,0.15925,0.472,1.0,0.70998,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,5,background institutional stress,0.16042,0.4722,1.0,0.708,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,6,background institutional stress,0.15596,0.4724,1.0,0.70592,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,7,background institutional stress,0.15898,0.47261,1.0,0.7039,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,8,background institutional stress,0.15848,0.47281,1.0,0.70187,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,9,background institutional stress,0.15919,0.47301,1.0,0.69985,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,10,background institutional stress,0.1573,0.47322,1.0,0.69779,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,11,background institutional stress,0.1579,0.47342,1.0,0.69574,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,12,Public trust shock during emergency response,0.82566,0.47363,1.0,0.70704,0.86112
SYS002,Public Health Administration and Data Governance System,public health institutions,13,background institutional stress,0.1605,0.4725,1.0,0.70506,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,14,background institutional stress,0.16176,0.47269,1.0,0.70309,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,15,background institutional stress,0.16114,0.47289,1.0,0.70111,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,16,background institutional stress,0.15949,0.47309,1.0,0.6991,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,17,background institutional stress,0.16086,0.47329,1.0,0.69711,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,18,background institutional stress,0.1584,0.47349,1.0,0.69507,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,19,background institutional stress,0.15971,0.47369,1.0,0.69305,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,20,background institutional stress,0.15972,0.47389,1.0,0.69103,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,21,background institutional stress,0.15898,0.4741,1.0,0.689,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,22,background institutional stress,0.15681,0.4743,1.0,0.68692,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,23,background institutional stress,0.15708,0.47451,1.0,0.68484,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,24,background institutional stress,0.16014,0.47472,1.0,0.68282,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,25,background institutional stress,0.1606,0.47492,1.0,0.68081,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,26,background institutional stress,0.16092,0.47512,1.0,0.6788,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,27,Fiscal stress and staffing attrition,0.7783,0.47532,1.0,0.68914,0.88352
SYS002,Public Health Administration and Data Governance System,public health institutions,28,background institutional stress,0.16343,0.47429,1.0,0.68719,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,29,background institutional stress,0.16275,0.47448,1.0,0.68523,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,30,background institutional stress,0.16319,0.47468,1.0,0.68327,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,31,background institutional stress,0.15769,0.47487,1.0,0.6812,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,32,background institutional stress,0.15913,0.47508,1.0,0.67916,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,33,background institutional stress,0.16514,0.47528,1.0,0.67723,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,34,background institutional stress,0.16092,0.47548,1.0,0.67522,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,35,background institutional stress,0.16381,0.47568,1.0,0.67326,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,36,background institutional stress,0.16429,0.47587,1.0,0.67131,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,37,background institutional stress,0.15878,0.47607,1.0,0.66925,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,38,background institutional stress,0.164,0.47627,1.0,0.66729,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,39,background institutional stress,0.16289,0.47647,1.0,0.66531,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,40,background institutional stress,0.16134,0.47667,1.0,0.66329,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,41,background institutional stress,0.1654,0.47687,1.0,0.66136,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,42,Cyber and public data-system disruption,0.84731,0.47706,1.0,0.67305,0.86672
SYS002,Public Health Administration and Data Governance System,public health institutions,43,background institutional stress,0.16014,0.47589,1.0,0.67102,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,44,background institutional stress,0.16409,0.4761,1.0,0.66907,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,45,background institutional stress,0.16018,0.47629,1.0,0.66703,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,46,background institutional stress,0.16385,0.4765,1.0,0.66507,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,47,background institutional stress,0.16377,0.47669,1.0,0.6631,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,48,background institutional stress,0.16063,0.47689,1.0,0.66107,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,49,background institutional stress,0.16411,0.47709,1.0,0.6591,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,50,background institutional stress,0.1636,0.47729,1.0,0.65712,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,51,background institutional stress,0.16243,0.47749,1.0,0.65512,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,52,background institutional stress,0.16203,0.47769,1.0,0.6531,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,53,background institutional stress,0.16544,0.47789,1.0,0.65116,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,54,background institutional stress,0.16337,0.47808,1.0,0.64916,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,55,background institutional stress,0.16294,0.47828,1.0,0.64716,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,56,Multi-agency coordination failure during compound event,0.88237,0.47848,1.0,0.65955,0.84992
SYS002,Public Health Administration and Data Governance System,public health institutions,57,background institutional stress,0.16438,0.47725,1.0,0.65758,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,58,background institutional stress,0.16477,0.47744,1.0,0.65563,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,59,background institutional stress,0.16605,0.47764,1.0,0.65369,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,60,background institutional stress,0.1646,0.47783,1.0,0.65173,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,61,background institutional stress,0.16538,0.47803,1.0,0.64978,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,62,background institutional stress,0.16146,0.47822,1.0,0.64775,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,63,background institutional stress,0.16115,0.47843,1.0,0.64571,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,64,background institutional stress,0.16236,0.47863,1.0,0.64369,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,65,background institutional stress,0.16381,0.47883,1.0,0.6417,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,66,background institutional stress,0.16606,0.47903,1.0,0.63975,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,67,background institutional stress,0.16457,0.47922,1.0,0.63777,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,68,background institutional stress,0.16545,0.47942,1.0,0.63581,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,69,background institutional stress,0.16353,0.47962,1.0,0.6338,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,70,Compound legitimacy capacity cyber equity and legal crisis,0.9671,0.47982,1.0,0.64787,0.83312
SYS002,Public Health Administration and Data Governance System,public health institutions,71,background institutional stress,0.1662,0.47841,1.0,0.64593,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,72,background institutional stress,0.16551,0.47861,1.0,0.64397,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,73,background institutional stress,0.16554,0.4788,1.0,0.64202,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,74,background institutional stress,0.16296,0.479,1.0,0.64001,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,75,background institutional stress,0.16694,0.4792,1.0,0.63807,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,76,background institutional stress,0.16663,0.47939,1.0,0.63613,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,77,background institutional stress,0.16552,0.47959,1.0,0.63417,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,78,background institutional stress,0.16918,0.47978,1.0,0.63227,1.0
SYS002,Public Health Administration and Data Governance System,public health institutions,79,background institutional stress,0.16696,0.47997,1.0,0.63033,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,0,background institutional stress,0.16627,0.394,1.0,0.81899,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,1,background institutional stress,0.16694,0.3941,1.0,0.818,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,2,background institutional stress,0.16695,0.3942,1.0,0.817,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,3,background institutional stress,0.16801,0.3943,1.0,0.81602,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,4,background institutional stress,0.16586,0.3944,1.0,0.815,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,5,background institutional stress,0.16798,0.3945,1.0,0.81402,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,6,background institutional stress,0.17012,0.3946,1.0,0.81308,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,7,background institutional stress,0.16582,0.39469,1.0,0.81206,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,8,background institutional stress,0.168,0.39479,1.0,0.81107,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,9,background institutional stress,0.1691,0.39489,1.0,0.81011,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,10,background institutional stress,0.16775,0.39499,1.0,0.80912,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,11,background institutional stress,0.16721,0.39509,1.0,0.80812,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,12,Public trust shock during emergency response,0.83465,0.39519,1.0,0.82047,0.85888
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,13,background institutional stress,0.16867,0.39395,1.0,0.81951,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,14,background institutional stress,0.17077,0.39405,1.0,0.81859,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,15,background institutional stress,0.16654,0.39414,1.0,0.81758,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,16,background institutional stress,0.16999,0.39424,1.0,0.81665,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,17,background institutional stress,0.17104,0.39434,1.0,0.81573,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,18,background institutional stress,0.16908,0.39443,1.0,0.81477,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,19,background institutional stress,0.16972,0.39452,1.0,0.81383,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,20,background institutional stress,0.16946,0.39462,1.0,0.81287,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,21,background institutional stress,0.17029,0.39471,1.0,0.81194,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,22,background institutional stress,0.17017,0.39481,1.0,0.811,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,23,background institutional stress,0.17296,0.3949,1.0,0.81011,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,24,background institutional stress,0.17236,0.39499,1.0,0.80922,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,25,background institutional stress,0.17276,0.39508,1.0,0.80833,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,26,background institutional stress,0.17115,0.39517,1.0,0.8074,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,27,Fiscal stress and staffing attrition,0.78859,0.39526,1.0,0.81883,0.88128
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,28,background institutional stress,0.17416,0.39412,1.0,0.81797,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,29,background institutional stress,0.17285,0.3942,1.0,0.81709,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,30,background institutional stress,0.1746,0.39429,1.0,0.81625,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,31,background institutional stress,0.17284,0.39438,1.0,0.81537,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,32,background institutional stress,0.17419,0.39446,1.0,0.81451,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,33,background institutional stress,0.17432,0.39455,1.0,0.81366,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,34,background institutional stress,0.17249,0.39463,1.0,0.81277,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,35,background institutional stress,0.17296,0.39472,1.0,0.81189,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,36,background institutional stress,0.17357,0.39481,1.0,0.81101,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,37,background institutional stress,0.17295,0.3949,1.0,0.81013,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,38,background institutional stress,0.17312,0.39499,1.0,0.80925,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,39,background institutional stress,0.17375,0.39508,1.0,0.80838,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,40,background institutional stress,0.17178,0.39516,1.0,0.80746,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,41,background institutional stress,0.17194,0.39525,1.0,0.80656,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,42,Cyber and public data-system disruption,0.85892,0.39534,1.0,0.81939,0.86448
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,43,background institutional stress,0.17153,0.39406,1.0,0.81848,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,44,background institutional stress,0.17257,0.39415,1.0,0.8176,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,45,background institutional stress,0.1717,0.39424,1.0,0.81669,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,46,background institutional stress,0.17374,0.39433,1.0,0.81583,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,47,background institutional stress,0.17546,0.39442,1.0,0.815,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,48,background institutional stress,0.17267,0.3945,1.0,0.81412,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,49,background institutional stress,0.17581,0.39459,1.0,0.81329,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,50,background institutional stress,0.17416,0.39467,1.0,0.81243,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,51,background institutional stress,0.17831,0.39476,1.0,0.81166,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,52,background institutional stress,0.17725,0.39483,1.0,0.81086,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,53,background institutional stress,0.17488,0.39491,1.0,0.81001,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,54,background institutional stress,0.17272,0.395,1.0,0.80912,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,55,background institutional stress,0.17646,0.39509,1.0,0.80831,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,56,Multi-agency coordination failure during compound event,0.89526,0.39517,1.0,0.82186,0.84768
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,57,background institutional stress,0.18096,0.39381,1.0,0.82115,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,58,background institutional stress,0.17883,0.39388,1.0,0.8204,1.0
SYS003,Infrastructure Regulation and Utility Oversight System,regulation and infrastructure governance,59,background institutional stress,0.17469,0.39396,1.0,0.81956,1.0
