system_id,system_type,time_step,disturbance,viability,viability_margin,threshold_flag
S002,Urban Infrastructure,47,0.074,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,48,0.3878,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,49,0.0798,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,50,0.0797,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,51,0.0777,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,52,0.0738,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,53,0.0684,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,54,0.0619,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,55,0.0548,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,56,0.0478,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,57,0.0413,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,58,0.036,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,59,0.0322,0.0,-0.1295,high threshold risk
S002,Urban Infrastructure,60,0.0302,0.0,-0.1295,high threshold risk
S003,Institutional System,1,0.062,0.9555,1.0195,lower threshold risk
S003,Institutional System,2,0.0685,0.9036,0.9676,lower threshold risk
S003,Institutional System,3,0.0739,0.8457,0.9097,lower threshold risk
S003,Institutional System,4,0.0777,0.7834,0.8474,lower threshold risk
S003,Institutional System,5,0.0797,0.7189,0.7829,lower threshold risk
S003,Institutional System,6,0.0797,0.6545,0.7185,lower threshold risk
S003,Institutional System,7,0.0777,0.5924,0.6564,lower threshold risk
S003,Institutional System,8,0.0739,0.5348,0.5988,lower threshold risk
S003,Institutional System,9,0.0685,0.4834,0.5474,lower threshold risk
S003,Institutional System,10,0.062,0.4395,0.5035,lower threshold risk
S003,Institutional System,11,0.055,0.4037,0.4677,lower threshold risk
S003,Institutional System,12,0.2479,0.1477,0.2117,moderate threshold risk
S003,Institutional System,13,0.0415,0.1274,0.1914,moderate threshold risk
S003,Institutional System,14,0.0361,0.1133,0.1773,moderate threshold risk
S003,Institutional System,15,0.0322,0.1036,0.1676,moderate threshold risk
S003,Institutional System,16,0.0302,0.0963,0.1603,moderate threshold risk
S003,Institutional System,17,0.0303,0.0891,0.1531,moderate threshold risk
S003,Institutional System,18,0.0323,0.0796,0.1436,high threshold risk
S003,Institutional System,19,0.0361,0.0657,0.1297,high threshold risk
S003,Institutional System,20,0.0415,0.0458,0.1098,high threshold risk
S003,Institutional System,21,0.048,0.0185,0.0825,high threshold risk
S003,Institutional System,22,0.0551,0.0,0.064,high threshold risk
S003,Institutional System,23,0.0621,0.0,0.064,high threshold risk
S003,Institutional System,24,0.3486,0.0,0.064,high threshold risk
S003,Institutional System,25,0.0739,0.0,0.064,high threshold risk
S003,Institutional System,26,0.0778,0.0,0.064,high threshold risk
S003,Institutional System,27,0.0798,0.0,0.064,high threshold risk
S003,Institutional System,28,0.0797,0.0,0.064,high threshold risk
S003,Institutional System,29,0.0777,0.0,0.064,high threshold risk
S003,Institutional System,30,0.0738,0.0,0.064,high threshold risk
S003,Institutional System,31,0.0684,0.0,0.064,high threshold risk
S003,Institutional System,32,0.062,0.0,0.064,high threshold risk
S003,Institutional System,33,0.0549,0.0,0.064,high threshold risk
S003,Institutional System,34,0.0479,0.0,0.064,high threshold risk
S003,Institutional System,35,0.0414,0.0,0.064,high threshold risk
S003,Institutional System,36,0.036,0.0,0.064,high threshold risk
S003,Institutional System,37,0.2622,0.0,0.064,high threshold risk
S003,Institutional System,38,0.0302,0.0,0.064,high threshold risk
S003,Institutional System,39,0.0303,0.0,0.064,high threshold risk
S003,Institutional System,40,0.0323,0.0,0.064,high threshold risk
S003,Institutional System,41,0.0362,0.0,0.064,high threshold risk
S003,Institutional System,42,0.0416,0.0,0.064,high threshold risk
S003,Institutional System,43,0.0481,0.0,0.064,high threshold risk
S003,Institutional System,44,0.0551,0.0,0.064,high threshold risk
S003,Institutional System,45,0.0622,0.0,0.064,high threshold risk
S003,Institutional System,46,0.0686,0.0,0.064,high threshold risk
S003,Institutional System,47,0.074,0.0,0.064,high threshold risk
S003,Institutional System,48,0.3878,0.0,0.064,high threshold risk
S003,Institutional System,49,0.0798,0.0,0.064,high threshold risk
S003,Institutional System,50,0.0797,0.0,0.064,high threshold risk
S003,Institutional System,51,0.0777,0.0,0.064,high threshold risk
S003,Institutional System,52,0.0738,0.0,0.064,high threshold risk
S003,Institutional System,53,0.0684,0.0,0.064,high threshold risk
S003,Institutional System,54,0.0619,0.0,0.064,high threshold risk
S003,Institutional System,55,0.0548,0.0,0.064,high threshold risk
S003,Institutional System,56,0.0478,0.0,0.064,high threshold risk
S003,Institutional System,57,0.0413,0.0,0.064,high threshold risk
S003,Institutional System,58,0.036,0.0,0.064,high threshold risk
S003,Institutional System,59,0.0322,0.0,0.064,high threshold risk
S003,Institutional System,60,0.0302,0.0,0.064,high threshold risk
S004,Supply Chain Network,1,0.062,0.9212,0.6182,lower threshold risk
S004,Supply Chain Network,2,0.0685,0.8323,0.5293,lower threshold risk
S004,Supply Chain Network,3,0.0739,0.7348,0.4318,lower threshold risk
S004,Supply Chain Network,4,0.0777,0.6314,0.3284,lower threshold risk
S004,Supply Chain Network,5,0.0797,0.5248,0.2218,moderate threshold risk
S004,Supply Chain Network,6,0.0797,0.4182,0.1152,high threshold risk
S004,Supply Chain Network,7,0.0777,0.3148,0.0118,high threshold risk
S004,Supply Chain Network,8,0.0739,0.2175,-0.0855,high threshold risk
S004,Supply Chain Network,9,0.0685,0.1288,-0.1742,high threshold risk
S004,Supply Chain Network,10,0.062,0.0503,-0.2527,high threshold risk
S004,Supply Chain Network,11,0.055,0.0,-0.303,high threshold risk
S004,Supply Chain Network,12,0.2479,0.0,-0.303,high threshold risk
S004,Supply Chain Network,13,0.0415,0.0,-0.303,high threshold risk
S004,Supply Chain Network,14,0.0361,0.0,-0.303,high threshold risk
S004,Supply Chain Network,15,0.0322,0.0,-0.303,high threshold risk
S004,Supply Chain Network,16,0.0302,0.0,-0.303,high threshold risk
S004,Supply Chain Network,17,0.0303,0.0,-0.303,high threshold risk
S004,Supply Chain Network,18,0.0323,0.0,-0.303,high threshold risk
S004,Supply Chain Network,19,0.0361,0.0,-0.303,high threshold risk
S004,Supply Chain Network,20,0.0415,0.0,-0.303,high threshold risk
S004,Supply Chain Network,21,0.048,0.0,-0.303,high threshold risk
S004,Supply Chain Network,22,0.0551,0.0,-0.303,high threshold risk
S004,Supply Chain Network,23,0.0621,0.0,-0.303,high threshold risk
S004,Supply Chain Network,24,0.3486,0.0,-0.303,high threshold risk
S004,Supply Chain Network,25,0.0739,0.0,-0.303,high threshold risk
S004,Supply Chain Network,26,0.0778,0.0,-0.303,high threshold risk
S004,Supply Chain Network,27,0.0798,0.0,-0.303,high threshold risk
S004,Supply Chain Network,28,0.0797,0.0,-0.303,high threshold risk
S004,Supply Chain Network,29,0.0777,0.0,-0.303,high threshold risk
S004,Supply Chain Network,30,0.0738,0.0,-0.303,high threshold risk
S004,Supply Chain Network,31,0.0684,0.0,-0.303,high threshold risk
S004,Supply Chain Network,32,0.062,0.0,-0.303,high threshold risk
S004,Supply Chain Network,33,0.0549,0.0,-0.303,high threshold risk
S004,Supply Chain Network,34,0.0479,0.0,-0.303,high threshold risk
S004,Supply Chain Network,35,0.0414,0.0,-0.303,high threshold risk
S004,Supply Chain Network,36,0.036,0.0,-0.303,high threshold risk
S004,Supply Chain Network,37,0.2622,0.0,-0.303,high threshold risk
S004,Supply Chain Network,38,0.0302,0.0,-0.303,high threshold risk
S004,Supply Chain Network,39,0.0303,0.0,-0.303,high threshold risk
S004,Supply Chain Network,40,0.0323,0.0,-0.303,high threshold risk
S004,Supply Chain Network,41,0.0362,0.0,-0.303,high threshold risk
S004,Supply Chain Network,42,0.0416,0.0,-0.303,high threshold risk
S004,Supply Chain Network,43,0.0481,0.0,-0.303,high threshold risk
S004,Supply Chain Network,44,0.0551,0.0,-0.303,high threshold risk
S004,Supply Chain Network,45,0.0622,0.0,-0.303,high threshold risk
S004,Supply Chain Network,46,0.0686,0.0,-0.303,high threshold risk
S004,Supply Chain Network,47,0.074,0.0,-0.303,high threshold risk
S004,Supply Chain Network,48,0.3878,0.0,-0.303,high threshold risk
S004,Supply Chain Network,49,0.0798,0.0,-0.303,high threshold risk
S004,Supply Chain Network,50,0.0797,0.0,-0.303,high threshold risk
S004,Supply Chain Network,51,0.0777,0.0,-0.303,high threshold risk
S004,Supply Chain Network,52,0.0738,0.0,-0.303,high threshold risk
S004,Supply Chain Network,53,0.0684,0.0,-0.303,high threshold risk
S004,Supply Chain Network,54,0.0619,0.0,-0.303,high threshold risk
S004,Supply Chain Network,55,0.0548,0.0,-0.303,high threshold risk
S004,Supply Chain Network,56,0.0478,0.0,-0.303,high threshold risk
S004,Supply Chain Network,57,0.0413,0.0,-0.303,high threshold risk
S004,Supply Chain Network,58,0.036,0.0,-0.303,high threshold risk
S004,Supply Chain Network,59,0.0322,0.0,-0.303,high threshold risk
S004,Supply Chain Network,60,0.0302,0.0,-0.303,high threshold risk
S005,Community System,1,0.062,0.9579,1.0504,lower threshold risk
S005,Community System,2,0.0685,0.9082,1.0007,lower threshold risk
S005,Community System,3,0.0739,0.8523,0.9448,lower threshold risk
S005,Community System,4,0.0777,0.792,0.8845,lower threshold risk
S005,Community System,5,0.0797,0.7294,0.8219,lower threshold risk
S005,Community System,6,0.0797,0.6669,0.7594,lower threshold risk
S005,Community System,7,0.0777,0.6068,0.6993,lower threshold risk
S005,Community System,8,0.0739,0.5513,0.6438,lower threshold risk
S005,Community System,9,0.0685,0.5022,0.5947,lower threshold risk
S005,Community System,10,0.062,0.4608,0.5533,lower threshold risk
S005,Community System,11,0.055,0.4278,0.5203,lower threshold risk
S005,Community System,12,0.2479,0.1681,0.2606,moderate threshold risk
S005,Community System,13,0.0415,0.1511,0.2436,moderate threshold risk
S005,Community System,14,0.0361,0.1405,0.233,moderate threshold risk
S005,Community System,15,0.0322,0.1344,0.2269,moderate threshold risk
S005,Community System,16,0.0302,0.1308,0.2233,moderate threshold risk
S005,Community System,17,0.0303,0.1272,0.2197,moderate threshold risk
S005,Community System,18,0.0323,0.1213,0.2138,moderate threshold risk
S005,Community System,19,0.0361,0.111,0.2035,moderate threshold risk
S005,Community System,20,0.0415,0.0944,0.1869,moderate threshold risk
S005,Community System,21,0.048,0.0702,0.1627,moderate threshold risk
S005,Community System,22,0.0551,0.0379,0.1304,high threshold risk
S005,Community System,23,0.0621,0.0,0.0925,high threshold risk
S005,Community System,24,0.3486,0.0,0.0925,high threshold risk
S005,Community System,25,0.0739,0.0,0.0925,high threshold risk
S005,Community System,26,0.0778,0.0,0.0925,high threshold risk
S005,Community System,27,0.0798,0.0,0.0925,high threshold risk
S005,Community System,28,0.0797,0.0,0.0925,high threshold risk
S005,Community System,29,0.0777,0.0,0.0925,high threshold risk
S005,Community System,30,0.0738,0.0,0.0925,high threshold risk
S005,Community System,31,0.0684,0.0,0.0925,high threshold risk
S005,Community System,32,0.062,0.0,0.0925,high threshold risk
S005,Community System,33,0.0549,0.0,0.0925,high threshold risk
S005,Community System,34,0.0479,0.0,0.0925,high threshold risk
S005,Community System,35,0.0414,0.0,0.0925,high threshold risk
S005,Community System,36,0.036,0.0,0.0925,high threshold risk
S005,Community System,37,0.2622,0.0,0.0925,high threshold risk
S005,Community System,38,0.0302,0.0,0.0925,high threshold risk
S005,Community System,39,0.0303,0.0,0.0925,high threshold risk
S005,Community System,40,0.0323,0.0,0.0925,high threshold risk
S005,Community System,41,0.0362,0.0,0.0925,high threshold risk
S005,Community System,42,0.0416,0.0,0.0925,high threshold risk
S005,Community System,43,0.0481,0.0,0.0925,high threshold risk
S005,Community System,44,0.0551,0.0,0.0925,high threshold risk
S005,Community System,45,0.0622,0.0,0.0925,high threshold risk
S005,Community System,46,0.0686,0.0,0.0925,high threshold risk
S005,Community System,47,0.074,0.0,0.0925,high threshold risk
S005,Community System,48,0.3878,0.0,0.0925,high threshold risk
S005,Community System,49,0.0798,0.0,0.0925,high threshold risk
S005,Community System,50,0.0797,0.0,0.0925,high threshold risk
S005,Community System,51,0.0777,0.0,0.0925,high threshold risk
S005,Community System,52,0.0738,0.0,0.0925,high threshold risk
S005,Community System,53,0.0684,0.0,0.0925,high threshold risk
S005,Community System,54,0.0619,0.0,0.0925,high threshold risk
S005,Community System,55,0.0548,0.0,0.0925,high threshold risk
S005,Community System,56,0.0478,0.0,0.0925,high threshold risk
S005,Community System,57,0.0413,0.0,0.0925,high threshold risk
S005,Community System,58,0.036,0.0,0.0925,high threshold risk
S005,Community System,59,0.0322,0.0,0.0925,high threshold risk
S005,Community System,60,0.0302,0.0,0.0925,high threshold risk
S006,Public Health System,1,0.062,0.942,0.84,lower threshold risk
S006,Public Health System,2,0.0685,0.8752,0.7732,lower threshold risk
S006,Public Health System,3,0.0739,0.8012,0.6992,lower threshold risk
S006,Public Health System,4,0.0777,0.722,0.62,lower threshold risk
S006,Public Health System,5,0.0797,0.6401,0.5381,lower threshold risk
S006,Public Health System,6,0.0797,0.5583,0.4563,lower threshold risk
S006,Public Health System,7,0.0777,0.4792,0.3772,lower threshold risk
S006,Public Health System,8,0.0739,0.4055,0.3035,lower threshold risk
S006,Public Health System,9,0.0685,0.3391,0.2371,moderate threshold risk
S006,Public Health System,10,0.062,0.2816,0.1796,moderate threshold risk
S006,Public Health System,11,0.055,0.2337,0.1317,high threshold risk
S006,Public Health System,12,0.2479,0.0,-0.102,high threshold risk
S006,Public Health System,13,0.0415,0.0,-0.102,high threshold risk
S006,Public Health System,14,0.0361,0.0,-0.102,high threshold risk
S006,Public Health System,15,0.0322,0.0,-0.102,high threshold risk
S006,Public Health System,16,0.0302,0.0,-0.102,high threshold risk
S006,Public Health System,17,0.0303,0.0,-0.102,high threshold risk
S006,Public Health System,18,0.0323,0.0,-0.102,high threshold risk
S006,Public Health System,19,0.0361,0.0,-0.102,high threshold risk
S006,Public Health System,20,0.0415,0.0,-0.102,high threshold risk
S006,Public Health System,21,0.048,0.0,-0.102,high threshold risk
S006,Public Health System,22,0.0551,0.0,-0.102,high threshold risk
S006,Public Health System,23,0.0621,0.0,-0.102,high threshold risk
S006,Public Health System,24,0.3486,0.0,-0.102,high threshold risk
S006,Public Health System,25,0.0739,0.0,-0.102,high threshold risk
S006,Public Health System,26,0.0778,0.0,-0.102,high threshold risk
S006,Public Health System,27,0.0798,0.0,-0.102,high threshold risk
S006,Public Health System,28,0.0797,0.0,-0.102,high threshold risk
S006,Public Health System,29,0.0777,0.0,-0.102,high threshold risk
S006,Public Health System,30,0.0738,0.0,-0.102,high threshold risk
S006,Public Health System,31,0.0684,0.0,-0.102,high threshold risk
S006,Public Health System,32,0.062,0.0,-0.102,high threshold risk
S006,Public Health System,33,0.0549,0.0,-0.102,high threshold risk
S006,Public Health System,34,0.0479,0.0,-0.102,high threshold risk
S006,Public Health System,35,0.0414,0.0,-0.102,high threshold risk
S006,Public Health System,36,0.036,0.0,-0.102,high threshold risk
S006,Public Health System,37,0.2622,0.0,-0.102,high threshold risk
S006,Public Health System,38,0.0302,0.0,-0.102,high threshold risk
S006,Public Health System,39,0.0303,0.0,-0.102,high threshold risk
S006,Public Health System,40,0.0323,0.0,-0.102,high threshold risk
S006,Public Health System,41,0.0362,0.0,-0.102,high threshold risk
S006,Public Health System,42,0.0416,0.0,-0.102,high threshold risk
S006,Public Health System,43,0.0481,0.0,-0.102,high threshold risk
S006,Public Health System,44,0.0551,0.0,-0.102,high threshold risk
S006,Public Health System,45,0.0622,0.0,-0.102,high threshold risk
S006,Public Health System,46,0.0686,0.0,-0.102,high threshold risk
S006,Public Health System,47,0.074,0.0,-0.102,high threshold risk
S006,Public Health System,48,0.3878,0.0,-0.102,high threshold risk
S006,Public Health System,49,0.0798,0.0,-0.102,high threshold risk
S006,Public Health System,50,0.0797,0.0,-0.102,high threshold risk
S006,Public Health System,51,0.0777,0.0,-0.102,high threshold risk
S006,Public Health System,52,0.0738,0.0,-0.102,high threshold risk
S006,Public Health System,53,0.0684,0.0,-0.102,high threshold risk
S006,Public Health System,54,0.0619,0.0,-0.102,high threshold risk
S006,Public Health System,55,0.0548,0.0,-0.102,high threshold risk
S006,Public Health System,56,0.0478,0.0,-0.102,high threshold risk
S006,Public Health System,57,0.0413,0.0,-0.102,high threshold risk
S006,Public Health System,58,0.036,0.0,-0.102,high threshold risk
S006,Public Health System,59,0.0322,0.0,-0.102,high threshold risk
S006,Public Health System,60,0.0302,0.0,-0.102,high threshold risk
