time,pressure,state,regime,rolling_variance,rolling_autocorr,recovery_speed_proxy,threshold_proximity_score
47,-0.33882681564245803,-1.2631857484204572,lower regime,4.5012998987042425e-4,0.6460580882460278,0.35394191175397216,0.19753086419753085
48,-0.3298882681564245,-1.2692970099997347,lower regime,4.461775607228441e-4,0.6415519475890893,0.3584480524109107,0.19135802469135801
49,-0.320949720670391,-1.2332593276812045,lower regime,5.189649557539865e-4,0.6097630700697336,0.3902369299302664,0.19753086419753085
50,-0.3120111731843575,-1.2368365104062493,lower regime,5.8251748435078e-4,0.672136782866132,0.327863217133868,0.24382716049382713
51,-0.303072625698324,-1.2197952378112085,lower regime,7.16099913921288e-4,0.7187032402897726,0.2812967597102274,0.29012345679012347
52,-0.29413407821229043,-1.2111483087507808,lower regime,8.531935335940772e-4,0.7774257441826884,0.2225742558173116,0.37962962962962965
53,-0.2851955307262569,-1.2233556095177187,lower regime,9.441753547446351e-4,0.8006025085521927,0.19939749144780727,0.4537037037037037
54,-0.2762569832402234,-1.1906630640232958,lower regime,0.001222114259751177,0.8508834800934798,0.1491165199065202,0.5925925925925926
55,-0.2673184357541899,-1.179497708912186,lower regime,0.0015759065436131878,0.8875106285986141,0.11248937140138593,0.7067901234567902
56,-0.2583798882681564,-1.1795241380880177,lower regime,0.001846270351907019,0.9055365868425466,0.09446341315745344,0.7469135802469136
57,-0.24944134078212288,-1.175737488404796,lower regime,0.002042415352511296,0.9366057264930038,0.06339427350699622,0.7932098765432098
58,-0.24050279329608937,-1.1648151348150448,lower regime,0.0019639812662251557,0.9356805136818758,0.06431948631812423,0.7808641975308642
59,-0.23156424581005586,-1.1656445365618353,lower regime,0.001894589170765069,0.9362466885777198,0.06375331142228025,0.7808641975308642
60,-0.22262569832402224,-1.2214004691389064,lower regime,0.0016668973297624544,0.8633130766625187,0.13668692333748134,0.6635802469135803
61,-0.21368715083798873,-1.209135533867871,lower regime,0.0014501692067320267,0.853256673477417,0.14674332652258304,0.6327160493827161
62,-0.20474860335195522,-1.2101429837635296,lower regime,0.0013535299474232035,0.8420891373020808,0.1579108626979192,0.5864197530864197
63,-0.1958100558659217,-1.200598460325032,lower regime,0.0012120897714210912,0.8263497385826893,0.17365026141731066,0.5493827160493827
64,-0.1868715083798882,-1.1849757843621682,lower regime,9.441049807916037e-4,0.7764442446749545,0.22355575532504546,0.42901234567901236
65,-0.17793296089385469,-1.1565804858536965,lower regime,8.798730909632463e-4,0.7078401560850996,0.29215984391490035,0.3580246913580247
66,-0.16899441340782118,-1.1701596548849744,lower regime,6.38657735653586e-4,0.6829037887859442,0.31709621121405585,0.2623456790123457
67,-0.16005586592178767,-1.1448128228879189,lower regime,6.886027425440906e-4,0.652793664571562,0.34720633542843804,0.24691358024691357
68,-0.15111731843575416,-1.1399928138414694,lower regime,6.917284303640833e-4,0.6805601383196103,0.31943986168038974,0.2654320987654321
69,-0.14217877094972065,-1.1227324123037998,lower regime,8.292023622059122e-4,0.7267080388447732,0.2732919611552268,0.33024691358024694
70,-0.13324022346368714,-1.109423467965942,lower regime,0.0010385753545705736,0.7796626460307552,0.2203373539692448,0.4783950617283951
71,-0.12430167597765351,-1.1009530993458343,lower regime,0.001173948478465801,0.8449776617841479,0.1550223382158521,0.5740740740740741
72,-0.11536312849162,-1.124831445165098,lower regime,0.0012403926614933988,0.8434069151120082,0.15659308488799184,0.5864197530864198
73,-0.1064245810055865,-1.1281065039221427,lower regime,0.0012964275228583043,0.8507382918653211,0.14926170813467887,0.5987654320987654
74,-0.09748603351955298,-1.117661082315176,lower regime,0.0013788989512744498,0.8573977685141321,0.14260223148586793,0.6296296296296297
75,-0.08854748603351947,-1.1365043143369606,lower regime,0.0013834918912688646,0.8540133227221706,0.14598667727782944,0.6234567901234569
76,-0.07960893854748596,-1.1450481002969455,lower regime,0.0013847603886933966,0.8529218403134907,0.14707815968650928,0.6203703703703703
77,-0.07067039106145245,-1.131760928158421,lower regime,0.0014058242522186444,0.9222601545761054,0.07773984542389456,0.7314814814814814
78,-0.06173184357541894,-1.1164433035007089,lower regime,0.0011737851055704156,0.9012203589291794,0.0987796410708206,0.6759259259259259
79,-0.05279329608938543,-1.1081424549693129,lower regime,0.0010047139507173512,0.8822409596650496,0.11775904033495044,0.5987654320987654
80,-0.04385474860335192,-1.1247288910524857,lower regime,7.212933540555121e-4,0.8192404045816537,0.1807595954183463,0.3672839506172839
81,-0.0349162011173183,-1.1426145404342778,lower regime,4.732688643817195e-4,0.6899246968947109,0.3100753031052891,0.22839506172839508
82,-0.02597765363128479,-1.1106535210340176,lower regime,3.3125370163043994e-4,0.556578365929624,0.44342163407037605,0.1450617283950617
83,-0.01703910614525128,-1.104999700113445,lower regime,3.1478081324691335e-4,0.4952091392672228,0.5047908607327771,0.12962962962962962
84,-0.008100558659217771,-1.1026512096036722,lower regime,2.2235030323511436e-4,0.43822889436174106,0.5617711056382589,0.07716049382716049
85,8.379888268157387e-4,-1.1039121651688932,lower regime,2.0980887571439374e-4,0.42184741965354183,0.5781525803464582,0.07098765432098765
86,0.009776536312849249,-1.1238934020733373,lower regime,1.8751532621880812e-4,0.38530952353041975,0.6146904764695802,0.05246913580246913
87,0.01871508379888276,-1.1083937757166344,lower regime,1.9386514281904968e-4,0.3783697580351265,0.6216302419648735,0.04938271604938271
88,0.02765363128491627,-1.109338112904205,lower regime,1.9396099990053235e-4,0.3683298649998681,0.6316701350001319,0.046296296296296294
89,0.03659217877094978,-1.1090991151892533,lower regime,1.80424790545378e-4,0.4476468638086778,0.5523531361913222,0.06481481481481481
90,0.04553072625698329,-1.088353103806026,lower regime,2.30941918026019e-4,0.46917597355276086,0.5308240264472391,0.08950617283950617
91,0.0544692737430168,-1.0716805187309717,lower regime,3.3642090338147605e-4,0.614089102734705,0.38591089726529504,0.16666666666666666
92,0.06340782122905042,-1.0462116566300115,lower regime,5.910698675705569e-4,0.7746847490883504,0.2253152509116496,0.30246913580246915
93,0.07234636871508393,-1.0566811578418684,lower regime,6.984648740392341e-4,0.8074979540315378,0.1925020459684622,0.3549382716049383
94,0.08128491620111744,-1.0453183155549772,lower regime,7.906614894371627e-4,0.8378527334293053,0.16214726657069467,0.4074074074074074
95,0.09022346368715095,-1.0213757896730358,lower regime,0.001058654126616836,0.8787765947900965,0.12122340520990349,0.6141975308641976
96,0.09916201117318446,-1.044419040860267,lower regime,0.001157848720145241,0.8718919741295631,0.1281080258704369,0.6111111111111112
97,0.10810055865921797,-1.0602102260829678,lower regime,0.0011839533724722553,0.8757813222199277,0.12421867778007234,0.6265432098765432
98,0.11703910614525148,-1.0787559420645574,lower regime,0.0010998752398915356,0.8640599729921642,0.1359400270078358,0.6018518518518519
99,0.125977653631285,-1.100680077646381,lower regime,9.129359269524023e-4,0.8511614624388196,0.14883853756118037,0.5030864197530864
100,0.1349162011173185,-1.0918618758689869,lower regime,8.705125519178391e-4,0.8447913625880816,0.15520863741191837,0.4629629629629629
101,0.143854748603352,-1.073339341560448,lower regime,8.388425982457898e-4,0.828728043925957,0.171271956074043,0.41358024691358025
102,0.15279329608938552,-1.0466552370361355,lower regime,8.624190330815992e-4,0.8058905687191142,0.19410943128088576,0.4104938271604938
103,0.16173184357541914,-1.025232569534942,lower regime,9.542306359580748e-4,0.815575419613186,0.18442458038681397,0.4722222222222222
104,0.17067039106145265,-1.0423895687251863,lower regime,8.286191679798631e-4,0.7907297091243694,0.20927029087563065,0.37962962962962965
105,0.17960893854748616,-1.0060480466129769,lower regime,9.214970207189542e-4,0.7527567914484933,0.24724320855150672,0.4104938271604938
106,0.18854748603351967,-1.0180727715820639,lower regime,8.769494325035522e-4,0.7389464666166728,0.26105353338332715,0.3734567901234568
107,0.19748603351955318,-1.014623382927576,lower regime,7.939861584249979e-4,0.7351646230698992,0.26483537693010084,0.32407407407407407
108,0.2064245810055867,-1.0205544224325733,lower regime,7.5757939469098e-4,0.741045985744157,0.25895401425584297,0.3179012345679012
109,0.2153631284916202,-1.020074864246,lower regime,7.617984663533023e-4,0.7713948571633522,0.2286051428366478,0.33333333333333337
110,0.22430167597765371,-1.0136047135090864,lower regime,8.167514983046588e-4,0.78868458316957,0.21131541683042998,0.37037037037037035
111,0.23324022346368722,-1.0085454917380716,lower regime,8.698547854392895e-4,0.8050363217149784,0.1949636782850216,0.41358024691358025
112,0.24217877094972073,-1.0061081398335057,lower regime,9.337490459259035e-4,0.8333373779827412,0.1666626220172588,0.4783950617283951
113,0.25111731843575424,-1.001051624423369,lower regime,9.975832229894121e-4,0.8633465933443552,0.13665340665564485,0.5617283950617284
114,0.26005586592178775,-1.0066918532291769,lower regime,0.0010452639020537508,0.8769642016070452,0.12303579839295475,0.6049382716049383
115,0.26899441340782126,-1.0117090420022357,lower regime,0.0010335272952350313,0.8850477981787356,0.11495220182126442,0.6203703703703705
116,0.2779329608938548,-1.0366377180996593,lower regime,9.031526484940625e-4,0.8634971310383341,0.13650286896166586,0.5277777777777778
117,0.2868715083798883,-1.03567494779583,lower regime,5.990233643581459e-4,0.783259698327869,0.21674030167213099,0.3179012345679012
118,0.2958100558659218,-1.0367082288789817,lower regime,3.4458403419563286e-4,0.6103916559010786,0.3896083440989214,0.16666666666666666
119,0.3047486033519555,-0.9793284227899225,lower regime,2.8480207658202746e-4,0.16041885977378909,0.8395811402262109,0.05246913580246913
120,0.31368715083798904,-0.9999589439055172,lower regime,2.502636884287491e-4,0.23111975130077198,0.768880248699228,0.043209876543209874
121,0.32262569832402255,-0.9913607418509276,lower regime,2.7610790091083215e-4,0.2579030686421365,0.7420969313578635,0.05246913580246913
122,0.33156424581005606,-1.0124341507286507,lower regime,2.2535045007291682e-4,0.31712369038481614,0.6828763096151839,0.033950617283950615
123,0.34050279329608957,-1.030734493507455,lower regime,2.4140666535745983e-4,0.3158578011576544,0.6841421988423456,0.037037037037037035
124,0.3494413407821231,-1.0181085361333588,lower regime,2.4142577249504818e-4,0.32262810277013015,0.6773718972298699,0.04938271604938271
125,0.3583798882681566,-1.0264497931270011,lower regime,2.506886854869296e-4,0.3298214265025877,0.6701785734974123,0.07716049382716049
126,0.3673184357541901,-1.01563033307928,lower regime,2.4835895668947694e-4,0.3220956105623773,0.6779043894376227,0.05555555555555555
127,0.3762569832402236,-1.0130825767787397,lower regime,2.460235749911702e-4,0.3232132859654046,0.6767867140345953,0.05555555555555555
128,0.3851955307262571,-1.013665672219509,lower regime,2.460242057906271e-4,0.32429465013866343,0.6757053498613366,0.06172839506172839
129,0.39413407821229063,-1.0391451188334784,lower regime,2.8003078566196584e-4,0.29651104052105925,0.7034889594789407,0.05864197530864197
130,0.40307262569832414,-1.047281039728543,lower regime,3.299322942895421e-4,0.3809852216335753,0.6190147783664247,0.1111111111111111
131,0.41201117318435765,-1.0288532822155052,lower regime,3.189551992500951e-4,0.3763738586465843,0.6236261413534157,0.09876543209876543
132,0.42094972067039116,-1.0048657522637432,lower regime,3.218020476282664e-4,0.32787235707184403,0.672127642928156,0.09259259259259259
133,0.42988826815642467,-1.001801656424417,lower regime,3.357292943791959e-4,0.3970684153748339,0.6029315846251662,0.12345679012345678
134,0.4388268156424582,-0.9896965474636338,lower regime,3.5758683165177784e-4,0.402322851182989,0.597677148817011,0.13580246913580246
135,0.4477653631284917,-0.9580077069758278,lower regime,5.112982833809564e-4,0.46979541613751025,0.5302045838624898,0.17901234567901234
136,0.4567039106145252,-0.9227736139037999,lower regime,8.946615323504127e-4,0.7903335492130635,0.20966645078693646,0.4228395061728395
137,0.4656424581005587,-0.9353183549513128,lower regime,0.0011360991388268233,0.8563758622613232,0.14362413773867677,0.5833333333333333
138,0.4745810055865922,-0.9289083780090351,lower regime,0.001439729847117968,0.8886986828456876,0.11130131715431235,0.7037037037037037
139,0.48351955307262573,-0.8987635372298494,lower regime,0.0019969475269595574,0.9242226104188972,0.0757773895811028,0.7746913580246914
140,0.49245810055865946,-0.9002216008135673,lower regime,0.0024483738515412934,0.9418723230629841,0.058127676937015926,0.8179012345679013
141,0.501396648044693,-0.8936325840602218,lower regime,0.002793775087031296,0.9503863601158296,0.049613639884170446,0.8395061728395061
142,0.5103351955307265,-0.8876018912021943,lower regime,0.0031516523840395393,0.9574085894563689,0.042591410543631136,0.8611111111111112
143,0.51927374301676,-0.8959082540835872,lower regime,0.003270424916384804,0.9571941090914219,0.042805890908578115,0.867283950617284
144,0.5282122905027935,-0.8953013372235844,lower regime,0.0033621332040988314,0.95820270566316,0.041797294336839985,0.8765432098765431
145,0.537150837988827,-0.8868097956418965,lower regime,0.0034386076003893253,0.9592645884341879,0.04073541156581206,0.8888888888888888
146,0.5460893854748605,-0.8852927904605045,lower regime,0.003416577402821614,0.9692571864442157,0.030742813555784343,0.9012345679012346
147,0.555027932960894,-0.8559258970667829,lower regime,0.0032404647966179975,0.965687672078592,0.03431232792140804,0.882716049382716
148,0.5639664804469275,-0.8563880411961907,lower regime,0.002727044717211905,0.9590516733626403,0.0409483266373597,0.8549382716049383
149,0.572905027932961,-0.8555193449581614,lower regime,0.002251283173211786,0.95182567132176,0.04817432867824001,0.8271604938271604
150,0.5818435754189946,-0.8339064990360681,lower regime,0.002048263132987593,0.9410579585361966,0.05894204146380344,0.7993827160493827
151,0.5907821229050281,-0.8444214832498903,lower regime,0.0016235212909207026,0.9229831424221665,0.0770168575778335,0.75
152,0.5997206703910616,-0.8357276739302114,lower regime,0.0012397012708420046,0.9080884427705599,0.09191155722944011,0.7067901234567902
153,0.6086592178770951,-0.8541808673157157,lower regime,9.742426401900257e-4,0.9050782083149466,0.09492179168505344,0.6265432098765432
154,0.6175977653631286,-0.8223811953953464,lower regime,0.0010464283660768705,0.8859352544100338,0.11406474558996615,0.6327160493827161
155,0.6265363128491621,-0.8175136086374323,lower regime,9.939317071308552e-4,0.879263542415173,0.12073645758482698,0.5833333333333333
156,0.6354748603351956,-0.8158935157809418,lower regime,9.117043863834974e-4,0.9010851295796353,0.09891487042036473,0.5925925925925926
157,0.6444134078212291,-0.8277587075260938,lower regime,8.93692038799554e-4,0.8932649017360289,0.1067350982639711,0.5740740740740741
158,0.6533519553072626,-0.8165379779287255,lower regime,8.782171688820765e-4,0.8879999111961351,0.11200008880386492,0.558641975308642
159,0.6622905027932962,-0.8196001180603337,lower regime,8.4172879830439e-4,0.8837845126018643,0.1162154873981357,0.5216049382716049
160,0.6712290502793297,-0.8172894469963424,lower regime,8.084065512185556e-4,0.8818589131439527,0.1181410868560473,0.49691358024691357
161,0.6801675977653634,-0.7818443631860129,lower regime,8.677131048136997e-4,0.8348007861428812,0.16519921385711878,0.441358024691358
162,0.6891061452513969,-0.7735628684848697,lower regime,9.008495026997374e-4,0.8430312764576434,0.15696872354235658,0.47530864197530864
163,0.6980446927374304,-0.7812215067410647,lower regime,8.563218370610337e-4,0.8329616317678944,0.1670383682321056,0.42901234567901236
164,0.7069832402234639,-0.7659686618804137,lower regime,8.360061403339279e-4,0.8583566529827021,0.14164334701729786,0.4722222222222222
165,0.7159217877094974,-0.760189986950682,lower regime,9.503453937828634e-4,0.8760617687048806,0.12393823129511938,0.5617283950617284
166,0.724860335195531,-0.7369728609595895,lower regime,0.0011688440770710423,0.8894392208118144,0.11056077918818563,0.6604938271604939
167,0.7337988826815645,-0.6987041272153228,lower regime,0.0016752361122356026,0.9232445903863642,0.0767554096136358,0.7592592592592593
168,0.742737430167598,-0.7043030389732552,lower regime,0.0020945311721121923,0.9329838143944768,0.06701618560552325,0.7901234567901234
169,0.7516759776536315,-0.6833254955290424,lower regime,0.0025618160981728177,0.9454142357314544,0.054585764268545556,0.8271604938271605
170,0.760614525139665,-0.6688127477289826,lower regime,0.00309491265882953,0.9598191778893969,0.04018082211060314,0.8703703703703705
171,0.7695530726256985,-0.6393853305344399,lower regime,0.003651650822008616,0.9729476949586695,0.027052305041330493,0.9104938271604939
172,0.778491620111732,-0.6298904048949473,lower regime,0.004361949086480001,0.9764288325506433,0.023571167449356722,0.9259259259259259
173,0.7874301675977655,-0.6007573511860622,lower regime,0.005305416824314456,0.9802993407101357,0.01970065928986431,0.9506172839506173
174,0.796368715083799,-0.6175544133990554,lower regime,0.005722599917578102,0.9769697401144063,0.023030259885593707,0.941358024691358
175,0.8053072625698325,-0.572156111522491,lower regime,0.006385236681709712,0.9746129378697417,0.02538706213025832,0.9444444444444444
176,0.814245810055866,-0.5408420580276511,lower regime,0.007311085799024569,0.9777925390719031,0.02220746092809689,0.9598765432098766
177,0.8231843575418996,-0.5269372423501761,lower regime,0.007936988800462019,0.9795755964764471,0.020424403523552903,0.9722222222222222
178,0.8321229050279331,-0.5357139149638664,lower regime,0.007903678217923905,0.9794079297295203,0.020592070270479712,0.9660493827160493
179,0.8410614525139666,-0.5065423099190867,lower regime,0.008416516280736464,0.9799668095426632,0.020033190457336758,0.9814814814814815
180,0.85,-0.4792387982060312,lower regime,0.009032987464120049,0.9823914630034194,0.017608536996580604,0.9938271604938271
