scenario_id,scenario_name,time_step,pressure,state,regime,monitoring_quality,rolling_variance,rolling_autocorr,recovery_speed_proxy,threshold_proximity_score
RG001,Gradual pressure and moderate noise,102,0.152793,-1.118811,lower regime,0.70,0.000878,0.742342,0.257658,0.266871
RG001,Gradual pressure and moderate noise,103,0.161732,-1.093137,lower regime,0.70,0.000903,0.77834,0.22166,0.328221
RG001,Gradual pressure and moderate noise,104,0.17067,-1.080458,lower regime,0.70,0.000925,0.779299,0.220701,0.352761
RG001,Gradual pressure and moderate noise,105,0.179609,-1.062879,lower regime,0.70,0.001027,0.789029,0.210971,0.395706
RG001,Gradual pressure and moderate noise,106,0.188547,-1.044025,lower regime,0.70,0.001194,0.820668,0.179332,0.496933
RG001,Gradual pressure and moderate noise,107,0.197486,-1.064803,lower regime,0.70,0.001027,0.801032,0.198968,0.41411
RG001,Gradual pressure and moderate noise,108,0.206425,-1.03186,lower regime,0.70,0.001131,0.778689,0.221311,0.41411
RG001,Gradual pressure and moderate noise,109,0.215363,-1.033915,lower regime,0.70,0.001106,0.778707,0.221293,0.411043
RG001,Gradual pressure and moderate noise,110,0.224302,-1.017146,lower regime,0.70,0.001163,0.777166,0.222834,0.420245
RG001,Gradual pressure and moderate noise,111,0.23324,-1.017159,lower regime,0.70,0.001134,0.792299,0.207701,0.441718
RG001,Gradual pressure and moderate noise,112,0.242179,-1.00867,lower regime,0.70,0.001215,0.870184,0.129816,0.564417
RG001,Gradual pressure and moderate noise,113,0.251117,-0.993697,lower regime,0.70,0.001507,0.904398,0.095602,0.702454
RG001,Gradual pressure and moderate noise,114,0.260056,-1.031776,lower regime,0.70,0.001504,0.880246,0.119754,0.650307
RG001,Gradual pressure and moderate noise,115,0.268994,-0.989033,lower regime,0.70,0.001763,0.867764,0.132236,0.665644
RG001,Gradual pressure and moderate noise,116,0.277933,-0.98297,lower regime,0.70,0.001997,0.8839,0.1161,0.717791
RG001,Gradual pressure and moderate noise,117,0.286872,-0.960432,lower regime,0.70,0.002349,0.908791,0.091209,0.788344
RG001,Gradual pressure and moderate noise,118,0.29581,-0.955053,lower regime,0.70,0.002446,0.915382,0.084618,0.812883
RG001,Gradual pressure and moderate noise,119,0.304749,-0.951975,lower regime,0.70,0.002288,0.909288,0.090712,0.785276
RG001,Gradual pressure and moderate noise,120,0.313687,-0.974063,lower regime,0.70,0.001842,0.884724,0.115276,0.714724
RG001,Gradual pressure and moderate noise,121,0.322626,-0.97721,lower regime,0.70,0.001541,0.862297,0.137703,0.628834
RG001,Gradual pressure and moderate noise,122,0.331564,-1.012449,lower regime,0.70,0.001233,0.797531,0.202469,0.47546
RG001,Gradual pressure and moderate noise,123,0.340503,-1.006997,lower regime,0.70,0.001033,0.771514,0.228486,0.355828
RG001,Gradual pressure and moderate noise,124,0.349441,-0.970486,lower regime,0.70,0.000978,0.714878,0.285122,0.276074
RG001,Gradual pressure and moderate noise,125,0.35838,-0.998994,lower regime,0.70,0.000708,0.634869,0.365131,0.128834
RG001,Gradual pressure and moderate noise,126,0.367318,-1.0031,lower regime,0.70,0.00063,0.577959,0.422041,0.095092
RG001,Gradual pressure and moderate noise,127,0.376257,-1.000706,lower regime,0.70,0.000534,0.535656,0.464344,0.06135
RG001,Gradual pressure and moderate noise,128,0.385196,-0.970429,lower regime,0.70,0.000516,0.45629,0.54371,0.039877
RG001,Gradual pressure and moderate noise,129,0.394134,-0.940956,lower regime,0.70,0.000587,0.451141,0.548859,0.052147
RG001,Gradual pressure and moderate noise,130,0.403073,-0.934479,lower regime,0.70,0.000686,0.551665,0.448335,0.101227
RG001,Gradual pressure and moderate noise,131,0.412011,-0.927499,lower regime,0.70,0.000829,0.66202,0.33798,0.184049
RG001,Gradual pressure and moderate noise,132,0.42095,-0.925117,lower regime,0.70,0.000776,0.743392,0.256608,0.220859
RG001,Gradual pressure and moderate noise,133,0.429888,-0.928357,lower regime,0.70,0.000853,0.772352,0.227648,0.282209
RG001,Gradual pressure and moderate noise,134,0.438827,-0.930775,lower regime,0.70,0.000912,0.804885,0.195115,0.380368
RG001,Gradual pressure and moderate noise,135,0.447765,-0.932304,lower regime,0.70,0.000971,0.818024,0.181976,0.417178
RG001,Gradual pressure and moderate noise,136,0.456704,-0.927654,lower regime,0.70,0.001039,0.829081,0.170919,0.46319
RG001,Gradual pressure and moderate noise,137,0.465642,-0.91871,lower regime,0.70,0.001139,0.857254,0.142746,0.521472
RG001,Gradual pressure and moderate noise,138,0.474581,-0.92277,lower regime,0.70,0.001201,0.86521,0.13479,0.54908
RG001,Gradual pressure and moderate noise,139,0.48352,-0.903398,lower regime,0.70,0.001329,0.900191,0.099809,0.650307
RG001,Gradual pressure and moderate noise,140,0.492458,-0.896789,lower regime,0.70,0.001264,0.893902,0.106098,0.613497
RG001,Gradual pressure and moderate noise,141,0.501397,-0.879839,lower regime,0.70,0.00126,0.921569,0.078431,0.665644
RG001,Gradual pressure and moderate noise,142,0.510335,-0.89764,lower regime,0.70,0.00129,0.937818,0.062182,0.705521
RG001,Gradual pressure and moderate noise,143,0.519274,-0.902021,lower regime,0.70,0.001088,0.930798,0.069202,0.638037
RG001,Gradual pressure and moderate noise,144,0.528212,-0.89136,lower regime,0.70,0.000823,0.908539,0.091461,0.47546
RG001,Gradual pressure and moderate noise,145,0.537151,-0.877451,lower regime,0.70,0.000553,0.866561,0.133439,0.331288
RG001,Gradual pressure and moderate noise,146,0.546089,-0.872205,lower regime,0.70,0.000473,0.902847,0.097153,0.380368
RG001,Gradual pressure and moderate noise,147,0.555028,-0.835886,lower regime,0.70,0.000724,0.899775,0.100225,0.42638
RG001,Gradual pressure and moderate noise,148,0.563966,-0.832428,lower regime,0.70,0.000958,0.924442,0.075558,0.579755
RG001,Gradual pressure and moderate noise,149,0.572905,-0.799171,lower regime,0.70,0.00146,0.944056,0.055944,0.754601
RG001,Gradual pressure and moderate noise,150,0.581844,-0.767391,lower regime,0.70,0.002246,0.963634,0.036366,0.858896
RG001,Gradual pressure and moderate noise,151,0.590782,-0.748788,lower regime,0.70,0.003105,0.972725,0.027275,0.90184
RG001,Gradual pressure and moderate noise,152,0.599721,-0.73472,lower regime,0.70,0.003936,0.977514,0.022486,0.929448
RG001,Gradual pressure and moderate noise,153,0.608659,-0.718567,lower regime,0.70,0.004741,0.981043,0.018957,0.957055
RG001,Gradual pressure and moderate noise,154,0.617598,-0.714861,lower regime,0.70,0.00535,0.981655,0.018345,0.969325
RG001,Gradual pressure and moderate noise,155,0.626536,-0.728428,lower regime,0.70,0.005592,0.978841,0.021159,0.966258
RG001,Gradual pressure and moderate noise,156,0.635475,-0.730427,lower regime,0.70,0.005527,0.97853,0.02147,0.957055
RG001,Gradual pressure and moderate noise,157,0.644413,-0.733955,lower regime,0.70,0.005428,0.977407,0.022593,0.947853
RG001,Gradual pressure and moderate noise,158,0.653352,-0.732994,lower regime,0.70,0.005227,0.976792,0.023208,0.93865
RG001,Gradual pressure and moderate noise,159,0.662291,-0.737393,lower regime,0.70,0.005014,0.980112,0.019888,0.957055
RG001,Gradual pressure and moderate noise,160,0.671229,-0.747392,lower regime,0.70,0.004401,0.97864,0.02136,0.941718
RG001,Gradual pressure and moderate noise,161,0.680168,-0.735023,lower regime,0.70,0.003624,0.974152,0.025848,0.91411
RG001,Gradual pressure and moderate noise,162,0.689106,-0.699203,lower regime,0.70,0.003031,0.956529,0.043471,0.880368
RG001,Gradual pressure and moderate noise,163,0.698045,-0.704916,lower regime,0.70,0.002375,0.948221,0.051779,0.855828
RG001,Gradual pressure and moderate noise,164,0.706983,-0.727524,lower regime,0.70,0.001528,0.910729,0.089271,0.720859
RG001,Gradual pressure and moderate noise,165,0.715922,-0.726564,lower regime,0.70,0.001036,0.876391,0.123609,0.51227
RG001,Gradual pressure and moderate noise,166,0.72486,-0.736979,lower regime,0.70,0.000505,0.73013,0.26987,0.147239
RG001,Gradual pressure and moderate noise,167,0.733799,-0.742907,lower regime,0.70,0.000254,0.555075,0.444925,0.04908
RG001,Gradual pressure and moderate noise,168,0.742737,-0.753243,lower regime,0.70,0.000205,0.503972,0.496028,0.027607
RG001,Gradual pressure and moderate noise,169,0.751676,-0.742148,lower regime,0.70,0.000193,0.540395,0.459605,0.033742
RG001,Gradual pressure and moderate noise,170,0.760615,-0.718804,lower regime,0.70,0.000199,0.504811,0.495189,0.027607
RG001,Gradual pressure and moderate noise,171,0.769553,-0.66437,lower regime,0.70,0.000432,0.457451,0.542549,0.030675
RG001,Gradual pressure and moderate noise,172,0.778492,-0.672003,lower regime,0.70,0.000593,0.669348,0.330652,0.128834
RG001,Gradual pressure and moderate noise,173,0.78743,-0.683343,lower regime,0.70,0.000683,0.721478,0.278522,0.180982
RG001,Gradual pressure and moderate noise,174,0.796369,-0.671738,lower regime,0.70,0.000814,0.760542,0.239458,0.245399
RG001,Gradual pressure and moderate noise,175,0.805307,-0.659122,lower regime,0.70,0.000988,0.798831,0.201169,0.398773
RG001,Gradual pressure and moderate noise,176,0.814246,-0.614707,lower regime,0.70,0.001503,0.83333,0.16667,0.58589
RG001,Gradual pressure and moderate noise,177,0.823184,-0.575437,lower regime,0.70,0.002394,0.891734,0.108266,0.760736
RG001,Gradual pressure and moderate noise,178,0.832123,-0.570965,lower regime,0.70,0.003111,0.917379,0.082621,0.837423
RG001,Gradual pressure and moderate noise,179,0.841061,-0.59093,lower regime,0.70,0.003481,0.928139,0.071861,0.855828
RG001,Gradual pressure and moderate noise,180,0.85,-0.563326,lower regime,0.70,0.004213,0.939029,0.060971,0.886503
RG002,Faster pressure increase,1,-0.75,-0.9,lower regime,0.68,,,,
RG002,Faster pressure increase,2,-0.73777,-0.973319,lower regime,0.68,,,,
RG002,Faster pressure increase,3,-0.72554,-1.009664,lower regime,0.68,,,,
RG002,Faster pressure increase,4,-0.713309,-1.047182,lower regime,0.68,,,,
RG002,Faster pressure increase,5,-0.701079,-1.096206,lower regime,0.68,,,,
RG002,Faster pressure increase,6,-0.688849,-1.129877,lower regime,0.68,,,,
RG002,Faster pressure increase,7,-0.676619,-1.155058,lower regime,0.68,,,,
RG002,Faster pressure increase,8,-0.664388,-1.17875,lower regime,0.68,,,,
RG002,Faster pressure increase,9,-0.652158,-1.198591,lower regime,0.68,,,,
RG002,Faster pressure increase,10,-0.639928,-1.204448,lower regime,0.68,,,,
RG002,Faster pressure increase,11,-0.627698,-1.202731,lower regime,0.68,,,,
RG002,Faster pressure increase,12,-0.615468,-1.191055,lower regime,0.68,,,,
RG002,Faster pressure increase,13,-0.603237,-1.210024,lower regime,0.68,,,,
RG002,Faster pressure increase,14,-0.591007,-1.23684,lower regime,0.68,,,,
RG002,Faster pressure increase,15,-0.578777,-1.232696,lower regime,0.68,,,,
RG002,Faster pressure increase,16,-0.566547,-1.247093,lower regime,0.68,,,,
RG002,Faster pressure increase,17,-0.554317,-1.267576,lower regime,0.68,,,,
RG002,Faster pressure increase,18,-0.542086,-1.237975,lower regime,0.68,0.010993,0.988207,0.011793,0.97561
RG002,Faster pressure increase,19,-0.529856,-1.228477,lower regime,0.68,0.007285,0.982497,0.017503,0.922764
RG002,Faster pressure increase,20,-0.517626,-1.241868,lower regime,0.68,0.0051,0.974972,0.025028,0.857724
RG002,Faster pressure increase,21,-0.505396,-1.251781,lower regime,0.68,0.003384,0.961503,0.038497,0.821138
RG002,Faster pressure increase,22,-0.493165,-1.246211,lower regime,0.68,0.002061,0.939341,0.060659,0.735772
RG002,Faster pressure increase,23,-0.480935,-1.244839,lower regime,0.68,0.00132,0.907784,0.092216,0.569106
RG002,Faster pressure increase,24,-0.468705,-1.238204,lower regime,0.68,0.000862,0.860237,0.139763,0.410569
RG002,Faster pressure increase,25,-0.456475,-1.242596,lower regime,0.68,0.000588,0.810314,0.189686,0.329268
RG002,Faster pressure increase,26,-0.444245,-1.277003,lower regime,0.68,0.000556,0.740905,0.259095,0.276423
RG002,Faster pressure increase,27,-0.432014,-1.304806,lower regime,0.68,0.000749,0.778212,0.221788,0.333333
RG002,Faster pressure increase,28,-0.419784,-1.275664,lower regime,0.68,0.000739,0.744804,0.255196,0.313008
RG002,Faster pressure increase,29,-0.407554,-1.264908,lower regime,0.68,0.000658,0.706474,0.293526,0.284553
RG002,Faster pressure increase,30,-0.395324,-1.299117,lower regime,0.68,0.0006,0.609268,0.390732,0.247967
RG002,Faster pressure increase,31,-0.383094,-1.280881,lower regime,0.68,0.000524,0.624578,0.375422,0.227642
RG002,Faster pressure increase,32,-0.370863,-1.265966,lower regime,0.68,0.000503,0.599936,0.400064,0.186992
RG002,Faster pressure increase,33,-0.358633,-1.245515,lower regime,0.68,0.000474,0.567195,0.432805,0.150407
RG002,Faster pressure increase,34,-0.346403,-1.240884,lower regime,0.68,0.000485,0.602408,0.397592,0.191057
RG002,Faster pressure increase,35,-0.334173,-1.230793,lower regime,0.68,0.000521,0.660591,0.339409,0.239837
RG002,Faster pressure increase,36,-0.321942,-1.242805,lower regime,0.68,0.000511,0.65186,0.34814,0.227642
RG002,Faster pressure increase,37,-0.309712,-1.266301,lower regime,0.68,0.000465,0.608678,0.391322,0.182927
RG002,Faster pressure increase,38,-0.297482,-1.260231,lower regime,0.68,0.000447,0.602367,0.397633,0.158537
RG002,Faster pressure increase,39,-0.285252,-1.248088,lower regime,0.68,0.000451,0.59116,0.40884,0.146341
RG002,Faster pressure increase,40,-0.273022,-1.246089,lower regime,0.68,0.000451,0.588608,0.411392,0.146341
RG002,Faster pressure increase,41,-0.260791,-1.265806,lower regime,0.68,0.000439,0.552149,0.447851,0.117886
RG002,Faster pressure increase,42,-0.248561,-1.261936,lower regime,0.68,0.000407,0.519809,0.480191,0.077236
RG002,Faster pressure increase,43,-0.236331,-1.262189,lower regime,0.68,0.000383,0.588552,0.411448,0.105691
RG002,Faster pressure increase,44,-0.224101,-1.23628,lower regime,0.68,0.00041,0.567402,0.432598,0.113821
RG002,Faster pressure increase,45,-0.211871,-1.248797,lower regime,0.68,0.000295,0.536993,0.463007,0.069106
RG002,Faster pressure increase,46,-0.19964,-1.255288,lower regime,0.68,0.000276,0.525131,0.474869,0.052846
RG002,Faster pressure increase,47,-0.18741,-1.2531,lower regime,0.68,0.000272,0.591498,0.408502,0.089431
RG002,Faster pressure increase,48,-0.17518,-1.236577,lower regime,0.68,0.000173,0.356056,0.643944,0.012195
RG002,Faster pressure increase,49,-0.16295,-1.204636,lower regime,0.68,0.000243,0.376067,0.623933,0.03252
RG002,Faster pressure increase,50,-0.150719,-1.18958,lower regime,0.68,0.000409,0.693684,0.306316,0.174797
RG002,Faster pressure increase,51,-0.138489,-1.209983,lower regime,0.68,0.000474,0.725686,0.274314,0.231707
RG002,Faster pressure increase,52,-0.126259,-1.219203,lower regime,0.68,0.000503,0.746984,0.253016,0.264228
RG002,Faster pressure increase,53,-0.114029,-1.179996,lower regime,0.68,0.000707,0.750003,0.249997,0.317073
RG002,Faster pressure increase,54,-0.101799,-1.170871,lower regime,0.68,0.000956,0.83723,0.16277,0.414634
RG002,Faster pressure increase,55,-0.089568,-1.169892,lower regime,0.68,0.001107,0.863291,0.136709,0.47561
RG002,Faster pressure increase,56,-0.077338,-1.156855,lower regime,0.68,0.001319,0.888023,0.111977,0.528455
RG002,Faster pressure increase,57,-0.065108,-1.141429,lower regime,0.68,0.001637,0.90896,0.09104,0.613821
RG002,Faster pressure increase,58,-0.052878,-1.108207,lower regime,0.68,0.002224,0.932319,0.067681,0.715447
RG002,Faster pressure increase,59,-0.040647,-1.105924,lower regime,0.68,0.002584,0.940707,0.059293,0.768293
RG002,Faster pressure increase,60,-0.028417,-1.119678,lower regime,0.68,0.002682,0.937492,0.062508,0.772358
RG002,Faster pressure increase,61,-0.016187,-1.135441,lower regime,0.68,0.002538,0.935701,0.064299,0.735772
RG002,Faster pressure increase,62,-0.003957,-1.113676,lower regime,0.68,0.002643,0.93713,0.06287,0.764228
