time,pressure,state,regime
94,0.08128491620111744,-1.0453183155549772,lower regime
95,0.09022346368715095,-1.0213757896730358,lower regime
96,0.09916201117318446,-1.044419040860267,lower regime
97,0.10810055865921797,-1.0602102260829678,lower regime
98,0.11703910614525148,-1.0787559420645574,lower regime
99,0.125977653631285,-1.100680077646381,lower regime
100,0.1349162011173185,-1.0918618758689869,lower regime
101,0.143854748603352,-1.073339341560448,lower regime
102,0.15279329608938552,-1.0466552370361355,lower regime
103,0.16173184357541914,-1.025232569534942,lower regime
104,0.17067039106145265,-1.0423895687251863,lower regime
105,0.17960893854748616,-1.0060480466129769,lower regime
106,0.18854748603351967,-1.0180727715820639,lower regime
107,0.19748603351955318,-1.014623382927576,lower regime
108,0.2064245810055867,-1.0205544224325733,lower regime
109,0.2153631284916202,-1.020074864246,lower regime
110,0.22430167597765371,-1.0136047135090864,lower regime
111,0.23324022346368722,-1.0085454917380716,lower regime
112,0.24217877094972073,-1.0061081398335057,lower regime
113,0.25111731843575424,-1.001051624423369,lower regime
114,0.26005586592178775,-1.0066918532291769,lower regime
115,0.26899441340782126,-1.0117090420022357,lower regime
116,0.2779329608938548,-1.0366377180996593,lower regime
117,0.2868715083798883,-1.03567494779583,lower regime
118,0.2958100558659218,-1.0367082288789817,lower regime
119,0.3047486033519555,-0.9793284227899225,lower regime
120,0.31368715083798904,-0.9999589439055172,lower regime
121,0.32262569832402255,-0.9913607418509276,lower regime
122,0.33156424581005606,-1.0124341507286507,lower regime
123,0.34050279329608957,-1.030734493507455,lower regime
124,0.3494413407821231,-1.0181085361333588,lower regime
125,0.3583798882681566,-1.0264497931270011,lower regime
126,0.3673184357541901,-1.01563033307928,lower regime
127,0.3762569832402236,-1.0130825767787397,lower regime
128,0.3851955307262571,-1.013665672219509,lower regime
129,0.39413407821229063,-1.0391451188334784,lower regime
130,0.40307262569832414,-1.047281039728543,lower regime
131,0.41201117318435765,-1.0288532822155052,lower regime
132,0.42094972067039116,-1.0048657522637432,lower regime
133,0.42988826815642467,-1.001801656424417,lower regime
134,0.4388268156424582,-0.9896965474636338,lower regime
135,0.4477653631284917,-0.9580077069758278,lower regime
136,0.4567039106145252,-0.9227736139037999,lower regime
137,0.4656424581005587,-0.9353183549513128,lower regime
138,0.4745810055865922,-0.9289083780090351,lower regime
139,0.48351955307262573,-0.8987635372298494,lower regime
140,0.49245810055865946,-0.9002216008135673,lower regime
141,0.501396648044693,-0.8936325840602218,lower regime
142,0.5103351955307265,-0.8876018912021943,lower regime
143,0.51927374301676,-0.8959082540835872,lower regime
144,0.5282122905027935,-0.8953013372235844,lower regime
145,0.537150837988827,-0.8868097956418965,lower regime
146,0.5460893854748605,-0.8852927904605045,lower regime
147,0.555027932960894,-0.8559258970667829,lower regime
148,0.5639664804469275,-0.8563880411961907,lower regime
149,0.572905027932961,-0.8555193449581614,lower regime
150,0.5818435754189946,-0.8339064990360681,lower regime
151,0.5907821229050281,-0.8444214832498903,lower regime
152,0.5997206703910616,-0.8357276739302114,lower regime
153,0.6086592178770951,-0.8541808673157157,lower regime
154,0.6175977653631286,-0.8223811953953464,lower regime
155,0.6265363128491621,-0.8175136086374323,lower regime
156,0.6354748603351956,-0.8158935157809418,lower regime
157,0.6444134078212291,-0.8277587075260938,lower regime
158,0.6533519553072626,-0.8165379779287255,lower regime
159,0.6622905027932962,-0.8196001180603337,lower regime
160,0.6712290502793297,-0.8172894469963424,lower regime
161,0.6801675977653634,-0.7818443631860129,lower regime
162,0.6891061452513969,-0.7735628684848697,lower regime
163,0.6980446927374304,-0.7812215067410647,lower regime
164,0.7069832402234639,-0.7659686618804137,lower regime
165,0.7159217877094974,-0.760189986950682,lower regime
166,0.724860335195531,-0.7369728609595895,lower regime
167,0.7337988826815645,-0.6987041272153228,lower regime
168,0.742737430167598,-0.7043030389732552,lower regime
169,0.7516759776536315,-0.6833254955290424,lower regime
170,0.760614525139665,-0.6688127477289826,lower regime
171,0.7695530726256985,-0.6393853305344399,lower regime
172,0.778491620111732,-0.6298904048949473,lower regime
173,0.7874301675977655,-0.6007573511860622,lower regime
174,0.796368715083799,-0.6175544133990554,lower regime
175,0.8053072625698325,-0.572156111522491,lower regime
176,0.814245810055866,-0.5408420580276511,lower regime
177,0.8231843575418996,-0.5269372423501761,lower regime
178,0.8321229050279331,-0.5357139149638664,lower regime
179,0.8410614525139666,-0.5065423099190867,lower regime
180,0.85,-0.4792387982060312,lower regime
