scenario_id,scenario_name,time_step,pressure,state,regime,monitoring_quality
RG001,Gradual pressure and moderate noise,147,0.555028,-0.835886,lower regime,0.70
RG001,Gradual pressure and moderate noise,148,0.563966,-0.832428,lower regime,0.70
RG001,Gradual pressure and moderate noise,149,0.572905,-0.799171,lower regime,0.70
RG001,Gradual pressure and moderate noise,150,0.581844,-0.767391,lower regime,0.70
RG001,Gradual pressure and moderate noise,151,0.590782,-0.748788,lower regime,0.70
RG001,Gradual pressure and moderate noise,152,0.599721,-0.73472,lower regime,0.70
RG001,Gradual pressure and moderate noise,153,0.608659,-0.718567,lower regime,0.70
RG001,Gradual pressure and moderate noise,154,0.617598,-0.714861,lower regime,0.70
RG001,Gradual pressure and moderate noise,155,0.626536,-0.728428,lower regime,0.70
RG001,Gradual pressure and moderate noise,156,0.635475,-0.730427,lower regime,0.70
RG001,Gradual pressure and moderate noise,157,0.644413,-0.733955,lower regime,0.70
RG001,Gradual pressure and moderate noise,158,0.653352,-0.732994,lower regime,0.70
RG001,Gradual pressure and moderate noise,159,0.662291,-0.737393,lower regime,0.70
RG001,Gradual pressure and moderate noise,160,0.671229,-0.747392,lower regime,0.70
RG001,Gradual pressure and moderate noise,161,0.680168,-0.735023,lower regime,0.70
RG001,Gradual pressure and moderate noise,162,0.689106,-0.699203,lower regime,0.70
RG001,Gradual pressure and moderate noise,163,0.698045,-0.704916,lower regime,0.70
RG001,Gradual pressure and moderate noise,164,0.706983,-0.727524,lower regime,0.70
RG001,Gradual pressure and moderate noise,165,0.715922,-0.726564,lower regime,0.70
RG001,Gradual pressure and moderate noise,166,0.72486,-0.736979,lower regime,0.70
RG001,Gradual pressure and moderate noise,167,0.733799,-0.742907,lower regime,0.70
RG001,Gradual pressure and moderate noise,168,0.742737,-0.753243,lower regime,0.70
RG001,Gradual pressure and moderate noise,169,0.751676,-0.742148,lower regime,0.70
RG001,Gradual pressure and moderate noise,170,0.760615,-0.718804,lower regime,0.70
RG001,Gradual pressure and moderate noise,171,0.769553,-0.66437,lower regime,0.70
RG001,Gradual pressure and moderate noise,172,0.778492,-0.672003,lower regime,0.70
RG001,Gradual pressure and moderate noise,173,0.78743,-0.683343,lower regime,0.70
RG001,Gradual pressure and moderate noise,174,0.796369,-0.671738,lower regime,0.70
RG001,Gradual pressure and moderate noise,175,0.805307,-0.659122,lower regime,0.70
RG001,Gradual pressure and moderate noise,176,0.814246,-0.614707,lower regime,0.70
RG001,Gradual pressure and moderate noise,177,0.823184,-0.575437,lower regime,0.70
RG001,Gradual pressure and moderate noise,178,0.832123,-0.570965,lower regime,0.70
RG001,Gradual pressure and moderate noise,179,0.841061,-0.59093,lower regime,0.70
RG001,Gradual pressure and moderate noise,180,0.85,-0.563326,lower regime,0.70
RG002,Faster pressure increase,1,-0.75,-0.9,lower regime,0.68
RG002,Faster pressure increase,2,-0.73777,-0.973319,lower regime,0.68
RG002,Faster pressure increase,3,-0.72554,-1.009664,lower regime,0.68
RG002,Faster pressure increase,4,-0.713309,-1.047182,lower regime,0.68
RG002,Faster pressure increase,5,-0.701079,-1.096206,lower regime,0.68
RG002,Faster pressure increase,6,-0.688849,-1.129877,lower regime,0.68
RG002,Faster pressure increase,7,-0.676619,-1.155058,lower regime,0.68
RG002,Faster pressure increase,8,-0.664388,-1.17875,lower regime,0.68
RG002,Faster pressure increase,9,-0.652158,-1.198591,lower regime,0.68
RG002,Faster pressure increase,10,-0.639928,-1.204448,lower regime,0.68
RG002,Faster pressure increase,11,-0.627698,-1.202731,lower regime,0.68
RG002,Faster pressure increase,12,-0.615468,-1.191055,lower regime,0.68
RG002,Faster pressure increase,13,-0.603237,-1.210024,lower regime,0.68
RG002,Faster pressure increase,14,-0.591007,-1.23684,lower regime,0.68
RG002,Faster pressure increase,15,-0.578777,-1.232696,lower regime,0.68
RG002,Faster pressure increase,16,-0.566547,-1.247093,lower regime,0.68
RG002,Faster pressure increase,17,-0.554317,-1.267576,lower regime,0.68
RG002,Faster pressure increase,18,-0.542086,-1.237975,lower regime,0.68
RG002,Faster pressure increase,19,-0.529856,-1.228477,lower regime,0.68
RG002,Faster pressure increase,20,-0.517626,-1.241868,lower regime,0.68
RG002,Faster pressure increase,21,-0.505396,-1.251781,lower regime,0.68
RG002,Faster pressure increase,22,-0.493165,-1.246211,lower regime,0.68
RG002,Faster pressure increase,23,-0.480935,-1.244839,lower regime,0.68
RG002,Faster pressure increase,24,-0.468705,-1.238204,lower regime,0.68
RG002,Faster pressure increase,25,-0.456475,-1.242596,lower regime,0.68
RG002,Faster pressure increase,26,-0.444245,-1.277003,lower regime,0.68
RG002,Faster pressure increase,27,-0.432014,-1.304806,lower regime,0.68
RG002,Faster pressure increase,28,-0.419784,-1.275664,lower regime,0.68
RG002,Faster pressure increase,29,-0.407554,-1.264908,lower regime,0.68
RG002,Faster pressure increase,30,-0.395324,-1.299117,lower regime,0.68
RG002,Faster pressure increase,31,-0.383094,-1.280881,lower regime,0.68
RG002,Faster pressure increase,32,-0.370863,-1.265966,lower regime,0.68
RG002,Faster pressure increase,33,-0.358633,-1.245515,lower regime,0.68
RG002,Faster pressure increase,34,-0.346403,-1.240884,lower regime,0.68
RG002,Faster pressure increase,35,-0.334173,-1.230793,lower regime,0.68
RG002,Faster pressure increase,36,-0.321942,-1.242805,lower regime,0.68
RG002,Faster pressure increase,37,-0.309712,-1.266301,lower regime,0.68
RG002,Faster pressure increase,38,-0.297482,-1.260231,lower regime,0.68
RG002,Faster pressure increase,39,-0.285252,-1.248088,lower regime,0.68
RG002,Faster pressure increase,40,-0.273022,-1.246089,lower regime,0.68
RG002,Faster pressure increase,41,-0.260791,-1.265806,lower regime,0.68
RG002,Faster pressure increase,42,-0.248561,-1.261936,lower regime,0.68
RG002,Faster pressure increase,43,-0.236331,-1.262189,lower regime,0.68
RG002,Faster pressure increase,44,-0.224101,-1.23628,lower regime,0.68
RG002,Faster pressure increase,45,-0.211871,-1.248797,lower regime,0.68
RG002,Faster pressure increase,46,-0.19964,-1.255288,lower regime,0.68
RG002,Faster pressure increase,47,-0.18741,-1.2531,lower regime,0.68
RG002,Faster pressure increase,48,-0.17518,-1.236577,lower regime,0.68
RG002,Faster pressure increase,49,-0.16295,-1.204636,lower regime,0.68
RG002,Faster pressure increase,50,-0.150719,-1.18958,lower regime,0.68
RG002,Faster pressure increase,51,-0.138489,-1.209983,lower regime,0.68
RG002,Faster pressure increase,52,-0.126259,-1.219203,lower regime,0.68
RG002,Faster pressure increase,53,-0.114029,-1.179996,lower regime,0.68
RG002,Faster pressure increase,54,-0.101799,-1.170871,lower regime,0.68
RG002,Faster pressure increase,55,-0.089568,-1.169892,lower regime,0.68
RG002,Faster pressure increase,56,-0.077338,-1.156855,lower regime,0.68
RG002,Faster pressure increase,57,-0.065108,-1.141429,lower regime,0.68
RG002,Faster pressure increase,58,-0.052878,-1.108207,lower regime,0.68
RG002,Faster pressure increase,59,-0.040647,-1.105924,lower regime,0.68
RG002,Faster pressure increase,60,-0.028417,-1.119678,lower regime,0.68
RG002,Faster pressure increase,61,-0.016187,-1.135441,lower regime,0.68
RG002,Faster pressure increase,62,-0.003957,-1.113676,lower regime,0.68
RG002,Faster pressure increase,63,0.008273,-1.111586,lower regime,0.68
RG002,Faster pressure increase,64,0.020504,-1.105826,lower regime,0.68
RG002,Faster pressure increase,65,0.032734,-1.094618,lower regime,0.68
RG002,Faster pressure increase,66,0.044964,-1.110896,lower regime,0.68
RG002,Faster pressure increase,67,0.057194,-1.077158,lower regime,0.68
RG002,Faster pressure increase,68,0.069424,-1.080757,lower regime,0.68
RG002,Faster pressure increase,69,0.081655,-1.082312,lower regime,0.68
RG002,Faster pressure increase,70,0.093885,-1.08432,lower regime,0.68
RG002,Faster pressure increase,71,0.106115,-1.07803,lower regime,0.68
RG002,Faster pressure increase,72,0.118345,-1.080738,lower regime,0.68
RG002,Faster pressure increase,73,0.130576,-1.082366,lower regime,0.68
RG002,Faster pressure increase,74,0.142806,-1.065694,lower regime,0.68
RG002,Faster pressure increase,75,0.155036,-1.038048,lower regime,0.68
RG002,Faster pressure increase,76,0.167266,-1.023225,lower regime,0.68
RG002,Faster pressure increase,77,0.179496,-1.043576,lower regime,0.68
RG002,Faster pressure increase,78,0.191727,-1.046806,lower regime,0.68
RG002,Faster pressure increase,79,0.203957,-1.017116,lower regime,0.68
RG002,Faster pressure increase,80,0.216187,-1.015011,lower regime,0.68
RG002,Faster pressure increase,81,0.228417,-1.010132,lower regime,0.68
RG002,Faster pressure increase,82,0.240647,-1.011286,lower regime,0.68
RG002,Faster pressure increase,83,0.252878,-0.980435,lower regime,0.68
RG002,Faster pressure increase,84,0.265108,-0.987132,lower regime,0.68
RG002,Faster pressure increase,85,0.277338,-0.992802,lower regime,0.68
RG002,Faster pressure increase,86,0.289568,-0.970674,lower regime,0.68
RG002,Faster pressure increase,87,0.301799,-0.996667,lower regime,0.68
RG002,Faster pressure increase,88,0.314029,-0.999675,lower regime,0.68
RG002,Faster pressure increase,89,0.326259,-0.948332,lower regime,0.68
RG002,Faster pressure increase,90,0.338489,-0.946184,lower regime,0.68
RG002,Faster pressure increase,91,0.350719,-0.936493,lower regime,0.68
RG002,Faster pressure increase,92,0.36295,-0.969381,lower regime,0.68
RG002,Faster pressure increase,93,0.37518,-0.966005,lower regime,0.68
RG002,Faster pressure increase,94,0.38741,-0.977857,lower regime,0.68
RG002,Faster pressure increase,95,0.39964,-0.983062,lower regime,0.68
RG002,Faster pressure increase,96,0.411871,-0.988624,lower regime,0.68
RG002,Faster pressure increase,97,0.424101,-0.977282,lower regime,0.68
RG002,Faster pressure increase,98,0.436331,-0.973071,lower regime,0.68
RG002,Faster pressure increase,99,0.448561,-0.945564,lower regime,0.68
RG002,Faster pressure increase,100,0.460791,-0.978181,lower regime,0.68
RG002,Faster pressure increase,101,0.473022,-0.978983,lower regime,0.68
RG002,Faster pressure increase,102,0.485252,-0.954235,lower regime,0.68
RG002,Faster pressure increase,103,0.497482,-0.937112,lower regime,0.68
RG002,Faster pressure increase,104,0.509712,-0.902006,lower regime,0.68
RG002,Faster pressure increase,105,0.521942,-0.902494,lower regime,0.68
RG002,Faster pressure increase,106,0.534173,-0.875832,lower regime,0.68
RG002,Faster pressure increase,107,0.546403,-0.858717,lower regime,0.68
RG002,Faster pressure increase,108,0.558633,-0.873771,lower regime,0.68
RG002,Faster pressure increase,109,0.570863,-0.896547,lower regime,0.68
RG002,Faster pressure increase,110,0.583094,-0.851643,lower regime,0.68
RG002,Faster pressure increase,111,0.595324,-0.822491,lower regime,0.68
RG002,Faster pressure increase,112,0.607554,-0.811756,lower regime,0.68
RG002,Faster pressure increase,113,0.619784,-0.817151,lower regime,0.68
RG002,Faster pressure increase,114,0.632014,-0.84019,lower regime,0.68
RG002,Faster pressure increase,115,0.644245,-0.835742,lower regime,0.68
RG002,Faster pressure increase,116,0.656475,-0.822669,lower regime,0.68
RG002,Faster pressure increase,117,0.668705,-0.782798,lower regime,0.68
RG002,Faster pressure increase,118,0.680935,-0.778251,lower regime,0.68
RG002,Faster pressure increase,119,0.693165,-0.769302,lower regime,0.68
RG002,Faster pressure increase,120,0.705396,-0.759952,lower regime,0.68
RG002,Faster pressure increase,121,0.717626,-0.729332,lower regime,0.68
RG002,Faster pressure increase,122,0.729856,-0.689576,lower regime,0.68
RG002,Faster pressure increase,123,0.742086,-0.644244,lower regime,0.68
RG002,Faster pressure increase,124,0.754317,-0.63182,lower regime,0.68
RG002,Faster pressure increase,125,0.766547,-0.60572,lower regime,0.68
RG002,Faster pressure increase,126,0.778777,-0.610073,lower regime,0.68
RG002,Faster pressure increase,127,0.791007,-0.608412,lower regime,0.68
RG002,Faster pressure increase,128,0.803237,-0.600214,lower regime,0.68
RG002,Faster pressure increase,129,0.815468,-0.570152,lower regime,0.68
RG002,Faster pressure increase,130,0.827698,-0.593133,lower regime,0.68
RG002,Faster pressure increase,131,0.839928,-0.575433,lower regime,0.68
RG002,Faster pressure increase,132,0.852158,-0.522921,lower regime,0.68
RG002,Faster pressure increase,133,0.864388,-0.485032,lower regime,0.68
RG002,Faster pressure increase,134,0.876619,-0.439346,lower regime,0.68
RG002,Faster pressure increase,135,0.888849,-0.427391,lower regime,0.68
RG002,Faster pressure increase,136,0.901079,-0.398337,lower regime,0.68
RG002,Faster pressure increase,137,0.913309,-0.390115,lower regime,0.68
RG002,Faster pressure increase,138,0.92554,-0.335442,lower regime,0.68
RG002,Faster pressure increase,139,0.93777,-0.31369,lower regime,0.68
RG002,Faster pressure increase,140,0.95,-0.291076,lower regime,0.68
RG003,Noisy monitoring environment,1,-0.75,-0.9,lower regime,0.44
RG003,Noisy monitoring environment,2,-0.741061,-0.960152,lower regime,0.44
RG003,Noisy monitoring environment,3,-0.732123,-0.969992,lower regime,0.44
RG003,Noisy monitoring environment,4,-0.723184,-0.991006,lower regime,0.44
RG003,Noisy monitoring environment,5,-0.714246,-1.021852,lower regime,0.44
RG003,Noisy monitoring environment,6,-0.705307,-1.060393,lower regime,0.44
RG003,Noisy monitoring environment,7,-0.696369,-1.096929,lower regime,0.44
RG003,Noisy monitoring environment,8,-0.68743,-1.13482,lower regime,0.44
RG003,Noisy monitoring environment,9,-0.678492,-1.14664,lower regime,0.44
RG003,Noisy monitoring environment,10,-0.669553,-1.19514,lower regime,0.44
RG003,Noisy monitoring environment,11,-0.660615,-1.160984,lower regime,0.44
RG003,Noisy monitoring environment,12,-0.651676,-1.137199,lower regime,0.44
RG003,Noisy monitoring environment,13,-0.642737,-1.153116,lower regime,0.44
RG003,Noisy monitoring environment,14,-0.633799,-1.136121,lower regime,0.44
RG003,Noisy monitoring environment,15,-0.62486,-1.11546,lower regime,0.44
RG003,Noisy monitoring environment,16,-0.615922,-1.145759,lower regime,0.44
RG003,Noisy monitoring environment,17,-0.606983,-1.193664,lower regime,0.44
RG003,Noisy monitoring environment,18,-0.598045,-1.177992,lower regime,0.44
RG003,Noisy monitoring environment,19,-0.589106,-1.241796,lower regime,0.44
RG003,Noisy monitoring environment,20,-0.580168,-1.217622,lower regime,0.44
RG003,Noisy monitoring environment,21,-0.571229,-1.212714,lower regime,0.44
RG003,Noisy monitoring environment,22,-0.562291,-1.248691,lower regime,0.44
RG003,Noisy monitoring environment,23,-0.553352,-1.32937,lower regime,0.44
RG003,Noisy monitoring environment,24,-0.544413,-1.306369,lower regime,0.44
RG003,Noisy monitoring environment,25,-0.535475,-1.276511,lower regime,0.44
RG003,Noisy monitoring environment,26,-0.526536,-1.261334,lower regime,0.44
RG003,Noisy monitoring environment,27,-0.517598,-1.351197,lower regime,0.44
RG003,Noisy monitoring environment,28,-0.508659,-1.321729,lower regime,0.44
RG003,Noisy monitoring environment,29,-0.499721,-1.302131,lower regime,0.44
RG003,Noisy monitoring environment,30,-0.490782,-1.294181,lower regime,0.44
RG003,Noisy monitoring environment,31,-0.481844,-1.318104,lower regime,0.44
RG003,Noisy monitoring environment,32,-0.472905,-1.360535,lower regime,0.44
RG003,Noisy monitoring environment,33,-0.463966,-1.292722,lower regime,0.44
RG003,Noisy monitoring environment,34,-0.455028,-1.28638,lower regime,0.44
RG003,Noisy monitoring environment,35,-0.446089,-1.330877,lower regime,0.44
RG003,Noisy monitoring environment,36,-0.437151,-1.276454,lower regime,0.44
RG003,Noisy monitoring environment,37,-0.428212,-1.312439,lower regime,0.44
RG003,Noisy monitoring environment,38,-0.419274,-1.280544,lower regime,0.44
RG003,Noisy monitoring environment,39,-0.410335,-1.319596,lower regime,0.44
RG003,Noisy monitoring environment,40,-0.401397,-1.314199,lower regime,0.44
RG003,Noisy monitoring environment,41,-0.392458,-1.30598,lower regime,0.44
RG003,Noisy monitoring environment,42,-0.38352,-1.227125,lower regime,0.44
RG003,Noisy monitoring environment,43,-0.374581,-1.268573,lower regime,0.44
RG003,Noisy monitoring environment,44,-0.365642,-1.290096,lower regime,0.44
