simulation_id,strategy_id,strategy,rank,resilience_value,winner
3,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.76415,Inclusive Community Governance and Adaptation Forum
3,CR001,Neighborhood Mutual Aid and Preparedness Network,5,7.73433,Inclusive Community Governance and Adaptation Forum
3,CR002,Community Infrastructure Access and Backup Systems,6,7.54528,Inclusive Community Governance and Adaptation Forum
4,CR005,Community Health and Care Continuity Network,1,8.21446,Community Health and Care Continuity Network
4,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.92272,Community Health and Care Continuity Network
4,CR003,Local Risk Communication and Early Warning Platform,3,7.91336,Community Health and Care Continuity Network
4,CR004,Inclusive Community Governance and Adaptation Forum,4,7.81079,Community Health and Care Continuity Network
4,CR002,Community Infrastructure Access and Backup Systems,5,7.53814,Community Health and Care Continuity Network
4,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.50905,Community Health and Care Continuity Network
5,CR002,Community Infrastructure Access and Backup Systems,1,7.85996,Community Infrastructure Access and Backup Systems
5,CR005,Community Health and Care Continuity Network,2,7.79001,Community Infrastructure Access and Backup Systems
5,CR003,Local Risk Communication and Early Warning Platform,3,7.74741,Community Infrastructure Access and Backup Systems
5,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.59911,Community Infrastructure Access and Backup Systems
5,CR004,Inclusive Community Governance and Adaptation Forum,5,7.58982,Community Infrastructure Access and Backup Systems
5,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.44867,Community Infrastructure Access and Backup Systems
6,CR004,Inclusive Community Governance and Adaptation Forum,1,7.93645,Inclusive Community Governance and Adaptation Forum
6,CR005,Community Health and Care Continuity Network,2,7.80681,Inclusive Community Governance and Adaptation Forum
6,CR002,Community Infrastructure Access and Backup Systems,3,7.78562,Inclusive Community Governance and Adaptation Forum
6,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.73054,Inclusive Community Governance and Adaptation Forum
6,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.70337,Inclusive Community Governance and Adaptation Forum
6,CR003,Local Risk Communication and Early Warning Platform,6,7.63761,Inclusive Community Governance and Adaptation Forum
7,CR001,Neighborhood Mutual Aid and Preparedness Network,1,7.83285,Neighborhood Mutual Aid and Preparedness Network
7,CR005,Community Health and Care Continuity Network,2,7.75889,Neighborhood Mutual Aid and Preparedness Network
7,CR003,Local Risk Communication and Early Warning Platform,3,7.73252,Neighborhood Mutual Aid and Preparedness Network
7,CR004,Inclusive Community Governance and Adaptation Forum,4,7.70933,Neighborhood Mutual Aid and Preparedness Network
7,CR002,Community Infrastructure Access and Backup Systems,5,7.58648,Neighborhood Mutual Aid and Preparedness Network
7,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.57333,Neighborhood Mutual Aid and Preparedness Network
8,CR005,Community Health and Care Continuity Network,1,7.98465,Community Health and Care Continuity Network
8,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.96963,Community Health and Care Continuity Network
8,CR004,Inclusive Community Governance and Adaptation Forum,3,7.70395,Community Health and Care Continuity Network
8,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.57358,Community Health and Care Continuity Network
8,CR002,Community Infrastructure Access and Backup Systems,5,7.52038,Community Health and Care Continuity Network
8,CR003,Local Risk Communication and Early Warning Platform,6,7.42018,Community Health and Care Continuity Network
9,CR001,Neighborhood Mutual Aid and Preparedness Network,1,7.96423,Neighborhood Mutual Aid and Preparedness Network
9,CR004,Inclusive Community Governance and Adaptation Forum,2,7.83683,Neighborhood Mutual Aid and Preparedness Network
9,CR005,Community Health and Care Continuity Network,3,7.82793,Neighborhood Mutual Aid and Preparedness Network
9,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.57157,Neighborhood Mutual Aid and Preparedness Network
9,CR003,Local Risk Communication and Early Warning Platform,5,7.48549,Neighborhood Mutual Aid and Preparedness Network
9,CR002,Community Infrastructure Access and Backup Systems,6,6.85279,Neighborhood Mutual Aid and Preparedness Network
10,CR004,Inclusive Community Governance and Adaptation Forum,1,8.32451,Inclusive Community Governance and Adaptation Forum
10,CR005,Community Health and Care Continuity Network,2,7.81585,Inclusive Community Governance and Adaptation Forum
10,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.51578,Inclusive Community Governance and Adaptation Forum
10,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.47579,Inclusive Community Governance and Adaptation Forum
10,CR003,Local Risk Communication and Early Warning Platform,5,7.38071,Inclusive Community Governance and Adaptation Forum
10,CR002,Community Infrastructure Access and Backup Systems,6,7.30049,Inclusive Community Governance and Adaptation Forum
11,CR004,Inclusive Community Governance and Adaptation Forum,1,8.50225,Inclusive Community Governance and Adaptation Forum
11,CR005,Community Health and Care Continuity Network,2,7.88503,Inclusive Community Governance and Adaptation Forum
11,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.81695,Inclusive Community Governance and Adaptation Forum
11,CR003,Local Risk Communication and Early Warning Platform,4,7.61503,Inclusive Community Governance and Adaptation Forum
11,CR002,Community Infrastructure Access and Backup Systems,5,7.47787,Inclusive Community Governance and Adaptation Forum
11,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.11101,Inclusive Community Governance and Adaptation Forum
12,CR003,Local Risk Communication and Early Warning Platform,1,7.9095,Local Risk Communication and Early Warning Platform
12,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.6841,Local Risk Communication and Early Warning Platform
12,CR004,Inclusive Community Governance and Adaptation Forum,3,7.67963,Local Risk Communication and Early Warning Platform
12,CR005,Community Health and Care Continuity Network,4,7.66795,Local Risk Communication and Early Warning Platform
12,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.63267,Local Risk Communication and Early Warning Platform
12,CR002,Community Infrastructure Access and Backup Systems,6,7.42799,Local Risk Communication and Early Warning Platform
13,CR005,Community Health and Care Continuity Network,1,8.06427,Community Health and Care Continuity Network
13,CR004,Inclusive Community Governance and Adaptation Forum,2,8.00913,Community Health and Care Continuity Network
13,CR003,Local Risk Communication and Early Warning Platform,3,7.67028,Community Health and Care Continuity Network
13,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.59908,Community Health and Care Continuity Network
13,CR002,Community Infrastructure Access and Backup Systems,5,7.52626,Community Health and Care Continuity Network
13,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.31652,Community Health and Care Continuity Network
14,CR005,Community Health and Care Continuity Network,1,7.88772,Community Health and Care Continuity Network
14,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.82354,Community Health and Care Continuity Network
14,CR002,Community Infrastructure Access and Backup Systems,3,7.47736,Community Health and Care Continuity Network
14,CR004,Inclusive Community Governance and Adaptation Forum,4,7.39121,Community Health and Care Continuity Network
14,CR001,Neighborhood Mutual Aid and Preparedness Network,5,7.38421,Community Health and Care Continuity Network
14,CR003,Local Risk Communication and Early Warning Platform,6,7.38348,Community Health and Care Continuity Network
15,CR001,Neighborhood Mutual Aid and Preparedness Network,1,8.07561,Neighborhood Mutual Aid and Preparedness Network
15,CR005,Community Health and Care Continuity Network,2,7.89894,Neighborhood Mutual Aid and Preparedness Network
15,CR004,Inclusive Community Governance and Adaptation Forum,3,7.87129,Neighborhood Mutual Aid and Preparedness Network
15,CR002,Community Infrastructure Access and Backup Systems,4,7.45783,Neighborhood Mutual Aid and Preparedness Network
15,CR003,Local Risk Communication and Early Warning Platform,5,7.22324,Neighborhood Mutual Aid and Preparedness Network
15,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.20214,Neighborhood Mutual Aid and Preparedness Network
16,CR001,Neighborhood Mutual Aid and Preparedness Network,1,8.03479,Neighborhood Mutual Aid and Preparedness Network
16,CR004,Inclusive Community Governance and Adaptation Forum,2,7.85282,Neighborhood Mutual Aid and Preparedness Network
16,CR003,Local Risk Communication and Early Warning Platform,3,7.74687,Neighborhood Mutual Aid and Preparedness Network
16,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.66661,Neighborhood Mutual Aid and Preparedness Network
16,CR002,Community Infrastructure Access and Backup Systems,5,7.56185,Neighborhood Mutual Aid and Preparedness Network
16,CR005,Community Health and Care Continuity Network,6,7.41261,Neighborhood Mutual Aid and Preparedness Network
17,CR005,Community Health and Care Continuity Network,1,8.09276,Community Health and Care Continuity Network
17,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.74883,Community Health and Care Continuity Network
17,CR004,Inclusive Community Governance and Adaptation Forum,3,7.65715,Community Health and Care Continuity Network
17,CR002,Community Infrastructure Access and Backup Systems,4,7.52252,Community Health and Care Continuity Network
17,CR001,Neighborhood Mutual Aid and Preparedness Network,5,7.42858,Community Health and Care Continuity Network
17,CR003,Local Risk Communication and Early Warning Platform,6,7.04892,Community Health and Care Continuity Network
18,CR004,Inclusive Community Governance and Adaptation Forum,1,8.04993,Inclusive Community Governance and Adaptation Forum
18,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.94198,Inclusive Community Governance and Adaptation Forum
18,CR005,Community Health and Care Continuity Network,3,7.88743,Inclusive Community Governance and Adaptation Forum
18,CR003,Local Risk Communication and Early Warning Platform,4,7.83869,Inclusive Community Governance and Adaptation Forum
18,CR002,Community Infrastructure Access and Backup Systems,5,7.78024,Inclusive Community Governance and Adaptation Forum
18,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.59396,Inclusive Community Governance and Adaptation Forum
19,CR005,Community Health and Care Continuity Network,1,8.0459,Community Health and Care Continuity Network
19,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.82679,Community Health and Care Continuity Network
19,CR004,Inclusive Community Governance and Adaptation Forum,3,7.72947,Community Health and Care Continuity Network
19,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.49042,Community Health and Care Continuity Network
19,CR003,Local Risk Communication and Early Warning Platform,5,7.43854,Community Health and Care Continuity Network
19,CR002,Community Infrastructure Access and Backup Systems,6,6.7847,Community Health and Care Continuity Network
20,CR003,Local Risk Communication and Early Warning Platform,1,8.19239,Local Risk Communication and Early Warning Platform
20,CR005,Community Health and Care Continuity Network,2,8.0141,Local Risk Communication and Early Warning Platform
20,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.73303,Local Risk Communication and Early Warning Platform
20,CR004,Inclusive Community Governance and Adaptation Forum,4,7.72513,Local Risk Communication and Early Warning Platform
20,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.66118,Local Risk Communication and Early Warning Platform
20,CR002,Community Infrastructure Access and Backup Systems,6,7.12082,Local Risk Communication and Early Warning Platform
21,CR004,Inclusive Community Governance and Adaptation Forum,1,8.17878,Inclusive Community Governance and Adaptation Forum
21,CR003,Local Risk Communication and Early Warning Platform,2,8.03358,Inclusive Community Governance and Adaptation Forum
21,CR002,Community Infrastructure Access and Backup Systems,3,7.94826,Inclusive Community Governance and Adaptation Forum
21,CR005,Community Health and Care Continuity Network,4,7.67544,Inclusive Community Governance and Adaptation Forum
21,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.56293,Inclusive Community Governance and Adaptation Forum
21,CR001,Neighborhood Mutual Aid and Preparedness Network,6,7.51598,Inclusive Community Governance and Adaptation Forum
22,CR005,Community Health and Care Continuity Network,1,7.99771,Community Health and Care Continuity Network
22,CR004,Inclusive Community Governance and Adaptation Forum,2,7.79714,Community Health and Care Continuity Network
22,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.60786,Community Health and Care Continuity Network
22,CR002,Community Infrastructure Access and Backup Systems,4,7.46649,Community Health and Care Continuity Network
22,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.45667,Community Health and Care Continuity Network
22,CR003,Local Risk Communication and Early Warning Platform,6,7.1021,Community Health and Care Continuity Network
23,CR004,Inclusive Community Governance and Adaptation Forum,1,8.00628,Inclusive Community Governance and Adaptation Forum
23,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.74941,Inclusive Community Governance and Adaptation Forum
23,CR005,Community Health and Care Continuity Network,3,7.71069,Inclusive Community Governance and Adaptation Forum
23,CR003,Local Risk Communication and Early Warning Platform,4,7.58253,Inclusive Community Governance and Adaptation Forum
23,CR002,Community Infrastructure Access and Backup Systems,5,7.49763,Inclusive Community Governance and Adaptation Forum
23,CR001,Neighborhood Mutual Aid and Preparedness Network,6,7.12657,Inclusive Community Governance and Adaptation Forum
24,CR004,Inclusive Community Governance and Adaptation Forum,1,8.02398,Inclusive Community Governance and Adaptation Forum
24,CR003,Local Risk Communication and Early Warning Platform,2,7.90952,Inclusive Community Governance and Adaptation Forum
24,CR005,Community Health and Care Continuity Network,3,7.82856,Inclusive Community Governance and Adaptation Forum
24,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.62687,Inclusive Community Governance and Adaptation Forum
24,CR001,Neighborhood Mutual Aid and Preparedness Network,5,7.45299,Inclusive Community Governance and Adaptation Forum
24,CR002,Community Infrastructure Access and Backup Systems,6,7.17408,Inclusive Community Governance and Adaptation Forum
25,CR006,Ecological Stewardship and Flood-Heat Buffer Program,1,8.25229,Ecological Stewardship and Flood-Heat Buffer Program
25,CR002,Community Infrastructure Access and Backup Systems,2,7.75759,Ecological Stewardship and Flood-Heat Buffer Program
25,CR005,Community Health and Care Continuity Network,3,7.67261,Ecological Stewardship and Flood-Heat Buffer Program
25,CR004,Inclusive Community Governance and Adaptation Forum,4,7.52488,Ecological Stewardship and Flood-Heat Buffer Program
25,CR001,Neighborhood Mutual Aid and Preparedness Network,5,7.48354,Ecological Stewardship and Flood-Heat Buffer Program
25,CR003,Local Risk Communication and Early Warning Platform,6,7.37785,Ecological Stewardship and Flood-Heat Buffer Program
26,CR004,Inclusive Community Governance and Adaptation Forum,1,8.21902,Inclusive Community Governance and Adaptation Forum
26,CR005,Community Health and Care Continuity Network,2,7.8702,Inclusive Community Governance and Adaptation Forum
26,CR006,Ecological Stewardship and Flood-Heat Buffer Program,3,7.86484,Inclusive Community Governance and Adaptation Forum
26,CR002,Community Infrastructure Access and Backup Systems,4,7.6219,Inclusive Community Governance and Adaptation Forum
26,CR003,Local Risk Communication and Early Warning Platform,5,7.5317,Inclusive Community Governance and Adaptation Forum
26,CR001,Neighborhood Mutual Aid and Preparedness Network,6,7.48079,Inclusive Community Governance and Adaptation Forum
27,CR003,Local Risk Communication and Early Warning Platform,1,7.99229,Local Risk Communication and Early Warning Platform
27,CR004,Inclusive Community Governance and Adaptation Forum,2,7.89301,Local Risk Communication and Early Warning Platform
27,CR005,Community Health and Care Continuity Network,3,7.74983,Local Risk Communication and Early Warning Platform
27,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.73456,Local Risk Communication and Early Warning Platform
27,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.57306,Local Risk Communication and Early Warning Platform
27,CR002,Community Infrastructure Access and Backup Systems,6,7.25484,Local Risk Communication and Early Warning Platform
28,CR005,Community Health and Care Continuity Network,1,8.1705,Community Health and Care Continuity Network
28,CR004,Inclusive Community Governance and Adaptation Forum,2,8.04233,Community Health and Care Continuity Network
28,CR006,Ecological Stewardship and Flood-Heat Buffer Program,3,7.96415,Community Health and Care Continuity Network
28,CR002,Community Infrastructure Access and Backup Systems,4,7.78507,Community Health and Care Continuity Network
28,CR003,Local Risk Communication and Early Warning Platform,5,7.75332,Community Health and Care Continuity Network
28,CR001,Neighborhood Mutual Aid and Preparedness Network,6,7.6882,Community Health and Care Continuity Network
29,CR004,Inclusive Community Governance and Adaptation Forum,1,7.93387,Inclusive Community Governance and Adaptation Forum
29,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.68051,Inclusive Community Governance and Adaptation Forum
29,CR003,Local Risk Communication and Early Warning Platform,3,7.66303,Inclusive Community Governance and Adaptation Forum
29,CR005,Community Health and Care Continuity Network,4,7.60346,Inclusive Community Governance and Adaptation Forum
29,CR002,Community Infrastructure Access and Backup Systems,5,7.50943,Inclusive Community Governance and Adaptation Forum
29,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.35539,Inclusive Community Governance and Adaptation Forum
30,CR004,Inclusive Community Governance and Adaptation Forum,1,8.20034,Inclusive Community Governance and Adaptation Forum
30,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.75123,Inclusive Community Governance and Adaptation Forum
30,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.71065,Inclusive Community Governance and Adaptation Forum
30,CR003,Local Risk Communication and Early Warning Platform,4,7.52821,Inclusive Community Governance and Adaptation Forum
30,CR002,Community Infrastructure Access and Backup Systems,5,7.45483,Inclusive Community Governance and Adaptation Forum
30,CR005,Community Health and Care Continuity Network,6,7.37524,Inclusive Community Governance and Adaptation Forum
31,CR001,Neighborhood Mutual Aid and Preparedness Network,1,7.98412,Neighborhood Mutual Aid and Preparedness Network
31,CR005,Community Health and Care Continuity Network,2,7.81703,Neighborhood Mutual Aid and Preparedness Network
31,CR006,Ecological Stewardship and Flood-Heat Buffer Program,3,7.72123,Neighborhood Mutual Aid and Preparedness Network
31,CR003,Local Risk Communication and Early Warning Platform,4,7.63749,Neighborhood Mutual Aid and Preparedness Network
31,CR004,Inclusive Community Governance and Adaptation Forum,5,7.42334,Neighborhood Mutual Aid and Preparedness Network
31,CR002,Community Infrastructure Access and Backup Systems,6,7.42085,Neighborhood Mutual Aid and Preparedness Network
32,CR006,Ecological Stewardship and Flood-Heat Buffer Program,1,7.8797,Ecological Stewardship and Flood-Heat Buffer Program
32,CR004,Inclusive Community Governance and Adaptation Forum,2,7.87521,Ecological Stewardship and Flood-Heat Buffer Program
32,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.8362,Ecological Stewardship and Flood-Heat Buffer Program
32,CR003,Local Risk Communication and Early Warning Platform,4,7.82797,Ecological Stewardship and Flood-Heat Buffer Program
32,CR005,Community Health and Care Continuity Network,5,7.78183,Ecological Stewardship and Flood-Heat Buffer Program
32,CR002,Community Infrastructure Access and Backup Systems,6,7.32081,Ecological Stewardship and Flood-Heat Buffer Program
33,CR001,Neighborhood Mutual Aid and Preparedness Network,1,8.04074,Neighborhood Mutual Aid and Preparedness Network
33,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.79167,Neighborhood Mutual Aid and Preparedness Network
33,CR005,Community Health and Care Continuity Network,3,7.76838,Neighborhood Mutual Aid and Preparedness Network
33,CR002,Community Infrastructure Access and Backup Systems,4,7.55602,Neighborhood Mutual Aid and Preparedness Network
33,CR004,Inclusive Community Governance and Adaptation Forum,5,7.50872,Neighborhood Mutual Aid and Preparedness Network
33,CR003,Local Risk Communication and Early Warning Platform,6,7.03679,Neighborhood Mutual Aid and Preparedness Network
34,CR004,Inclusive Community Governance and Adaptation Forum,1,8.04259,Inclusive Community Governance and Adaptation Forum
34,CR002,Community Infrastructure Access and Backup Systems,2,7.60227,Inclusive Community Governance and Adaptation Forum
34,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.51158,Inclusive Community Governance and Adaptation Forum
34,CR006,Ecological Stewardship and Flood-Heat Buffer Program,4,7.47052,Inclusive Community Governance and Adaptation Forum
34,CR003,Local Risk Communication and Early Warning Platform,5,7.36255,Inclusive Community Governance and Adaptation Forum
34,CR005,Community Health and Care Continuity Network,6,7.23029,Inclusive Community Governance and Adaptation Forum
35,CR004,Inclusive Community Governance and Adaptation Forum,1,8.16699,Inclusive Community Governance and Adaptation Forum
35,CR005,Community Health and Care Continuity Network,2,8.13905,Inclusive Community Governance and Adaptation Forum
35,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.76613,Inclusive Community Governance and Adaptation Forum
35,CR002,Community Infrastructure Access and Backup Systems,4,7.60532,Inclusive Community Governance and Adaptation Forum
35,CR003,Local Risk Communication and Early Warning Platform,5,7.37243,Inclusive Community Governance and Adaptation Forum
35,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.28043,Inclusive Community Governance and Adaptation Forum
36,CR004,Inclusive Community Governance and Adaptation Forum,1,8.17398,Inclusive Community Governance and Adaptation Forum
36,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,8.13297,Inclusive Community Governance and Adaptation Forum
36,CR005,Community Health and Care Continuity Network,3,7.75813,Inclusive Community Governance and Adaptation Forum
36,CR002,Community Infrastructure Access and Backup Systems,4,7.61692,Inclusive Community Governance and Adaptation Forum
36,CR003,Local Risk Communication and Early Warning Platform,5,7.59972,Inclusive Community Governance and Adaptation Forum
36,CR001,Neighborhood Mutual Aid and Preparedness Network,6,7.441,Inclusive Community Governance and Adaptation Forum
37,CR001,Neighborhood Mutual Aid and Preparedness Network,1,7.91174,Neighborhood Mutual Aid and Preparedness Network
37,CR004,Inclusive Community Governance and Adaptation Forum,2,7.87202,Neighborhood Mutual Aid and Preparedness Network
37,CR006,Ecological Stewardship and Flood-Heat Buffer Program,3,7.65774,Neighborhood Mutual Aid and Preparedness Network
37,CR005,Community Health and Care Continuity Network,4,7.62043,Neighborhood Mutual Aid and Preparedness Network
37,CR002,Community Infrastructure Access and Backup Systems,5,7.34153,Neighborhood Mutual Aid and Preparedness Network
37,CR003,Local Risk Communication and Early Warning Platform,6,7.09686,Neighborhood Mutual Aid and Preparedness Network
38,CR004,Inclusive Community Governance and Adaptation Forum,1,8.2029,Inclusive Community Governance and Adaptation Forum
38,CR002,Community Infrastructure Access and Backup Systems,2,7.95586,Inclusive Community Governance and Adaptation Forum
38,CR006,Ecological Stewardship and Flood-Heat Buffer Program,3,7.91524,Inclusive Community Governance and Adaptation Forum
38,CR005,Community Health and Care Continuity Network,4,7.87438,Inclusive Community Governance and Adaptation Forum
38,CR001,Neighborhood Mutual Aid and Preparedness Network,5,7.71168,Inclusive Community Governance and Adaptation Forum
38,CR003,Local Risk Communication and Early Warning Platform,6,7.6459,Inclusive Community Governance and Adaptation Forum
39,CR006,Ecological Stewardship and Flood-Heat Buffer Program,1,8.01696,Ecological Stewardship and Flood-Heat Buffer Program
39,CR004,Inclusive Community Governance and Adaptation Forum,2,7.97166,Ecological Stewardship and Flood-Heat Buffer Program
39,CR005,Community Health and Care Continuity Network,3,7.97021,Ecological Stewardship and Flood-Heat Buffer Program
39,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.92029,Ecological Stewardship and Flood-Heat Buffer Program
39,CR002,Community Infrastructure Access and Backup Systems,5,7.57166,Ecological Stewardship and Flood-Heat Buffer Program
39,CR003,Local Risk Communication and Early Warning Platform,6,7.30942,Ecological Stewardship and Flood-Heat Buffer Program
40,CR004,Inclusive Community Governance and Adaptation Forum,1,7.76912,Inclusive Community Governance and Adaptation Forum
40,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.72886,Inclusive Community Governance and Adaptation Forum
40,CR002,Community Infrastructure Access and Backup Systems,3,7.68058,Inclusive Community Governance and Adaptation Forum
40,CR005,Community Health and Care Continuity Network,4,7.6469,Inclusive Community Governance and Adaptation Forum
40,CR003,Local Risk Communication and Early Warning Platform,5,7.61398,Inclusive Community Governance and Adaptation Forum
40,CR006,Ecological Stewardship and Flood-Heat Buffer Program,6,7.51538,Inclusive Community Governance and Adaptation Forum
41,CR005,Community Health and Care Continuity Network,1,8.56264,Community Health and Care Continuity Network
41,CR003,Local Risk Communication and Early Warning Platform,2,8.0155,Community Health and Care Continuity Network
41,CR001,Neighborhood Mutual Aid and Preparedness Network,3,7.92059,Community Health and Care Continuity Network
41,CR004,Inclusive Community Governance and Adaptation Forum,4,7.77092,Community Health and Care Continuity Network
41,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.47674,Community Health and Care Continuity Network
41,CR002,Community Infrastructure Access and Backup Systems,6,7.30466,Community Health and Care Continuity Network
42,CR005,Community Health and Care Continuity Network,1,8.3132,Community Health and Care Continuity Network
42,CR006,Ecological Stewardship and Flood-Heat Buffer Program,2,7.80228,Community Health and Care Continuity Network
42,CR004,Inclusive Community Governance and Adaptation Forum,3,7.57394,Community Health and Care Continuity Network
42,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.48703,Community Health and Care Continuity Network
42,CR003,Local Risk Communication and Early Warning Platform,5,7.18481,Community Health and Care Continuity Network
42,CR002,Community Infrastructure Access and Backup Systems,6,7.01779,Community Health and Care Continuity Network
43,CR005,Community Health and Care Continuity Network,1,7.7785,Community Health and Care Continuity Network
43,CR001,Neighborhood Mutual Aid and Preparedness Network,2,7.75276,Community Health and Care Continuity Network
43,CR004,Inclusive Community Governance and Adaptation Forum,3,7.69878,Community Health and Care Continuity Network
43,CR002,Community Infrastructure Access and Backup Systems,4,7.4744,Community Health and Care Continuity Network
43,CR006,Ecological Stewardship and Flood-Heat Buffer Program,5,7.4571,Community Health and Care Continuity Network
43,CR003,Local Risk Communication and Early Warning Platform,6,7.41681,Community Health and Care Continuity Network
44,CR002,Community Infrastructure Access and Backup Systems,1,8.06587,Community Infrastructure Access and Backup Systems
44,CR004,Inclusive Community Governance and Adaptation Forum,2,7.94224,Community Infrastructure Access and Backup Systems
44,CR006,Ecological Stewardship and Flood-Heat Buffer Program,3,7.6609,Community Infrastructure Access and Backup Systems
44,CR001,Neighborhood Mutual Aid and Preparedness Network,4,7.5303,Community Infrastructure Access and Backup Systems
44,CR003,Local Risk Communication and Early Warning Platform,5,7.45678,Community Infrastructure Access and Backup Systems
44,CR005,Community Health and Care Continuity Network,6,7.32386,Community Infrastructure Access and Backup Systems
45,CR004,Inclusive Community Governance and Adaptation Forum,1,8.32486,Inclusive Community Governance and Adaptation Forum
