simulation_id,strategy_id,strategy,rank,resilience_value,winner
4,FW006,Safe Water Treatment and Sanitation Resilience Plan,5,7.24927,Diversified Agroecological Production Program
4,FW001,Climate-Smart Irrigation Upgrade,6,7.22093,Diversified Agroecological Production Program
5,FW003,Watershed Restoration and Recharge Program,1,7.68882,Watershed Restoration and Recharge Program
5,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.65903,Watershed Restoration and Recharge Program
5,FW001,Climate-Smart Irrigation Upgrade,3,7.57441,Watershed Restoration and Recharge Program
5,FW004,Community Water Governance and Access Reform,4,7.5663,Watershed Restoration and Recharge Program
5,FW002,Regional Food Storage and Distribution Network,5,7.4028,Watershed Restoration and Recharge Program
5,FW005,Diversified Agroecological Production Program,6,7.05498,Watershed Restoration and Recharge Program
6,FW001,Climate-Smart Irrigation Upgrade,1,7.77879,Climate-Smart Irrigation Upgrade
6,FW002,Regional Food Storage and Distribution Network,2,7.75644,Climate-Smart Irrigation Upgrade
6,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.66947,Climate-Smart Irrigation Upgrade
6,FW004,Community Water Governance and Access Reform,4,7.58149,Climate-Smart Irrigation Upgrade
6,FW005,Diversified Agroecological Production Program,5,7.19081,Climate-Smart Irrigation Upgrade
6,FW003,Watershed Restoration and Recharge Program,6,6.98555,Climate-Smart Irrigation Upgrade
7,FW004,Community Water Governance and Access Reform,1,7.8895,Community Water Governance and Access Reform
7,FW005,Diversified Agroecological Production Program,2,7.67031,Community Water Governance and Access Reform
7,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.51515,Community Water Governance and Access Reform
7,FW003,Watershed Restoration and Recharge Program,4,7.32084,Community Water Governance and Access Reform
7,FW001,Climate-Smart Irrigation Upgrade,5,7.30911,Community Water Governance and Access Reform
7,FW002,Regional Food Storage and Distribution Network,6,7.19528,Community Water Governance and Access Reform
8,FW005,Diversified Agroecological Production Program,1,7.96689,Diversified Agroecological Production Program
8,FW004,Community Water Governance and Access Reform,2,7.60984,Diversified Agroecological Production Program
8,FW003,Watershed Restoration and Recharge Program,3,7.57416,Diversified Agroecological Production Program
8,FW002,Regional Food Storage and Distribution Network,4,7.487,Diversified Agroecological Production Program
8,FW006,Safe Water Treatment and Sanitation Resilience Plan,5,7.42309,Diversified Agroecological Production Program
8,FW001,Climate-Smart Irrigation Upgrade,6,7.32686,Diversified Agroecological Production Program
9,FW002,Regional Food Storage and Distribution Network,1,7.76273,Regional Food Storage and Distribution Network
9,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.72256,Regional Food Storage and Distribution Network
9,FW005,Diversified Agroecological Production Program,3,7.58001,Regional Food Storage and Distribution Network
9,FW003,Watershed Restoration and Recharge Program,4,7.52918,Regional Food Storage and Distribution Network
9,FW004,Community Water Governance and Access Reform,5,7.37944,Regional Food Storage and Distribution Network
9,FW001,Climate-Smart Irrigation Upgrade,6,7.32182,Regional Food Storage and Distribution Network
10,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.60368,Safe Water Treatment and Sanitation Resilience Plan
10,FW005,Diversified Agroecological Production Program,2,7.50399,Safe Water Treatment and Sanitation Resilience Plan
10,FW003,Watershed Restoration and Recharge Program,3,7.46842,Safe Water Treatment and Sanitation Resilience Plan
10,FW002,Regional Food Storage and Distribution Network,4,7.35251,Safe Water Treatment and Sanitation Resilience Plan
10,FW001,Climate-Smart Irrigation Upgrade,5,7.28827,Safe Water Treatment and Sanitation Resilience Plan
10,FW004,Community Water Governance and Access Reform,6,7.05112,Safe Water Treatment and Sanitation Resilience Plan
11,FW005,Diversified Agroecological Production Program,1,7.69717,Diversified Agroecological Production Program
11,FW004,Community Water Governance and Access Reform,2,7.58499,Diversified Agroecological Production Program
11,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.46612,Diversified Agroecological Production Program
11,FW001,Climate-Smart Irrigation Upgrade,4,7.39661,Diversified Agroecological Production Program
11,FW003,Watershed Restoration and Recharge Program,5,7.22194,Diversified Agroecological Production Program
11,FW002,Regional Food Storage and Distribution Network,6,7.08875,Diversified Agroecological Production Program
12,FW001,Climate-Smart Irrigation Upgrade,1,7.64966,Climate-Smart Irrigation Upgrade
12,FW004,Community Water Governance and Access Reform,2,7.63385,Climate-Smart Irrigation Upgrade
12,FW003,Watershed Restoration and Recharge Program,3,7.46166,Climate-Smart Irrigation Upgrade
12,FW005,Diversified Agroecological Production Program,4,7.45876,Climate-Smart Irrigation Upgrade
12,FW006,Safe Water Treatment and Sanitation Resilience Plan,5,7.38346,Climate-Smart Irrigation Upgrade
12,FW002,Regional Food Storage and Distribution Network,6,7.18599,Climate-Smart Irrigation Upgrade
13,FW002,Regional Food Storage and Distribution Network,1,7.87345,Regional Food Storage and Distribution Network
13,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.67458,Regional Food Storage and Distribution Network
13,FW005,Diversified Agroecological Production Program,3,7.52415,Regional Food Storage and Distribution Network
13,FW004,Community Water Governance and Access Reform,4,7.46988,Regional Food Storage and Distribution Network
13,FW003,Watershed Restoration and Recharge Program,5,7.18252,Regional Food Storage and Distribution Network
13,FW001,Climate-Smart Irrigation Upgrade,6,7.05573,Regional Food Storage and Distribution Network
14,FW002,Regional Food Storage and Distribution Network,1,7.7623,Regional Food Storage and Distribution Network
14,FW001,Climate-Smart Irrigation Upgrade,2,7.45162,Regional Food Storage and Distribution Network
14,FW005,Diversified Agroecological Production Program,3,7.43088,Regional Food Storage and Distribution Network
14,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.40513,Regional Food Storage and Distribution Network
14,FW004,Community Water Governance and Access Reform,5,7.34035,Regional Food Storage and Distribution Network
14,FW003,Watershed Restoration and Recharge Program,6,6.90802,Regional Food Storage and Distribution Network
15,FW004,Community Water Governance and Access Reform,1,7.756,Community Water Governance and Access Reform
15,FW005,Diversified Agroecological Production Program,2,7.58808,Community Water Governance and Access Reform
15,FW001,Climate-Smart Irrigation Upgrade,3,7.44436,Community Water Governance and Access Reform
15,FW002,Regional Food Storage and Distribution Network,4,7.38758,Community Water Governance and Access Reform
15,FW003,Watershed Restoration and Recharge Program,5,7.32588,Community Water Governance and Access Reform
15,FW006,Safe Water Treatment and Sanitation Resilience Plan,6,7.1434,Community Water Governance and Access Reform
16,FW002,Regional Food Storage and Distribution Network,1,7.50769,Regional Food Storage and Distribution Network
16,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.44063,Regional Food Storage and Distribution Network
16,FW003,Watershed Restoration and Recharge Program,3,7.35595,Regional Food Storage and Distribution Network
16,FW005,Diversified Agroecological Production Program,4,7.35524,Regional Food Storage and Distribution Network
16,FW001,Climate-Smart Irrigation Upgrade,5,6.91504,Regional Food Storage and Distribution Network
16,FW004,Community Water Governance and Access Reform,6,6.90544,Regional Food Storage and Distribution Network
17,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.85838,Safe Water Treatment and Sanitation Resilience Plan
17,FW005,Diversified Agroecological Production Program,2,7.75818,Safe Water Treatment and Sanitation Resilience Plan
17,FW002,Regional Food Storage and Distribution Network,3,7.67551,Safe Water Treatment and Sanitation Resilience Plan
17,FW003,Watershed Restoration and Recharge Program,4,7.57696,Safe Water Treatment and Sanitation Resilience Plan
17,FW004,Community Water Governance and Access Reform,5,7.51711,Safe Water Treatment and Sanitation Resilience Plan
17,FW001,Climate-Smart Irrigation Upgrade,6,7.26197,Safe Water Treatment and Sanitation Resilience Plan
18,FW005,Diversified Agroecological Production Program,1,7.64793,Diversified Agroecological Production Program
18,FW004,Community Water Governance and Access Reform,2,7.54679,Diversified Agroecological Production Program
18,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.50728,Diversified Agroecological Production Program
18,FW003,Watershed Restoration and Recharge Program,4,7.3305,Diversified Agroecological Production Program
18,FW001,Climate-Smart Irrigation Upgrade,5,7.09821,Diversified Agroecological Production Program
18,FW002,Regional Food Storage and Distribution Network,6,7.05307,Diversified Agroecological Production Program
19,FW005,Diversified Agroecological Production Program,1,7.51317,Diversified Agroecological Production Program
19,FW003,Watershed Restoration and Recharge Program,2,7.51042,Diversified Agroecological Production Program
19,FW004,Community Water Governance and Access Reform,3,7.28446,Diversified Agroecological Production Program
19,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.17453,Diversified Agroecological Production Program
19,FW002,Regional Food Storage and Distribution Network,5,7.05238,Diversified Agroecological Production Program
19,FW001,Climate-Smart Irrigation Upgrade,6,6.64409,Diversified Agroecological Production Program
20,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.85126,Safe Water Treatment and Sanitation Resilience Plan
20,FW003,Watershed Restoration and Recharge Program,2,7.59518,Safe Water Treatment and Sanitation Resilience Plan
20,FW005,Diversified Agroecological Production Program,3,7.54941,Safe Water Treatment and Sanitation Resilience Plan
20,FW004,Community Water Governance and Access Reform,4,7.41073,Safe Water Treatment and Sanitation Resilience Plan
20,FW002,Regional Food Storage and Distribution Network,5,7.33117,Safe Water Treatment and Sanitation Resilience Plan
20,FW001,Climate-Smart Irrigation Upgrade,6,7.04396,Safe Water Treatment and Sanitation Resilience Plan
21,FW001,Climate-Smart Irrigation Upgrade,1,7.63155,Climate-Smart Irrigation Upgrade
21,FW004,Community Water Governance and Access Reform,2,7.59974,Climate-Smart Irrigation Upgrade
21,FW002,Regional Food Storage and Distribution Network,3,7.52248,Climate-Smart Irrigation Upgrade
21,FW005,Diversified Agroecological Production Program,4,7.3805,Climate-Smart Irrigation Upgrade
21,FW003,Watershed Restoration and Recharge Program,5,7.21009,Climate-Smart Irrigation Upgrade
21,FW006,Safe Water Treatment and Sanitation Resilience Plan,6,6.98971,Climate-Smart Irrigation Upgrade
22,FW005,Diversified Agroecological Production Program,1,7.89522,Diversified Agroecological Production Program
22,FW004,Community Water Governance and Access Reform,2,7.89388,Diversified Agroecological Production Program
22,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.39798,Diversified Agroecological Production Program
22,FW003,Watershed Restoration and Recharge Program,4,7.28037,Diversified Agroecological Production Program
22,FW002,Regional Food Storage and Distribution Network,5,7.16456,Diversified Agroecological Production Program
22,FW001,Climate-Smart Irrigation Upgrade,6,7.00834,Diversified Agroecological Production Program
23,FW005,Diversified Agroecological Production Program,1,7.67172,Diversified Agroecological Production Program
23,FW003,Watershed Restoration and Recharge Program,2,7.61603,Diversified Agroecological Production Program
23,FW002,Regional Food Storage and Distribution Network,3,7.47462,Diversified Agroecological Production Program
23,FW004,Community Water Governance and Access Reform,4,7.43121,Diversified Agroecological Production Program
23,FW006,Safe Water Treatment and Sanitation Resilience Plan,5,7.38439,Diversified Agroecological Production Program
23,FW001,Climate-Smart Irrigation Upgrade,6,7.20829,Diversified Agroecological Production Program
24,FW003,Watershed Restoration and Recharge Program,1,7.85792,Watershed Restoration and Recharge Program
24,FW004,Community Water Governance and Access Reform,2,7.8387,Watershed Restoration and Recharge Program
24,FW002,Regional Food Storage and Distribution Network,3,7.67489,Watershed Restoration and Recharge Program
24,FW005,Diversified Agroecological Production Program,4,7.60323,Watershed Restoration and Recharge Program
24,FW006,Safe Water Treatment and Sanitation Resilience Plan,5,7.58515,Watershed Restoration and Recharge Program
24,FW001,Climate-Smart Irrigation Upgrade,6,6.99931,Watershed Restoration and Recharge Program
25,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.60702,Safe Water Treatment and Sanitation Resilience Plan
25,FW003,Watershed Restoration and Recharge Program,2,7.50048,Safe Water Treatment and Sanitation Resilience Plan
25,FW005,Diversified Agroecological Production Program,3,7.4807,Safe Water Treatment and Sanitation Resilience Plan
25,FW002,Regional Food Storage and Distribution Network,4,7.32781,Safe Water Treatment and Sanitation Resilience Plan
25,FW004,Community Water Governance and Access Reform,5,7.27665,Safe Water Treatment and Sanitation Resilience Plan
25,FW001,Climate-Smart Irrigation Upgrade,6,7.01989,Safe Water Treatment and Sanitation Resilience Plan
26,FW004,Community Water Governance and Access Reform,1,7.75092,Community Water Governance and Access Reform
26,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.47907,Community Water Governance and Access Reform
26,FW002,Regional Food Storage and Distribution Network,3,7.43976,Community Water Governance and Access Reform
26,FW001,Climate-Smart Irrigation Upgrade,4,7.41035,Community Water Governance and Access Reform
26,FW005,Diversified Agroecological Production Program,5,7.36196,Community Water Governance and Access Reform
26,FW003,Watershed Restoration and Recharge Program,6,6.9108,Community Water Governance and Access Reform
27,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.90433,Safe Water Treatment and Sanitation Resilience Plan
27,FW003,Watershed Restoration and Recharge Program,2,7.55663,Safe Water Treatment and Sanitation Resilience Plan
27,FW004,Community Water Governance and Access Reform,3,7.35468,Safe Water Treatment and Sanitation Resilience Plan
27,FW002,Regional Food Storage and Distribution Network,4,7.35286,Safe Water Treatment and Sanitation Resilience Plan
27,FW005,Diversified Agroecological Production Program,5,7.31727,Safe Water Treatment and Sanitation Resilience Plan
27,FW001,Climate-Smart Irrigation Upgrade,6,7.17999,Safe Water Treatment and Sanitation Resilience Plan
28,FW005,Diversified Agroecological Production Program,1,7.68815,Diversified Agroecological Production Program
28,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.577,Diversified Agroecological Production Program
28,FW002,Regional Food Storage and Distribution Network,3,7.47219,Diversified Agroecological Production Program
28,FW004,Community Water Governance and Access Reform,4,7.42433,Diversified Agroecological Production Program
28,FW003,Watershed Restoration and Recharge Program,5,7.41647,Diversified Agroecological Production Program
28,FW001,Climate-Smart Irrigation Upgrade,6,7.13057,Diversified Agroecological Production Program
29,FW004,Community Water Governance and Access Reform,1,8.04309,Community Water Governance and Access Reform
29,FW005,Diversified Agroecological Production Program,2,7.78908,Community Water Governance and Access Reform
29,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.41789,Community Water Governance and Access Reform
29,FW003,Watershed Restoration and Recharge Program,4,7.19347,Community Water Governance and Access Reform
29,FW001,Climate-Smart Irrigation Upgrade,5,7.02977,Community Water Governance and Access Reform
29,FW002,Regional Food Storage and Distribution Network,6,6.90215,Community Water Governance and Access Reform
30,FW005,Diversified Agroecological Production Program,1,7.89805,Diversified Agroecological Production Program
30,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.86342,Diversified Agroecological Production Program
30,FW001,Climate-Smart Irrigation Upgrade,3,7.60514,Diversified Agroecological Production Program
30,FW004,Community Water Governance and Access Reform,4,7.55935,Diversified Agroecological Production Program
30,FW002,Regional Food Storage and Distribution Network,5,7.44509,Diversified Agroecological Production Program
30,FW003,Watershed Restoration and Recharge Program,6,7.42346,Diversified Agroecological Production Program
31,FW003,Watershed Restoration and Recharge Program,1,7.81689,Watershed Restoration and Recharge Program
31,FW004,Community Water Governance and Access Reform,2,7.72934,Watershed Restoration and Recharge Program
31,FW002,Regional Food Storage and Distribution Network,3,7.5866,Watershed Restoration and Recharge Program
31,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.52353,Watershed Restoration and Recharge Program
31,FW005,Diversified Agroecological Production Program,5,7.42253,Watershed Restoration and Recharge Program
31,FW001,Climate-Smart Irrigation Upgrade,6,6.91573,Watershed Restoration and Recharge Program
32,FW005,Diversified Agroecological Production Program,1,8.00571,Diversified Agroecological Production Program
32,FW003,Watershed Restoration and Recharge Program,2,7.64695,Diversified Agroecological Production Program
32,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.53123,Diversified Agroecological Production Program
32,FW002,Regional Food Storage and Distribution Network,4,7.52321,Diversified Agroecological Production Program
32,FW004,Community Water Governance and Access Reform,5,7.43861,Diversified Agroecological Production Program
32,FW001,Climate-Smart Irrigation Upgrade,6,7.35449,Diversified Agroecological Production Program
33,FW005,Diversified Agroecological Production Program,1,7.7084,Diversified Agroecological Production Program
33,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.63383,Diversified Agroecological Production Program
33,FW004,Community Water Governance and Access Reform,3,7.61048,Diversified Agroecological Production Program
33,FW001,Climate-Smart Irrigation Upgrade,4,7.33677,Diversified Agroecological Production Program
33,FW003,Watershed Restoration and Recharge Program,5,7.28166,Diversified Agroecological Production Program
33,FW002,Regional Food Storage and Distribution Network,6,7.28054,Diversified Agroecological Production Program
34,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.77526,Safe Water Treatment and Sanitation Resilience Plan
34,FW004,Community Water Governance and Access Reform,2,7.73519,Safe Water Treatment and Sanitation Resilience Plan
34,FW005,Diversified Agroecological Production Program,3,7.41451,Safe Water Treatment and Sanitation Resilience Plan
34,FW003,Watershed Restoration and Recharge Program,4,7.30092,Safe Water Treatment and Sanitation Resilience Plan
34,FW001,Climate-Smart Irrigation Upgrade,5,7.05735,Safe Water Treatment and Sanitation Resilience Plan
34,FW002,Regional Food Storage and Distribution Network,6,7.03685,Safe Water Treatment and Sanitation Resilience Plan
35,FW004,Community Water Governance and Access Reform,1,7.89221,Community Water Governance and Access Reform
35,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.75107,Community Water Governance and Access Reform
35,FW005,Diversified Agroecological Production Program,3,7.47457,Community Water Governance and Access Reform
35,FW003,Watershed Restoration and Recharge Program,4,7.40102,Community Water Governance and Access Reform
35,FW002,Regional Food Storage and Distribution Network,5,7.06723,Community Water Governance and Access Reform
35,FW001,Climate-Smart Irrigation Upgrade,6,6.92864,Community Water Governance and Access Reform
36,FW004,Community Water Governance and Access Reform,1,7.70126,Community Water Governance and Access Reform
36,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.49879,Community Water Governance and Access Reform
36,FW003,Watershed Restoration and Recharge Program,3,7.42926,Community Water Governance and Access Reform
36,FW005,Diversified Agroecological Production Program,4,7.28135,Community Water Governance and Access Reform
36,FW002,Regional Food Storage and Distribution Network,5,7.28128,Community Water Governance and Access Reform
36,FW001,Climate-Smart Irrigation Upgrade,6,6.78124,Community Water Governance and Access Reform
37,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.95918,Safe Water Treatment and Sanitation Resilience Plan
37,FW005,Diversified Agroecological Production Program,2,7.81715,Safe Water Treatment and Sanitation Resilience Plan
37,FW004,Community Water Governance and Access Reform,3,7.78804,Safe Water Treatment and Sanitation Resilience Plan
37,FW001,Climate-Smart Irrigation Upgrade,4,7.66535,Safe Water Treatment and Sanitation Resilience Plan
37,FW002,Regional Food Storage and Distribution Network,5,7.45339,Safe Water Treatment and Sanitation Resilience Plan
37,FW003,Watershed Restoration and Recharge Program,6,7.45247,Safe Water Treatment and Sanitation Resilience Plan
38,FW005,Diversified Agroecological Production Program,1,7.72553,Diversified Agroecological Production Program
38,FW004,Community Water Governance and Access Reform,2,7.66315,Diversified Agroecological Production Program
38,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.48561,Diversified Agroecological Production Program
38,FW001,Climate-Smart Irrigation Upgrade,4,7.31749,Diversified Agroecological Production Program
38,FW003,Watershed Restoration and Recharge Program,5,7.00482,Diversified Agroecological Production Program
38,FW002,Regional Food Storage and Distribution Network,6,6.783,Diversified Agroecological Production Program
39,FW002,Regional Food Storage and Distribution Network,1,7.72993,Regional Food Storage and Distribution Network
39,FW001,Climate-Smart Irrigation Upgrade,2,7.48583,Regional Food Storage and Distribution Network
39,FW004,Community Water Governance and Access Reform,3,7.47103,Regional Food Storage and Distribution Network
39,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.34584,Regional Food Storage and Distribution Network
39,FW003,Watershed Restoration and Recharge Program,5,7.15129,Regional Food Storage and Distribution Network
39,FW005,Diversified Agroecological Production Program,6,7.09817,Regional Food Storage and Distribution Network
40,FW004,Community Water Governance and Access Reform,1,7.96622,Community Water Governance and Access Reform
40,FW006,Safe Water Treatment and Sanitation Resilience Plan,2,7.73904,Community Water Governance and Access Reform
40,FW005,Diversified Agroecological Production Program,3,7.5949,Community Water Governance and Access Reform
40,FW003,Watershed Restoration and Recharge Program,4,7.4402,Community Water Governance and Access Reform
40,FW002,Regional Food Storage and Distribution Network,5,7.36616,Community Water Governance and Access Reform
40,FW001,Climate-Smart Irrigation Upgrade,6,7.15522,Community Water Governance and Access Reform
41,FW005,Diversified Agroecological Production Program,1,7.82756,Diversified Agroecological Production Program
41,FW004,Community Water Governance and Access Reform,2,7.78787,Diversified Agroecological Production Program
41,FW003,Watershed Restoration and Recharge Program,3,7.77794,Diversified Agroecological Production Program
41,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.34416,Diversified Agroecological Production Program
41,FW002,Regional Food Storage and Distribution Network,5,7.13269,Diversified Agroecological Production Program
41,FW001,Climate-Smart Irrigation Upgrade,6,6.72464,Diversified Agroecological Production Program
42,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.72205,Safe Water Treatment and Sanitation Resilience Plan
42,FW001,Climate-Smart Irrigation Upgrade,2,7.6576,Safe Water Treatment and Sanitation Resilience Plan
42,FW002,Regional Food Storage and Distribution Network,3,7.61839,Safe Water Treatment and Sanitation Resilience Plan
42,FW003,Watershed Restoration and Recharge Program,4,7.56725,Safe Water Treatment and Sanitation Resilience Plan
42,FW004,Community Water Governance and Access Reform,5,7.50458,Safe Water Treatment and Sanitation Resilience Plan
42,FW005,Diversified Agroecological Production Program,6,7.05532,Safe Water Treatment and Sanitation Resilience Plan
43,FW005,Diversified Agroecological Production Program,1,8.18562,Diversified Agroecological Production Program
43,FW004,Community Water Governance and Access Reform,2,7.80519,Diversified Agroecological Production Program
43,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.79442,Diversified Agroecological Production Program
43,FW002,Regional Food Storage and Distribution Network,4,7.72713,Diversified Agroecological Production Program
43,FW003,Watershed Restoration and Recharge Program,5,7.01842,Diversified Agroecological Production Program
43,FW001,Climate-Smart Irrigation Upgrade,6,6.84569,Diversified Agroecological Production Program
44,FW003,Watershed Restoration and Recharge Program,1,7.71109,Watershed Restoration and Recharge Program
44,FW004,Community Water Governance and Access Reform,2,7.68714,Watershed Restoration and Recharge Program
44,FW005,Diversified Agroecological Production Program,3,7.55432,Watershed Restoration and Recharge Program
44,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.53768,Watershed Restoration and Recharge Program
44,FW001,Climate-Smart Irrigation Upgrade,5,7.43931,Watershed Restoration and Recharge Program
44,FW002,Regional Food Storage and Distribution Network,6,7.22985,Watershed Restoration and Recharge Program
45,FW004,Community Water Governance and Access Reform,1,7.67963,Community Water Governance and Access Reform
45,FW003,Watershed Restoration and Recharge Program,2,7.67399,Community Water Governance and Access Reform
45,FW006,Safe Water Treatment and Sanitation Resilience Plan,3,7.59952,Community Water Governance and Access Reform
45,FW005,Diversified Agroecological Production Program,4,7.54447,Community Water Governance and Access Reform
45,FW002,Regional Food Storage and Distribution Network,5,7.50555,Community Water Governance and Access Reform
45,FW001,Climate-Smart Irrigation Upgrade,6,7.19242,Community Water Governance and Access Reform
46,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.87142,Safe Water Treatment and Sanitation Resilience Plan
46,FW001,Climate-Smart Irrigation Upgrade,2,7.74987,Safe Water Treatment and Sanitation Resilience Plan
46,FW005,Diversified Agroecological Production Program,3,7.59153,Safe Water Treatment and Sanitation Resilience Plan
46,FW003,Watershed Restoration and Recharge Program,4,7.52761,Safe Water Treatment and Sanitation Resilience Plan
46,FW004,Community Water Governance and Access Reform,5,7.41917,Safe Water Treatment and Sanitation Resilience Plan
46,FW002,Regional Food Storage and Distribution Network,6,7.0459,Safe Water Treatment and Sanitation Resilience Plan
47,FW005,Diversified Agroecological Production Program,1,8.02246,Diversified Agroecological Production Program
47,FW003,Watershed Restoration and Recharge Program,2,7.90544,Diversified Agroecological Production Program
47,FW004,Community Water Governance and Access Reform,3,7.40612,Diversified Agroecological Production Program
47,FW006,Safe Water Treatment and Sanitation Resilience Plan,4,7.38714,Diversified Agroecological Production Program
47,FW002,Regional Food Storage and Distribution Network,5,7.29233,Diversified Agroecological Production Program
47,FW001,Climate-Smart Irrigation Upgrade,6,7.08242,Diversified Agroecological Production Program
48,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.73024,Safe Water Treatment and Sanitation Resilience Plan
48,FW004,Community Water Governance and Access Reform,2,7.42703,Safe Water Treatment and Sanitation Resilience Plan
48,FW005,Diversified Agroecological Production Program,3,7.23352,Safe Water Treatment and Sanitation Resilience Plan
48,FW003,Watershed Restoration and Recharge Program,4,7.20005,Safe Water Treatment and Sanitation Resilience Plan
48,FW002,Regional Food Storage and Distribution Network,5,7.07353,Safe Water Treatment and Sanitation Resilience Plan
48,FW001,Climate-Smart Irrigation Upgrade,6,7.05633,Safe Water Treatment and Sanitation Resilience Plan
49,FW006,Safe Water Treatment and Sanitation Resilience Plan,1,7.76933,Safe Water Treatment and Sanitation Resilience Plan
49,FW004,Community Water Governance and Access Reform,2,7.67193,Safe Water Treatment and Sanitation Resilience Plan
49,FW002,Regional Food Storage and Distribution Network,3,7.49145,Safe Water Treatment and Sanitation Resilience Plan
49,FW003,Watershed Restoration and Recharge Program,4,7.45852,Safe Water Treatment and Sanitation Resilience Plan
