scenario_id,scenario_name,time_step,functional_group,disturbance,species_present,mean_abundance,functional_output,response_diversity,resilience_margin,threshold_flag
BD001,Moderate disturbance mosaic,5,carbon_storage,0.28819,2,0.66141,1.13945,0.0008,0.96206,threshold risk
BD001,Moderate disturbance mosaic,5,disturbance_recovery,0.28819,2,0.82688,1.08944,0.0008,0.91205,threshold risk
BD001,Moderate disturbance mosaic,6,pollination,0.29046,3,0.76899,1.54166,0.0196,1.4358,viable margin
BD001,Moderate disturbance mosaic,6,nutrient_cycling,0.29046,3,0.91775,2.29238,0.00493,2.17185,viable margin
BD001,Moderate disturbance mosaic,6,predation,0.29046,3,0.67592,1.27289,0.00493,1.15236,threshold risk
BD001,Moderate disturbance mosaic,6,seed_dispersal,0.29046,3,0.68515,1.53305,0.0036,1.41119,viable margin
BD001,Moderate disturbance mosaic,6,soil_function,0.29046,2,0.80612,1.23974,0.0128,1.07208,threshold risk
BD001,Moderate disturbance mosaic,6,water_filtration,0.29046,2,0.75522,1.15211,0.0032,0.97485,threshold risk
BD001,Moderate disturbance mosaic,6,carbon_storage,0.29046,2,0.65832,1.13413,0.0008,0.95447,threshold risk
BD001,Moderate disturbance mosaic,6,disturbance_recovery,0.29046,2,0.83702,1.10281,0.0008,0.92315,threshold risk
BD001,Moderate disturbance mosaic,7,pollination,0.29254,3,0.77071,1.54403,0.0196,1.43608,viable margin
BD001,Moderate disturbance mosaic,7,nutrient_cycling,0.29254,3,0.92376,2.30771,0.00493,2.1851,viable margin
BD001,Moderate disturbance mosaic,7,predation,0.29254,3,0.6777,1.27599,0.00493,1.15338,threshold risk
BD001,Moderate disturbance mosaic,7,seed_dispersal,0.29254,3,0.68677,1.53664,0.0036,1.4127,viable margin
BD001,Moderate disturbance mosaic,7,soil_function,0.29254,2,0.811,1.24719,0.0128,1.07744,threshold risk
BD001,Moderate disturbance mosaic,7,water_filtration,0.29254,2,0.7591,1.15796,0.0032,0.97861,threshold risk
BD001,Moderate disturbance mosaic,7,carbon_storage,0.29254,2,0.65512,1.12863,0.0008,0.94689,threshold risk
BD001,Moderate disturbance mosaic,7,disturbance_recovery,0.29254,2,0.84709,1.1161,0.0008,0.93435,threshold risk
BD001,Moderate disturbance mosaic,8,pollination,0.29441,3,0.77235,1.54624,0.0196,1.43643,viable margin
BD001,Moderate disturbance mosaic,8,nutrient_cycling,0.29441,3,0.92971,2.32289,0.00493,2.19841,viable margin
BD001,Moderate disturbance mosaic,8,predation,0.29441,3,0.67941,1.27896,0.00493,1.15449,threshold risk
BD001,Moderate disturbance mosaic,8,seed_dispersal,0.29441,3,0.68832,1.54005,0.0036,1.41424,viable margin
BD001,Moderate disturbance mosaic,8,soil_function,0.29441,2,0.81581,1.25453,0.0128,1.08292,threshold risk
BD001,Moderate disturbance mosaic,8,water_filtration,0.29441,2,0.76291,1.16368,0.0032,0.98248,threshold risk
BD001,Moderate disturbance mosaic,8,carbon_storage,0.29441,2,0.65183,1.12297,0.0008,0.93936,threshold risk
BD001,Moderate disturbance mosaic,8,disturbance_recovery,0.29441,2,0.8571,1.1293,0.0008,0.94569,threshold risk
BD001,Moderate disturbance mosaic,9,pollination,0.29604,3,0.77392,1.54832,0.0196,1.43688,viable margin
BD001,Moderate disturbance mosaic,9,nutrient_cycling,0.29604,3,0.93559,2.33792,0.00493,2.21182,viable margin
BD001,Moderate disturbance mosaic,9,predation,0.29604,3,0.68106,1.28182,0.00493,1.15571,threshold risk
BD001,Moderate disturbance mosaic,9,seed_dispersal,0.29604,3,0.68979,1.54331,0.0036,1.41587,viable margin
BD001,Moderate disturbance mosaic,9,soil_function,0.29604,2,0.82056,1.26177,0.0128,1.08854,threshold risk
BD001,Moderate disturbance mosaic,9,water_filtration,0.29604,2,0.76666,1.16932,0.0032,0.98648,threshold risk
BD001,Moderate disturbance mosaic,9,carbon_storage,0.29604,2,0.64845,1.11716,0.0008,0.93193,threshold risk
BD001,Moderate disturbance mosaic,9,disturbance_recovery,0.29604,2,0.86706,1.14244,0.0008,0.9572,threshold risk
BD001,Moderate disturbance mosaic,10,pollination,0.4774,3,0.7681,1.53519,0.0196,1.24238,viable margin
BD001,Moderate disturbance mosaic,10,nutrient_cycling,0.4774,3,0.93521,2.33761,0.00493,2.03014,viable margin
BD001,Moderate disturbance mosaic,10,predation,0.4774,3,0.67571,1.27131,0.00493,0.96384,threshold risk
BD001,Moderate disturbance mosaic,10,seed_dispersal,0.4774,3,0.68355,1.52924,0.0036,1.22044,viable margin
BD001,Moderate disturbance mosaic,10,soil_function,0.4774,2,0.81852,1.25855,0.0128,0.90394,threshold risk
BD001,Moderate disturbance mosaic,10,water_filtration,0.4774,2,0.76331,1.16405,0.0032,0.79985,threshold risk
BD001,Moderate disturbance mosaic,10,carbon_storage,0.4774,2,0.63582,1.09546,0.0008,0.72886,threshold risk
BD001,Moderate disturbance mosaic,10,disturbance_recovery,0.4774,2,0.87116,1.14787,0.0008,0.78126,threshold risk
BD001,Moderate disturbance mosaic,11,pollination,0.2985,3,0.76957,1.53706,0.0196,1.42316,viable margin
BD001,Moderate disturbance mosaic,11,nutrient_cycling,0.2985,3,0.94101,2.35244,0.00493,2.22388,viable margin
BD001,Moderate disturbance mosaic,11,predation,0.2985,3,0.67727,1.27398,0.00493,1.14542,threshold risk
BD001,Moderate disturbance mosaic,11,seed_dispersal,0.2985,3,0.68492,1.53226,0.0036,1.40237,viable margin
BD001,Moderate disturbance mosaic,11,soil_function,0.2985,2,0.82318,1.26565,0.0128,1.08995,threshold risk
BD001,Moderate disturbance mosaic,11,water_filtration,0.2985,2,0.76696,1.16954,0.0032,0.98424,threshold risk
BD001,Moderate disturbance mosaic,11,carbon_storage,0.2985,2,0.63232,1.08944,0.0008,0.90174,threshold risk
BD001,Moderate disturbance mosaic,11,disturbance_recovery,0.2985,2,0.88104,1.1609,0.0008,0.9732,threshold risk
BD001,Moderate disturbance mosaic,12,pollination,0.2993,3,0.77101,1.53886,0.0196,1.42416,viable margin
BD001,Moderate disturbance mosaic,12,nutrient_cycling,0.2993,3,0.94679,2.3672,0.00493,2.23784,viable margin
BD001,Moderate disturbance mosaic,12,predation,0.2993,3,0.67879,1.27659,0.00493,1.14722,threshold risk
BD001,Moderate disturbance mosaic,12,seed_dispersal,0.2993,3,0.68625,1.53521,0.0036,1.40451,viable margin
BD001,Moderate disturbance mosaic,12,soil_function,0.2993,2,0.8278,1.27271,0.0128,1.09621,threshold risk
BD001,Moderate disturbance mosaic,12,water_filtration,0.2993,2,0.77058,1.17497,0.0032,0.98887,threshold risk
BD001,Moderate disturbance mosaic,12,carbon_storage,0.2993,2,0.62877,1.08335,0.0008,0.89485,threshold risk
BD001,Moderate disturbance mosaic,12,disturbance_recovery,0.2993,2,0.89089,1.1739,0.0008,0.9854,threshold risk
BD001,Moderate disturbance mosaic,13,pollination,0.2998,3,0.77244,1.54062,0.0196,1.42542,viable margin
BD001,Moderate disturbance mosaic,13,nutrient_cycling,0.2998,3,0.95254,2.38192,0.00493,2.25205,viable margin
BD001,Moderate disturbance mosaic,13,predation,0.2998,3,0.68029,1.27916,0.00493,1.1493,threshold risk
BD001,Moderate disturbance mosaic,13,seed_dispersal,0.2998,3,0.68756,1.5381,0.0036,1.4069,viable margin
BD001,Moderate disturbance mosaic,13,soil_function,0.2998,2,0.83241,1.27974,0.0128,1.10274,threshold risk
BD001,Moderate disturbance mosaic,13,water_filtration,0.2998,2,0.77417,1.18038,0.0032,0.99378,threshold risk
BD001,Moderate disturbance mosaic,13,carbon_storage,0.2998,2,0.6252,1.07721,0.0008,0.88821,threshold risk
BD001,Moderate disturbance mosaic,13,disturbance_recovery,0.2998,2,0.90073,1.18688,0.0008,0.99788,threshold risk
BD001,Moderate disturbance mosaic,14,pollination,0.3,3,0.77385,1.54237,0.0196,1.42697,viable margin
BD001,Moderate disturbance mosaic,14,nutrient_cycling,0.3,3,0.95829,2.39662,0.00493,2.26656,viable margin
BD001,Moderate disturbance mosaic,14,predation,0.3,3,0.68178,1.28172,0.00493,1.15166,threshold risk
BD001,Moderate disturbance mosaic,14,seed_dispersal,0.3,3,0.68887,1.54098,0.0036,1.40958,viable margin
BD001,Moderate disturbance mosaic,14,soil_function,0.3,2,0.83701,1.28676,0.0128,1.10956,threshold risk
BD001,Moderate disturbance mosaic,14,water_filtration,0.3,2,0.77776,1.18577,0.0032,0.99897,threshold risk
BD001,Moderate disturbance mosaic,14,carbon_storage,0.3,2,0.62162,1.07106,0.0008,0.88186,threshold risk
BD001,Moderate disturbance mosaic,14,disturbance_recovery,0.3,2,0.91056,1.19984,0.0008,1.01065,threshold risk
BD001,Moderate disturbance mosaic,15,pollination,0.29989,3,0.77527,1.54412,0.0196,1.42884,viable margin
BD001,Moderate disturbance mosaic,15,nutrient_cycling,0.29989,3,0.96405,2.41133,0.00493,2.28138,viable margin
BD001,Moderate disturbance mosaic,15,predation,0.29989,3,0.68328,1.28429,0.00493,1.15434,threshold risk
BD001,Moderate disturbance mosaic,15,seed_dispersal,0.29989,3,0.69017,1.54387,0.0036,1.41258,viable margin
BD001,Moderate disturbance mosaic,15,soil_function,0.29989,2,0.84162,1.29378,0.0128,1.11669,threshold risk
BD001,Moderate disturbance mosaic,15,water_filtration,0.29989,2,0.78136,1.19117,0.0032,1.00449,threshold risk
BD001,Moderate disturbance mosaic,15,carbon_storage,0.29989,2,0.61805,1.06492,0.0008,0.87583,threshold risk
BD001,Moderate disturbance mosaic,15,disturbance_recovery,0.29989,2,0.92039,1.21282,0.0008,1.02373,threshold risk
BD001,Moderate disturbance mosaic,16,pollination,0.29947,3,0.7767,1.54591,0.0196,1.43105,viable margin
BD001,Moderate disturbance mosaic,16,nutrient_cycling,0.29947,3,0.96982,2.42608,0.00493,2.29655,viable margin
BD001,Moderate disturbance mosaic,16,predation,0.29947,3,0.68479,1.28689,0.00493,1.15735,threshold risk
BD001,Moderate disturbance mosaic,16,seed_dispersal,0.29947,3,0.6915,1.5468,0.0036,1.41593,viable margin
BD001,Moderate disturbance mosaic,16,soil_function,0.29947,2,0.84624,1.30083,0.0128,1.12416,threshold risk
BD001,Moderate disturbance mosaic,16,water_filtration,0.29947,2,0.78497,1.1966,0.0032,1.01033,threshold risk
BD001,Moderate disturbance mosaic,16,carbon_storage,0.29947,2,0.6145,1.05881,0.0008,0.87014,threshold risk
BD001,Moderate disturbance mosaic,16,disturbance_recovery,0.29947,2,0.93024,1.22581,0.0008,1.03714,threshold risk
BD001,Moderate disturbance mosaic,17,pollination,0.29875,3,0.77817,1.54776,0.0196,1.43362,viable margin
BD001,Moderate disturbance mosaic,17,nutrient_cycling,0.29875,3,0.97561,2.44089,0.00493,2.31208,viable margin
BD001,Moderate disturbance mosaic,17,predation,0.29875,3,0.68633,1.28954,0.00493,1.16073,threshold risk
BD001,Moderate disturbance mosaic,17,seed_dispersal,0.29875,3,0.69286,1.54979,0.0036,1.41965,viable margin
BD001,Moderate disturbance mosaic,17,soil_function,0.29875,2,0.85088,1.30792,0.0128,1.13197,threshold risk
BD001,Moderate disturbance mosaic,17,water_filtration,0.29875,2,0.78861,1.20207,0.0032,1.01652,threshold risk
BD001,Moderate disturbance mosaic,17,carbon_storage,0.29875,2,0.61098,1.05277,0.0008,0.86482,threshold risk
BD001,Moderate disturbance mosaic,17,disturbance_recovery,0.29875,2,0.94011,1.23883,0.0008,1.05088,threshold risk
BD001,Moderate disturbance mosaic,18,pollination,0.29773,3,0.77967,1.5497,0.0196,1.43656,viable margin
BD001,Moderate disturbance mosaic,18,nutrient_cycling,0.29773,3,0.98144,2.45578,0.00493,2.32798,viable margin
BD001,Moderate disturbance mosaic,18,predation,0.29773,3,0.68791,1.29226,0.00493,1.16446,threshold risk
BD001,Moderate disturbance mosaic,18,seed_dispersal,0.29773,3,0.69426,1.55289,0.0036,1.42375,viable margin
BD001,Moderate disturbance mosaic,18,soil_function,0.29773,2,0.85557,1.31506,0.0128,1.14013,threshold risk
BD001,Moderate disturbance mosaic,18,water_filtration,0.29773,2,0.79229,1.2076,0.0032,1.02306,threshold risk
BD001,Moderate disturbance mosaic,18,carbon_storage,0.29773,2,0.60752,1.04681,0.0008,0.85988,threshold risk
BD001,Moderate disturbance mosaic,18,disturbance_recovery,0.29773,2,0.95001,1.2519,0.0008,1.06496,threshold risk
BD001,Moderate disturbance mosaic,19,pollination,0.29644,3,0.78123,1.55174,0.0196,1.4399,viable margin
BD001,Moderate disturbance mosaic,19,nutrient_cycling,0.29644,3,0.98731,2.47079,0.00493,2.34428,viable margin
BD001,Moderate disturbance mosaic,19,predation,0.29644,3,0.68954,1.29509,0.00493,1.16858,threshold risk
BD001,Moderate disturbance mosaic,19,seed_dispersal,0.29644,3,0.69571,1.5561,0.0036,1.42827,viable margin
BD001,Moderate disturbance mosaic,19,soil_function,0.29644,2,0.8603,1.32229,0.0128,1.14865,threshold risk
BD001,Moderate disturbance mosaic,19,water_filtration,0.29644,2,0.79602,1.2132,0.0032,1.02996,threshold risk
BD001,Moderate disturbance mosaic,19,carbon_storage,0.29644,2,0.60412,1.04097,0.0008,0.85533,threshold risk
BD001,Moderate disturbance mosaic,19,disturbance_recovery,0.29644,2,0.95996,1.26501,0.0008,1.07938,threshold risk
BD001,Moderate disturbance mosaic,20,pollination,0.47488,3,0.77551,1.53882,0.0196,1.24854,viable margin
BD001,Moderate disturbance mosaic,20,nutrient_cycling,0.47488,3,0.98702,2.47069,0.00493,2.16574,viable margin
BD001,Moderate disturbance mosaic,20,predation,0.47488,3,0.6843,1.28476,0.00493,0.97982,threshold risk
BD001,Moderate disturbance mosaic,20,seed_dispersal,0.47488,3,0.68958,1.54228,0.0036,1.236,viable margin
BD001,Moderate disturbance mosaic,20,soil_function,0.47488,2,0.85836,1.31921,0.0128,0.96713,threshold risk
BD001,Moderate disturbance mosaic,20,water_filtration,0.47488,2,0.79277,1.20809,0.0032,0.84641,threshold risk
BD001,Moderate disturbance mosaic,20,carbon_storage,0.47488,2,0.59162,1.01949,0.0008,0.65541,threshold risk
BD001,Moderate disturbance mosaic,20,disturbance_recovery,0.47488,2,0.96414,1.27055,0.0008,0.90647,threshold risk
BD001,Moderate disturbance mosaic,21,pollination,0.29308,3,0.7772,1.54115,0.0196,1.43267,viable margin
BD001,Moderate disturbance mosaic,21,nutrient_cycling,0.29308,3,0.993,2.48598,0.00493,2.36283,viable margin
BD001,Moderate disturbance mosaic,21,predation,0.29308,3,0.68606,1.28783,0.00493,1.16469,threshold risk
BD001,Moderate disturbance mosaic,21,seed_dispersal,0.29308,3,0.69118,1.54582,0.0036,1.42134,viable margin
BD001,Moderate disturbance mosaic,21,soil_function,0.29308,2,0.86322,1.32663,0.0128,1.15635,threshold risk
BD001,Moderate disturbance mosaic,21,water_filtration,0.29308,2,0.79663,1.2139,0.0032,1.03402,threshold risk
BD001,Moderate disturbance mosaic,21,carbon_storage,0.29308,2,0.58839,1.01394,0.0008,0.83167,threshold risk
BD001,Moderate disturbance mosaic,21,disturbance_recovery,0.29308,2,0.97419,1.28381,0.0008,1.10154,threshold risk
BD001,Moderate disturbance mosaic,22,pollination,0.29105,3,0.77898,1.54364,0.0196,1.43719,viable margin
BD001,Moderate disturbance mosaic,22,nutrient_cycling,0.29105,3,0.99906,2.50143,0.00493,2.38032,viable margin
BD001,Moderate disturbance mosaic,22,predation,0.29105,3,0.6879,1.29105,0.00493,1.16993,threshold risk
BD001,Moderate disturbance mosaic,22,seed_dispersal,0.29105,3,0.69286,1.54955,0.0036,1.4271,viable margin
BD001,Moderate disturbance mosaic,22,soil_function,0.29105,2,0.86815,1.33416,0.0128,1.16591,threshold risk
BD001,Moderate disturbance mosaic,22,water_filtration,0.29105,2,0.80057,1.21983,0.0032,1.04198,threshold risk
BD001,Moderate disturbance mosaic,22,carbon_storage,0.29105,2,0.58527,1.00857,0.0008,0.82832,threshold risk
BD001,Moderate disturbance mosaic,22,disturbance_recovery,0.29105,2,0.98431,1.29716,0.0008,1.11691,threshold risk
BD001,Moderate disturbance mosaic,23,pollination,0.28883,3,0.78085,1.54632,0.0196,1.4421,viable margin
BD001,Moderate disturbance mosaic,23,nutrient_cycling,0.28883,3,1.0052,2.51708,0.00493,2.39819,viable margin
BD001,Moderate disturbance mosaic,23,predation,0.28883,3,0.68982,1.29443,0.00493,1.17554,threshold risk
BD001,Moderate disturbance mosaic,23,seed_dispersal,0.28883,3,0.69464,1.55349,0.0036,1.43327,viable margin
BD001,Moderate disturbance mosaic,23,soil_function,0.28883,2,0.87317,1.34182,0.0128,1.17579,threshold risk
BD001,Moderate disturbance mosaic,23,water_filtration,0.28883,2,0.8046,1.2259,0.0032,1.05027,threshold risk
BD001,Moderate disturbance mosaic,23,carbon_storage,0.28883,2,0.58226,1.0034,0.0008,0.82537,threshold risk
BD001,Moderate disturbance mosaic,23,disturbance_recovery,0.28883,2,0.9945,1.31061,0.0008,1.13258,threshold risk
BD001,Moderate disturbance mosaic,24,pollination,0.28643,3,0.78282,1.5492,0.0196,1.44737,viable margin
BD001,Moderate disturbance mosaic,24,nutrient_cycling,0.28643,3,1.01142,2.53293,0.00493,2.41643,viable margin
BD001,Moderate disturbance mosaic,24,predation,0.28643,3,0.69184,1.29799,0.00493,1.18149,threshold risk
BD001,Moderate disturbance mosaic,24,seed_dispersal,0.28643,3,0.69652,1.55767,0.0036,1.43983,viable margin
BD001,Moderate disturbance mosaic,24,soil_function,0.28643,2,0.87828,1.34962,0.0128,1.18599,threshold risk
BD001,Moderate disturbance mosaic,24,water_filtration,0.28643,2,0.80872,1.2321,0.0032,1.05887,threshold risk
BD001,Moderate disturbance mosaic,24,carbon_storage,0.28643,2,0.57937,0.99844,0.0008,0.8228,threshold risk
BD001,Moderate disturbance mosaic,24,disturbance_recovery,0.28643,2,1.00477,1.32415,0.0008,1.14852,threshold risk
BD001,Moderate disturbance mosaic,25,pollination,0.2839,3,0.78489,1.5523,0.0196,1.453,viable margin
BD001,Moderate disturbance mosaic,25,nutrient_cycling,0.2839,3,1.01773,2.549,0.00493,2.43503,viable margin
BD001,Moderate disturbance mosaic,25,predation,0.2839,3,0.69395,1.30174,0.00493,1.18777,threshold risk
BD001,Moderate disturbance mosaic,25,seed_dispersal,0.2839,3,0.69851,1.56208,0.0036,1.44678,viable margin
BD001,Moderate disturbance mosaic,25,soil_function,0.2839,2,0.88348,1.35757,0.0128,1.19647,threshold risk
BD001,Moderate disturbance mosaic,25,water_filtration,0.2839,2,0.81294,1.23847,0.0032,1.06777,threshold risk
BD001,Moderate disturbance mosaic,25,carbon_storage,0.2839,2,0.57661,0.99369,0.0008,0.8206,threshold risk
BD001,Moderate disturbance mosaic,25,disturbance_recovery,0.2839,2,1.01512,1.3378,0.0008,1.16471,threshold risk
BD001,Moderate disturbance mosaic,26,pollination,0.28125,3,0.78707,1.55561,0.0196,1.45896,viable margin
BD001,Moderate disturbance mosaic,26,nutrient_cycling,0.28125,3,1.02412,2.56529,0.00493,2.45397,viable margin
BD001,Moderate disturbance mosaic,26,predation,0.28125,3,0.69617,1.30568,0.00493,1.19436,threshold risk
BD001,Moderate disturbance mosaic,26,seed_dispersal,0.28125,3,0.70061,1.56675,0.0036,1.4541,viable margin
BD001,Moderate disturbance mosaic,26,soil_function,0.28125,2,0.88878,1.36567,0.0128,1.20722,viable margin
BD001,Moderate disturbance mosaic,26,water_filtration,0.28125,2,0.81726,1.24498,0.0032,1.07693,threshold risk
BD001,Moderate disturbance mosaic,26,carbon_storage,0.28125,2,0.57399,0.98918,0.0008,0.81873,threshold risk
BD001,Moderate disturbance mosaic,26,disturbance_recovery,0.28125,2,1.02556,1.35157,0.0008,1.18112,threshold risk
BD001,Moderate disturbance mosaic,27,pollination,0.27853,3,0.78936,1.55916,0.0196,1.46523,viable margin
BD001,Moderate disturbance mosaic,27,nutrient_cycling,0.27853,3,1.03062,2.5818,0.00493,2.47321,viable margin
BD001,Moderate disturbance mosaic,27,predation,0.27853,3,0.69849,1.30982,0.00493,1.20122,viable margin
BD001,Moderate disturbance mosaic,27,seed_dispersal,0.27853,3,0.70283,1.57168,0.0036,1.46175,viable margin
BD001,Moderate disturbance mosaic,27,soil_function,0.27853,2,0.89419,1.37393,0.0128,1.2182,viable margin
BD001,Moderate disturbance mosaic,27,water_filtration,0.27853,2,0.82169,1.25167,0.0032,1.08634,threshold risk
BD001,Moderate disturbance mosaic,27,carbon_storage,0.27853,2,0.5715,0.98491,0.0008,0.81719,threshold risk
BD001,Moderate disturbance mosaic,27,disturbance_recovery,0.27853,2,1.03608,1.36545,0.0008,1.19772,threshold risk
BD001,Moderate disturbance mosaic,28,pollination,0.27576,3,0.79176,1.56294,0.0196,1.47177,viable margin
BD001,Moderate disturbance mosaic,28,nutrient_cycling,0.27576,3,1.0372,2.59856,0.00493,2.49273,viable margin
BD001,Moderate disturbance mosaic,28,predation,0.27576,3,0.70092,1.31416,0.00493,1.20833,viable margin
BD001,Moderate disturbance mosaic,28,seed_dispersal,0.27576,3,0.70516,1.57687,0.0036,1.46971,viable margin
BD001,Moderate disturbance mosaic,28,soil_function,0.27576,2,0.89969,1.38234,0.0128,1.22938,viable margin
BD001,Moderate disturbance mosaic,28,water_filtration,0.27576,2,0.82623,1.25852,0.0032,1.09595,threshold risk
BD001,Moderate disturbance mosaic,28,carbon_storage,0.27576,2,0.56916,0.98089,0.0008,0.81592,threshold risk
BD001,Moderate disturbance mosaic,28,disturbance_recovery,0.27576,2,1.04669,1.37945,0.0008,1.21449,viable margin
BD001,Moderate disturbance mosaic,29,pollination,0.27299,3,0.79428,1.56694,0.0196,1.47856,viable margin
BD001,Moderate disturbance mosaic,29,nutrient_cycling,0.27299,3,1.04389,2.61555,0.00493,2.51249,viable margin
BD001,Moderate disturbance mosaic,29,predation,0.27299,3,0.70345,1.31871,0.00493,1.21565,viable margin
BD001,Moderate disturbance mosaic,29,seed_dispersal,0.27299,3,0.70761,1.58233,0.0036,1.47794,viable margin
BD001,Moderate disturbance mosaic,29,soil_function,0.27299,2,0.9053,1.39092,0.0128,1.24073,viable margin
BD001,Moderate disturbance mosaic,29,water_filtration,0.27299,2,0.83087,1.26553,0.0032,1.10575,threshold risk
BD001,Moderate disturbance mosaic,29,carbon_storage,0.27299,2,0.56696,0.9771,0.0008,0.81491,threshold risk
BD001,Moderate disturbance mosaic,29,disturbance_recovery,0.27299,2,1.0574,1.39356,0.0008,1.23138,viable margin
BD001,Moderate disturbance mosaic,30,pollination,0.45024,3,0.78956,1.55609,0.0196,1.29046,viable margin
BD001,Moderate disturbance mosaic,30,nutrient_cycling,0.45024,3,1.04444,2.61753,0.00493,2.33723,viable margin
BD001,Moderate disturbance mosaic,30,predation,0.45024,3,0.69915,1.3102,0.00493,1.0299,threshold risk
BD001,Moderate disturbance mosaic,30,seed_dispersal,0.45024,3,0.70253,1.57085,0.0036,1.28922,viable margin
BD001,Moderate disturbance mosaic,30,soil_function,0.45024,2,0.90428,1.38926,0.0128,1.06183,threshold risk
BD001,Moderate disturbance mosaic,30,water_filtration,0.45024,2,0.82859,1.2619,0.0032,0.92487,threshold risk
BD001,Moderate disturbance mosaic,30,carbon_storage,0.45024,2,0.55572,0.95778,0.0008,0.61834,threshold risk
