pathway_id,pathway,time,shock,climate_pressure,infrastructure_pressure,exposure,recovery_capacity,trust,support_strength,abandonment_risk,justice_adjusted_resilience
AP001,Preparedness without material support,58,0.05558,0.6579,0.55912,0.0,1.0,1.0,0.5968,0.0,0.75898
AP001,Preparedness without material support,59,0.0591,0.66678,0.56582,0.0,1.0,1.0,0.5968,0.0,0.75898
AP002,Public repair and social protection,0,0.04817,0.19204,0.20963,0.56557,0.90799,0.57999,0.81392,0.0,0.73514
AP002,Public repair and social protection,1,0.05084,0.20071,0.21617,0.47168,0.99585,0.66339,0.84501,0.0,0.7907
AP002,Public repair and social protection,2,0.05724,0.21031,0.22345,0.3784,1.0,0.7467,0.856,0.0,0.82132
AP002,Public repair and social protection,3,0.04353,0.21488,0.22671,0.2854,1.0,0.83056,0.86607,0.0,0.8508
AP002,Public repair and social protection,4,0.0445,0.22313,0.2329,0.19291,1.0,0.91438,0.87613,0.0,0.8802
AP002,Public repair and social protection,5,0.04058,0.23015,0.23812,0.10086,1.0,0.99836,0.8862,0.0,0.90959
AP002,Public repair and social protection,6,0.04233,0.23858,0.24447,0.00934,1.0,1.0,0.8864,0.0,0.92093
AP002,Public repair and social protection,7,0.04018,0.24604,0.25004,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,8,0.04313,0.25478,0.25663,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,9,0.05027,0.26457,0.26405,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,10,0.32,0.34,0.324,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,11,0.05387,0.28147,0.27677,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,12,0.04757,0.28789,0.28151,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,13,0.0481,0.29603,0.28762,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,14,0.05383,0.30546,0.29477,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,15,0.04652,0.31163,0.2993,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,16,0.04147,0.31837,0.30429,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,17,0.05683,0.33021,0.31337,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,18,0.05234,0.33709,0.31847,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,19,0.04224,0.34256,0.32245,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,20,0.0414,0.35035,0.32828,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,21,0.04189,0.35847,0.33438,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,22,0.36,0.446,0.404,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,23,0.04215,0.37454,0.34643,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,24,0.05251,0.38513,0.3545,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,25,0.05939,0.39485,0.36188,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,26,0.0407,0.39818,0.36414,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,27,0.04772,0.40793,0.37154,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,28,0.04955,0.41639,0.37791,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,29,0.05834,0.42658,0.38567,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,30,0.04377,0.43094,0.38875,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,31,0.04517,0.43929,0.39503,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,32,0.04496,0.44724,0.40099,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,33,0.04098,0.45425,0.4062,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,34,0.05347,0.46537,0.41469,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,35,0.05633,0.47408,0.42127,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,36,0.38,0.563,0.492,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,37,0.04076,0.48619,0.43015,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,38,0.05427,0.49757,0.43885,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,39,0.05474,0.50569,0.44495,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,40,0.05307,0.51327,0.45061,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,41,0.04657,0.51964,0.45531,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,42,0.05661,0.53015,0.46332,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,43,0.05261,0.53715,0.46852,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,44,0.0518,0.54495,0.47436,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,45,0.05081,0.5527,0.48016,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,46,0.04467,0.55917,0.48493,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,47,0.04911,0.56828,0.49182,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,48,0.05588,0.57797,0.49918,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,49,0.05368,0.58542,0.50474,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,50,0.4,0.68,0.58,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,51,0.05639,0.6021,0.51728,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,52,0.05679,0.6102,0.52336,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,53,0.04087,0.61422,0.52617,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,54,0.04315,0.62279,0.53263,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,55,0.04446,0.63112,0.53889,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,56,0.04029,0.63807,0.54406,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,57,0.05507,0.64977,0.55301,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,58,0.05294,0.65723,0.55859,0.0,1.0,1.0,0.8864,0.0,0.92205
AP002,Public repair and social protection,59,0.05086,0.66472,0.56417,0.0,1.0,1.0,0.8864,0.0,0.92205
AP003,Community-led resilience with public backing,0,0.04544,0.19136,0.20909,0.59113,0.86633,0.57824,0.79491,0.0,0.71011
AP003,Community-led resilience with public backing,1,0.04976,0.20044,0.21595,0.50282,0.95244,0.65974,0.82535,0.0,0.76407
AP003,Community-led resilience with public backing,2,0.04164,0.20641,0.22033,0.41489,1.0,0.74348,0.84682,0.0,0.80702
AP003,Community-led resilience with public backing,3,0.04677,0.21569,0.22735,0.32754,1.0,0.82701,0.85684,0.0,0.83575
AP003,Community-led resilience with public backing,4,0.04145,0.22236,0.23229,0.2406,1.0,0.91075,0.86689,0.0,0.86447
AP003,Community-led resilience with public backing,5,0.04022,0.23006,0.23804,0.15414,1.0,0.99454,0.87694,0.0,0.89314
AP003,Community-led resilience with public backing,6,0.04568,0.23942,0.24514,0.06828,1.0,1.0,0.8776,0.0,0.90464
AP003,Community-led resilience with public backing,7,0.04235,0.24659,0.25047,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,8,0.04622,0.25556,0.25724,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,9,0.05487,0.26572,0.26497,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,10,0.32,0.34,0.324,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,11,0.0525,0.28112,0.2765,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,12,0.0427,0.28668,0.28054,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,13,0.0559,0.29798,0.28918,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,14,0.05474,0.30568,0.29495,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,15,0.04422,0.31106,0.29884,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,16,0.05696,0.32224,0.30739,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,17,0.05435,0.32959,0.31287,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,18,0.0415,0.33437,0.3163,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,19,0.04816,0.34404,0.32363,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,20,0.05401,0.3535,0.3308,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,21,0.05846,0.36261,0.33769,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,22,0.36,0.446,0.404,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,23,0.04504,0.37526,0.34701,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,24,0.0555,0.38588,0.3551,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,25,0.05925,0.39481,0.36185,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,26,0.04188,0.39847,0.36438,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,27,0.0418,0.40645,0.37036,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,28,0.05502,0.41776,0.379,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,29,0.04634,0.42358,0.38327,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,30,0.04774,0.43193,0.38955,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,31,0.05753,0.44238,0.39751,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,32,0.05492,0.44973,0.40298,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,33,0.05321,0.4573,0.40864,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,34,0.05735,0.46634,0.41547,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,35,0.05464,0.47366,0.42093,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,36,0.38,0.563,0.492,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,37,0.05287,0.48922,0.43257,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,38,0.05186,0.49697,0.43837,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,39,0.0412,0.5023,0.44224,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,40,0.05819,0.51455,0.45164,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,41,0.05824,0.52256,0.45765,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,42,0.04703,0.52776,0.46141,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,43,0.05253,0.53713,0.46851,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,44,0.04034,0.54208,0.47207,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,45,0.05,0.5525,0.48,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,46,0.05247,0.56112,0.48649,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,47,0.04588,0.56747,0.49118,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,48,0.04829,0.57607,0.49766,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,49,0.05671,0.58618,0.50534,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,50,0.4,0.68,0.58,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,51,0.04911,0.60028,0.51582,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,52,0.04173,0.60643,0.52035,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,53,0.04769,0.61592,0.52754,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,54,0.05765,0.62641,0.53553,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,55,0.05225,0.63306,0.54045,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,56,0.04058,0.63815,0.54412,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,57,0.05717,0.65029,0.55343,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,58,0.05317,0.65729,0.55863,0.0,1.0,1.0,0.8776,0.0,0.91283
AP003,Community-led resilience with public backing,59,0.05041,0.6646,0.56408,0.0,1.0,1.0,0.8776,0.0,0.91283
AP004,Asset protection with weak inclusion,0,0.05777,0.19444,0.21155,0.65052,0.50891,0.50445,0.48107,0.49889,0.36606
AP004,Asset protection with weak inclusion,1,0.048,0.2,0.2156,0.60139,0.55831,0.51126,0.49375,0.43465,0.40096
AP004,Asset protection with weak inclusion,2,0.05177,0.20894,0.22235,0.55282,0.60752,0.51989,0.50659,0.37417,0.43537
AP004,Asset protection with weak inclusion,3,0.0572,0.2183,0.22944,0.50484,0.65646,0.53026,0.51958,0.31455,0.46984
AP004,Asset protection with weak inclusion,4,0.04457,0.22314,0.23291,0.45715,0.70603,0.54312,0.53302,0.25027,0.50594
AP004,Asset protection with weak inclusion,5,0.05031,0.23258,0.24006,0.41005,0.75532,0.55772,0.5466,0.19103,0.54126
AP004,Asset protection with weak inclusion,6,0.05167,0.24092,0.24633,0.36348,0.80454,0.57423,0.5604,0.131,0.57707
AP004,Asset protection with weak inclusion,7,0.05894,0.25074,0.25379,0.31752,0.85339,0.59241,0.5743,0.07296,0.61266
AP004,Asset protection with weak inclusion,8,0.04064,0.25416,0.25613,0.27177,0.90316,0.61331,0.58875,0.00818,0.65044
AP004,Asset protection with weak inclusion,9,0.04138,0.26234,0.26228,0.22654,0.95289,0.63617,0.60343,0.0,0.67726
AP004,Asset protection with weak inclusion,10,0.32,0.34,0.324,0.18626,0.98869,0.64932,0.6136,0.0,0.69559
AP004,Asset protection with weak inclusion,11,0.0565,0.28213,0.2773,0.14226,1.0,0.67346,0.61921,0.0,0.7095
AP004,Asset protection with weak inclusion,12,0.05686,0.29022,0.28337,0.09877,1.0,0.69758,0.62211,0.0,0.71999
AP004,Asset protection with weak inclusion,13,0.04271,0.29468,0.28654,0.05555,1.0,0.72228,0.62507,0.0,0.73057
AP004,Asset protection with weak inclusion,14,0.05839,0.3066,0.29568,0.01309,1.0,0.74634,0.62796,0.0,0.74092
AP004,Asset protection with weak inclusion,15,0.05056,0.31264,0.30011,0.0,1.0,0.77072,0.63089,0.0,0.74781
AP004,Asset protection with weak inclusion,16,0.05936,0.32284,0.30787,0.0,1.0,0.79474,0.63377,0.0,0.75306
AP004,Asset protection with weak inclusion,17,0.05869,0.33067,0.31374,0.0,1.0,0.8188,0.63666,0.0,0.75831
AP004,Asset protection with weak inclusion,18,0.04186,0.33446,0.31637,0.0,1.0,0.84352,0.63962,0.0,0.76371
AP004,Asset protection with weak inclusion,19,0.05949,0.34687,0.3259,0.0,1.0,0.86754,0.64251,0.0,0.76896
AP004,Asset protection with weak inclusion,20,0.04957,0.35239,0.32991,0.0,1.0,0.89196,0.64544,0.0,0.77429
AP004,Asset protection with weak inclusion,21,0.04312,0.35878,0.33462,0.0,1.0,0.91663,0.6484,0.0,0.77968
AP004,Asset protection with weak inclusion,22,0.36,0.446,0.404,0.0,1.0,0.92863,0.64984,0.0,0.7823
AP004,Asset protection with weak inclusion,23,0.04149,0.37437,0.3463,0.0,1.0,0.95337,0.6528,0.0,0.7877
AP004,Asset protection with weak inclusion,24,0.05498,0.38574,0.355,0.0,1.0,0.97758,0.65571,0.0,0.79299
AP004,Asset protection with weak inclusion,25,0.05089,0.39272,0.36018,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,26,0.04219,0.39855,0.36444,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,27,0.04453,0.40713,0.37091,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,28,0.05013,0.41653,0.37803,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,29,0.05557,0.42589,0.38511,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,30,0.0455,0.43138,0.3891,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,31,0.04213,0.43853,0.39443,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,32,0.04709,0.44777,0.40142,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,33,0.04138,0.45435,0.40628,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,34,0.04671,0.46368,0.41334,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,35,0.05744,0.47436,0.42149,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,36,0.38,0.563,0.492,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,37,0.04603,0.48751,0.43121,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,38,0.05546,0.49787,0.43909,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,39,0.04407,0.50302,0.44281,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,40,0.0423,0.51057,0.44846,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,41,0.04496,0.51924,0.45499,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,42,0.05221,0.52905,0.46244,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,43,0.05423,0.53756,0.46885,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,44,0.05353,0.54538,0.47471,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,45,0.04129,0.55032,0.47826,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,46,0.04568,0.55942,0.48514,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,47,0.04232,0.56658,0.49046,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,48,0.0512,0.5768,0.49824,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,49,0.04732,0.58383,0.50346,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,50,0.4,0.68,0.58,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,51,0.05137,0.60084,0.51627,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,52,0.05165,0.60891,0.52233,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,53,0.04343,0.61486,0.52669,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,54,0.05085,0.62471,0.53417,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,55,0.04132,0.63033,0.53826,0.0,1.0,1.0,0.6584,0.0,0.79789
AP004,Asset protection with weak inclusion,56,0.04201,0.6385,0.5444,0.0,1.0,1.0,0.6584,0.0,0.79789
