system_id,system,system_domain,time,event,stress_load,response_capacity,development_quality,resource_pressure,equity_adjusted_quality
SYS001,Urban Heat Housing and Transit System,urban development and health,15,background sustainable-development stress,0.16708,0.3458,0.0,0.78675,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,16,background sustainable-development stress,0.16658,0.3458,0.0,0.7865,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,17,background sustainable-development stress,0.1701,0.3458,0.0,0.78628,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,18,background sustainable-development stress,0.16982,0.3458,0.0,0.78608,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,19,background sustainable-development stress,0.16948,0.3458,0.0,0.7859,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,20,background sustainable-development stress,0.17017,0.3458,0.0,0.78574,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,21,background sustainable-development stress,0.16942,0.3458,0.0,0.7856,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,22,background sustainable-development stress,0.17261,0.3458,0.0,0.78549,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,23,background sustainable-development stress,0.17184,0.3458,0.0,0.7854,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,24,background sustainable-development stress,0.17163,0.3458,0.0,0.78533,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,25,background sustainable-development stress,0.17074,0.3458,0.0,0.78528,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,26,background sustainable-development stress,0.17058,0.3458,0.0,0.78526,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,27,Drought watershed and food-price disruption,0.87062,0.3458,0.0,0.8037,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,28,background sustainable-development stress,0.17373,0.3458,0.0,0.80373,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,29,background sustainable-development stress,0.17473,0.3458,0.0,0.80377,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,30,background sustainable-development stress,0.17668,0.3458,0.0,0.80384,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,31,background sustainable-development stress,0.17337,0.3458,0.0,0.80393,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,32,background sustainable-development stress,0.17743,0.3458,0.0,0.80404,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,33,background sustainable-development stress,0.1766,0.3458,0.0,0.80417,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,34,background sustainable-development stress,0.17493,0.3458,0.0,0.80433,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,35,background sustainable-development stress,0.17377,0.3458,0.0,0.80451,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,36,background sustainable-development stress,0.17778,0.3458,0.0,0.80471,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,37,background sustainable-development stress,0.17591,0.3458,0.0,0.80494,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,38,background sustainable-development stress,0.1749,0.3458,0.0,0.80518,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,39,background sustainable-development stress,0.17536,0.3458,0.0,0.80545,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,40,background sustainable-development stress,0.17482,0.3458,0.0,0.80574,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,41,background sustainable-development stress,0.17804,0.3458,0.0,0.80606,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,42,Infrastructure flood and service-continuity shock,0.85788,0.3458,0.0,0.8218,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,43,background sustainable-development stress,0.17988,0.3458,0.0,0.82216,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,44,background sustainable-development stress,0.17618,0.3458,0.0,0.82254,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,45,background sustainable-development stress,0.17664,0.3458,0.0,0.82295,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,46,background sustainable-development stress,0.18079,0.3458,0.0,0.82337,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,47,background sustainable-development stress,0.1785,0.3458,0.0,0.82382,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,48,background sustainable-development stress,0.18119,0.3458,0.0,0.8243,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,49,background sustainable-development stress,0.18182,0.3458,0.0,0.82479,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,50,background sustainable-development stress,0.18128,0.3458,0.0,0.82531,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,51,background sustainable-development stress,0.1823,0.3458,0.0,0.82585,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,52,background sustainable-development stress,0.18186,0.3458,0.0,0.82641,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,53,background sustainable-development stress,0.18084,0.3458,0.0,0.82699,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,54,background sustainable-development stress,0.17997,0.3458,0.0,0.8276,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,55,background sustainable-development stress,0.17943,0.3458,0.0,0.82823,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,56,Macroeconomic debt and supply-chain instability,0.81666,0.3458,0.0,0.84317,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,57,background sustainable-development stress,0.18289,0.3458,0.0,0.84385,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,58,background sustainable-development stress,0.18532,0.3458,0.0,0.84454,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,59,background sustainable-development stress,0.18477,0.3458,0.0,0.84526,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,60,background sustainable-development stress,0.18439,0.3458,0.0,0.846,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,61,background sustainable-development stress,0.18394,0.3458,0.0,0.84677,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,62,background sustainable-development stress,0.18494,0.3458,0.0,0.84756,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,63,background sustainable-development stress,0.18368,0.3458,0.0,0.84837,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,64,background sustainable-development stress,0.18834,0.3458,0.0,0.8492,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,65,background sustainable-development stress,0.18951,0.3458,0.0,0.85005,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,66,background sustainable-development stress,0.18576,0.3458,0.0,0.85093,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,67,background sustainable-development stress,0.18675,0.3458,0.0,0.85183,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,68,background sustainable-development stress,0.18897,0.3458,0.0,0.85275,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,69,background sustainable-development stress,0.18642,0.3458,0.0,0.8537,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,70,Compound climate ecological economic and governance crisis,0.9671,0.3458,0.0,0.87294,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,71,background sustainable-development stress,0.19188,0.3458,0.0,0.87393,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,72,background sustainable-development stress,0.19261,0.3458,0.0,0.87494,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,73,background sustainable-development stress,0.18789,0.3458,0.0,0.87597,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,74,background sustainable-development stress,0.18914,0.3458,0.0,0.87703,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,75,background sustainable-development stress,0.19288,0.3458,0.0,0.87811,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,76,background sustainable-development stress,0.19484,0.3458,0.0,0.87921,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,77,background sustainable-development stress,0.19289,0.3458,0.0,0.88034,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,78,background sustainable-development stress,0.1938,0.3458,0.0,0.88148,0.0
SYS001,Urban Heat Housing and Transit System,urban development and health,79,background sustainable-development stress,0.19453,0.3458,0.0,0.88265,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,0,background sustainable-development stress,0.16579,0.3594,0.74543,0.81926,0.76964
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,1,background sustainable-development stress,0.17073,0.3594,0.70934,0.81853,0.73238
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,2,background sustainable-development stress,0.1681,0.3594,0.67416,0.81784,0.69605
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,3,background sustainable-development stress,0.16539,0.3594,0.63991,0.81716,0.66069
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,4,background sustainable-development stress,0.1681,0.3594,0.60485,0.8165,0.6245
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,5,background sustainable-development stress,0.16941,0.3594,0.56943,0.81587,0.58793
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,6,background sustainable-development stress,0.16544,0.3594,0.53534,0.81526,0.55273
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,7,background sustainable-development stress,0.16849,0.3594,0.50033,0.81468,0.51658
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,8,background sustainable-development stress,0.16817,0.3594,0.46548,0.81411,0.4806
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,9,background sustainable-development stress,0.16906,0.3594,0.43039,0.81357,0.44437
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,10,background sustainable-development stress,0.16748,0.3594,0.39585,0.81305,0.40871
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,11,background sustainable-development stress,0.16825,0.3594,0.36112,0.81256,0.37285
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,12,Extreme heat and housing affordability crisis,0.8174,0.3594,0.08872,0.82586,0.07421
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,13,background sustainable-development stress,0.17129,0.3594,0.05186,0.82541,0.05354
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,14,background sustainable-development stress,0.17258,0.3594,0.01462,0.82498,0.0151
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,15,background sustainable-development stress,0.17217,0.3594,0.0,0.82458,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,16,background sustainable-development stress,0.17093,0.3594,0.0,0.82419,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,17,background sustainable-development stress,0.17243,0.3594,0.0,0.82383,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,18,background sustainable-development stress,0.17042,0.3594,0.0,0.82349,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,19,background sustainable-development stress,0.17178,0.3594,0.0,0.82317,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,20,background sustainable-development stress,0.17211,0.3594,0.0,0.82288,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,21,background sustainable-development stress,0.17164,0.3594,0.0,0.82261,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,22,background sustainable-development stress,0.16981,0.3594,0.0,0.82236,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,23,background sustainable-development stress,0.17029,0.3594,0.0,0.82213,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,24,background sustainable-development stress,0.17342,0.3594,0.0,0.82193,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,25,background sustainable-development stress,0.17398,0.3594,0.0,0.82175,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,26,background sustainable-development stress,0.17453,0.3594,0.0,0.82159,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,27,Drought watershed and food-price disruption,0.87353,0.3594,0.0,0.8399,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,28,background sustainable-development stress,0.17795,0.3594,0.0,0.83978,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,29,background sustainable-development stress,0.17758,0.3594,0.0,0.83969,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,30,background sustainable-development stress,0.17817,0.3594,0.0,0.83962,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,31,background sustainable-development stress,0.17336,0.3594,0.0,0.83957,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,32,background sustainable-development stress,0.17497,0.3594,0.0,0.83955,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,33,background sustainable-development stress,0.1807,0.3594,0.0,0.83955,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,34,background sustainable-development stress,0.177,0.3594,0.0,0.83957,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,35,background sustainable-development stress,0.17999,0.3594,0.0,0.83961,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,36,background sustainable-development stress,0.18068,0.3594,0.0,0.83968,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,37,background sustainable-development stress,0.17587,0.3594,0.0,0.83977,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,38,background sustainable-development stress,0.18092,0.3594,0.0,0.83988,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,39,background sustainable-development stress,0.18012,0.3594,0.0,0.84001,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,40,background sustainable-development stress,0.17892,0.3594,0.0,0.84017,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,41,background sustainable-development stress,0.18299,0.3594,0.0,0.84035,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,42,Infrastructure flood and service-continuity shock,0.86063,0.3594,0.0,0.85595,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,43,background sustainable-development stress,0.17889,0.3594,0.0,0.85618,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,44,background sustainable-development stress,0.18284,0.3594,0.0,0.85642,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,45,background sustainable-development stress,0.17946,0.3594,0.0,0.85669,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,46,background sustainable-development stress,0.1832,0.3594,0.0,0.85698,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,47,background sustainable-development stress,0.18344,0.3594,0.0,0.8573,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,48,background sustainable-development stress,0.18073,0.3594,0.0,0.85763,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,49,background sustainable-development stress,0.18431,0.3594,0.0,0.85799,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,50,background sustainable-development stress,0.18395,0.3594,0.0,0.85837,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,51,background sustainable-development stress,0.18328,0.3594,0.0,0.85877,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,52,background sustainable-development stress,0.18304,0.3594,0.0,0.8592,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,53,background sustainable-development stress,0.18658,0.3594,0.0,0.85965,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,54,background sustainable-development stress,0.18495,0.3594,0.0,0.86012,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,55,background sustainable-development stress,0.18478,0.3594,0.0,0.86061,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,56,Macroeconomic debt and supply-chain instability,0.81925,0.3594,0.0,0.87542,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,57,background sustainable-development stress,0.18687,0.3594,0.0,0.87596,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,58,background sustainable-development stress,0.18747,0.3594,0.0,0.87652,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,59,background sustainable-development stress,0.18902,0.3594,0.0,0.8771,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,60,background sustainable-development stress,0.18795,0.3594,0.0,0.87771,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,61,background sustainable-development stress,0.18887,0.3594,0.0,0.87834,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,62,background sustainable-development stress,0.18564,0.3594,0.0,0.87899,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,63,background sustainable-development stress,0.18565,0.3594,0.0,0.87966,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,64,background sustainable-development stress,0.18708,0.3594,0.0,0.88036,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,65,background sustainable-development stress,0.18871,0.3594,0.0,0.88108,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,66,background sustainable-development stress,0.19108,0.3594,0.0,0.88182,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,67,background sustainable-development stress,0.18998,0.3594,0.0,0.88258,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,68,background sustainable-development stress,0.19113,0.3594,0.0,0.88337,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,69,background sustainable-development stress,0.18973,0.3594,0.0,0.88417,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,70,Compound climate ecological economic and governance crisis,0.96953,0.3594,0.0,0.90328,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,71,background sustainable-development stress,0.1931,0.3594,0.0,0.90413,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,72,background sustainable-development stress,0.19268,0.3594,0.0,0.90501,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,73,background sustainable-development stress,0.19309,0.3594,0.0,0.90591,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,74,background sustainable-development stress,0.191,0.3594,0.0,0.90683,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,75,background sustainable-development stress,0.19512,0.3594,0.0,0.90777,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,76,background sustainable-development stress,0.19502,0.3594,0.0,0.90874,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,77,background sustainable-development stress,0.19431,0.3594,0.0,0.90973,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,78,background sustainable-development stress,0.19808,0.3594,0.0,0.91074,0.0
SYS002,Regional Food Water and Watershed System,food water and social-ecological systems,79,background sustainable-development stress,0.1963,0.3594,0.0,0.91177,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,0,background sustainable-development stress,0.15683,0.3766,0.78973,0.69908,0.81715
SYS003,Distributed Energy and Essential Services System,energy and service continuity,1,background sustainable-development stress,0.15756,0.3766,0.77932,0.69819,0.80638
SYS003,Distributed Energy and Essential Services System,energy and service continuity,2,background sustainable-development stress,0.15759,0.3766,0.76897,0.69732,0.79567
SYS003,Distributed Energy and Essential Services System,energy and service continuity,3,background sustainable-development stress,0.15869,0.3766,0.75835,0.69647,0.78468
SYS003,Distributed Energy and Essential Services System,energy and service continuity,4,background sustainable-development stress,0.15688,0.3766,0.74839,0.69564,0.77437
SYS003,Distributed Energy and Essential Services System,energy and service continuity,5,background sustainable-development stress,0.15888,0.3766,0.73786,0.69484,0.76348
SYS003,Distributed Energy and Essential Services System,energy and service continuity,6,background sustainable-development stress,0.16095,0.3766,0.72674,0.69406,0.75197
SYS003,Distributed Energy and Essential Services System,energy and service continuity,7,background sustainable-development stress,0.15711,0.3766,0.71692,0.6933,0.74181
SYS003,Distributed Energy and Essential Services System,energy and service continuity,8,background sustainable-development stress,0.15932,0.3766,0.70646,0.69257,0.73099
SYS003,Distributed Energy and Essential Services System,energy and service continuity,9,background sustainable-development stress,0.16037,0.3766,0.69573,0.69185,0.71989
SYS003,Distributed Energy and Essential Services System,energy and service continuity,10,background sustainable-development stress,0.15927,0.3766,0.68542,0.69116,0.70922
SYS003,Distributed Energy and Essential Services System,energy and service continuity,11,background sustainable-development stress,0.15892,0.3766,0.67528,0.69049,0.69873
SYS003,Distributed Energy and Essential Services System,energy and service continuity,12,Extreme heat and housing affordability crisis,0.80764,0.3766,0.44106,0.70363,0.36992
SYS003,Distributed Energy and Essential Services System,energy and service continuity,13,background sustainable-development stress,0.16065,0.3766,0.42924,0.703,0.44415
SYS003,Distributed Energy and Essential Services System,energy and service continuity,14,background sustainable-development stress,0.16265,0.3766,0.41684,0.7024,0.43132
SYS003,Distributed Energy and Essential Services System,energy and service continuity,15,background sustainable-development stress,0.15887,0.3766,0.40571,0.70182,0.41979
SYS003,Distributed Energy and Essential Services System,energy and service continuity,16,background sustainable-development stress,0.16223,0.3766,0.39355,0.70127,0.40721
SYS003,Distributed Energy and Essential Services System,energy and service continuity,17,background sustainable-development stress,0.16331,0.3766,0.3811,0.70073,0.39433
SYS003,Distributed Energy and Essential Services System,energy and service continuity,18,background sustainable-development stress,0.16161,0.3766,0.36923,0.70022,0.38205
SYS003,Distributed Energy and Essential Services System,energy and service continuity,19,background sustainable-development stress,0.16225,0.3766,0.35721,0.69973,0.36962
SYS003,Distributed Energy and Essential Services System,energy and service continuity,20,background sustainable-development stress,0.16227,0.3766,0.34523,0.69927,0.35722
SYS003,Distributed Energy and Essential Services System,energy and service continuity,21,background sustainable-development stress,0.16311,0.3766,0.33302,0.69883,0.34458
SYS003,Distributed Energy and Essential Services System,energy and service continuity,22,background sustainable-development stress,0.16315,0.3766,0.32084,0.6984,0.33198
SYS003,Distributed Energy and Essential Services System,energy and service continuity,23,background sustainable-development stress,0.16589,0.3766,0.30782,0.69801,0.31851
SYS003,Distributed Energy and Essential Services System,energy and service continuity,24,background sustainable-development stress,0.16543,0.3766,0.29498,0.69763,0.30522
SYS003,Distributed Energy and Essential Services System,energy and service continuity,25,background sustainable-development stress,0.16601,0.3766,0.28199,0.69728,0.29178
SYS003,Distributed Energy and Essential Services System,energy and service continuity,26,background sustainable-development stress,0.16464,0.3766,0.26947,0.69695,0.27883
SYS003,Distributed Energy and Essential Services System,energy and service continuity,27,Drought watershed and food-price disruption,0.86356,0.3766,0.00727,0.71508,0.00618
SYS003,Distributed Energy and Essential Services System,energy and service continuity,28,background sustainable-development stress,0.16823,0.3766,0.0,0.71479,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,29,background sustainable-development stress,0.16723,0.3766,0.0,0.71453,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,30,background sustainable-development stress,0.16898,0.3766,0.0,0.71429,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,31,background sustainable-development stress,0.16747,0.3766,0.0,0.71407,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,32,background sustainable-development stress,0.16882,0.3766,0.0,0.71387,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,33,background sustainable-development stress,0.1692,0.3766,0.0,0.7137,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,34,background sustainable-development stress,0.16752,0.3766,0.0,0.71355,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,35,background sustainable-development stress,0.16828,0.3766,0.0,0.71342,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,36,background sustainable-development stress,0.16886,0.3766,0.0,0.71332,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,37,background sustainable-development stress,0.16856,0.3766,0.0,0.71323,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,38,background sustainable-development stress,0.16875,0.3766,0.0,0.71317,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,39,background sustainable-development stress,0.1696,0.3766,0.0,0.71313,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,40,background sustainable-development stress,0.16795,0.3766,0.0,0.71312,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,41,background sustainable-development stress,0.16828,0.3766,0.0,0.71312,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,42,Infrastructure flood and service-continuity shock,0.85045,0.3766,0.0,0.72856,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,43,background sustainable-development stress,0.16842,0.3766,0.0,0.72861,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,44,background sustainable-development stress,0.16953,0.3766,0.0,0.72868,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,45,background sustainable-development stress,0.16895,0.3766,0.0,0.72878,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,46,background sustainable-development stress,0.17098,0.3766,0.0,0.7289,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,47,background sustainable-development stress,0.17272,0.3766,0.0,0.72904,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,48,background sustainable-development stress,0.17036,0.3766,0.0,0.7292,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,49,background sustainable-development stress,0.17348,0.3766,0.0,0.72939,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,50,background sustainable-development stress,0.17213,0.3766,0.0,0.7296,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,51,background sustainable-development stress,0.1761,0.3766,0.0,0.72983,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,52,background sustainable-development stress,0.17535,0.3766,0.0,0.73008,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,53,background sustainable-development stress,0.17326,0.3766,0.0,0.73036,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,54,background sustainable-development stress,0.17152,0.3766,0.0,0.73066,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,55,background sustainable-development stress,0.1751,0.3766,0.0,0.73098,0.0
SYS003,Distributed Energy and Essential Services System,energy and service continuity,56,Macroeconomic debt and supply-chain instability,0.80888,0.3766,0.0,0.74562,0.0
