system_id,system,system_context,time,event,stress_load,adaptive_response,economic_function,household_fragility,firm_fragility,equity_adjusted_function
ES001,Single-industry regional manufacturing economy,regional industrial concentration,62,background economic stress,0.16829,0.37247,1.0,0.82768,0.71052,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,63,background economic stress,0.16752,0.37245,1.0,0.82848,0.70983,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,64,background economic stress,0.16933,0.37244,1.0,0.82928,0.70915,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,65,background economic stress,0.16975,0.37242,1.0,0.83007,0.70849,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,66,background economic stress,0.16951,0.3724,1.0,0.83087,0.70784,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,67,background economic stress,0.16991,0.37238,1.0,0.83166,0.7072,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,68,background economic stress,0.16951,0.37236,1.0,0.83246,0.70657,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,69,background economic stress,0.16972,0.37234,1.0,0.83326,0.70595,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,70,Compound inflation fiscal climate and labor crisis,0.9615,0.37231,0.7712,0.85853,0.72335,0.63819
ES001,Single-industry regional manufacturing economy,regional industrial concentration,71,background economic stress,0.17096,0.36634,0.85309,0.85939,0.72282,0.88271
ES001,Single-industry regional manufacturing economy,regional industrial concentration,72,background economic stress,0.17009,0.36629,0.93524,0.86025,0.7223,0.96772
ES001,Single-industry regional manufacturing economy,regional industrial concentration,73,background economic stress,0.17173,0.36624,1.0,0.8611,0.72179,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,74,background economic stress,0.17248,0.36619,1.0,0.86196,0.7213,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,75,background economic stress,0.17093,0.36614,1.0,0.86282,0.72082,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,76,background economic stress,0.17273,0.36609,1.0,0.86368,0.72035,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,77,background economic stress,0.17287,0.36604,1.0,0.86454,0.71989,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,78,background economic stress,0.17162,0.36598,1.0,0.8654,0.71945,1.0
ES001,Single-industry regional manufacturing economy,regional industrial concentration,79,background economic stress,0.1717,0.36592,1.0,0.86626,0.71902,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,0,background economic stress,0.15104,0.3944,0.87764,0.66058,0.69834,0.90024
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,1,background economic stress,0.15028,0.39455,0.97555,0.66115,0.69668,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,2,background economic stress,0.15254,0.3947,1.0,0.66172,0.69504,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,3,background economic stress,0.15268,0.39485,1.0,0.66229,0.69341,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,4,background economic stress,0.15174,0.395,1.0,0.66286,0.69178,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,5,background economic stress,0.1525,0.39515,1.0,0.66343,0.69017,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,6,background economic stress,0.15158,0.3953,1.0,0.664,0.68857,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,7,background economic stress,0.15185,0.39544,1.0,0.66457,0.68698,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,8,background economic stress,0.15228,0.39558,1.0,0.66513,0.6854,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,9,background economic stress,0.15358,0.39573,1.0,0.66569,0.68383,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,10,background economic stress,0.15258,0.39587,1.0,0.66625,0.68227,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,11,background economic stress,0.1548,0.39601,1.0,0.66681,0.68073,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,12,Regional employer closure and supplier contraction,0.79761,0.39614,0.86514,0.69029,0.6938,0.72754
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,13,background economic stress,0.15339,0.39103,0.96128,0.6909,0.69233,0.98604
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,14,background economic stress,0.15396,0.39115,1.0,0.69151,0.69087,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,15,background economic stress,0.15394,0.39127,1.0,0.69212,0.68941,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,16,background economic stress,0.15597,0.39139,1.0,0.69272,0.68797,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,17,background economic stress,0.15517,0.3915,1.0,0.69333,0.68654,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,18,background economic stress,0.15569,0.39162,1.0,0.69393,0.68512,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,19,background economic stress,0.15557,0.39173,1.0,0.69454,0.68371,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,20,background economic stress,0.15663,0.39185,1.0,0.69514,0.68231,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,21,background economic stress,0.15628,0.39196,1.0,0.69574,0.68093,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,22,background economic stress,0.15602,0.39207,1.0,0.69634,0.67955,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,23,background economic stress,0.15685,0.39218,1.0,0.69694,0.67818,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,24,background economic stress,0.15678,0.39228,1.0,0.69753,0.67683,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,25,background economic stress,0.15653,0.39239,1.0,0.69813,0.67548,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,26,background economic stress,0.15863,0.39249,1.0,0.69872,0.67415,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,27,Port disruption and critical input shortage,0.83552,0.3926,0.86323,0.7184,0.68991,0.75011
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,28,background economic stress,0.15917,0.38764,0.95678,0.71904,0.68865,0.98142
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,29,background economic stress,0.15939,0.38772,1.0,0.71968,0.6874,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,30,background economic stress,0.16021,0.38781,1.0,0.72033,0.68616,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,31,background economic stress,0.15919,0.38789,1.0,0.72097,0.68493,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,32,background economic stress,0.15941,0.38797,1.0,0.72161,0.68372,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,33,background economic stress,0.15978,0.38805,1.0,0.72225,0.68251,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,34,background economic stress,0.15998,0.38813,1.0,0.72289,0.68132,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,35,background economic stress,0.16093,0.38821,1.0,0.72352,0.68014,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,36,background economic stress,0.15946,0.38829,1.0,0.72416,0.67896,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,37,background economic stress,0.16091,0.38836,1.0,0.7248,0.67781,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,38,background economic stress,0.16135,0.38844,1.0,0.72543,0.67666,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,39,background economic stress,0.16111,0.38851,1.0,0.72607,0.67552,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,40,background economic stress,0.16052,0.38858,1.0,0.7267,0.67439,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,41,background economic stress,0.16255,0.38865,1.0,0.72734,0.67328,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,42,Credit tightening and small-business liquidity stress,0.79666,0.38871,0.86115,0.74841,0.68859,0.72902
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,43,background economic stress,0.16167,0.38362,0.95301,0.74909,0.68755,0.97756
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,44,background economic stress,0.16338,0.38367,1.0,0.74978,0.68652,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,45,background economic stress,0.16256,0.38372,1.0,0.75046,0.68551,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,46,background economic stress,0.16251,0.38376,1.0,0.75114,0.6845,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,47,background economic stress,0.16315,0.38381,1.0,0.75182,0.68351,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,48,background economic stress,0.16311,0.38385,1.0,0.7525,0.68252,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,49,background economic stress,0.16359,0.3839,1.0,0.75318,0.68155,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,50,background economic stress,0.16524,0.38394,1.0,0.75387,0.68059,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,51,background economic stress,0.16561,0.38398,1.0,0.75455,0.67965,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,52,background economic stress,0.16491,0.38401,1.0,0.75523,0.67871,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,53,background economic stress,0.16593,0.38405,1.0,0.75591,0.67779,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,54,background economic stress,0.16572,0.38408,1.0,0.75658,0.67687,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,55,background economic stress,0.16604,0.38412,1.0,0.75726,0.67597,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,56,Climate disaster damaging infrastructure firms and housing,0.91745,0.38415,0.8013,0.77958,0.69157,0.66489
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,57,background economic stress,0.16797,0.37884,0.8901,0.78031,0.69075,0.91303
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,58,background economic stress,0.16676,0.37885,0.97928,0.78104,0.68993,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,59,background economic stress,0.16848,0.37886,1.0,0.78178,0.68913,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,60,background economic stress,0.16827,0.37887,1.0,0.78251,0.68834,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,61,background economic stress,0.16851,0.37888,1.0,0.78324,0.68757,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,62,background economic stress,0.16701,0.37889,1.0,0.78397,0.6868,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,63,background economic stress,0.16748,0.37889,1.0,0.7847,0.68605,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,64,background economic stress,0.1676,0.3789,1.0,0.78543,0.68531,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,65,background economic stress,0.16868,0.3789,1.0,0.78616,0.68458,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,66,background economic stress,0.1705,0.3789,1.0,0.78689,0.68386,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,67,background economic stress,0.17058,0.37889,1.0,0.78763,0.68316,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,68,background economic stress,0.17074,0.37889,1.0,0.78836,0.68246,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,69,background economic stress,0.16913,0.37889,1.0,0.78909,0.68178,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,70,Compound inflation fiscal climate and labor crisis,0.96189,0.37888,0.77454,0.8143,0.69911,0.63401
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,71,background economic stress,0.17167,0.37292,0.86085,0.81509,0.69852,0.88303
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,72,background economic stress,0.17211,0.3729,0.94701,0.81588,0.69793,0.97141
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,73,background economic stress,0.17246,0.37287,1.0,0.81667,0.69736,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,74,background economic stress,0.17268,0.37284,1.0,0.81746,0.6968,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,75,background economic stress,0.17125,0.3728,1.0,0.81826,0.69625,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,76,background economic stress,0.17161,0.37277,1.0,0.81905,0.69572,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,77,background economic stress,0.17347,0.37273,1.0,0.81984,0.69519,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,78,background economic stress,0.1736,0.3727,1.0,0.82063,0.69468,1.0
ES002,Port-dependent logistics and trade economy,supply chain and logistics exposure,79,background economic stress,0.17426,0.37266,1.0,0.82143,0.69418,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,0,background economic stress,0.15327,0.3426,0.80072,0.78109,0.73885,0.83032
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,1,background economic stress,0.15475,0.34261,0.88098,0.78219,0.73772,0.91354
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,2,background economic stress,0.15385,0.34261,0.96152,0.78328,0.7366,0.99706
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,3,background economic stress,0.15552,0.34262,1.0,0.78438,0.73549,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,4,background economic stress,0.15551,0.34262,1.0,0.78547,0.73439,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,5,background economic stress,0.15519,0.34262,1.0,0.78656,0.7333,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,6,background economic stress,0.15606,0.34262,1.0,0.78766,0.73223,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,7,background economic stress,0.15619,0.34262,1.0,0.78875,0.73117,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,8,background economic stress,0.15509,0.34261,1.0,0.78984,0.73012,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,9,background economic stress,0.15662,0.34261,1.0,0.79094,0.72908,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,10,background economic stress,0.15712,0.3426,1.0,0.79203,0.72805,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,11,background economic stress,0.15712,0.34259,1.0,0.79313,0.72704,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,12,Regional employer closure and supplier contraction,0.80111,0.34258,0.839,0.81714,0.74065,0.71496
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,13,background economic stress,0.15901,0.33731,0.91672,0.81829,0.73972,0.95061
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,14,background economic stress,0.1589,0.33728,0.99448,0.81944,0.73879,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,15,background economic stress,0.15823,0.33725,1.0,0.82058,0.73788,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,16,background economic stress,0.1581,0.33722,1.0,0.82173,0.73698,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,17,background economic stress,0.15811,0.33718,1.0,0.82288,0.73609,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,18,background economic stress,0.16015,0.33714,1.0,0.82403,0.73522,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,19,background economic stress,0.1601,0.33711,1.0,0.82518,0.73435,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,20,background economic stress,0.16016,0.33707,1.0,0.82633,0.7335,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,21,background economic stress,0.15998,0.33702,1.0,0.82748,0.73266,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,22,background economic stress,0.1604,0.33698,1.0,0.82863,0.73184,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,23,background economic stress,0.15994,0.33694,1.0,0.82978,0.73102,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,24,background economic stress,0.16101,0.33689,1.0,0.83093,0.73022,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,25,background economic stress,0.16028,0.33684,1.0,0.83208,0.72943,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,26,background economic stress,0.16178,0.33679,1.0,0.83323,0.72866,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,27,Port disruption and critical input shortage,0.83921,0.33674,0.83361,0.85346,0.74497,0.73371
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,28,background economic stress,0.16274,0.33162,0.90889,0.85467,0.74427,0.94248
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,29,background economic stress,0.16311,0.33155,0.98404,0.85587,0.74358,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,30,background economic stress,0.16228,0.33148,1.0,0.85708,0.74291,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,31,background economic stress,0.16214,0.3314,1.0,0.85828,0.74225,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,32,background economic stress,0.16304,0.33133,1.0,0.85949,0.7416,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,33,background economic stress,0.16423,0.33125,1.0,0.8607,0.74096,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,34,background economic stress,0.16403,0.33117,1.0,0.86191,0.74034,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,35,background economic stress,0.16492,0.33109,1.0,0.86311,0.73973,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,36,background economic stress,0.16436,0.331,1.0,0.86432,0.73913,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,37,background economic stress,0.16455,0.33092,1.0,0.86554,0.73854,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,38,background economic stress,0.16614,0.33083,1.0,0.86675,0.73797,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,39,background economic stress,0.16448,0.33074,1.0,0.86796,0.73741,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,40,background economic stress,0.16486,0.33065,1.0,0.86917,0.73687,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,41,background economic stress,0.16612,0.33055,1.0,0.87039,0.73633,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,42,Credit tightening and small-business liquidity stress,0.80053,0.33046,0.83219,0.89204,0.75223,0.71382
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,43,background economic stress,0.16718,0.3252,0.90464,0.89331,0.75177,0.93807
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,44,background economic stress,0.16694,0.32509,0.97714,0.89458,0.75133,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,45,background economic stress,0.16753,0.32497,1.0,0.89585,0.7509,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,46,background economic stress,0.1675,0.32486,1.0,0.89712,0.75048,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,47,background economic stress,0.16836,0.32474,1.0,0.89839,0.75008,1.0
ES003,Climate-exposed tourism and service economy,climate tourism and service employment,48,background economic stress,0.1692,0.32461,1.0,0.89967,0.74969,1.0
