simulation_id,strategy_id,strategy,rank,resilience_value,winner
6,PH003,Public Health Workforce Resilience Initiative,4,7.89017,Equity-Centered Emergency Preparedness Framework
6,PH001,Integrated Surveillance and Laboratory Modernization,5,7.85319,Equity-Centered Emergency Preparedness Framework
6,PH005,Climate-Resilient Health Facilities Program,6,7.70693,Equity-Centered Emergency Preparedness Framework
7,PH006,Equity-Centered Emergency Preparedness Framework,1,8.06736,Equity-Centered Emergency Preparedness Framework
7,PH003,Public Health Workforce Resilience Initiative,2,7.98224,Equity-Centered Emergency Preparedness Framework
7,PH002,Essential Health Service Continuity Program,3,7.95462,Equity-Centered Emergency Preparedness Framework
7,PH001,Integrated Surveillance and Laboratory Modernization,4,7.93347,Equity-Centered Emergency Preparedness Framework
7,PH004,Community Health Trust and Outreach Network,5,7.88535,Equity-Centered Emergency Preparedness Framework
7,PH005,Climate-Resilient Health Facilities Program,6,7.66687,Equity-Centered Emergency Preparedness Framework
8,PH001,Integrated Surveillance and Laboratory Modernization,1,8.08779,Integrated Surveillance and Laboratory Modernization
8,PH006,Equity-Centered Emergency Preparedness Framework,2,8.0626,Integrated Surveillance and Laboratory Modernization
8,PH004,Community Health Trust and Outreach Network,3,7.90674,Integrated Surveillance and Laboratory Modernization
8,PH002,Essential Health Service Continuity Program,4,7.88918,Integrated Surveillance and Laboratory Modernization
8,PH005,Climate-Resilient Health Facilities Program,5,7.86767,Integrated Surveillance and Laboratory Modernization
8,PH003,Public Health Workforce Resilience Initiative,6,7.65771,Integrated Surveillance and Laboratory Modernization
9,PH006,Equity-Centered Emergency Preparedness Framework,1,8.03612,Equity-Centered Emergency Preparedness Framework
9,PH004,Community Health Trust and Outreach Network,2,8.03096,Equity-Centered Emergency Preparedness Framework
9,PH001,Integrated Surveillance and Laboratory Modernization,3,8.02566,Equity-Centered Emergency Preparedness Framework
9,PH005,Climate-Resilient Health Facilities Program,4,7.75253,Equity-Centered Emergency Preparedness Framework
9,PH003,Public Health Workforce Resilience Initiative,5,7.72547,Equity-Centered Emergency Preparedness Framework
9,PH002,Essential Health Service Continuity Program,6,7.19945,Equity-Centered Emergency Preparedness Framework
10,PH004,Community Health Trust and Outreach Network,1,8.54177,Community Health Trust and Outreach Network
10,PH006,Equity-Centered Emergency Preparedness Framework,2,7.94315,Community Health Trust and Outreach Network
10,PH005,Climate-Resilient Health Facilities Program,3,7.67799,Community Health Trust and Outreach Network
10,PH001,Integrated Surveillance and Laboratory Modernization,4,7.67334,Community Health Trust and Outreach Network
10,PH002,Essential Health Service Continuity Program,5,7.67292,Community Health Trust and Outreach Network
10,PH003,Public Health Workforce Resilience Initiative,6,7.64442,Community Health Trust and Outreach Network
11,PH004,Community Health Trust and Outreach Network,1,8.67566,Community Health Trust and Outreach Network
11,PH001,Integrated Surveillance and Laboratory Modernization,2,7.94083,Community Health Trust and Outreach Network
11,PH003,Public Health Workforce Resilience Initiative,3,7.88892,Community Health Trust and Outreach Network
11,PH002,Essential Health Service Continuity Program,4,7.87756,Community Health Trust and Outreach Network
11,PH005,Climate-Resilient Health Facilities Program,5,7.7814,Community Health Trust and Outreach Network
11,PH006,Equity-Centered Emergency Preparedness Framework,6,7.60577,Community Health Trust and Outreach Network
12,PH003,Public Health Workforce Resilience Initiative,1,8.14737,Public Health Workforce Resilience Initiative
12,PH006,Equity-Centered Emergency Preparedness Framework,2,8.09209,Public Health Workforce Resilience Initiative
12,PH004,Community Health Trust and Outreach Network,3,7.91638,Public Health Workforce Resilience Initiative
12,PH002,Essential Health Service Continuity Program,4,7.77418,Public Health Workforce Resilience Initiative
12,PH001,Integrated Surveillance and Laboratory Modernization,5,7.75523,Public Health Workforce Resilience Initiative
12,PH005,Climate-Resilient Health Facilities Program,6,7.5758,Public Health Workforce Resilience Initiative
13,PH004,Community Health Trust and Outreach Network,1,8.22594,Community Health Trust and Outreach Network
13,PH005,Climate-Resilient Health Facilities Program,2,7.9646,Community Health Trust and Outreach Network
13,PH003,Public Health Workforce Resilience Initiative,3,7.92015,Community Health Trust and Outreach Network
13,PH002,Essential Health Service Continuity Program,4,7.90548,Community Health Trust and Outreach Network
13,PH006,Equity-Centered Emergency Preparedness Framework,5,7.80193,Community Health Trust and Outreach Network
13,PH001,Integrated Surveillance and Laboratory Modernization,6,7.68134,Community Health Trust and Outreach Network
14,PH006,Equity-Centered Emergency Preparedness Framework,1,8.3047,Equity-Centered Emergency Preparedness Framework
14,PH002,Essential Health Service Continuity Program,2,7.85521,Equity-Centered Emergency Preparedness Framework
14,PH005,Climate-Resilient Health Facilities Program,3,7.78357,Equity-Centered Emergency Preparedness Framework
14,PH003,Public Health Workforce Resilience Initiative,4,7.65156,Equity-Centered Emergency Preparedness Framework
14,PH004,Community Health Trust and Outreach Network,5,7.59404,Equity-Centered Emergency Preparedness Framework
14,PH001,Integrated Surveillance and Laboratory Modernization,6,7.50327,Equity-Centered Emergency Preparedness Framework
15,PH001,Integrated Surveillance and Laboratory Modernization,1,8.18244,Integrated Surveillance and Laboratory Modernization
15,PH004,Community Health Trust and Outreach Network,2,8.0945,Integrated Surveillance and Laboratory Modernization
15,PH002,Essential Health Service Continuity Program,3,7.83814,Integrated Surveillance and Laboratory Modernization
15,PH005,Climate-Resilient Health Facilities Program,4,7.80308,Integrated Surveillance and Laboratory Modernization
15,PH006,Equity-Centered Emergency Preparedness Framework,5,7.68142,Integrated Surveillance and Laboratory Modernization
15,PH003,Public Health Workforce Resilience Initiative,6,7.49961,Integrated Surveillance and Laboratory Modernization
16,PH006,Equity-Centered Emergency Preparedness Framework,1,8.13376,Equity-Centered Emergency Preparedness Framework
16,PH001,Integrated Surveillance and Laboratory Modernization,2,8.13315,Equity-Centered Emergency Preparedness Framework
16,PH004,Community Health Trust and Outreach Network,3,8.05621,Equity-Centered Emergency Preparedness Framework
16,PH003,Public Health Workforce Resilience Initiative,4,7.99856,Equity-Centered Emergency Preparedness Framework
16,PH002,Essential Health Service Continuity Program,5,7.94073,Equity-Centered Emergency Preparedness Framework
16,PH005,Climate-Resilient Health Facilities Program,6,7.293,Equity-Centered Emergency Preparedness Framework
17,PH006,Equity-Centered Emergency Preparedness Framework,1,8.25608,Equity-Centered Emergency Preparedness Framework
17,PH005,Climate-Resilient Health Facilities Program,2,8.02421,Equity-Centered Emergency Preparedness Framework
17,PH004,Community Health Trust and Outreach Network,3,7.88938,Equity-Centered Emergency Preparedness Framework
17,PH002,Essential Health Service Continuity Program,4,7.88689,Equity-Centered Emergency Preparedness Framework
17,PH001,Integrated Surveillance and Laboratory Modernization,5,7.54682,Equity-Centered Emergency Preparedness Framework
17,PH003,Public Health Workforce Resilience Initiative,6,7.32657,Equity-Centered Emergency Preparedness Framework
18,PH004,Community Health Trust and Outreach Network,1,8.20703,Community Health Trust and Outreach Network
18,PH003,Public Health Workforce Resilience Initiative,2,8.11652,Community Health Trust and Outreach Network
18,PH002,Essential Health Service Continuity Program,3,8.11106,Community Health Trust and Outreach Network
18,PH006,Equity-Centered Emergency Preparedness Framework,4,8.09643,Community Health Trust and Outreach Network
18,PH001,Integrated Surveillance and Laboratory Modernization,5,8.06635,Community Health Trust and Outreach Network
18,PH005,Climate-Resilient Health Facilities Program,6,7.76447,Community Health Trust and Outreach Network
19,PH006,Equity-Centered Emergency Preparedness Framework,1,8.32778,Equity-Centered Emergency Preparedness Framework
19,PH005,Climate-Resilient Health Facilities Program,2,7.97189,Equity-Centered Emergency Preparedness Framework
19,PH004,Community Health Trust and Outreach Network,3,7.94058,Equity-Centered Emergency Preparedness Framework
19,PH003,Public Health Workforce Resilience Initiative,4,7.72049,Equity-Centered Emergency Preparedness Framework
19,PH001,Integrated Surveillance and Laboratory Modernization,5,7.60659,Equity-Centered Emergency Preparedness Framework
19,PH002,Essential Health Service Continuity Program,6,7.13951,Equity-Centered Emergency Preparedness Framework
20,PH003,Public Health Workforce Resilience Initiative,1,8.44601,Public Health Workforce Resilience Initiative
20,PH006,Equity-Centered Emergency Preparedness Framework,2,8.10957,Public Health Workforce Resilience Initiative
20,PH004,Community Health Trust and Outreach Network,3,7.93876,Public Health Workforce Resilience Initiative
20,PH005,Climate-Resilient Health Facilities Program,4,7.87815,Public Health Workforce Resilience Initiative
20,PH001,Integrated Surveillance and Laboratory Modernization,5,7.79775,Public Health Workforce Resilience Initiative
20,PH002,Essential Health Service Continuity Program,6,7.51469,Public Health Workforce Resilience Initiative
21,PH004,Community Health Trust and Outreach Network,1,8.38418,Community Health Trust and Outreach Network
21,PH002,Essential Health Service Continuity Program,2,8.31604,Community Health Trust and Outreach Network
21,PH003,Public Health Workforce Resilience Initiative,3,8.30394,Community Health Trust and Outreach Network
21,PH006,Equity-Centered Emergency Preparedness Framework,4,8.0231,Community Health Trust and Outreach Network
21,PH001,Integrated Surveillance and Laboratory Modernization,5,7.60212,Community Health Trust and Outreach Network
21,PH005,Climate-Resilient Health Facilities Program,6,7.56455,Community Health Trust and Outreach Network
22,PH004,Community Health Trust and Outreach Network,1,8.01842,Community Health Trust and Outreach Network
22,PH006,Equity-Centered Emergency Preparedness Framework,2,7.92193,Community Health Trust and Outreach Network
22,PH005,Climate-Resilient Health Facilities Program,3,7.88988,Community Health Trust and Outreach Network
22,PH002,Essential Health Service Continuity Program,4,7.79031,Community Health Trust and Outreach Network
22,PH001,Integrated Surveillance and Laboratory Modernization,5,7.69467,Community Health Trust and Outreach Network
22,PH003,Public Health Workforce Resilience Initiative,6,7.34892,Community Health Trust and Outreach Network
23,PH006,Equity-Centered Emergency Preparedness Framework,1,8.21959,Equity-Centered Emergency Preparedness Framework
23,PH004,Community Health Trust and Outreach Network,2,8.19851,Equity-Centered Emergency Preparedness Framework
23,PH002,Essential Health Service Continuity Program,3,7.87093,Equity-Centered Emergency Preparedness Framework
23,PH003,Public Health Workforce Resilience Initiative,4,7.79695,Equity-Centered Emergency Preparedness Framework
23,PH005,Climate-Resilient Health Facilities Program,5,7.62736,Equity-Centered Emergency Preparedness Framework
23,PH001,Integrated Surveillance and Laboratory Modernization,6,7.21053,Equity-Centered Emergency Preparedness Framework
24,PH004,Community Health Trust and Outreach Network,1,8.23022,Community Health Trust and Outreach Network
24,PH003,Public Health Workforce Resilience Initiative,2,8.13396,Community Health Trust and Outreach Network
24,PH006,Equity-Centered Emergency Preparedness Framework,3,8.11388,Community Health Trust and Outreach Network
24,PH005,Climate-Resilient Health Facilities Program,4,7.73605,Community Health Trust and Outreach Network
24,PH002,Essential Health Service Continuity Program,5,7.54502,Community Health Trust and Outreach Network
24,PH001,Integrated Surveillance and Laboratory Modernization,6,7.53615,Community Health Trust and Outreach Network
25,PH006,Equity-Centered Emergency Preparedness Framework,1,8.69776,Equity-Centered Emergency Preparedness Framework
25,PH002,Essential Health Service Continuity Program,2,8.1509,Equity-Centered Emergency Preparedness Framework
25,PH004,Community Health Trust and Outreach Network,3,7.70923,Equity-Centered Emergency Preparedness Framework
25,PH003,Public Health Workforce Resilience Initiative,4,7.63862,Equity-Centered Emergency Preparedness Framework
25,PH001,Integrated Surveillance and Laboratory Modernization,5,7.57011,Equity-Centered Emergency Preparedness Framework
25,PH005,Climate-Resilient Health Facilities Program,6,7.56194,Equity-Centered Emergency Preparedness Framework
26,PH004,Community Health Trust and Outreach Network,1,8.41338,Community Health Trust and Outreach Network
26,PH006,Equity-Centered Emergency Preparedness Framework,2,8.38395,Community Health Trust and Outreach Network
26,PH002,Essential Health Service Continuity Program,3,7.95728,Community Health Trust and Outreach Network
26,PH003,Public Health Workforce Resilience Initiative,4,7.78758,Community Health Trust and Outreach Network
26,PH005,Climate-Resilient Health Facilities Program,5,7.7593,Community Health Trust and Outreach Network
26,PH001,Integrated Surveillance and Laboratory Modernization,6,7.55896,Community Health Trust and Outreach Network
27,PH003,Public Health Workforce Resilience Initiative,1,8.22764,Public Health Workforce Resilience Initiative
27,PH004,Community Health Trust and Outreach Network,2,8.10762,Public Health Workforce Resilience Initiative
27,PH006,Equity-Centered Emergency Preparedness Framework,3,8.03942,Public Health Workforce Resilience Initiative
27,PH001,Integrated Surveillance and Laboratory Modernization,4,7.84802,Public Health Workforce Resilience Initiative
27,PH005,Climate-Resilient Health Facilities Program,5,7.63131,Public Health Workforce Resilience Initiative
27,PH002,Essential Health Service Continuity Program,6,7.58637,Public Health Workforce Resilience Initiative
28,PH006,Equity-Centered Emergency Preparedness Framework,1,8.43607,Equity-Centered Emergency Preparedness Framework
28,PH004,Community Health Trust and Outreach Network,2,8.24605,Equity-Centered Emergency Preparedness Framework
28,PH005,Climate-Resilient Health Facilities Program,3,8.12134,Equity-Centered Emergency Preparedness Framework
28,PH002,Essential Health Service Continuity Program,4,8.11577,Equity-Centered Emergency Preparedness Framework
28,PH003,Public Health Workforce Resilience Initiative,5,8.01458,Equity-Centered Emergency Preparedness Framework
28,PH001,Integrated Surveillance and Laboratory Modernization,6,7.80274,Equity-Centered Emergency Preparedness Framework
29,PH004,Community Health Trust and Outreach Network,1,8.12062,Community Health Trust and Outreach Network
29,PH003,Public Health Workforce Resilience Initiative,2,7.90293,Community Health Trust and Outreach Network
29,PH002,Essential Health Service Continuity Program,3,7.85228,Community Health Trust and Outreach Network
29,PH006,Equity-Centered Emergency Preparedness Framework,4,7.83467,Community Health Trust and Outreach Network
29,PH001,Integrated Surveillance and Laboratory Modernization,5,7.79097,Community Health Trust and Outreach Network
29,PH005,Climate-Resilient Health Facilities Program,6,7.47807,Community Health Trust and Outreach Network
30,PH004,Community Health Trust and Outreach Network,1,8.41077,Community Health Trust and Outreach Network
30,PH006,Equity-Centered Emergency Preparedness Framework,2,8.23902,Community Health Trust and Outreach Network
30,PH002,Essential Health Service Continuity Program,3,7.86622,Community Health Trust and Outreach Network
30,PH001,Integrated Surveillance and Laboratory Modernization,4,7.80753,Community Health Trust and Outreach Network
30,PH003,Public Health Workforce Resilience Initiative,5,7.74412,Community Health Trust and Outreach Network
30,PH005,Climate-Resilient Health Facilities Program,6,7.28476,Community Health Trust and Outreach Network
31,PH006,Equity-Centered Emergency Preparedness Framework,1,8.20564,Equity-Centered Emergency Preparedness Framework
31,PH001,Integrated Surveillance and Laboratory Modernization,2,8.06627,Equity-Centered Emergency Preparedness Framework
31,PH003,Public Health Workforce Resilience Initiative,3,7.9029,Equity-Centered Emergency Preparedness Framework
31,PH002,Essential Health Service Continuity Program,4,7.79903,Equity-Centered Emergency Preparedness Framework
31,PH005,Climate-Resilient Health Facilities Program,5,7.69611,Equity-Centered Emergency Preparedness Framework
31,PH004,Community Health Trust and Outreach Network,6,7.63136,Equity-Centered Emergency Preparedness Framework
32,PH006,Equity-Centered Emergency Preparedness Framework,1,8.3423,Equity-Centered Emergency Preparedness Framework
32,PH004,Community Health Trust and Outreach Network,2,8.11655,Equity-Centered Emergency Preparedness Framework
32,PH003,Public Health Workforce Resilience Initiative,3,8.11641,Equity-Centered Emergency Preparedness Framework
32,PH001,Integrated Surveillance and Laboratory Modernization,4,7.96401,Equity-Centered Emergency Preparedness Framework
32,PH002,Essential Health Service Continuity Program,5,7.68985,Equity-Centered Emergency Preparedness Framework
32,PH005,Climate-Resilient Health Facilities Program,6,7.68527,Equity-Centered Emergency Preparedness Framework
33,PH006,Equity-Centered Emergency Preparedness Framework,1,8.26169,Equity-Centered Emergency Preparedness Framework
33,PH001,Integrated Surveillance and Laboratory Modernization,2,8.10306,Equity-Centered Emergency Preparedness Framework
33,PH002,Essential Health Service Continuity Program,3,7.91448,Equity-Centered Emergency Preparedness Framework
33,PH004,Community Health Trust and Outreach Network,4,7.7305,Equity-Centered Emergency Preparedness Framework
33,PH005,Climate-Resilient Health Facilities Program,5,7.66925,Equity-Centered Emergency Preparedness Framework
33,PH003,Public Health Workforce Resilience Initiative,6,7.29899,Equity-Centered Emergency Preparedness Framework
34,PH004,Community Health Trust and Outreach Network,1,8.26325,Community Health Trust and Outreach Network
34,PH002,Essential Health Service Continuity Program,2,7.9592,Community Health Trust and Outreach Network
34,PH006,Equity-Centered Emergency Preparedness Framework,3,7.94415,Community Health Trust and Outreach Network
34,PH003,Public Health Workforce Resilience Initiative,4,7.6397,Community Health Trust and Outreach Network
34,PH001,Integrated Surveillance and Laboratory Modernization,5,7.59654,Community Health Trust and Outreach Network
34,PH005,Climate-Resilient Health Facilities Program,6,7.1368,Community Health Trust and Outreach Network
35,PH004,Community Health Trust and Outreach Network,1,8.37759,Community Health Trust and Outreach Network
35,PH005,Climate-Resilient Health Facilities Program,2,8.05338,Community Health Trust and Outreach Network
35,PH002,Essential Health Service Continuity Program,3,7.96096,Community Health Trust and Outreach Network
35,PH001,Integrated Surveillance and Laboratory Modernization,4,7.87756,Community Health Trust and Outreach Network
35,PH006,Equity-Centered Emergency Preparedness Framework,5,7.78455,Community Health Trust and Outreach Network
35,PH003,Public Health Workforce Resilience Initiative,6,7.63313,Community Health Trust and Outreach Network
36,PH006,Equity-Centered Emergency Preparedness Framework,1,8.5862,Equity-Centered Emergency Preparedness Framework
36,PH004,Community Health Trust and Outreach Network,2,8.38291,Equity-Centered Emergency Preparedness Framework
36,PH002,Essential Health Service Continuity Program,3,7.99268,Equity-Centered Emergency Preparedness Framework
36,PH003,Public Health Workforce Resilience Initiative,4,7.84699,Equity-Centered Emergency Preparedness Framework
36,PH005,Climate-Resilient Health Facilities Program,5,7.62415,Equity-Centered Emergency Preparedness Framework
36,PH001,Integrated Surveillance and Laboratory Modernization,6,7.54119,Equity-Centered Emergency Preparedness Framework
37,PH006,Equity-Centered Emergency Preparedness Framework,1,8.15007,Equity-Centered Emergency Preparedness Framework
37,PH004,Community Health Trust and Outreach Network,2,8.08991,Equity-Centered Emergency Preparedness Framework
37,PH001,Integrated Surveillance and Laboratory Modernization,3,8.00484,Equity-Centered Emergency Preparedness Framework
37,PH002,Essential Health Service Continuity Program,4,7.70308,Equity-Centered Emergency Preparedness Framework
37,PH005,Climate-Resilient Health Facilities Program,5,7.51592,Equity-Centered Emergency Preparedness Framework
37,PH003,Public Health Workforce Resilience Initiative,6,7.34415,Equity-Centered Emergency Preparedness Framework
38,PH004,Community Health Trust and Outreach Network,1,8.39077,Community Health Trust and Outreach Network
38,PH006,Equity-Centered Emergency Preparedness Framework,2,8.38952,Community Health Trust and Outreach Network
38,PH002,Essential Health Service Continuity Program,3,8.28384,Community Health Trust and Outreach Network
38,PH003,Public Health Workforce Resilience Initiative,4,7.93324,Community Health Trust and Outreach Network
38,PH001,Integrated Surveillance and Laboratory Modernization,5,7.83621,Community Health Trust and Outreach Network
38,PH005,Climate-Resilient Health Facilities Program,6,7.76839,Community Health Trust and Outreach Network
39,PH006,Equity-Centered Emergency Preparedness Framework,1,8.47183,Equity-Centered Emergency Preparedness Framework
39,PH004,Community Health Trust and Outreach Network,2,8.15006,Equity-Centered Emergency Preparedness Framework
39,PH001,Integrated Surveillance and Laboratory Modernization,3,8.03944,Equity-Centered Emergency Preparedness Framework
39,PH002,Essential Health Service Continuity Program,4,7.92494,Equity-Centered Emergency Preparedness Framework
39,PH005,Climate-Resilient Health Facilities Program,5,7.89966,Equity-Centered Emergency Preparedness Framework
39,PH003,Public Health Workforce Resilience Initiative,6,7.59186,Equity-Centered Emergency Preparedness Framework
40,PH006,Equity-Centered Emergency Preparedness Framework,1,8.03235,Equity-Centered Emergency Preparedness Framework
40,PH004,Community Health Trust and Outreach Network,2,8.0177,Equity-Centered Emergency Preparedness Framework
40,PH002,Essential Health Service Continuity Program,3,8.00899,Equity-Centered Emergency Preparedness Framework
40,PH003,Public Health Workforce Resilience Initiative,4,7.84179,Equity-Centered Emergency Preparedness Framework
40,PH001,Integrated Surveillance and Laboratory Modernization,5,7.81532,Equity-Centered Emergency Preparedness Framework
40,PH005,Climate-Resilient Health Facilities Program,6,7.54069,Equity-Centered Emergency Preparedness Framework
41,PH005,Climate-Resilient Health Facilities Program,1,8.45785,Climate-Resilient Health Facilities Program
41,PH003,Public Health Workforce Resilience Initiative,2,8.23408,Climate-Resilient Health Facilities Program
41,PH001,Integrated Surveillance and Laboratory Modernization,3,8.04357,Climate-Resilient Health Facilities Program
41,PH004,Community Health Trust and Outreach Network,4,7.99019,Climate-Resilient Health Facilities Program
41,PH006,Equity-Centered Emergency Preparedness Framework,5,7.94805,Climate-Resilient Health Facilities Program
41,PH002,Essential Health Service Continuity Program,6,7.67442,Climate-Resilient Health Facilities Program
42,PH006,Equity-Centered Emergency Preparedness Framework,1,8.31368,Equity-Centered Emergency Preparedness Framework
42,PH005,Climate-Resilient Health Facilities Program,2,8.21554,Equity-Centered Emergency Preparedness Framework
42,PH004,Community Health Trust and Outreach Network,3,7.82477,Equity-Centered Emergency Preparedness Framework
42,PH001,Integrated Surveillance and Laboratory Modernization,4,7.58412,Equity-Centered Emergency Preparedness Framework
42,PH003,Public Health Workforce Resilience Initiative,5,7.43351,Equity-Centered Emergency Preparedness Framework
42,PH002,Essential Health Service Continuity Program,6,7.34664,Equity-Centered Emergency Preparedness Framework
43,PH004,Community Health Trust and Outreach Network,1,7.8902,Community Health Trust and Outreach Network
43,PH006,Equity-Centered Emergency Preparedness Framework,2,7.88624,Community Health Trust and Outreach Network
43,PH001,Integrated Surveillance and Laboratory Modernization,3,7.87045,Community Health Trust and Outreach Network
43,PH002,Essential Health Service Continuity Program,4,7.82767,Community Health Trust and Outreach Network
43,PH005,Climate-Resilient Health Facilities Program,5,7.66677,Community Health Trust and Outreach Network
43,PH003,Public Health Workforce Resilience Initiative,6,7.66597,Community Health Trust and Outreach Network
44,PH002,Essential Health Service Continuity Program,1,8.38002,Essential Health Service Continuity Program
44,PH006,Equity-Centered Emergency Preparedness Framework,2,8.15336,Essential Health Service Continuity Program
44,PH004,Community Health Trust and Outreach Network,3,8.12015,Essential Health Service Continuity Program
44,PH003,Public Health Workforce Resilience Initiative,4,7.69269,Essential Health Service Continuity Program
44,PH001,Integrated Surveillance and Laboratory Modernization,5,7.65989,Essential Health Service Continuity Program
44,PH005,Climate-Resilient Health Facilities Program,6,7.21221,Essential Health Service Continuity Program
45,PH004,Community Health Trust and Outreach Network,1,8.48046,Community Health Trust and Outreach Network
45,PH006,Equity-Centered Emergency Preparedness Framework,2,8.39766,Community Health Trust and Outreach Network
45,PH002,Essential Health Service Continuity Program,3,8.24703,Community Health Trust and Outreach Network
45,PH001,Integrated Surveillance and Laboratory Modernization,4,7.99749,Community Health Trust and Outreach Network
45,PH005,Climate-Resilient Health Facilities Program,5,7.8295,Community Health Trust and Outreach Network
45,PH003,Public Health Workforce Resilience Initiative,6,7.55854,Community Health Trust and Outreach Network
46,PH004,Community Health Trust and Outreach Network,1,8.53547,Community Health Trust and Outreach Network
46,PH006,Equity-Centered Emergency Preparedness Framework,2,8.35659,Community Health Trust and Outreach Network
46,PH003,Public Health Workforce Resilience Initiative,3,7.93457,Community Health Trust and Outreach Network
46,PH001,Integrated Surveillance and Laboratory Modernization,4,7.75332,Community Health Trust and Outreach Network
46,PH005,Climate-Resilient Health Facilities Program,5,7.72439,Community Health Trust and Outreach Network
46,PH002,Essential Health Service Continuity Program,6,7.57915,Community Health Trust and Outreach Network
47,PH004,Community Health Trust and Outreach Network,1,8.28184,Community Health Trust and Outreach Network
47,PH003,Public Health Workforce Resilience Initiative,2,8.06683,Community Health Trust and Outreach Network
47,PH006,Equity-Centered Emergency Preparedness Framework,3,7.95747,Community Health Trust and Outreach Network
47,PH001,Integrated Surveillance and Laboratory Modernization,4,7.78832,Community Health Trust and Outreach Network
47,PH002,Essential Health Service Continuity Program,5,7.71921,Community Health Trust and Outreach Network
47,PH005,Climate-Resilient Health Facilities Program,6,7.55813,Community Health Trust and Outreach Network
48,PH006,Equity-Centered Emergency Preparedness Framework,1,8.47983,Equity-Centered Emergency Preparedness Framework
48,PH004,Community Health Trust and Outreach Network,2,8.10808,Equity-Centered Emergency Preparedness Framework
48,PH001,Integrated Surveillance and Laboratory Modernization,3,7.95868,Equity-Centered Emergency Preparedness Framework
