system_id,system,system_context,time,event,disturbance,intelligence_value,response_capacity,fragility_gap,maintenance_backlog,data_trust,operator_strain,equity_access,function,resilience_score
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,41,background infrastructure pressure,0.08972,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,42,background infrastructure pressure,0.09047,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,43,background infrastructure pressure,0.09139,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,44,background infrastructure pressure,0.09002,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,45,background infrastructure pressure,0.09129,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,46,Sensor data corruption,0.6574,0.7046,0.5514,0.2648,0.00702,0.906,0.11507,0.43902,1.0,0.7597
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,47,background infrastructure pressure,0.09288,0.68298,0.5514,0.0,0.0,0.9744,0.0398,0.51001,1.0,0.78088
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,48,background infrastructure pressure,0.09242,0.69871,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79007
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,49,background infrastructure pressure,0.09299,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,50,background infrastructure pressure,0.09345,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,51,background infrastructure pressure,0.0932,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,52,background infrastructure pressure,0.09306,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,53,background infrastructure pressure,0.09405,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,54,background infrastructure pressure,0.09425,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,55,background infrastructure pressure,0.09418,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,56,background infrastructure pressure,0.09564,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,57,background infrastructure pressure,0.09489,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,58,Maintenance backlog failure,0.7072,0.7046,0.5514,0.3086,0.01849,0.9496,0.13786,0.429,1.0,0.76053
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,59,background infrastructure pressure,0.09583,0.69301,0.5514,0.0,0.0,1.0,0.06304,0.50839,1.0,0.78306
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,60,background infrastructure pressure,0.09678,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,61,background infrastructure pressure,0.09723,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,62,background infrastructure pressure,0.09773,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,63,background infrastructure pressure,0.09754,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,64,background infrastructure pressure,0.097,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,65,background infrastructure pressure,0.09864,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,66,background infrastructure pressure,0.09911,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,67,background infrastructure pressure,0.09902,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,68,background infrastructure pressure,0.09947,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,69,background infrastructure pressure,0.09924,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,70,background infrastructure pressure,0.09954,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,71,background infrastructure pressure,0.10007,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,72,Communications and cloud outage,0.737,0.7046,0.5514,0.3992,0.01113,0.902,0.17705,0.41509,1.0,0.75036
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,73,background infrastructure pressure,0.09978,0.68206,0.5514,0.0,0.0,0.9704,0.10281,0.5056,1.0,0.77407
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,74,background infrastructure pressure,0.10128,0.69779,0.5514,0.0,0.0,1.0,0.02881,0.51078,1.0,0.7871
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,75,background infrastructure pressure,0.10202,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,76,background infrastructure pressure,0.10082,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,77,background infrastructure pressure,0.10245,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,78,background infrastructure pressure,0.10268,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,79,background infrastructure pressure,0.10173,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,80,background infrastructure pressure,0.10191,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,81,background infrastructure pressure,0.10344,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,82,background infrastructure pressure,0.10295,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,83,background infrastructure pressure,0.10349,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,84,background infrastructure pressure,0.10451,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,85,background infrastructure pressure,0.10491,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,86,Compound infrastructure disruption,0.9028,0.7046,0.5514,0.5854,0.02971,0.8804,0.2336,0.37985,0.91972,0.72214
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,87,background infrastructure pressure,0.10579,0.67709,0.5514,0.0,0.0073,0.9488,0.16092,0.50154,1.0,0.76433
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,88,background infrastructure pressure,0.10573,0.69282,0.5514,0.0,0.0,1.0,0.08758,0.50667,1.0,0.78062
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,89,background infrastructure pressure,0.10555,0.7046,0.5514,0.0,0.0,1.0,0.01421,0.51181,1.0,0.78949
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,90,background infrastructure pressure,0.10518,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,91,background infrastructure pressure,0.10574,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,92,background infrastructure pressure,0.10624,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,93,background infrastructure pressure,0.10731,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,94,background infrastructure pressure,0.10807,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS001,Sensor-rich but undermaintained water system,strong sensing but weak repair capacity and high backlog,95,background infrastructure pressure,0.10729,0.7046,0.5514,0.0,0.0,1.0,0.0,0.5128,1.0,0.79089
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,0,background infrastructure pressure,0.07628,0.6816,0.6116,0.0,0.54323,0.8452,0.55593,0.52468,1.0,0.67719
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,1,background infrastructure pressure,0.07576,0.6966,0.6116,0.0,0.5065,0.9104,0.50848,0.52801,1.0,0.69546
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,2,background infrastructure pressure,0.07779,0.71159,0.6116,0.0,0.46988,0.9756,0.45804,0.53154,1.0,0.71401
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,3,background infrastructure pressure,0.07804,0.72659,0.6116,0.0,0.43331,1.0,0.40434,0.5353,1.0,0.72798
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,4,background infrastructure pressure,0.07737,0.7322,0.6116,0.0,0.39679,1.0,0.34726,0.53929,1.0,0.73803
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,5,background infrastructure pressure,0.07813,0.7322,0.6116,0.0,0.36033,1.0,0.28701,0.54351,1.0,0.74761
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,6,background infrastructure pressure,0.07748,0.7322,0.6116,0.0,0.32391,1.0,0.22338,0.54796,1.0,0.75751
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,7,background infrastructure pressure,0.07783,0.7322,0.6116,0.0,0.28756,1.0,0.15654,0.55264,1.0,0.76772
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,8,background infrastructure pressure,0.07831,0.7322,0.6116,0.0,0.25127,1.0,0.0865,0.55754,1.0,0.77824
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,9,background infrastructure pressure,0.07954,0.7322,0.6116,0.0,0.21507,1.0,0.01339,0.56266,1.0,0.78906
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,10,Extreme heat and demand surge,0.6538,0.7322,0.6116,0.23157,0.22568,0.9678,0.13327,0.4826,1.0,0.76373
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,11,background infrastructure pressure,0.07915,0.72479,0.6116,0.0,0.18957,1.0,0.05781,0.55955,1.0,0.7862
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,12,background infrastructure pressure,0.08116,0.7322,0.6116,0.0,0.15357,1.0,0.0,0.5636,1.0,0.79652
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,13,background infrastructure pressure,0.07951,0.7322,0.6116,0.0,0.11758,1.0,0.0,0.5636,1.0,0.80012
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,14,background infrastructure pressure,0.08012,0.7322,0.6116,0.0,0.08166,1.0,0.0,0.5636,1.0,0.80371
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,15,background infrastructure pressure,0.08022,0.7322,0.6116,0.0,0.04579,1.0,0.0,0.5636,1.0,0.8073
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,16,background infrastructure pressure,0.08205,0.7322,0.6116,0.0,0.01003,1.0,0.0,0.5636,1.0,0.81088
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,17,background infrastructure pressure,0.0815,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,18,background infrastructure pressure,0.08207,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,19,background infrastructure pressure,0.08208,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,20,background infrastructure pressure,0.0831,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,21,background infrastructure pressure,0.08292,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,22,Cyber-physical intrusion attempt,0.7126,0.7322,0.6116,0.3194,0.0,0.9068,0.12861,0.48166,1.0,0.77929
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,23,background infrastructure pressure,0.08316,0.71076,0.6116,0.0,0.0,0.972,0.03669,0.56103,1.0,0.80191
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,24,background infrastructure pressure,0.08399,0.72576,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81098
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,25,background infrastructure pressure,0.08404,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,26,background infrastructure pressure,0.08395,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,27,background infrastructure pressure,0.08586,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,28,background infrastructure pressure,0.08588,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,29,background infrastructure pressure,0.08618,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,30,background infrastructure pressure,0.08699,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,31,background infrastructure pressure,0.08625,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,32,background infrastructure pressure,0.08655,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,33,background infrastructure pressure,0.08699,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,34,Flooding and transport disruption,0.7414,0.7322,0.6116,0.3038,0.01491,0.9422,0.14085,0.47172,1.0,0.77975
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,35,background infrastructure pressure,0.08762,0.71891,0.6116,0.0,0.0,1.0,0.04959,0.56013,1.0,0.80514
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,36,background infrastructure pressure,0.08853,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,37,background infrastructure pressure,0.08741,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,38,background infrastructure pressure,0.08875,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,39,background infrastructure pressure,0.08924,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,40,background infrastructure pressure,0.08916,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,41,background infrastructure pressure,0.08878,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
IIS002,Automated grid with cyber-physical exposure,high automation and grid visibility with weak OT security and moderate redundancy,42,background infrastructure pressure,0.09062,0.7322,0.6116,0.0,0.0,1.0,0.0,0.5636,1.0,0.81188
