ecosystem_id,ecosystem_type,scenario_id,scenario_name,time_step,disturbance,ecological_resilience_margin,threshold_flag
E001,Temperate Forest,D002,Repeated climate stress,54,1.1648,0.4813,viable margin
E001,Temperate Forest,D002,Repeated climate stress,55,0.585,0.4702,viable margin
E001,Temperate Forest,D002,Repeated climate stress,56,0.5847,0.4591,viable margin
E001,Temperate Forest,D002,Repeated climate stress,57,0.584,0.448,viable margin
E001,Temperate Forest,D002,Repeated climate stress,58,0.5827,0.437,viable margin
E001,Temperate Forest,D002,Repeated climate stress,59,0.581,0.426,viable margin
E001,Temperate Forest,D002,Repeated climate stress,60,1.1588,0.3856,viable margin
E001,Temperate Forest,D002,Repeated climate stress,61,0.5763,0.3749,viable margin
E001,Temperate Forest,D002,Repeated climate stress,62,0.5734,0.3643,viable margin
E001,Temperate Forest,D002,Repeated climate stress,63,0.5703,0.3539,viable margin
E001,Temperate Forest,D002,Repeated climate stress,64,0.567,0.3437,viable margin
E001,Temperate Forest,D002,Repeated climate stress,65,0.5635,0.3337,viable margin
E001,Temperate Forest,D002,Repeated climate stress,66,1.1399,0.2942,viable margin
E001,Temperate Forest,D002,Repeated climate stress,67,0.5563,0.2845,viable margin
E001,Temperate Forest,D002,Repeated climate stress,68,0.5529,0.275,viable margin
E001,Temperate Forest,D002,Repeated climate stress,69,0.5495,0.2657,viable margin
E001,Temperate Forest,D002,Repeated climate stress,70,0.5464,0.2565,viable margin
E001,Temperate Forest,D002,Repeated climate stress,71,0.5436,0.2475,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,72,1.121,0.2089,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,73,0.5389,0.2002,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,74,0.5372,0.1915,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,75,0.536,0.1828,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,76,0.5352,0.1743,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,77,0.535,0.1657,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,78,1.1153,0.1274,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,79,0.536,0.1188,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,80,0.5373,0.1101,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,81,0.539,0.1013,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,82,0.5412,0.0924,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,83,0.5437,0.0834,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,84,1.1266,0.0445,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,85,0.5497,0.0352,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,86,0.5531,0.0257,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,87,0.5566,0.016,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,88,0.5601,0.0062,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,89,0.5637,-0.0039,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,90,1.1472,-0.0438,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,91,0.5705,-0.0542,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,92,0.5736,-0.0647,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,93,0.5765,-0.0754,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,94,0.579,-0.0863,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,95,0.5811,-0.0972,threshold risk
E001,Temperate Forest,D002,Repeated climate stress,96,1.1628,-0.1379,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,1,0.7436,1.2693,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,2,0.747,1.2494,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,3,0.7504,1.2293,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,4,0.7535,1.2091,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,5,0.7564,1.1887,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,6,0.7589,1.1682,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,7,0.761,1.1475,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,8,1.5227,1.088,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,9,0.764,1.0672,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,10,0.7647,1.0464,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,11,0.765,1.0255,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,12,0.7647,1.0047,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,13,0.764,0.984,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,14,0.7627,0.9633,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,15,0.761,0.9426,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,16,1.5189,0.8833,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,17,0.7564,0.8629,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,18,0.7535,0.8426,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,19,0.7504,0.8226,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,20,0.747,0.8027,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,21,0.7435,0.7829,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,22,0.74,0.7634,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,23,0.7364,0.744,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,24,1.4929,0.686,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,25,0.7296,0.667,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,26,0.7265,0.6481,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,27,0.7236,0.6294,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,28,0.7211,0.6108,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,29,0.7189,0.5924,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,30,0.7172,0.574,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,31,0.716,0.5557,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,32,1.4752,0.4985,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,33,0.715,0.4802,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,34,0.7153,0.462,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,35,0.716,0.4436,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,36,0.7173,0.4253,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,37,0.719,0.4068,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,38,0.7211,0.3882,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,39,0.7237,0.3695,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,40,1.4865,0.3118,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,41,0.7297,0.2928,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,42,0.733,0.2736,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,43,0.7365,0.2542,viable margin
E001,Temperate Forest,D003,Compound ecological pressure,44,0.7401,0.2346,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,45,0.7436,0.2149,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,46,0.7471,0.195,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,47,0.7504,0.1749,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,48,1.5136,0.1158,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,49,0.7564,0.0954,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,50,0.7589,0.0749,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,51,0.7611,0.0543,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,52,0.7628,0.0336,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,53,0.764,0.0128,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,54,0.7648,-0.008,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,55,0.765,-0.0288,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,56,1.5247,-0.0885,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,57,0.764,-0.1093,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,58,0.7627,-0.13,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,59,0.761,-0.1506,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,60,0.7588,-0.1711,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,61,0.7563,-0.1915,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,62,0.7534,-0.2117,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,63,0.7503,-0.2318,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,64,1.507,-0.2906,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,65,0.7435,-0.3103,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,66,0.7399,-0.3298,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,67,0.7363,-0.3492,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,68,0.7329,-0.3684,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,69,0.7295,-0.3874,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,70,0.7264,-0.4062,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,71,0.7236,-0.4249,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,72,1.481,-0.4824,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,73,0.7189,-0.5008,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,74,0.7172,-0.5192,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,75,0.716,-0.5375,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,76,0.7152,-0.5558,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,77,0.715,-0.5741,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,78,0.7153,-0.5924,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,79,0.716,-0.6107,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,80,1.4773,-0.6679,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,81,0.719,-0.6864,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,82,0.7212,-0.705,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,83,0.7237,-0.7237,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,84,0.7266,-0.7426,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,85,0.7297,-0.7616,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,86,0.7331,-0.7808,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,87,0.7366,-0.8002,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,88,1.5001,-0.8586,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,89,0.7437,-0.8783,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,90,0.7472,-0.8982,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,91,0.7505,-0.9183,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,92,0.7536,-0.9385,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,93,0.7565,-0.9589,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,94,0.759,-0.9795,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,95,0.7611,-1.0,threshold risk
E001,Temperate Forest,D003,Compound ecological pressure,96,1.5228,-1.0,threshold risk
E001,Temperate Forest,D004,Slow threshold erosion,1,0.5036,1.2818,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,2,0.507,1.2744,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,3,0.5104,1.2668,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,4,0.5135,1.2591,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,5,0.5164,1.2513,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,6,0.5189,1.2433,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,7,0.521,1.2352,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,8,0.5227,1.227,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,9,0.524,1.2187,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,10,0.5247,1.2104,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,11,0.525,1.2021,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,12,1.1447,1.1621,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,13,0.524,1.1538,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,14,0.5227,1.1456,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,15,0.521,1.1375,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,16,0.5189,1.1295,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,17,0.5164,1.1217,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,18,0.5135,1.114,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,19,0.5104,1.1064,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,20,0.507,1.099,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,21,0.5035,1.0918,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,22,0.5,1.0848,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,23,0.4964,1.0779,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,24,1.1129,1.0396,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,25,0.4896,1.0331,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,26,0.4865,1.0267,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,27,0.4836,1.0205,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,28,0.4811,1.0145,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,29,0.4789,1.0085,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,30,0.4772,1.0027,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,31,0.476,0.9969,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,32,0.4752,0.9911,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,33,0.475,0.9853,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,34,0.4753,0.9796,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,35,0.476,0.9738,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,36,1.0973,0.9362,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,37,0.479,0.9302,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,38,0.4811,0.9242,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,39,0.4837,0.918,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,40,0.4865,0.9116,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,41,0.4897,0.9051,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,42,0.493,0.8985,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,43,0.4965,0.8916,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,44,0.5001,0.8846,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,45,0.5036,0.8774,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,46,0.5071,0.87,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,47,0.5104,0.8624,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,48,1.1336,0.823,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,49,0.5164,0.8151,viable margin
E001,Temperate Forest,D004,Slow threshold erosion,50,0.5189,0.8071,viable margin
