system_id,system_type,scenario_id,scenario_name,time_step,resilience_margin,threshold_flag
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,39,-0.5773,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,40,-0.6085,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,41,-0.6396,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,42,-0.6707,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,43,-0.7019,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,44,-0.733,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,45,-0.7641,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,46,-0.7952,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,47,-0.8264,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,48,-0.8852,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,49,-0.9164,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,50,-0.9475,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,51,-0.9786,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,52,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,53,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,54,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,55,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,56,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,57,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,58,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,59,-1.0,threshold risk
S001,Hardened Infrastructure,D003,Compound infrastructure-ecosystem shock,60,-1.0,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,1,0.7007,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,2,0.6814,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,3,0.6621,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,4,0.6427,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,5,0.6234,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,6,0.6041,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,7,0.5848,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,8,0.5655,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,9,0.5462,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,10,0.5269,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,11,0.5076,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,12,0.4717,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,13,0.4524,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,14,0.4331,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,15,0.4138,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,16,0.3945,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,17,0.3752,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,18,0.3559,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,19,0.3366,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,20,0.3172,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,21,0.2979,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,22,0.2786,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,23,0.2593,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,24,0.2235,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,25,0.2042,viable margin
S001,Hardened Infrastructure,D004,Slow threshold erosion,26,0.1849,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,27,0.1656,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,28,0.1462,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,29,0.1269,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,30,0.1076,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,31,0.0883,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,32,0.069,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,33,0.0497,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,34,0.0304,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,35,0.011,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,36,-0.0248,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,37,-0.0441,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,38,-0.0634,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,39,-0.0827,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,40,-0.102,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,41,-0.1213,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,42,-0.1406,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,43,-0.16,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,44,-0.1793,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,45,-0.1986,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,46,-0.2179,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,47,-0.2372,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,48,-0.273,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,49,-0.2923,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,50,-0.3116,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,51,-0.331,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,52,-0.3503,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,53,-0.3696,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,54,-0.3889,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,55,-0.4082,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,56,-0.4275,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,57,-0.4468,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,58,-0.4662,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,59,-0.4855,threshold risk
S001,Hardened Infrastructure,D004,Slow threshold erosion,60,-0.5048,threshold risk
S002,Fire-Adapted Forest,D001,Short operational outage,1,1.2244,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,2,1.2288,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,3,1.2333,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,4,1.2377,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,5,1.2421,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,6,1.2465,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,7,1.2509,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,8,1.2554,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,9,1.2598,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,10,1.2642,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,11,1.2686,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,12,1.2625,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,13,1.267,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,14,1.2714,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,15,1.2758,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,16,1.2802,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,17,1.2846,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,18,1.2891,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,19,1.2935,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,20,1.2979,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,21,1.3023,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,22,1.3067,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,23,1.3112,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,24,1.3051,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,25,1.3095,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,26,1.3139,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,27,1.3183,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,28,1.3228,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,29,1.3272,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,30,1.3316,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,31,1.336,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,32,1.3404,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,33,1.3449,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,34,1.3493,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,35,1.3537,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,36,1.3476,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,37,1.3521,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,38,1.3565,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,39,1.3609,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,40,1.3653,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,41,1.3697,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,42,1.3742,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,43,1.3786,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,44,1.383,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,45,1.3874,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,46,1.3918,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,47,1.3962,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,48,1.3902,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,49,1.3946,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,50,1.399,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,51,1.4034,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,52,1.4079,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,53,1.4123,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,54,1.4167,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,55,1.4211,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,56,1.4255,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,57,1.43,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,58,1.4344,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,59,1.4388,viable margin
S002,Fire-Adapted Forest,D001,Short operational outage,60,1.4432,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,1,1.2073,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,2,1.1945,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,3,1.1818,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,4,1.1691,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,5,1.1564,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,6,1.1436,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,7,1.1309,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,8,1.1182,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,9,1.1055,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,10,1.0927,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,11,1.08,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,12,1.0456,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,13,1.0329,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,14,1.0201,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,15,1.0074,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,16,0.9947,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,17,0.982,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,18,0.9692,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,19,0.9565,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,20,0.9438,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,21,0.931,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,22,0.9183,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,23,0.9056,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,24,0.8712,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,25,0.8585,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,26,0.8457,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,27,0.833,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,28,0.8203,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,29,0.8076,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,30,0.7948,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,31,0.7821,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,32,0.7694,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,33,0.7566,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,34,0.7439,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,35,0.7312,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,36,0.6968,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,37,0.6841,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,38,0.6713,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,39,0.6586,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,40,0.6459,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,41,0.6332,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,42,0.6204,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,43,0.6077,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,44,0.595,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,45,0.5822,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,46,0.5695,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,47,0.5568,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,48,0.5224,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,49,0.5097,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,50,0.4969,viable margin
S002,Fire-Adapted Forest,D002,Repeated climate stress,51,0.4842,viable margin
