pathway_id,pathway,time,shock,persistence,harm,lock_in,burden_shift,transformation_capacity,ecological_integrity,equity,maladaptive_risk,adaptive_resilience
MP001,Rebuild Same Floodplain Development,46,0.03302,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,47,0.0437,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,48,0.04457,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,49,0.03726,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,50,0.04305,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,51,0.0395,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,52,0.03997,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,53,0.04752,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,54,0.03623,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,55,0.3,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,56,0.04382,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,57,0.04367,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,58,0.03012,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,59,0.03168,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,60,0.03064,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,61,0.03692,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,62,0.04892,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,63,0.04751,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,64,0.04677,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,65,0.03238,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,66,0.04411,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,67,0.04549,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,68,0.04619,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP001,Rebuild Same Floodplain Development,69,0.04584,1.0,1.0,1.0,0.72,0.3,0.0,0.0,0.848,0.01632
MP002,Just Transition and Exposure Reduction,0,0.03296,0.68552,0.37822,0.41612,0.28,0.82,0.88334,0.86094,0.19501,0.73885
MP002,Just Transition and Exposure Reduction,1,0.04232,0.67093,0.33546,0.392,0.28,0.82,0.90776,0.88273,0.17118,0.76047
MP002,Just Transition and Exposure Reduction,2,0.03339,0.65551,0.2912,0.36723,0.28,0.82,0.93328,0.9054,0.14644,0.78289
MP002,Just Transition and Exposure Reduction,3,0.04425,0.64002,0.24591,0.34222,0.28,0.82,0.95993,0.92898,0.12125,0.80597
MP002,Just Transition and Exposure Reduction,4,0.04216,0.62395,0.19921,0.31668,0.28,0.82,0.98775,0.9535,0.09528,0.82985
MP002,Just Transition and Exposure Reduction,5,0.03769,0.6072,0.15097,0.29055,0.28,0.82,1.0,0.97898,0.06845,0.8512
MP002,Just Transition and Exposure Reduction,6,0.04235,0.5901,0.10188,0.264,0.28,0.82,1.0,1.0,0.04164,0.86937
MP002,Just Transition and Exposure Reduction,7,0.04133,0.57243,0.05215,0.2369,0.28,0.82,1.0,1.0,0.01645,0.88319
MP002,Just Transition and Exposure Reduction,8,0.03086,0.55381,0.0015,0.20903,0.28,0.82,1.0,1.0,0.0,0.89578
MP002,Just Transition and Exposure Reduction,9,0.0406,0.53501,0.0,0.18079,0.28,0.82,1.0,1.0,0.0,0.89791
MP002,Just Transition and Exposure Reduction,10,0.04239,0.51572,0.0,0.15201,0.28,0.82,1.0,1.0,0.0,0.89982
MP002,Just Transition and Exposure Reduction,11,0.04039,0.49578,0.0,0.12259,0.28,0.82,1.0,1.0,0.0,0.90175
MP002,Just Transition and Exposure Reduction,12,0.28,0.48483,0.0,0.09764,0.28,0.82,1.0,1.0,0.0,0.90387
MP002,Just Transition and Exposure Reduction,13,0.04471,0.46397,0.0,0.06735,0.28,0.82,1.0,1.0,0.0,0.90584
MP002,Just Transition and Exposure Reduction,14,0.03754,0.44222,0.0,0.03627,0.28,0.82,1.0,1.0,0.0,0.90783
MP002,Just Transition and Exposure Reduction,15,0.03454,0.41973,0.0,0.00445,0.28,0.82,1.0,1.0,0.0,0.90984
MP002,Just Transition and Exposure Reduction,16,0.03256,0.39652,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.90852
MP002,Just Transition and Exposure Reduction,17,0.0462,0.37377,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.9067
MP002,Just Transition and Exposure Reduction,18,0.0438,0.35092,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.90487
MP002,Just Transition and Exposure Reduction,19,0.04219,0.32801,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.90304
MP002,Just Transition and Exposure Reduction,20,0.03883,0.30496,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.9012
MP002,Just Transition and Exposure Reduction,21,0.04002,0.28196,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.89936
MP002,Just Transition and Exposure Reduction,22,0.03444,0.25874,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8975
MP002,Just Transition and Exposure Reduction,23,0.04061,0.23576,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.89566
MP002,Just Transition and Exposure Reduction,24,0.03291,0.21248,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8938
MP002,Just Transition and Exposure Reduction,25,0.32,0.20068,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.89285
MP002,Just Transition and Exposure Reduction,26,0.0426,0.17778,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.89102
MP002,Just Transition and Exposure Reduction,27,0.04341,0.15492,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.88919
MP002,Just Transition and Exposure Reduction,28,0.03493,0.13172,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.88734
MP002,Just Transition and Exposure Reduction,29,0.03184,0.10839,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.88547
MP002,Just Transition and Exposure Reduction,30,0.03666,0.08526,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.88362
MP002,Just Transition and Exposure Reduction,31,0.04375,0.06241,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.88179
MP002,Just Transition and Exposure Reduction,32,0.0402,0.03941,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.87995
MP002,Just Transition and Exposure Reduction,33,0.04495,0.01661,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.87813
MP002,Just Transition and Exposure Reduction,34,0.03862,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,35,0.03797,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,36,0.04815,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,37,0.03334,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,38,0.03415,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,39,0.04178,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,40,0.34,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,41,0.03866,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,42,0.04116,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,43,0.03881,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,44,0.04337,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,45,0.04778,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,46,0.0465,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,47,0.04278,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,48,0.0394,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,49,0.04895,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,50,0.03894,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,51,0.04251,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,52,0.04737,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,53,0.04367,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,54,0.03781,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,55,0.3,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,56,0.04201,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,57,0.0483,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,58,0.04246,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,59,0.04067,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,60,0.04948,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,61,0.04055,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,62,0.03797,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,63,0.04875,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,64,0.04888,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,65,0.03344,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,66,0.03145,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,67,0.04716,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,68,0.04765,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP002,Just Transition and Exposure Reduction,69,0.03769,0.0,0.0,0.0,0.28,0.82,1.0,1.0,0.0,0.8768
MP003,Private Cooling Dependence,0,0.04958,0.78478,0.67371,0.68474,0.66,0.36,0.43756,0.48293,0.55342,0.33477
MP003,Private Cooling Dependence,1,0.03913,0.78924,0.68738,0.68939,0.66,0.36,0.43477,0.46558,0.56135,0.32709
MP003,Private Cooling Dependence,2,0.04438,0.79401,0.70144,0.6943,0.66,0.36,0.43164,0.44795,0.56956,0.31916
MP003,Private Cooling Dependence,3,0.0447,0.79888,0.71577,0.69936,0.66,0.36,0.42814,0.43003,0.57794,0.31103
MP003,Private Cooling Dependence,4,0.0343,0.80344,0.7301,0.70435,0.66,0.36,0.42429,0.41183,0.58623,0.30276
MP003,Private Cooling Dependence,5,0.03156,0.80799,0.74464,0.70942,0.66,0.36,0.42007,0.39334,0.59464,0.29431
MP003,Private Cooling Dependence,6,0.04205,0.81306,0.75975,0.71486,0.66,0.36,0.41548,0.37454,0.60346,0.28555
MP003,Private Cooling Dependence,7,0.03244,0.81785,0.77492,0.72024,0.66,0.36,0.41051,0.35545,0.61224,0.27664
MP003,Private Cooling Dependence,8,0.03764,0.82296,0.79055,0.72588,0.66,0.36,0.40514,0.33603,0.62133,0.26747
MP003,Private Cooling Dependence,9,0.04779,0.82859,0.80679,0.7319,0.66,0.36,0.39937,0.3163,0.63087,0.25797
MP003,Private Cooling Dependence,10,0.04744,0.83433,0.8234,0.73807,0.66,0.36,0.39319,0.29623,0.6406,0.24822
MP003,Private Cooling Dependence,11,0.03237,0.83959,0.84,0.74411,0.66,0.36,0.38659,0.27583,0.6502,0.23833
MP003,Private Cooling Dependence,12,0.28,0.85487,0.86352,0.75556,0.66,0.36,0.3794,0.25496,0.66597,0.22628
MP003,Private Cooling Dependence,13,0.03445,0.86056,0.88132,0.76226,0.66,0.36,0.37177,0.23373,0.67626,0.21566
MP003,Private Cooling Dependence,14,0.04656,0.86686,0.89987,0.7694,0.66,0.36,0.36367,0.21214,0.68708,0.20467
MP003,Private Cooling Dependence,15,0.03049,0.87267,0.91846,0.77639,0.66,0.36,0.35511,0.19017,0.69776,0.19351
MP003,Private Cooling Dependence,16,0.0345,0.87878,0.93763,0.78364,0.66,0.36,0.34607,0.16782,0.70879,0.18202
MP003,Private Cooling Dependence,17,0.03214,0.88494,0.95722,0.79103,0.66,0.36,0.33654,0.14507,0.72002,0.17023
MP003,Private Cooling Dependence,18,0.03255,0.89126,0.97734,0.79862,0.66,0.36,0.32651,0.12192,0.73154,0.15813
MP003,Private Cooling Dependence,19,0.04047,0.89805,0.99818,0.80657,0.66,0.36,0.31595,0.09836,0.74352,0.14565
MP003,Private Cooling Dependence,20,0.03367,0.90473,1.0,0.81459,0.66,0.36,0.30535,0.07476,0.75015,0.13703
MP003,Private Cooling Dependence,21,0.03819,0.91175,1.0,0.8229,0.66,0.36,0.29475,0.05116,0.75645,0.12874
MP003,Private Cooling Dependence,22,0.04466,0.9192,1.0,0.83157,0.66,0.36,0.28415,0.02756,0.76295,0.12042
MP003,Private Cooling Dependence,23,0.04446,0.92681,1.0,0.84047,0.66,0.36,0.27355,0.00396,0.76955,0.11206
MP003,Private Cooling Dependence,24,0.0383,0.93435,1.0,0.84946,0.66,0.36,0.26295,0.0,0.77419,0.10793
MP003,Private Cooling Dependence,25,0.32,0.95334,1.0,0.86466,0.66,0.36,0.25235,0.0,0.78323,0.10406
MP003,Private Cooling Dependence,26,0.04145,0.96149,1.0,0.87454,0.66,0.36,0.24175,0.0,0.78784,0.10067
MP003,Private Cooling Dependence,27,0.04654,0.97004,1.0,0.88477,0.66,0.36,0.23115,0.0,0.79266,0.09724
MP003,Private Cooling Dependence,28,0.03498,0.97833,1.0,0.89502,0.66,0.36,0.22055,0.0,0.7974,0.09379
MP003,Private Cooling Dependence,29,0.03738,0.98693,1.0,0.90557,0.66,0.36,0.20995,0.0,0.80231,0.09031
MP003,Private Cooling Dependence,30,0.04161,0.99591,1.0,0.91648,0.66,0.36,0.19935,0.0,0.8074,0.08678
MP003,Private Cooling Dependence,31,0.04892,1.0,1.0,0.92766,0.66,0.36,0.18875,0.0,0.81109,0.08306
MP003,Private Cooling Dependence,32,0.04237,1.0,1.0,0.93871,0.66,0.36,0.17815,0.0,0.81352,0.07922
MP003,Private Cooling Dependence,33,0.03949,1.0,1.0,0.9497,0.66,0.36,0.16755,0.0,0.81593,0.0754
MP003,Private Cooling Dependence,34,0.03502,1.0,1.0,0.9606,0.66,0.36,0.15695,0.0,0.81833,0.07159
MP003,Private Cooling Dependence,35,0.03563,1.0,1.0,0.97151,0.66,0.36,0.14635,0.0,0.82073,0.06777
MP003,Private Cooling Dependence,36,0.03432,1.0,1.0,0.9824,0.66,0.36,0.13575,0.0,0.82313,0.06396
MP003,Private Cooling Dependence,37,0.04973,1.0,1.0,0.99359,0.66,0.36,0.12515,0.0,0.82559,0.0601
MP003,Private Cooling Dependence,38,0.04773,1.0,1.0,1.0,0.66,0.36,0.11455,0.0,0.827,0.05699
MP003,Private Cooling Dependence,39,0.04789,1.0,1.0,1.0,0.66,0.36,0.10395,0.0,0.827,0.05487
MP003,Private Cooling Dependence,40,0.34,1.0,1.0,1.0,0.66,0.36,0.09335,0.0,0.827,0.05275
MP003,Private Cooling Dependence,41,0.04417,1.0,1.0,1.0,0.66,0.36,0.08275,0.0,0.827,0.05063
MP003,Private Cooling Dependence,42,0.03593,1.0,1.0,1.0,0.66,0.36,0.07215,0.0,0.827,0.04851
MP003,Private Cooling Dependence,43,0.03963,1.0,1.0,1.0,0.66,0.36,0.06155,0.0,0.827,0.04639
MP003,Private Cooling Dependence,44,0.03291,1.0,1.0,1.0,0.66,0.36,0.05095,0.0,0.827,0.04427
MP003,Private Cooling Dependence,45,0.0384,1.0,1.0,1.0,0.66,0.36,0.04035,0.0,0.827,0.04215
MP003,Private Cooling Dependence,46,0.03505,1.0,1.0,1.0,0.66,0.36,0.02975,0.0,0.827,0.04003
MP003,Private Cooling Dependence,47,0.032,1.0,1.0,1.0,0.66,0.36,0.01915,0.0,0.827,0.03791
MP003,Private Cooling Dependence,48,0.04839,1.0,1.0,1.0,0.66,0.36,0.00855,0.0,0.827,0.03579
MP003,Private Cooling Dependence,49,0.03193,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,50,0.04626,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,51,0.04399,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,52,0.0318,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,53,0.0397,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,54,0.04992,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,55,0.3,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,56,0.04127,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,57,0.04544,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,58,0.04417,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,59,0.03584,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,60,0.041,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,61,0.04194,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,62,0.03788,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,63,0.04638,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,64,0.03888,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,65,0.04499,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,66,0.03129,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,67,0.0389,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,68,0.03089,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP003,Private Cooling Dependence,69,0.04294,1.0,1.0,1.0,0.66,0.36,0.0,0.0,0.827,0.03408
MP004,Public Retrofit and Cooling Network,0,0.0492,0.72697,0.34607,0.39989,0.26,0.78,0.74255,0.90038,0.19593,0.71924
MP004,Public Retrofit and Cooling Network,1,0.04744,0.71346,0.31095,0.37935,0.26,0.78,0.76597,0.92146,0.17542,0.73842
MP004,Public Retrofit and Cooling Network,2,0.04464,0.69944,0.27457,0.35832,0.26,0.78,0.79031,0.94327,0.15421,0.75827
MP004,Public Retrofit and Cooling Network,3,0.03455,0.68458,0.23669,0.33665,0.26,0.78,0.81559,0.96583,0.13213,0.77884
MP004,Public Retrofit and Cooling Network,4,0.03661,0.66938,0.19756,0.31456,0.26,0.78,0.84185,0.98918,0.10942,0.80009
MP004,Public Retrofit and Cooling Network,5,0.04428,0.65404,0.15731,0.29217,0.26,0.78,0.86912,1.0,0.08754,0.81911
MP004,Public Retrofit and Cooling Network,6,0.04613,0.63833,0.11573,0.26934,0.26,0.78,0.89743,1.0,0.06616,0.83633
