system_id,system,system_context,time,event,disruption_load,fallback_capacity,recovery_capacity,fragility_gap,function,data_trust,security_posture,technical_debt,human_strain,ethical_adjusted_function,resilience_score
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,13,background technology pressure,0.10016,0.43408,0.61772,0.0,1.0,1.0,1.0,0.66711,0.6581,0.78435,0.71427
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,14,background technology pressure,0.09934,0.43568,0.6206,0.0,1.0,1.0,1.0,0.65487,0.63928,0.78586,0.7158
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,15,background technology pressure,0.09969,0.43727,0.6206,0.0,1.0,1.0,1.0,0.64266,0.61967,0.78743,0.71689
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,16,background technology pressure,0.10102,0.43885,0.6206,0.0,1.0,1.0,1.0,0.63051,0.59944,0.78905,0.71798
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,17,background technology pressure,0.10029,0.44043,0.6206,0.0,1.0,1.0,1.0,0.61836,0.57823,0.79074,0.71907
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,18,background technology pressure,0.10065,0.44201,0.6206,0.0,1.0,1.0,1.0,0.60624,0.55623,0.7925,0.72016
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,19,background technology pressure,0.10107,0.44359,0.6206,0.0,1.0,1.0,1.0,0.59416,0.53346,0.79432,0.72124
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,20,background technology pressure,0.10179,0.44516,0.6206,0.0,1.0,1.0,1.0,0.58212,0.50997,0.7962,0.72232
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,21,background technology pressure,0.10276,0.44672,0.6206,0.0,1.0,1.0,1.0,0.57013,0.48582,0.79813,0.72339
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,22,Credential compromise and cyber incident,0.7886,0.44828,0.6206,0.49995,0.922,0.9534,0.916,0.58467,0.69606,0.71408,0.69237
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,23,background technology pressure,0.10424,0.44639,0.60101,0.0,1.0,0.99506,0.9646,0.57277,0.67235,0.78321,0.71497
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,24,background technology pressure,0.10314,0.44794,0.61455,0.0,1.0,1.0,1.0,0.56085,0.64761,0.78519,0.72331
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,25,background technology pressure,0.10504,0.44949,0.6206,0.0,1.0,1.0,1.0,0.54902,0.62238,0.78721,0.72528
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,26,background technology pressure,0.10464,0.45103,0.6206,0.0,1.0,1.0,1.0,0.53719,0.59625,0.7893,0.72634
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,27,background technology pressure,0.10574,0.45256,0.6206,0.0,1.0,1.0,1.0,0.52542,0.56948,0.79144,0.7274
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,28,background technology pressure,0.10598,0.4541,0.6206,0.0,1.0,1.0,1.0,0.51368,0.54194,0.79364,0.72845
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,29,background technology pressure,0.10507,0.45562,0.6206,0.0,1.0,1.0,1.0,0.50193,0.51341,0.79593,0.7295
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,30,background technology pressure,0.10645,0.45715,0.6206,0.0,1.0,1.0,1.0,0.49025,0.4843,0.79826,0.73054
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,31,background technology pressure,0.1058,0.45867,0.6206,0.0,1.0,1.0,1.0,0.47857,0.45426,0.80066,0.73159
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,32,background technology pressure,0.10597,0.46019,0.6206,0.0,1.0,1.0,1.0,0.46691,0.42344,0.80312,0.73263
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,33,background technology pressure,0.10716,0.4617,0.6206,0.0,1.0,1.0,1.0,0.45532,0.39201,0.80564,0.73367
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,34,Data corruption and pipeline failure,0.7582,0.46321,0.6206,0.42248,0.96082,0.9078,0.9656,0.47021,0.57158,0.7575,0.70974
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,35,background technology pressure,0.10872,0.46127,0.60161,0.0,1.0,0.9473,1.0,0.4587,0.54067,0.79375,0.72367
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,36,background technology pressure,0.10871,0.46277,0.6127,0.0,1.0,0.98662,1.0,0.44721,0.50894,0.79628,0.73148
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,37,background technology pressure,0.10837,0.46426,0.61859,0.0,1.0,1.0,1.0,0.43574,0.47635,0.79889,0.73513
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,38,background technology pressure,0.11007,0.46575,0.6206,0.0,1.0,1.0,1.0,0.42434,0.44327,0.80154,0.73645
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,39,background technology pressure,0.11062,0.46724,0.6206,0.0,1.0,1.0,1.0,0.41297,0.40949,0.80424,0.73747
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,40,background technology pressure,0.10967,0.46871,0.6206,0.0,1.0,1.0,1.0,0.4016,0.37473,0.80702,0.73848
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,41,background technology pressure,0.1105,0.47019,0.6206,0.0,1.0,1.0,1.0,0.39028,0.33934,0.80985,0.7395
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,42,background technology pressure,0.11129,0.47166,0.6206,0.0,1.0,1.0,1.0,0.379,0.30329,0.81274,0.74051
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,43,background technology pressure,0.11222,0.47313,0.6206,0.0,1.0,1.0,1.0,0.36777,0.26662,0.81567,0.74152
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,44,background technology pressure,0.11107,0.47459,0.6206,0.0,1.0,1.0,1.0,0.35653,0.22895,0.81868,0.74252
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,45,background technology pressure,0.11233,0.47605,0.6206,0.0,1.0,1.0,1.0,0.34535,0.19073,0.82174,0.74352
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,46,Vendor API and platform disruption,0.705,0.4775,0.6206,0.32419,1.0,0.9618,0.9534,0.35725,0.33312,0.81035,0.73188
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,47,background technology pressure,0.11397,0.47596,0.60788,0.0,1.0,0.99914,1.0,0.34616,0.29524,0.81338,0.74143
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,48,background technology pressure,0.11366,0.4774,0.62047,0.0,1.0,1.0,1.0,0.33508,0.25653,0.81648,0.74443
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,49,background technology pressure,0.11428,0.47884,0.6206,0.0,1.0,1.0,1.0,0.32404,0.21716,0.81963,0.74543
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,50,background technology pressure,0.1148,0.48027,0.6206,0.0,1.0,1.0,1.0,0.31304,0.1771,0.82283,0.74642
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,51,background technology pressure,0.11467,0.4817,0.6206,0.0,1.0,1.0,1.0,0.30206,0.13626,0.8261,0.7474
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,52,background technology pressure,0.11464,0.48313,0.6206,0.0,1.0,1.0,1.0,0.2911,0.09464,0.82943,0.74838
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,53,background technology pressure,0.11565,0.48456,0.6206,0.0,1.0,1.0,1.0,0.28019,0.05243,0.83281,0.74936
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,54,background technology pressure,0.11593,0.48598,0.6206,0.0,1.0,1.0,1.0,0.26931,0.00951,0.83624,0.75033
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,55,background technology pressure,0.11596,0.48739,0.6206,0.0,1.0,1.0,1.0,0.25845,0.0,0.837,0.75131
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,56,background technology pressure,0.11739,0.4888,0.6206,0.0,1.0,1.0,1.0,0.24766,0.0,0.837,0.75227
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,57,background technology pressure,0.11681,0.4902,0.6206,0.0,1.0,1.0,1.0,0.23687,0.0,0.837,0.75324
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,58,Technical-debt maintenance failure,0.7826,0.49161,0.6206,0.35732,1.0,0.9498,0.9612,0.25635,0.16239,0.82401,0.74052
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,59,background technology pressure,0.11786,0.48907,0.60725,0.0,1.0,0.98498,1.0,0.24564,0.11815,0.82755,0.7485
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,60,background technology pressure,0.11882,0.49047,0.61835,0.0,1.0,1.0,1.0,0.23497,0.07334,0.83113,0.75307
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,61,background technology pressure,0.11933,0.49185,0.6206,0.0,1.0,1.0,1.0,0.22435,0.02786,0.83477,0.75436
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,62,background technology pressure,0.11989,0.49324,0.6206,0.0,1.0,1.0,1.0,0.21376,0.0,0.837,0.75531
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,63,background technology pressure,0.11982,0.49461,0.6206,0.0,1.0,1.0,1.0,0.20319,0.0,0.837,0.75626
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,64,background technology pressure,0.11943,0.49599,0.6206,0.0,1.0,1.0,1.0,0.19263,0.0,0.837,0.7572
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,65,background technology pressure,0.12102,0.49736,0.6206,0.0,1.0,1.0,1.0,0.18215,0.0,0.837,0.75814
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,66,background technology pressure,0.12155,0.49872,0.6206,0.0,1.0,1.0,1.0,0.17169,0.0,0.837,0.75908
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,67,background technology pressure,0.12156,0.50008,0.6206,0.0,1.0,1.0,1.0,0.16127,0.0,0.837,0.76001
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,68,background technology pressure,0.12207,0.50144,0.6206,0.0,1.0,1.0,1.0,0.15087,0.0,0.837,0.76094
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,69,background technology pressure,0.12197,0.50279,0.6206,0.0,1.0,1.0,1.0,0.1405,0.0,0.837,0.76187
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,70,AI model drift and automation surprise,0.7654,0.50413,0.6206,0.30061,1.0,0.8994,0.969,0.15469,0.13811,0.82595,0.74397
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,71,background technology pressure,0.12274,0.50229,0.60086,0.0,1.0,0.93242,1.0,0.14439,0.08763,0.82999,0.74978
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,72,background technology pressure,0.12333,0.50363,0.61046,0.0,1.0,0.96526,1.0,0.13412,0.03654,0.83408,0.75641
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,73,background technology pressure,0.12286,0.50496,0.61539,0.0,1.0,0.99792,1.0,0.12386,0.0,0.837,0.76231
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,74,background technology pressure,0.12432,0.5063,0.62029,0.0,1.0,1.0,1.0,0.11367,0.0,0.837,0.76423
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,75,background technology pressure,0.1251,0.50762,0.6206,0.0,1.0,1.0,1.0,0.10352,0.0,0.837,0.76519
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,76,background technology pressure,0.12411,0.50894,0.6206,0.0,1.0,1.0,1.0,0.09336,0.0,0.837,0.7661
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,77,background technology pressure,0.12569,0.51026,0.6206,0.0,1.0,1.0,1.0,0.08328,0.0,0.837,0.767
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,78,background technology pressure,0.126,0.51157,0.6206,0.0,1.0,1.0,1.0,0.07322,0.0,0.837,0.7679
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,79,background technology pressure,0.12524,0.51288,0.6206,0.0,1.0,1.0,1.0,0.06316,0.0,0.837,0.7688
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,80,background technology pressure,0.1255,0.51419,0.6206,0.0,1.0,1.0,1.0,0.05314,0.0,0.837,0.7697
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,81,background technology pressure,0.127,0.51549,0.6206,0.0,1.0,1.0,1.0,0.04317,0.0,0.837,0.77059
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,82,Cyber-physical interruption,0.821,0.51679,0.6206,0.3163,1.0,0.9414,0.9428,0.06072,0.15117,0.82491,0.7545
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,83,background technology pressure,0.12705,0.51451,0.60323,0.0,1.0,0.97226,0.9914,0.05081,0.09489,0.82941,0.76258
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,84,background technology pressure,0.12764,0.51579,0.61515,0.0,1.0,1.0,1.0,0.04093,0.03803,0.83396,0.76998
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,85,background technology pressure,0.12867,0.51708,0.6206,0.0,1.0,1.0,1.0,0.03111,0.0,0.837,0.77167
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,86,background technology pressure,0.12913,0.51836,0.6206,0.0,1.0,1.0,1.0,0.02132,0.0,0.837,0.77255
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,87,background technology pressure,0.12973,0.51963,0.6206,0.0,1.0,1.0,1.0,0.01157,0.0,0.837,0.77342
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,88,background technology pressure,0.12978,0.5209,0.6206,0.0,1.0,1.0,1.0,0.00184,0.0,0.837,0.7743
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,89,background technology pressure,0.12971,0.52216,0.6206,0.0,1.0,1.0,1.0,0.0,0.0,0.837,0.77461
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,90,Compound technology disruption,0.9934,0.5224,0.6206,0.471,0.93155,0.9006,0.9102,0.02418,0.20948,0.76124,0.73673
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,91,background technology pressure,0.12988,0.51926,0.59222,0.0,1.0,0.93002,0.9588,0.01452,0.15115,0.82491,0.75445
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,92,background technology pressure,0.13049,0.52051,0.60392,0.0,1.0,0.95926,1.0,0.0049,0.09226,0.82962,0.76623
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,93,background technology pressure,0.13105,0.52176,0.61449,0.0,1.0,0.98832,1.0,0.0,0.03279,0.83438,0.77212
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,94,background technology pressure,0.13212,0.5224,0.61885,0.0,1.0,1.0,1.0,0.0,0.0,0.837,0.77439
TS001,Legacy high-debt public service system,legacy public platform with high technical debt and constrained maintenance,95,background technology pressure,0.13292,0.5224,0.6206,0.0,1.0,1.0,1.0,0.0,0.0,0.837,0.77465
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,0,background technology pressure,0.09416,0.6152,0.6442,0.0,1.0,0.7938,0.7768,0.50906,0.49035,0.82177,0.71985
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,1,background technology pressure,0.09379,0.61922,0.66679,0.0,1.0,0.86742,0.8536,0.47813,0.43847,0.82592,0.74557
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,2,background technology pressure,0.09574,0.62324,0.68935,0.0,1.0,0.94086,0.9304,0.44727,0.38477,0.83022,0.77124
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,3,background technology pressure,0.09606,0.62725,0.71189,0.0,1.0,1.0,1.0,0.41645,0.32897,0.83468,0.79412
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,4,background technology pressure,0.09555,0.63126,0.7312,0.0,1.0,1.0,1.0,0.38563,0.27092,0.83933,0.79977
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,5,background technology pressure,0.09635,0.63527,0.7312,0.0,1.0,1.0,1.0,0.35486,0.21086,0.84413,0.80253
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,6,background technology pressure,0.09586,0.63927,0.7312,0.0,1.0,1.0,1.0,0.3241,0.14855,0.84912,0.80528
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,7,background technology pressure,0.09628,0.64327,0.7312,0.0,1.0,1.0,1.0,0.29338,0.08417,0.85427,0.80803
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,8,background technology pressure,0.09682,0.64726,0.7312,0.0,1.0,1.0,1.0,0.26269,0.01773,0.85958,0.81078
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,9,background technology pressure,0.09803,0.65125,0.7312,0.0,1.0,1.0,1.0,0.23205,0.0,0.861,0.81352
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,10,Cloud dependency outage,0.6638,0.65523,0.7312,0.07354,1.0,1.0,0.9858,0.22336,0.06343,0.85593,0.81288
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,11,background technology pressure,0.09788,0.65636,0.72907,0.0,1.0,1.0,1.0,0.19277,0.0,0.861,0.81672
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,12,background technology pressure,0.0998,0.66034,0.7312,0.0,1.0,1.0,1.0,0.16225,0.0,0.861,0.81977
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,13,background technology pressure,0.09841,0.66431,0.7312,0.0,1.0,1.0,1.0,0.13172,0.0,0.861,0.82251
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,14,background technology pressure,0.09906,0.66828,0.7312,0.0,1.0,1.0,1.0,0.10123,0.0,0.861,0.82524
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,15,background technology pressure,0.09925,0.67224,0.7312,0.0,1.0,1.0,1.0,0.07077,0.0,0.861,0.82796
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,16,background technology pressure,0.10102,0.6762,0.7312,0.0,1.0,1.0,1.0,0.04038,0.0,0.861,0.83068
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,17,background technology pressure,0.10062,0.68015,0.7312,0.0,1.0,1.0,1.0,0.01,0.0,0.861,0.8334
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,18,background technology pressure,0.10123,0.6841,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.8347
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,19,background technology pressure,0.10135,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,20,background technology pressure,0.10237,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,21,background technology pressure,0.10231,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,22,Credential compromise and cyber incident,0.7886,0.6854,0.7312,0.1032,1.0,0.9814,0.9442,0.0,0.08189,0.85445,0.82522
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,23,background technology pressure,0.10273,0.6854,0.72004,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83322
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,24,background technology pressure,0.10358,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,25,background technology pressure,0.10373,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,26,background technology pressure,0.10375,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,27,background technology pressure,0.10558,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,28,background technology pressure,0.1057,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,29,background technology pressure,0.10607,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,30,background technology pressure,0.10691,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,31,background technology pressure,0.10634,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,32,background technology pressure,0.10672,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,33,background technology pressure,0.10721,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,34,Data corruption and pipeline failure,0.7582,0.6854,0.7312,0.0728,1.0,0.9358,0.9938,0.0,0.06725,0.85562,0.82574
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,35,background technology pressure,0.10798,0.6854,0.72064,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83331
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,36,background technology pressure,0.10892,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,37,background technology pressure,0.108,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,38,background technology pressure,0.10932,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,39,background technology pressure,0.10987,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,40,background technology pressure,0.10989,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,41,background technology pressure,0.10965,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
TS002,Cloud-scaled but vendor-dependent platform,scalable cloud platform with concentration and vendor/API dependency,42,background technology pressure,0.11142,0.6854,0.7312,0.0,1.0,1.0,1.0,0.0,0.0,0.861,0.83489
