system_id,system_type,scenario_id,scenario_name,time_step,disturbance,resilience_margin,threshold_flag
S001,Coastal City,D001,Moderate forecastable risk,33,0.605,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,34,0.3053,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,35,0.306,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,36,0.6073,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,37,0.309,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,38,0.3111,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,39,0.6137,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,40,0.3165,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,41,0.3197,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,42,0.623,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,43,0.3265,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,44,0.3301,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,45,0.6336,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,46,0.3371,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,47,0.3404,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,48,0.6436,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,49,0.3464,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,50,0.3489,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,51,0.6511,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,52,0.3528,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,53,0.354,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,54,0.6548,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,55,0.355,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,56,0.3547,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,57,0.654,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,58,0.3527,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,59,0.351,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,60,0.6488,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,61,0.3463,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,62,0.3434,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,63,0.6403,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,64,0.337,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,65,0.3335,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,66,0.6299,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,67,0.3263,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,68,0.3229,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,69,0.6195,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,70,0.3164,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,71,0.3136,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,72,0.611,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,73,0.3089,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,74,0.3072,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,75,0.606,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,76,0.3052,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,77,0.305,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,78,0.6053,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,79,0.306,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,80,0.3073,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,81,0.609,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,82,0.3112,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,83,0.3137,-2.0,threshold risk
S001,Coastal City,D001,Moderate forecastable risk,84,0.6166,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,1,0.5136,0.8186,viable margin
S001,Coastal City,D002,Repeated stress with institutional delay,2,0.517,0.4154,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,3,0.5204,0.0097,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,4,0.5235,-0.3985,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,5,1.0264,-1.1985,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,6,0.5289,-1.6109,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,7,0.531,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,8,0.5327,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,9,0.534,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,10,1.0347,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,11,0.535,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,12,0.5347,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,13,0.534,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,14,0.5327,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,15,1.031,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,16,0.5289,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,17,0.5264,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,18,0.5235,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,19,0.5204,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,20,1.017,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,21,0.5135,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,22,0.51,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,23,0.5064,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,24,0.5029,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,25,0.9996,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,26,0.4965,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,27,0.4936,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,28,0.4911,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,29,0.4889,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,30,0.9872,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,31,0.486,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,32,0.4852,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,33,0.485,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,34,0.4853,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,35,0.986,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,36,0.4873,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,37,0.489,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,38,0.4911,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,39,0.4937,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,40,0.9965,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,41,0.4997,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,42,0.503,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,43,0.5065,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,44,0.5101,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,45,1.0136,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,46,0.5171,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,47,0.5204,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,48,0.5236,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,49,0.5264,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,50,1.0289,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,51,0.5311,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,52,0.5328,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,53,0.534,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,54,0.5348,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,55,1.035,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,56,0.5347,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,57,0.534,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,58,0.5327,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,59,0.531,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,60,1.0288,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,61,0.5263,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,62,0.5234,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,63,0.5203,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,64,0.517,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,65,1.0135,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,66,0.5099,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,67,0.5063,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,68,0.5029,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,69,0.4995,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,70,0.9964,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,71,0.4936,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,72,0.491,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,73,0.4889,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,74,0.4872,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,75,0.986,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,76,0.4852,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,77,0.485,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,78,0.4853,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,79,0.486,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,80,0.9873,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,81,0.489,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,82,0.4912,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,83,0.4937,-2.0,threshold risk
S001,Coastal City,D002,Repeated stress with institutional delay,84,0.4966,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,1,0.7536,0.6309,threshold risk
S001,Coastal City,D003,Compound cascading risk,2,0.757,0.0401,threshold risk
S001,Coastal City,D003,Compound cascading risk,3,0.7604,-0.5533,threshold risk
S001,Coastal City,D003,Compound cascading risk,4,0.7635,-1.1492,threshold risk
S001,Coastal City,D003,Compound cascading risk,5,0.7664,-1.7473,threshold risk
S001,Coastal City,D003,Compound cascading risk,6,0.7689,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,7,0.771,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,8,1.5327,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,9,0.774,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,10,0.7747,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,11,0.775,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,12,0.7747,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,13,0.774,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,14,0.7727,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,15,0.771,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,16,1.5289,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,17,0.7664,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,18,0.7635,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,19,0.7604,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,20,0.757,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,21,0.7535,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,22,0.75,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,23,0.7464,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,24,1.5029,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,25,0.7396,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,26,0.7365,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,27,0.7336,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,28,0.7311,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,29,0.7289,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,30,0.7272,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,31,0.726,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,32,1.4852,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,33,0.725,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,34,0.7253,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,35,0.726,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,36,0.7273,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,37,0.729,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,38,0.7311,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,39,0.7337,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,40,1.4965,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,41,0.7397,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,42,0.743,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,43,0.7465,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,44,0.7501,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,45,0.7536,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,46,0.7571,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,47,0.7604,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,48,1.5236,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,49,0.7664,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,50,0.7689,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,51,0.7711,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,52,0.7728,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,53,0.774,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,54,0.7748,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,55,0.775,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,56,1.5347,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,57,0.774,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,58,0.7727,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,59,0.771,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,60,0.7688,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,61,0.7663,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,62,0.7634,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,63,0.7603,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,64,1.517,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,65,0.7535,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,66,0.7499,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,67,0.7463,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,68,0.7429,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,69,0.7395,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,70,0.7364,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,71,0.7336,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,72,1.491,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,73,0.7289,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,74,0.7272,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,75,0.726,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,76,0.7252,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,77,0.725,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,78,0.7253,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,79,0.726,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,80,1.4873,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,81,0.729,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,82,0.7312,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,83,0.7337,-2.0,threshold risk
S001,Coastal City,D003,Compound cascading risk,84,0.7366,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,1,0.4736,0.8493,viable margin
S001,Coastal City,D004,Slow vulnerability accumulation,2,0.477,0.4768,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,3,0.4804,0.1017,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,4,0.4835,-0.2759,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,5,0.4864,-0.6556,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,6,0.4889,-1.0374,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,7,0.491,-1.4208,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,8,0.4927,-1.8055,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,9,0.494,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,10,0.4947,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,11,0.495,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,12,0.8747,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,13,0.494,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,14,0.4927,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,15,0.491,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,16,0.4889,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,17,0.4864,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,18,0.4835,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,19,0.4804,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,20,0.477,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,21,0.4735,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,22,0.47,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,23,0.4664,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,24,0.8429,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,25,0.4596,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,26,0.4565,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,27,0.4536,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,28,0.4511,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,29,0.4489,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,30,0.4472,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,31,0.446,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,32,0.4452,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,33,0.445,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,34,0.4453,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,35,0.446,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,36,0.8273,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,37,0.449,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,38,0.4511,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,39,0.4537,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,40,0.4565,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,41,0.4597,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,42,0.463,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,43,0.4665,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,44,0.4701,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,45,0.4736,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,46,0.4771,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,47,0.4804,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,48,0.8636,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,49,0.4864,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,50,0.4889,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,51,0.4911,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,52,0.4928,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,53,0.494,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,54,0.4948,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,55,0.495,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,56,0.4947,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,57,0.494,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,58,0.4927,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,59,0.491,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,60,0.8688,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,61,0.4863,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,62,0.4834,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,63,0.4803,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,64,0.477,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,65,0.4735,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,66,0.4699,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,67,0.4663,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,68,0.4629,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,69,0.4595,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,70,0.4564,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,71,0.4536,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,72,0.831,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,73,0.4489,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,74,0.4472,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,75,0.446,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,76,0.4452,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,77,0.445,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,78,0.4453,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,79,0.446,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,80,0.4473,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,81,0.449,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,82,0.4512,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,83,0.4537,-2.0,threshold risk
S001,Coastal City,D004,Slow vulnerability accumulation,84,0.8366,-2.0,threshold risk
S002,Public Health System,D001,Moderate forecastable risk,1,0.3336,1.5235,viable margin
