step,pressure,state,direction,rolling_variance,rolling_autocorr,recovery_speed_proxy,threshold_proximity_score
31,-0.4981132075471698,-1.2735737656094028,Increasing Pressure,3.70219228075407e-5,0.980223713741336,0.01977628625866401,0.024305555555555552
32,-0.4880503144654088,-1.2711045029763353,Increasing Pressure,5.063969634217658e-5,0.9931498775760852,0.006850122423914806,0.034722222222222224
33,-0.4779874213836478,-1.2685835438330872,Increasing Pressure,6.517802317161619e-5,0.9972908301583814,0.0027091698416186194,0.04513888888888889
34,-0.4679245283018868,-1.2660179411336963,Increasing Pressure,7.933129184010214e-5,0.9987998417392646,0.0012001582607353845,0.0625
35,-0.4578616352201258,-1.2634133312126465,Increasing Pressure,9.24419634058709e-5,0.9994205939797586,5.794060202414242e-4,0.07291666666666666
36,-0.4477987421383648,-1.260774213502073,Increasing Pressure,1.0423962167179906e-4,0.9997017968365186,2.98203163481392e-4,0.10069444444444445
37,-0.4377358490566038,-1.2581041742506032,Increasing Pressure,1.1467557088889477e-4,0.9998389998446066,1.610001553934426e-4,0.1076388888888889
38,-0.4276729559748428,-1.255406065493691,Increasing Pressure,1.2382027400031445e-4,0.9999098730777977,9.01269222023382e-5,0.11458333333333334
39,-0.4176100628930818,-1.2526821482785995,Increasing Pressure,1.3180134281213783e-4,0.9999481338032441,5.186619675590087e-5,0.12152777777777776
40,-0.4075471698113208,-1.2499342073384414,Increasing Pressure,1.3876723441621648e-4,0.9999695106780502,3.0489321949822568e-5,0.1284722222222222
41,-0.39748427672955977,-1.2471636429586666,Increasing Pressure,1.4486694878129358e-4,0.9999817805801886,1.8219419811393855e-5,0.13541666666666666
42,-0.3874213836477987,-1.244371544618315,Increasing Pressure,1.50239484782222e-4,0.999988974621968,1.1025378031992439e-5,0.14583333333333331
43,-0.3773584905660377,-1.2415587500610117,Increasing Pressure,1.550090989082473e-4,0.9999932641835472,6.735816452829724e-6,0.1527777777777778
44,-0.3672955974842767,-1.2387258927109237,Increasing Pressure,1.592838977249963e-4,0.9999958561679618,4.14383203817259e-6,0.1597222222222222
45,-0.3572327044025157,-1.235873439759288,Increasing Pressure,1.6315624870360173e-4,0.9999974388448091,2.5611551909276997e-6,0.16666666666666669
46,-0.3471698113207547,-1.233001722777365,Increasing Pressure,1.6670409790808498e-4,0.9999984130684947,1.5869315053151922e-6,0.17708333333333334
47,-0.3371069182389937,-1.2301109623374862,Increasing Pressure,1.6999266068301182e-4,0.9999990163709725,9.836290274511938e-7,0.2048611111111111
48,-0.3270440251572327,-1.2272012878257892,Increasing Pressure,1.730761844316947e-4,0.9999993915193798,6.084806202233395e-7,0.2326388888888889
49,-0.3169811320754717,-1.2242727533927265,Increasing Pressure,1.7599962393437257e-4,0.9999996253310045,3.7466899549531973e-7,0.26041666666666663
50,-0.3069182389937107,-1.2213253507981114,Increasing Pressure,1.7880015364787506e-4,0.9999997711079384,2.2889206163778653e-7,0.2916666666666667
51,-0.2968553459119496,-1.2183590197564895,Increasing Pressure,1.815084898940348e-4,0.9999998618321244,1.381678755851823e-7,0.3263888888888889
52,-0.2867924528301886,-1.21537365626814,Increasing Pressure,1.8415002260109046e-4,0.9999999180409795,8.195902045926573e-8,0.3611111111111111
53,-0.2767295597484276,-1.212369119324812,Increasing Pressure,1.86745769976432e-4,0.9999999525866294,4.741337056302086e-8,0.4027777777777778
54,-0.2666666666666666,-1.2093452363024175,Increasing Pressure,1.893131755443554e-4,0.9999999735420747,2.645792529509805e-8,0.4513888888888889
55,-0.2566037735849056,-1.2063018072914247,Increasing Pressure,1.918667686875934e-4,0.999999985991472,1.4008528004261223e-8,0.5069444444444444
56,-0.2465408805031446,-1.203238608566482,Increasing Pressure,1.944187091917373e-4,0.9999999931411776,6.858822398925213e-9,0.5590277777777778
57,-0.2364779874213836,-1.2001553953573783,Increasing Pressure,1.96979234500809e-4,0.9999999970135495,2.9864505313170753e-9,0.5868055555555556
58,-0.2264150943396226,-1.1970519040518317,Increasing Pressure,1.9955702614256663e-4,0.9999999988824401,1.1175599334833919e-9,0.6006944444444444
59,-0.2163522012578616,-1.1939278539352243,Increasing Pressure,2.0215950945995045e-4,0.9999999995477175,4.522825447494938e-10,0.6145833333333334
60,-0.20628930817610058,-1.1907829485520167,Increasing Pressure,2.0479309859273797e-4,0.999999999508905,4.910950535119696e-10,0.6145833333333334
61,-0.19622641509433958,-1.1876168767571746,Increasing Pressure,2.0746339668474713e-4,0.9999999990753009,9.246990950728673e-10,0.6145833333333334
62,-0.18616352201257858,-1.184429313512744,Increasing Pressure,2.1017535957848708e-4,0.9999999984359399,1.5640601036537305e-9,0.6111111111111112
63,-0.17610062893081757,-1.1812199204740625,Increasing Pressure,2.129334297988206e-4,0.9999999977040891,2.2959109058362515e-9,0.6111111111111112
64,-0.16603773584905657,-1.1779883464015164,Increasing Pressure,2.1574164640052664e-4,0.9999999969455438,3.054456243489767e-9,0.6076388888888888
65,-0.15597484276729556,-1.174734227426799,Increasing Pressure,2.1860373523499102e-4,0.9999999961966141,3.803385939527004e-9,0.6076388888888888
66,-0.14591194968553456,-1.171457187197024,Increasing Pressure,2.2152318335007492e-4,0.9999999954755175,4.524482455359191e-9,0.6076388888888888
67,-0.13584905660377355,-1.1681568369154847,Increasing Pressure,2.245033005471936e-4,0.9999999947895821,5.210417874934592e-9,0.6076388888888888
68,-0.12578616352201255,-1.1648327752941552,Increasing Pressure,2.2754727055594915e-4,0.9999999941397605,5.860239515875776e-9,0.607638888888889
69,-0.11572327044025155,-1.1614845884300324,Increasing Pressure,2.3065819382762733e-4,0.9999999935234407,6.476559288870476e-9,0.6076388888888888
70,-0.10566037735849054,-1.158111849614951,Increasing Pressure,2.3383912357595137e-4,0.9999999929361687,7.063831297671186e-9,0.6041666666666667
71,-0.09559748427672954,-1.1547141190865096,Increasing Pressure,2.3709309639105043e-4,0.9999999923726856,7.62731444670095e-9,0.6041666666666667
72,-0.08553459119496853,-1.1512909437261016,Increasing Pressure,2.404231585076632e-4,0.9999999918275307,8.172469256884085e-9,0.6041666666666666
73,-0.07547169811320753,-1.1478418567086837,Increasing Pressure,2.4383238861048695e-4,0.9999999912953784,8.70462157909202e-9,0.6041666666666666
74,-0.06540880503144653,-1.144366377107803,Increasing Pressure,2.473239178994623e-4,0.9999999907712048,9.228795172511184e-9,0.6041666666666666
75,-0.05534591194968552,-1.1408640094584699,Increasing Pressure,2.5090094800854116e-4,0.9999999902503587,9.749641316503244e-9,0.6041666666666667
76,-0.04528301886792452,-1.1373342432796796,Increasing Pressure,2.545667672672554e-4,0.9999999897285697,1.0271430261887815e-8,0.6041666666666667
77,-0.035220125786163514,-1.1337765525577352,Increasing Pressure,2.5832476571049484e-4,0.9999999892019279,1.0798072103135326e-8,0.6041666666666666
78,-0.02515723270440251,-1.130190395190955,Increasing Pressure,2.621784491744638e-4,0.9999999886668445,1.1333155525150573e-8,0.6041666666666666
79,-0.015094339622641506,-1.126575212395869,Increasing Pressure,2.6613145276275645e-4,0.9999999881200023,1.1879997652286534e-8,0.6041666666666667
80,-0.005031446540880502,-1.1229304280745807,Increasing Pressure,2.7018755392335344e-4,0.999999987558311,1.2441689012376855e-8,0.6041666666666667
81,0.005031446540880502,-1.1192554481425976,Increasing Pressure,2.7435068534312484e-4,0.9999999869788562,1.3021143829838877e-8,0.6041666666666666
82,0.015094339622641617,-1.115549659816093,Increasing Pressure,2.7862494783945964e-4,0.9999999863788586,1.3621141436992446e-8,0.6041666666666666
83,0.02515723270440262,-1.1118124308572468,Increasing Pressure,2.830146234077082e-4,0.9999999857556302,1.424436979480248e-8,0.6006944444444444
84,0.035220125786163625,-1.1080431087760236,Increasing Pressure,2.8752418856711114e-4,0.9999999851065385,1.4893461464104973e-8,0.6041666666666667
85,0.04528301886792463,-1.104241019986463,Increasing Pressure,2.921583281360093e-4,0.9999999844289719,1.5571028133543052e-8,0.6041666666666666
86,0.05534591194968563,-1.1004054689152842,Increasing Pressure,2.969219495587298e-4,0.999999983720309,1.6279691039677857e-8,0.6041666666666666
87,0.06540880503144664,-1.09653573706034,Increasing Pressure,3.018201979010716e-4,0.9999999829778895,1.7022110498920995e-8,0.6041666666666667
88,0.07547169811320764,-1.0926310819961766,Increasing Pressure,3.068584716283882e-4,0.9999999821989871,1.7801012885954037e-8,0.6041666666666667
89,0.08553459119496865,-1.0886907363236857,Increasing Pressure,3.120424392795801e-4,0.9999999813807868,1.8619213171255922e-8,0.6041666666666666
90,0.09559748427672965,-1.0847139065605402,Increasing Pressure,3.173780571515898e-4,0.9999999805203584,1.947964156645554e-8,0.6041666666666666
91,0.10566037735849065,-1.08069977196881,Increasing Pressure,0.00032287158811212645,0.9999999796146344,2.0385365617769935e-8,0.6041666666666666
92,0.11572327044025166,-1.0766474833158388,Increasing Pressure,3.285296216631614e-4,0.9999999786603861,2.1339613853754713e-8,0.6041666666666667
93,0.12578616352201266,-1.0725561615641228,Increasing Pressure,3.343590953842027e-4,0.9999999776542039,2.2345796102385407e-8,0.6041666666666667
94,0.13584905660377367,-1.068424896485582,Increasing Pressure,3.4036731789243303e-4,0.999999976592468,2.34075320237892e-8,0.6041666666666666
95,0.14591194968553467,-1.064252745195228,Increasing Pressure,3.4656199346648546e-4,0.9999999754713317,2.452866831870182e-8,0.6041666666666666
96,0.15597484276729567,-1.0600387305988197,Increasing Pressure,3.5295124849200806e-4,0.9999999742866911,2.5713308926533784e-8,0.6041666666666667
97,0.16603773584905668,-1.0557818397486587,Increasing Pressure,3.595436599002843e-4,0.9999999730341604,2.6965839561299276e-8,0.6006944444444444
98,0.17610062893081768,-1.0514810221011894,Increasing Pressure,3.663482857861403e-4,0.999999971709046,2.8290954023901804e-8,0.6006944444444444
99,0.18616352201257869,-1.0471351876695538,Increasing Pressure,3.733746984083611e-4,0.9999999703063146,2.9693685399401204e-8,0.6006944444444444
100,0.1962264150943397,-1.042743205063679,Increasing Pressure,3.8063301979498706e-4,0.999999968820563,3.1179437032236024e-8,0.6006944444444444
101,0.2062893081761008,-1.0383038994098612,Increasing Pressure,3.881339601974275e-4,0.999999967245984,3.275401605495887e-8,0.6006944444444444
102,0.2163522012578618,-1.0338160501411424,Increasing Pressure,3.9588885966151087e-4,0.999999965576329,3.442367102479693e-8,0.6006944444444444
103,0.2264150943396228,-1.0292783886490315,Increasing Pressure,4.0390973301074616e-4,0.99999996380487,3.6195130004301745e-8,0.6006944444444444
104,0.23647798742138382,-1.024689595786334,Increasing Pressure,4.1220931856747565e-4,0.9999999619243529,3.807564707969391e-8,0.6006944444444444
105,0.24654088050314482,-1.0200482992099678,Increasing Pressure,4.20801130971694e-4,0.9999999599269543,4.0073045659561046e-8,0.6006944444444444
106,0.2566037735849058,-1.0153530705516869,Increasing Pressure,4.296995184955198e-4,0.9999999578042285,4.219577154351839e-8,0.6006944444444444
107,0.26666666666666683,-1.0106024224035828,Increasing Pressure,4.3891972529416865e-4,0.9999999555470503,4.4452949654605334e-8,0.6006944444444444
108,0.27672955974842783,-1.0057948051040788,Increasing Pressure,4.4847795908235116e-4,0.9999999531455563,4.685444365826186e-8,0.6006944444444444
109,0.28679245283018884,-1.0009286033088631,Increasing Pressure,4.58391464779058e-4,0.9999999505890765,4.941092346388842e-8,0.5972222222222223
110,0.29685534591194984,-0.9960021323298153,Increasing Pressure,4.6867860472438823e-4,0.9999999478660615,5.21339384995656e-8,0.5972222222222222
111,0.30691823899371085,-0.9910136342234452,Increasing Pressure,4.793589461404075e-4,0.9999999449640004,5.503599964651329e-8,0.5972222222222222
112,0.31698113207547185,-0.9859612736086761,Increasing Pressure,4.904533565849774e-4,0.9999999418693355,5.8130664504219e-8,0.5972222222222222
113,0.32704402515723285,-0.9808431331919383,Increasing Pressure,5.019841082342842e-4,0.9999999385673637,6.143263631130935e-8,0.5972222222222223
114,0.33710691823899386,-0.97565720897549,Increasing Pressure,5.13974991927764e-4,0.9999999350421308,6.495786919469282e-8,0.5972222222222222
115,0.34716981132075486,-0.9704014051226078,Increasing Pressure,5.26451442019884e-4,0.9999999312763153,6.87236847429773e-8,0.6006944444444444
116,0.35723270440251587,-0.9650735284507818,Increasing Pressure,0.00053944067320858065,0.9999999272510987,7.274890134745249e-8,0.6006944444444444
117,0.36729559748427687,-0.9596712825212769,Increasing Pressure,5.52971830652208e-4,0.9999999229460257,7.70539743122356e-8,0.6006944444444444
118,0.3773584905660379,-0.9541922612903402,Increasing Pressure,5.670761548480322e-4,0.9999999183388498,8.166115017527176e-8,0.6006944444444444
119,0.3874213836477989,-0.9486339422839313,Increasing Pressure,5.81787162928461e-4,0.9999999134053613,8.659463868188055e-8,0.5972222222222222
120,0.3974842767295599,-0.942993679254063,Increasing Pressure,5.971408482395887e-4,0.9999999081191995,9.188080052346947e-8,0.5972222222222222
121,0.4075471698113209,-0.9372686942706401,Increasing Pressure,6.131759003040698e-4,0.9999999024516477,9.7548352284704265e-08,0.5972222222222223
122,0.4176100628930819,-0.9314560691980058,Increasing Pressure,6.299339475412767e-4,0.9999998963714036,1.0362859637069732e-7,0.5972222222222222
123,0.4276729559748429,-0.9255527365002049,Increasing Pressure,6.474598254272774e-4,0.9999998898443307,1.1015566925287601e-7,0.5972222222222222
124,0.4377358490566039,-0.9195554693131729,Increasing Pressure,6.658018731314567e-4,0.9999998828331796,1.1716682035700643e-7,0.5972222222222222
125,0.4477987421383649,-0.9134608707155973,Increasing Pressure,6.850122620726689e-4,0.9999998752972877,1.247027122674993e-7,0.5972222222222222
126,0.4578616352201259,-0.9072653621229742,Increasing Pressure,7.05147360303894e-4,0.9999998671922421,1.328077579021425e-7,0.5972222222222222
127,0.4679245283018869,-0.9009651707213181,Increasing Pressure,7.262681371702286e-4,0.9999998584695116,1.4153048844001148e-7,0.59375
128,0.4779874213836479,-0.8945563158479588,Increasing Pressure,7.484406133020544e-4,0.9999998490760421,1.509239578867394e-7,0.59375
129,0.4880503144654089,-0.8880345942167484,Increasing Pressure,7.717363617168559e-4,0.9999998389538098,1.6104619016132915e-7,0.59375
130,0.4981132075471699,-0.8813955638736766,Increasing Pressure,7.962330666252306e-4,0.9999998280393306,1.7196066937064103e-7,0.59375
131,0.5081761006289309,-0.874634526756179,Increasing Pressure,8.220151474879156e-4,0.9999998162631227,1.8373687726835897e-7,0.59375
132,0.5182389937106919,-0.8677465097151478,Increasing Pressure,8.491744569732218e-4,0.999999803549111,1.9645088900066554e-7,0.59375
133,0.5283018867924529,-0.860726243842601,Increasing Pressure,8.778110627444716e-4,0.999999789813981,2.101860190339977e-7,0.59375
134,0.5383647798742139,-0.8535681419299107,Increasing Pressure,9.080341244960094e-4,0.9999997749664643,2.250335356945854e-7,0.59375
135,0.5484276729559749,-0.8462662738611421,Increasing Pressure,9.399628793911825e-4,0.9999997589065615,2.4109343854661347e-7,0.59375
136,0.558490566037736,-0.8388143397231251,Increasing Pressure,9.737277510806406e-4,0.9999997415246907,2.584753092671477e-7,0.59375
137,0.568553459119497,-0.8312056403880049,Increasing Pressure,0.0010094715998470525,0.9999997227007598,2.772992402366725e-7,0.59375
138,0.578616352201258,-0.823433045294795,Increasing Pressure,0.0010473511341960653,0.9999997023031573,2.9769684273261987e-7,0.59375
139,0.588679245283019,-0.8154889571234399,Increasing Pressure,0.0010875385074685417,0.9999996801876607,3.1981233927780295e-7,0.59375
140,0.59874213836478,-0.8073652730175487,Increasing Pressure,0.0011302231268765577,0.999999656196256,3.4380374402953606e-7,0.59375
141,0.608805031446541,-0.799053341969706,Increasing Pressure,0.0011756137068742484,0.9999996301558651,3.6984413487317624e-7,0.59375
142,0.618867924528302,-0.7905439179354282,Increasing Pressure,0.0012239406040956656,0.9999996018769931,3.9812300689501257e-7,0.5902777777777778
143,0.628930817610063,-0.7818271081876434,Increasing Pressure,0.001275458477383524,0.9999995711522829,4.288477171154881e-7,0.5902777777777778
144,0.638993710691824,-0.772892316362186,Increasing Pressure,0.0013304493238862343,0.9999995377549987,4.6224500127589607e-7,0.5902777777777778
145,0.649056603773585,-0.7637281795752342,Increasing Pressure,0.0013892259510471332,0.999999501437444,4.985625560172124e-7,0.5902777777777778
146,0.659119496855346,-0.7543224989148083,Increasing Pressure,0.0014521359548293061,0.9999994619293358,5.380706642466038e-7,0.5902777777777778
147,0.669182389937107,-0.7446621625191789,Increasing Pressure,0.0015195662870515724,0.9999994189361641,5.810638359360354e-7,0.59375
148,0.679245283018868,-0.7347330603539903,Increasing Pressure,0.0015919485096683719,0.9999993721375813,6.278624187228132e-7,0.5902777777777778
149,0.689308176100629,-0.7245199896856298,Increasing Pressure,0.0016697648517098797,0.9999993211858733,6.788141266866887e-7,0.5902777777777778
150,0.69937106918239,-0.7140065501193248,Increasing Pressure,0.0017535552060183297,0.9999992657045994,7.342954005951086e-7,0.5902777777777778
151,0.709433962264151,-0.703175026924987,Increasing Pressure,0.0018439252286145847,0.9999992052874952,7.94712504803563e-7,0.5902777777777778
152,0.719496855345912,-0.6920062612102869,Increasing Pressure,0.0019415557344089655,0.9999991394977858,8.605022141505714e-7,0.5902777777777778
153,0.729559748427673,-0.6804795053172208,Increasing Pressure,0.0020472136201320616,0.9999990678680907,9.321319093258396e-7,0.5902777777777778
154,0.739622641509434,-0.6685722616140818,Increasing Pressure,0.002161764590142702,0.9999989899011534,1.0100988465655547e-6,0.5868055555555556
155,0.749685534591195,-0.6562601026281921,Increasing Pressure,0.0022861880147968623,0.999998905071709,1.0949282910344138e-6,0.5868055555555556
156,0.759748427672956,-0.6435164702155728,Increasing Pressure,0.002421594316303982,0.9999988128298841,1.1871701158794323e-6,0.5902777777777778
157,0.769811320754717,-0.6303124511925433,Increasing Pressure,0.0025692453558384463,0.9999987126066342,1.2873933658008596e-6,0.5902777777777778
158,0.779874213836478,-0.6166165265633656,Increasing Pressure,0.002730578390981462,0.9999986038218647,1.3961781353266645e-6,0.5902777777777778
159,0.789937106918239,-0.6023942911722918,Increasing Pressure,0.0029072342877730474,0.9999984858960522,1.5141039477750695e-6,0.5902777777777778
160,0.8,-0.5876081402963267,Increasing Pressure,0.00310109081082531,0.9999983582663906,1.6417336093921264e-6,0.5868055555555556
