step,pressure,state,direction,regime
94,0.13584905660377367,-1.068424896485582,Increasing Pressure,lower regime
95,0.14591194968553467,-1.064252745195228,Increasing Pressure,lower regime
96,0.15597484276729567,-1.0600387305988197,Increasing Pressure,lower regime
97,0.16603773584905668,-1.0557818397486587,Increasing Pressure,lower regime
98,0.17610062893081768,-1.0514810221011894,Increasing Pressure,lower regime
99,0.18616352201257869,-1.0471351876695538,Increasing Pressure,lower regime
100,0.1962264150943397,-1.042743205063679,Increasing Pressure,lower regime
101,0.2062893081761008,-1.0383038994098612,Increasing Pressure,lower regime
102,0.2163522012578618,-1.0338160501411424,Increasing Pressure,lower regime
103,0.2264150943396228,-1.0292783886490315,Increasing Pressure,lower regime
104,0.23647798742138382,-1.024689595786334,Increasing Pressure,lower regime
105,0.24654088050314482,-1.0200482992099678,Increasing Pressure,lower regime
106,0.2566037735849058,-1.0153530705516869,Increasing Pressure,lower regime
107,0.26666666666666683,-1.0106024224035828,Increasing Pressure,lower regime
108,0.27672955974842783,-1.0057948051040788,Increasing Pressure,lower regime
109,0.28679245283018884,-1.0009286033088631,Increasing Pressure,lower regime
110,0.29685534591194984,-0.9960021323298153,Increasing Pressure,lower regime
111,0.30691823899371085,-0.9910136342234452,Increasing Pressure,lower regime
112,0.31698113207547185,-0.9859612736086761,Increasing Pressure,lower regime
113,0.32704402515723285,-0.9808431331919383,Increasing Pressure,lower regime
114,0.33710691823899386,-0.97565720897549,Increasing Pressure,lower regime
115,0.34716981132075486,-0.9704014051226078,Increasing Pressure,lower regime
116,0.35723270440251587,-0.9650735284507818,Increasing Pressure,lower regime
117,0.36729559748427687,-0.9596712825212769,Increasing Pressure,lower regime
118,0.3773584905660379,-0.9541922612903402,Increasing Pressure,lower regime
119,0.3874213836477989,-0.9486339422839313,Increasing Pressure,lower regime
120,0.3974842767295599,-0.942993679254063,Increasing Pressure,lower regime
121,0.4075471698113209,-0.9372686942706401,Increasing Pressure,lower regime
122,0.4176100628930819,-0.9314560691980058,Increasing Pressure,lower regime
123,0.4276729559748429,-0.9255527365002049,Increasing Pressure,lower regime
124,0.4377358490566039,-0.9195554693131729,Increasing Pressure,lower regime
125,0.4477987421383649,-0.9134608707155973,Increasing Pressure,lower regime
126,0.4578616352201259,-0.9072653621229742,Increasing Pressure,lower regime
127,0.4679245283018869,-0.9009651707213181,Increasing Pressure,lower regime
128,0.4779874213836479,-0.8945563158479588,Increasing Pressure,lower regime
129,0.4880503144654089,-0.8880345942167484,Increasing Pressure,lower regime
130,0.4981132075471699,-0.8813955638736766,Increasing Pressure,lower regime
131,0.5081761006289309,-0.874634526756179,Increasing Pressure,lower regime
132,0.5182389937106919,-0.8677465097151478,Increasing Pressure,lower regime
133,0.5283018867924529,-0.860726243842601,Increasing Pressure,lower regime
134,0.5383647798742139,-0.8535681419299107,Increasing Pressure,lower regime
135,0.5484276729559749,-0.8462662738611421,Increasing Pressure,lower regime
136,0.558490566037736,-0.8388143397231251,Increasing Pressure,lower regime
137,0.568553459119497,-0.8312056403880049,Increasing Pressure,lower regime
138,0.578616352201258,-0.823433045294795,Increasing Pressure,lower regime
139,0.588679245283019,-0.8154889571234399,Increasing Pressure,lower regime
140,0.59874213836478,-0.8073652730175487,Increasing Pressure,lower regime
141,0.608805031446541,-0.799053341969706,Increasing Pressure,lower regime
142,0.618867924528302,-0.7905439179354282,Increasing Pressure,lower regime
143,0.628930817610063,-0.7818271081876434,Increasing Pressure,lower regime
144,0.638993710691824,-0.772892316362186,Increasing Pressure,lower regime
145,0.649056603773585,-0.7637281795752342,Increasing Pressure,lower regime
146,0.659119496855346,-0.7543224989148083,Increasing Pressure,lower regime
147,0.669182389937107,-0.7446621625191789,Increasing Pressure,lower regime
148,0.679245283018868,-0.7347330603539903,Increasing Pressure,lower regime
149,0.689308176100629,-0.7245199896856298,Increasing Pressure,lower regime
150,0.69937106918239,-0.7140065501193248,Increasing Pressure,lower regime
151,0.709433962264151,-0.703175026924987,Increasing Pressure,lower regime
152,0.719496855345912,-0.6920062612102869,Increasing Pressure,lower regime
153,0.729559748427673,-0.6804795053172208,Increasing Pressure,lower regime
154,0.739622641509434,-0.6685722616140818,Increasing Pressure,lower regime
155,0.749685534591195,-0.6562601026281921,Increasing Pressure,lower regime
156,0.759748427672956,-0.6435164702155728,Increasing Pressure,lower regime
157,0.769811320754717,-0.6303124511925433,Increasing Pressure,lower regime
158,0.779874213836478,-0.6166165265633656,Increasing Pressure,lower regime
159,0.789937106918239,-0.6023942911722918,Increasing Pressure,lower regime
160,0.8,-0.5876081402963267,Increasing Pressure,lower regime
1,0.8,-0.5876081402963267,Decreasing Pressure,lower regime
2,0.789937106918239,-0.5732232086989457,Decreasing Pressure,lower regime
3,0.779874213836478,-0.5592052675129536,Decreasing Pressure,lower regime
4,0.769811320754717,-0.5455235487129063,Decreasing Pressure,lower regime
5,0.759748427672956,-0.5321502605284488,Decreasing Pressure,lower regime
6,0.749685534591195,-0.5190601801283133,Decreasing Pressure,lower regime
7,0.739622641509434,-0.5062303091016529,Decreasing Pressure,lower regime
8,0.729559748427673,-0.49363958028667576,Decreasing Pressure,lower regime
9,0.719496855345912,-0.4812686068209302,Decreasing Pressure,lower regime
10,0.709433962264151,-0.4690994660890095,Decreasing Pressure,lower regime
11,0.69937106918239,-0.45711551265011274,Decreasing Pressure,lower regime
12,0.689308176100629,-0.44530121533411704,Decreasing Pressure,lower regime
13,0.679245283018868,-0.4336420145706007,Decreasing Pressure,lower regime
14,0.669182389937107,-0.422124196713009,Decreasing Pressure,lower regime
15,0.659119496855346,-0.4107347826794192,Decreasing Pressure,lower regime
16,0.649056603773585,-0.39946142868221435,Decreasing Pressure,lower regime
17,0.638993710691824,-0.3882923371844499,Decreasing Pressure,lower regime
18,0.628930817610063,-0.37721617651856826,Decreasing Pressure,lower regime
19,0.618867924528302,-0.36622200784719017,Decreasing Pressure,lower regime
20,0.608805031446541,-0.3552992183467878,Decreasing Pressure,lower regime
21,0.59874213836478,-0.3444374596616348,Decreasing Pressure,lower regime
22,0.5886792452830188,-0.3336265908142769,Decreasing Pressure,lower regime
23,0.5786163522012578,-0.3228566248752779,Decreasing Pressure,lower regime
24,0.5685534591194968,-0.3121176787935163,Decreasing Pressure,lower regime
25,0.5584905660377358,-0.30139992587238723,Decreasing Pressure,lower regime
26,0.5484276729559748,-0.2906935504498161,Decreasing Pressure,lower regime
27,0.5383647798742138,-0.2799887044034578,Decreasing Pressure,lower regime
28,0.5283018867924528,-0.2692754651588992,Decreasing Pressure,lower regime
29,0.5182389937106918,-0.2585437949298985,Decreasing Pressure,lower regime
30,0.5081761006289308,-0.2477835009672582,Decreasing Pressure,lower regime
31,0.4981132075471698,-0.23698419663828693,Decreasing Pressure,lower regime
32,0.4880503144654088,-0.22613526320328903,Decreasing Pressure,lower regime
33,0.4779874213836478,-0.2152258122004356,Decreasing Pressure,lower regime
34,0.4679245283018868,-0.2042446483969823,Decreasing Pressure,lower regime
35,0.4578616352201258,-0.19318023331441264,Decreasing Pressure,lower regime
36,0.4477987421383648,-0.18202064938904397,Decreasing Pressure,lower regime
37,0.4377358490566038,-0.17075356488936094,Decreasing Pressure,lower regime
38,0.4276729559748428,-0.15936619977835803,Decreasing Pressure,lower regime
39,0.4176100628930818,-0.14784529278512118,Decreasing Pressure,lower regime
40,0.4075471698113208,-0.1361770700365308,Decreasing Pressure,lower regime
41,0.39748427672955977,-0.12434721569924023,Decreasing Pressure,lower regime
42,0.3874213836477987,-0.1123408451960304,Decreasing Pressure,lower regime
43,0.3773584905660377,-0.10014248169144208,Decreasing Pressure,lower regime
44,0.3672955974842767,-0.08773603669151749,Decreasing Pressure,lower regime
45,0.3572327044025157,-0.07510479577384999,Decreasing Pressure,lower regime
46,0.3471698113207547,-0.062231410659202284,Decreasing Pressure,lower regime
47,0.3371069182389937,-0.04909789905677572,Decreasing Pressure,lower regime
48,0.3270440251572327,-0.035685653963484366,Decreasing Pressure,lower regime
49,0.3169811320754717,-0.0219754643743499,Decreasing Pressure,lower regime
50,0.3069182389937107,-0.007947549666425928,Decreasing Pressure,lower regime
51,0.2968553459119496,0.006418389748956825,Decreasing Pressure,upper regime
52,0.2867924528301886,0.02114310255489208,Decreasing Pressure,upper regime
53,0.2767295597484276,0.03624769411471968,Decreasing Pressure,upper regime
54,0.2666666666666666,0.05175350781113764,Decreasing Pressure,upper regime
55,0.2566037735849056,0.0676819760631163,Decreasing Pressure,upper regime
56,0.2465408805031446,0.08405443660345127,Decreasing Pressure,upper regime
57,0.2364779874213836,0.10089190931768025,Decreasing Pressure,upper regime
58,0.2264150943396226,0.11821482876173642,Decreasing Pressure,upper regime
59,0.2163522012578616,0.13604272744160648,Decreasing Pressure,upper regime
60,0.20628930817610058,0.15439386511664707,Decreasing Pressure,upper regime
61,0.19622641509433958,0.17328479985604514,Decreasing Pressure,upper regime
62,0.18616352201257858,0.19272989742581867,Decreasing Pressure,upper regime
63,0.17610062893081757,0.21274077691445295,Decreasing Pressure,upper regime
64,0.16603773584905657,0.2333256924295375,Decreasing Pressure,upper regime
65,0.15597484276729556,0.25448885332716026,Decreasing Pressure,upper regime
66,0.14591194968553456,0.2762296888709915,Decreasing Pressure,upper regime
67,0.13584905660377355,0.29854206753177936,Decreasing Pressure,upper regime
68,0.12578616352201255,0.3214134863525357,Decreasing Pressure,upper regime
69,0.11572327044025155,0.34482425186282606,Decreasing Pressure,upper regime
70,0.10566037735849054,0.3687466807576723,Decreasing Pressure,upper regime
71,0.09559748427672954,0.39314435564614025,Decreasing Pressure,upper regime
72,0.08553459119496853,0.4179714781282954,Decreasing Pressure,upper regime
73,0.07547169811320753,0.4431723675889751,Decreasing Pressure,upper regime
74,0.06540880503144653,0.46868115852631614,Decreasing Pressure,upper regime
75,0.05534591194968552,0.49442175093863605,Decreasing Pressure,upper regime
76,0.04528301886792452,0.5203080661923378,Decreasing Pressure,upper regime
77,0.035220125786163514,0.5462446538843905,Decreasing Pressure,upper regime
78,0.02515723270440251,0.5721276827641646,Decreasing Pressure,upper regime
79,0.015094339622641506,0.5978463305486281,Decreasing Pressure,upper regime
80,0.005031446540880502,0.6232845639121418,Decreasing Pressure,upper regime
81,-0.005031446540880502,0.6483232723754107,Decreasing Pressure,upper regime
82,-0.015094339622641617,0.6728426904726966,Decreasing Pressure,upper regime
83,-0.02515723270440262,0.6967250144249291,Decreasing Pressure,upper regime
84,-0.035220125786163625,0.719857096016478,Decreasing Pressure,upper regime
85,-0.04528301886792463,0.7421330808424478,Decreasing Pressure,upper regime
86,-0.05534591194968563,0.7634568532960715,Decreasing Pressure,upper regime
87,-0.06540880503144664,0.7837441581260935,Decreasing Pressure,upper regime
88,-0.07547169811320764,0.8029242880227477,Decreasing Pressure,upper regime
89,-0.08553459119496865,0.8209412566685809,Decreasing Pressure,upper regime
90,-0.09559748427672965,0.8377544136919839,Decreasing Pressure,upper regime
91,-0.10566037735849065,0.8533384976917138,Decreasing Pressure,upper regime
92,-0.11572327044025166,0.8676831614236202,Decreasing Pressure,upper regime
93,-0.12578616352201266,0.8807920353323165,Decreasing Pressure,upper regime
94,-0.13584905660377367,0.8926814189667862,Decreasing Pressure,upper regime
95,-0.14591194968553467,0.9033787029959821,Decreasing Pressure,upper regime
96,-0.15597484276729567,0.9129206275842814,Decreasing Pressure,upper regime
97,-0.16603773584905668,0.9213514770919079,Decreasing Pressure,upper regime
98,-0.17610062893081768,0.9287212985602044,Decreasing Pressure,upper regime
99,-0.18616352201257869,0.9350842147157249,Decreasing Pressure,upper regime
100,-0.1962264150943397,0.9404968837077737,Decreasing Pressure,upper regime
101,-0.2062893081761008,0.9450171395367009,Decreasing Pressure,upper regime
102,-0.2163522012578618,0.9487028306491542,Decreasing Pressure,upper regime
103,-0.2264150943396228,0.9516108604037408,Decreasing Pressure,upper regime
104,-0.23647798742138382,0.9537964224515891,Decreasing Pressure,upper regime
105,-0.24654088050314482,0.9553124165209461,Decreasing Pressure,upper regime
106,-0.2566037735849058,0.9562090253480208,Decreasing Pressure,upper regime
107,-0.26666666666666683,0.9565334311011668,Decreasing Pressure,upper regime
108,-0.27672955974842783,0.9563296490849055,Decreasing Pressure,upper regime
109,-0.28679245283018884,0.9556384572787242,Decreasing Pressure,upper regime
110,-0.29685534591194984,0.9544974019142257,Decreasing Pressure,upper regime
111,-0.30691823899371085,0.9529408614529756,Decreasing Pressure,upper regime
112,-0.31698113207547185,0.9510001537105404,Decreasing Pressure,upper regime
113,-0.32704402515723285,0.9487036732729128,Decreasing Pressure,upper regime
114,-0.33710691823899386,0.9460770486309636,Decreasing Pressure,upper regime
115,-0.34716981132075486,0.9431433105324786,Decreasing Pressure,upper regime
116,-0.35723270440251587,0.9399230648769128,Decreasing Pressure,upper regime
117,-0.36729559748427687,0.9364346650419696,Decreasing Pressure,upper regime
118,-0.3773584905660379,0.9326943798400971,Decreasing Pressure,upper regime
119,-0.3874213836477989,0.928716554375801,Decreasing Pressure,upper regime
120,-0.3974842767295599,0.9245137619366757,Decreasing Pressure,upper regime
121,-0.4075471698113209,0.9200969457301886,Decreasing Pressure,upper regime
122,-0.4176100628930819,0.9154755498024061,Decreasing Pressure,upper regime
123,-0.4276729559748429,0.910657638870173,Decreasing Pressure,upper regime
124,-0.4377358490566039,0.905650007088341,Decreasing Pressure,upper regime
125,-0.4477987421383649,0.9004582759790363,Decreasing Pressure,upper regime
126,-0.4578616352201259,0.8950869818882291,Decreasing Pressure,upper regime
127,-0.4679245283018869,0.8895396534206276,Decreasing Pressure,upper regime
128,-0.4779874213836479,0.8838188793492059,Decreasing Pressure,upper regime
129,-0.4880503144654089,0.877926367510176,Decreasing Pressure,upper regime
130,-0.4981132075471699,0.8718629951856472,Decreasing Pressure,upper regime
131,-0.5081761006289309,0.8656288514506238,Decreasing Pressure,upper regime
132,-0.5182389937106919,0.8592232719230206,Decreasing Pressure,upper regime
133,-0.5283018867924529,0.8526448663085303,Decreasing Pressure,upper regime
134,-0.5383647798742139,0.8458915390790422,Decreasing Pressure,upper regime
135,-0.5484276729559749,0.8389605035657028,Decreasing Pressure,upper regime
136,-0.558490566037736,0.8318482896868683,Decreasing Pressure,upper regime
137,-0.568553459119497,0.8245507454678506,Decreasing Pressure,upper regime
138,-0.578616352201258,0.8170630324438667,Decreasing Pressure,upper regime
139,-0.588679245283019,0.8093796149699946,Decreasing Pressure,upper regime
140,-0.59874213836478,0.8014942433919952,Decreasing Pressure,upper regime
141,-0.608805031446541,0.793399930959144,Decreasing Pressure,upper regime
142,-0.618867924528302,0.7850889242840895,Decreasing Pressure,upper regime
143,-0.628930817610063,0.7765526670744406,Decreasing Pressure,upper regime
144,-0.638993710691824,0.7677817567753226,Decreasing Pressure,upper regime
145,-0.649056603773585,0.7587658936704571,Decreasing Pressure,upper regime
146,-0.659119496855346,0.7494938218901859,Decreasing Pressure,upper regime
147,-0.669182389937107,0.7399532616669104,Decreasing Pressure,upper regime
148,-0.679245283018868,0.7301308320601904,Decreasing Pressure,upper regime
149,-0.689308176100629,0.7200119632436125,Decreasing Pressure,upper regime
150,-0.69937106918239,0.7095807973018294,Decreasing Pressure,upper regime
151,-0.709433962264151,0.6988200763270961,Decreasing Pressure,upper regime
152,-0.719496855345912,0.6877110164284336,Decreasing Pressure,upper regime
153,-0.729559748427673,0.6762331660715303,Decreasing Pressure,upper regime
154,-0.739622641509434,0.6643642469521563,Decreasing Pressure,upper regime
155,-0.749685534591195,0.6520799753691631,Decreasing Pressure,upper regime
156,-0.759748427672956,0.639353861804705,Decreasing Pressure,upper regime
157,-0.769811320754717,0.6261569861399798,Decreasing Pressure,upper regime
158,-0.779874213836478,0.6124577456371402,Decreasing Pressure,upper regime
159,-0.789937106918239,0.5982215725074214,Decreasing Pressure,upper regime
160,-0.8,0.5834106175713156,Decreasing Pressure,upper regime
