scenario_id,scenario_name,step,pressure,state,direction,regime
TH001,Gradual pressure with moderate recovery,145,0.649057,-0.704174,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,146,0.659119,-0.691204,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,147,0.669182,-0.706241,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,148,0.679245,-0.702972,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,149,0.689308,-0.689398,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,150,0.699371,-0.667052,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,151,0.709434,-0.635041,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,152,0.719497,-0.625026,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,153,0.72956,-0.6306,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,154,0.739623,-0.612049,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,155,0.749686,-0.592069,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,156,0.759748,-0.571853,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,157,0.769811,-0.568828,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,158,0.779874,-0.537761,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,159,0.789937,-0.521435,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,160,0.8,-0.495135,Increasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,1,0.8,-0.459663,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,2,0.789937,-0.433751,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,3,0.779874,-0.412404,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,4,0.769811,-0.362859,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,5,0.759748,-0.340598,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,6,0.749686,-0.326014,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,7,0.739623,-0.305182,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,8,0.72956,-0.263352,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,9,0.719497,-0.240484,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,10,0.709434,-0.210955,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,11,0.699371,-0.170239,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,12,0.689308,-0.153434,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,13,0.679245,-0.154396,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,14,0.669182,-0.125525,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,15,0.659119,-0.096555,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,16,0.649057,-0.078971,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,17,0.638994,-0.038669,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,18,0.628931,-0.000426,Decreasing Pressure,lower regime
TH001,Gradual pressure with moderate recovery,19,0.618868,0.015567,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,20,0.608805,0.054714,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,21,0.598742,0.084985,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,22,0.588679,0.097242,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,23,0.578616,0.138755,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,24,0.568553,0.174696,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,25,0.558491,0.201657,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,26,0.548428,0.248612,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,27,0.538365,0.297,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,28,0.528302,0.331262,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,29,0.518239,0.381237,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,30,0.508176,0.441976,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,31,0.498113,0.478393,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,32,0.48805,0.531739,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,33,0.477987,0.580066,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,34,0.467925,0.662498,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,35,0.457862,0.682667,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,36,0.447799,0.740539,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,37,0.437736,0.781959,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,38,0.427673,0.824851,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,39,0.41761,0.895685,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,40,0.407547,0.933747,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,41,0.397484,1.002554,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,42,0.387421,1.025062,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,43,0.377358,1.056837,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,44,0.367296,1.07223,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,45,0.357233,1.082429,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,46,0.34717,1.102259,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,47,0.337107,1.114051,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,48,0.327044,1.13115,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,49,0.316981,1.110928,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,50,0.306918,1.154413,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,51,0.296855,1.159093,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,52,0.286792,1.19126,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,53,0.27673,1.17694,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,54,0.266667,1.183763,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,55,0.256604,1.232153,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,56,0.246541,1.211831,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,57,0.236478,1.184954,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,58,0.226415,1.175984,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,59,0.216352,1.183132,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,60,0.206289,1.192027,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,61,0.196226,1.208026,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,62,0.186164,1.197816,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,63,0.176101,1.168527,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,64,0.166038,1.160636,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,65,0.155975,1.178503,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,66,0.145912,1.181655,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,67,0.135849,1.147495,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,68,0.125786,1.14656,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,69,0.115723,1.166749,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,70,0.10566,1.19452,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,71,0.095597,1.194175,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,72,0.085535,1.189594,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,73,0.075472,1.161968,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,74,0.065409,1.143865,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,75,0.055346,1.141135,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,76,0.045283,1.145117,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,77,0.03522,1.149208,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,78,0.025157,1.136359,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,79,0.015094,1.114646,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,80,0.005031,1.100866,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,81,-0.005031,1.082604,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,82,-0.015094,1.093015,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,83,-0.025157,1.057363,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,84,-0.03522,1.054937,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,85,-0.045283,1.064016,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,86,-0.055346,1.08769,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,87,-0.065409,1.08641,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,88,-0.075472,1.098726,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,89,-0.085535,1.088069,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,90,-0.095597,1.072999,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,91,-0.10566,1.060212,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,92,-0.115723,1.081362,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,93,-0.125786,1.091643,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,94,-0.135849,1.092616,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,95,-0.145912,1.135612,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,96,-0.155975,1.12224,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,97,-0.166038,1.119909,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,98,-0.176101,1.112683,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,99,-0.186164,1.097929,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,100,-0.196226,1.122561,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,101,-0.206289,1.13147,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,102,-0.216352,1.095122,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,103,-0.226415,1.077842,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,104,-0.236478,1.074505,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,105,-0.246541,1.076367,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,106,-0.256604,1.04554,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,107,-0.266667,1.003959,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,108,-0.27673,0.971168,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,109,-0.286792,0.968233,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,110,-0.296855,0.964552,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,111,-0.306918,0.967388,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,112,-0.316981,0.952771,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,113,-0.327044,0.931977,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,114,-0.337107,0.900219,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,115,-0.34717,0.905335,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,116,-0.357233,0.910242,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,117,-0.367296,0.923678,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,118,-0.377358,0.93269,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,119,-0.387421,0.925852,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,120,-0.397484,0.942085,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,121,-0.407547,0.934381,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,122,-0.41761,0.918862,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,123,-0.427673,0.906012,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,124,-0.437736,0.892528,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,125,-0.447799,0.855654,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,126,-0.457862,0.855122,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,127,-0.467925,0.855517,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,128,-0.477987,0.846206,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,129,-0.48805,0.831572,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,130,-0.498113,0.833385,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,131,-0.508176,0.854792,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,132,-0.518239,0.849513,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,133,-0.528302,0.835801,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,134,-0.538365,0.820966,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,135,-0.548428,0.81409,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,136,-0.558491,0.789063,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,137,-0.568553,0.781536,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,138,-0.578616,0.776547,Decreasing Pressure,upper regime
TH001,Gradual pressure with moderate recovery,139,-0.588679,0.797962,Decreasing Pressure,upper regime
