direction,step,pressure,state,regime
Increasing Pressure,59,-0.216352,-1.19393,lower regime
Increasing Pressure,60,-0.206289,-1.19078,lower regime
Increasing Pressure,61,-0.196226,-1.18762,lower regime
Increasing Pressure,62,-0.186164,-1.18443,lower regime
Increasing Pressure,63,-0.176101,-1.18122,lower regime
Increasing Pressure,64,-0.166038,-1.17799,lower regime
Increasing Pressure,65,-0.155975,-1.17473,lower regime
Increasing Pressure,66,-0.145912,-1.17146,lower regime
Increasing Pressure,67,-0.135849,-1.16816,lower regime
Increasing Pressure,68,-0.125786,-1.16483,lower regime
Increasing Pressure,69,-0.115723,-1.16148,lower regime
Increasing Pressure,70,-0.10566,-1.15811,lower regime
Increasing Pressure,71,-0.0955975,-1.15471,lower regime
Increasing Pressure,72,-0.0855346,-1.15129,lower regime
Increasing Pressure,73,-0.0754717,-1.14784,lower regime
Increasing Pressure,74,-0.0654088,-1.14437,lower regime
Increasing Pressure,75,-0.0553459,-1.14086,lower regime
Increasing Pressure,76,-0.045283,-1.13733,lower regime
Increasing Pressure,77,-0.0352201,-1.13378,lower regime
Increasing Pressure,78,-0.0251572,-1.13019,lower regime
Increasing Pressure,79,-0.0150943,-1.12658,lower regime
Increasing Pressure,80,-0.00503145,-1.12293,lower regime
Increasing Pressure,81,0.00503145,-1.11926,lower regime
Increasing Pressure,82,0.0150943,-1.11555,lower regime
Increasing Pressure,83,0.0251572,-1.11181,lower regime
Increasing Pressure,84,0.0352201,-1.10804,lower regime
Increasing Pressure,85,0.045283,-1.10424,lower regime
Increasing Pressure,86,0.0553459,-1.10041,lower regime
Increasing Pressure,87,0.0654088,-1.09654,lower regime
Increasing Pressure,88,0.0754717,-1.09263,lower regime
Increasing Pressure,89,0.0855346,-1.08869,lower regime
Increasing Pressure,90,0.0955975,-1.08471,lower regime
Increasing Pressure,91,0.10566,-1.0807,lower regime
Increasing Pressure,92,0.115723,-1.07665,lower regime
Increasing Pressure,93,0.125786,-1.07256,lower regime
Increasing Pressure,94,0.135849,-1.06842,lower regime
Increasing Pressure,95,0.145912,-1.06425,lower regime
Increasing Pressure,96,0.155975,-1.06004,lower regime
Increasing Pressure,97,0.166038,-1.05578,lower regime
Increasing Pressure,98,0.176101,-1.05148,lower regime
Increasing Pressure,99,0.186164,-1.04714,lower regime
Increasing Pressure,100,0.196226,-1.04274,lower regime
Increasing Pressure,101,0.206289,-1.0383,lower regime
Increasing Pressure,102,0.216352,-1.03382,lower regime
Increasing Pressure,103,0.226415,-1.02928,lower regime
Increasing Pressure,104,0.236478,-1.02469,lower regime
Increasing Pressure,105,0.246541,-1.02005,lower regime
Increasing Pressure,106,0.256604,-1.01535,lower regime
Increasing Pressure,107,0.266667,-1.0106,lower regime
Increasing Pressure,108,0.27673,-1.00579,lower regime
Increasing Pressure,109,0.286792,-1.00093,lower regime
Increasing Pressure,110,0.296855,-0.996002,lower regime
Increasing Pressure,111,0.306918,-0.991014,lower regime
Increasing Pressure,112,0.316981,-0.985961,lower regime
Increasing Pressure,113,0.327044,-0.980843,lower regime
Increasing Pressure,114,0.337107,-0.975657,lower regime
Increasing Pressure,115,0.34717,-0.970401,lower regime
Increasing Pressure,116,0.357233,-0.965074,lower regime
Increasing Pressure,117,0.367296,-0.959671,lower regime
Increasing Pressure,118,0.377358,-0.954192,lower regime
Increasing Pressure,119,0.387421,-0.948634,lower regime
Increasing Pressure,120,0.397484,-0.942994,lower regime
Increasing Pressure,121,0.407547,-0.937269,lower regime
Increasing Pressure,122,0.41761,-0.931456,lower regime
Increasing Pressure,123,0.427673,-0.925553,lower regime
Increasing Pressure,124,0.437736,-0.919555,lower regime
Increasing Pressure,125,0.447799,-0.913461,lower regime
Increasing Pressure,126,0.457862,-0.907265,lower regime
Increasing Pressure,127,0.467925,-0.900965,lower regime
Increasing Pressure,128,0.477987,-0.894556,lower regime
Increasing Pressure,129,0.48805,-0.888035,lower regime
Increasing Pressure,130,0.498113,-0.881396,lower regime
Increasing Pressure,131,0.508176,-0.874635,lower regime
Increasing Pressure,132,0.518239,-0.867747,lower regime
Increasing Pressure,133,0.528302,-0.860726,lower regime
Increasing Pressure,134,0.538365,-0.853568,lower regime
Increasing Pressure,135,0.548428,-0.846266,lower regime
Increasing Pressure,136,0.558491,-0.838814,lower regime
Increasing Pressure,137,0.568553,-0.831206,lower regime
Increasing Pressure,138,0.578616,-0.823433,lower regime
Increasing Pressure,139,0.588679,-0.815489,lower regime
Increasing Pressure,140,0.598742,-0.807365,lower regime
Increasing Pressure,141,0.608805,-0.799053,lower regime
Increasing Pressure,142,0.618868,-0.790544,lower regime
Increasing Pressure,143,0.628931,-0.781827,lower regime
Increasing Pressure,144,0.638994,-0.772892,lower regime
Increasing Pressure,145,0.649057,-0.763728,lower regime
Increasing Pressure,146,0.659119,-0.754322,lower regime
Increasing Pressure,147,0.669182,-0.744662,lower regime
Increasing Pressure,148,0.679245,-0.734733,lower regime
Increasing Pressure,149,0.689308,-0.72452,lower regime
Increasing Pressure,150,0.699371,-0.714007,lower regime
Increasing Pressure,151,0.709434,-0.703175,lower regime
Increasing Pressure,152,0.719497,-0.692006,lower regime
Increasing Pressure,153,0.72956,-0.68048,lower regime
Increasing Pressure,154,0.739623,-0.668572,lower regime
Increasing Pressure,155,0.749686,-0.65626,lower regime
Increasing Pressure,156,0.759748,-0.643516,lower regime
Increasing Pressure,157,0.769811,-0.630312,lower regime
Increasing Pressure,158,0.779874,-0.616617,lower regime
Increasing Pressure,159,0.789937,-0.602394,lower regime
Increasing Pressure,160,0.8,-0.587608,lower regime
Decreasing Pressure,1,0.8,-0.587608,lower regime
Decreasing Pressure,2,0.789937,-0.573223,lower regime
Decreasing Pressure,3,0.779874,-0.559205,lower regime
Decreasing Pressure,4,0.769811,-0.545524,lower regime
Decreasing Pressure,5,0.759748,-0.53215,lower regime
Decreasing Pressure,6,0.749686,-0.51906,lower regime
Decreasing Pressure,7,0.739623,-0.50623,lower regime
Decreasing Pressure,8,0.72956,-0.49364,lower regime
Decreasing Pressure,9,0.719497,-0.481269,lower regime
Decreasing Pressure,10,0.709434,-0.469099,lower regime
Decreasing Pressure,11,0.699371,-0.457116,lower regime
Decreasing Pressure,12,0.689308,-0.445301,lower regime
Decreasing Pressure,13,0.679245,-0.433642,lower regime
Decreasing Pressure,14,0.669182,-0.422124,lower regime
Decreasing Pressure,15,0.659119,-0.410735,lower regime
Decreasing Pressure,16,0.649057,-0.399461,lower regime
Decreasing Pressure,17,0.638994,-0.388292,lower regime
Decreasing Pressure,18,0.628931,-0.377216,lower regime
Decreasing Pressure,19,0.618868,-0.366222,lower regime
Decreasing Pressure,20,0.608805,-0.355299,lower regime
Decreasing Pressure,21,0.598742,-0.344437,lower regime
Decreasing Pressure,22,0.588679,-0.333627,lower regime
Decreasing Pressure,23,0.578616,-0.322857,lower regime
Decreasing Pressure,24,0.568553,-0.312118,lower regime
Decreasing Pressure,25,0.558491,-0.3014,lower regime
Decreasing Pressure,26,0.548428,-0.290694,lower regime
Decreasing Pressure,27,0.538365,-0.279989,lower regime
Decreasing Pressure,28,0.528302,-0.269275,lower regime
Decreasing Pressure,29,0.518239,-0.258544,lower regime
Decreasing Pressure,30,0.508176,-0.247784,lower regime
Decreasing Pressure,31,0.498113,-0.236984,lower regime
Decreasing Pressure,32,0.48805,-0.226135,lower regime
Decreasing Pressure,33,0.477987,-0.215226,lower regime
Decreasing Pressure,34,0.467925,-0.204245,lower regime
Decreasing Pressure,35,0.457862,-0.19318,lower regime
Decreasing Pressure,36,0.447799,-0.182021,lower regime
Decreasing Pressure,37,0.437736,-0.170754,lower regime
Decreasing Pressure,38,0.427673,-0.159366,lower regime
Decreasing Pressure,39,0.41761,-0.147845,lower regime
Decreasing Pressure,40,0.407547,-0.136177,lower regime
Decreasing Pressure,41,0.397484,-0.124347,lower regime
Decreasing Pressure,42,0.387421,-0.112341,lower regime
Decreasing Pressure,43,0.377358,-0.100142,lower regime
Decreasing Pressure,44,0.367296,-0.087736,lower regime
Decreasing Pressure,45,0.357233,-0.0751048,lower regime
Decreasing Pressure,46,0.34717,-0.0622314,lower regime
Decreasing Pressure,47,0.337107,-0.0490979,lower regime
Decreasing Pressure,48,0.327044,-0.0356857,lower regime
Decreasing Pressure,49,0.316981,-0.0219755,lower regime
Decreasing Pressure,50,0.306918,-0.00794755,lower regime
Decreasing Pressure,51,0.296855,0.00641839,upper regime
Decreasing Pressure,52,0.286792,0.0211431,upper regime
Decreasing Pressure,53,0.27673,0.0362477,upper regime
Decreasing Pressure,54,0.266667,0.0517535,upper regime
Decreasing Pressure,55,0.256604,0.067682,upper regime
Decreasing Pressure,56,0.246541,0.0840544,upper regime
Decreasing Pressure,57,0.236478,0.100892,upper regime
Decreasing Pressure,58,0.226415,0.118215,upper regime
Decreasing Pressure,59,0.216352,0.136043,upper regime
Decreasing Pressure,60,0.206289,0.154394,upper regime
Decreasing Pressure,61,0.196226,0.173285,upper regime
Decreasing Pressure,62,0.186164,0.19273,upper regime
Decreasing Pressure,63,0.176101,0.212741,upper regime
Decreasing Pressure,64,0.166038,0.233326,upper regime
Decreasing Pressure,65,0.155975,0.254489,upper regime
Decreasing Pressure,66,0.145912,0.27623,upper regime
Decreasing Pressure,67,0.135849,0.298542,upper regime
Decreasing Pressure,68,0.125786,0.321413,upper regime
Decreasing Pressure,69,0.115723,0.344824,upper regime
Decreasing Pressure,70,0.10566,0.368747,upper regime
Decreasing Pressure,71,0.0955975,0.393144,upper regime
Decreasing Pressure,72,0.0855346,0.417971,upper regime
Decreasing Pressure,73,0.0754717,0.443172,upper regime
Decreasing Pressure,74,0.0654088,0.468681,upper regime
Decreasing Pressure,75,0.0553459,0.494422,upper regime
Decreasing Pressure,76,0.045283,0.520308,upper regime
Decreasing Pressure,77,0.0352201,0.546245,upper regime
Decreasing Pressure,78,0.0251572,0.572128,upper regime
Decreasing Pressure,79,0.0150943,0.597846,upper regime
Decreasing Pressure,80,0.00503145,0.623285,upper regime
Decreasing Pressure,81,-0.00503145,0.648323,upper regime
Decreasing Pressure,82,-0.0150943,0.672843,upper regime
Decreasing Pressure,83,-0.0251572,0.696725,upper regime
Decreasing Pressure,84,-0.0352201,0.719857,upper regime
Decreasing Pressure,85,-0.045283,0.742133,upper regime
Decreasing Pressure,86,-0.0553459,0.763457,upper regime
Decreasing Pressure,87,-0.0654088,0.783744,upper regime
Decreasing Pressure,88,-0.0754717,0.802924,upper regime
Decreasing Pressure,89,-0.0855346,0.820941,upper regime
Decreasing Pressure,90,-0.0955975,0.837754,upper regime
Decreasing Pressure,91,-0.10566,0.853338,upper regime
Decreasing Pressure,92,-0.115723,0.867683,upper regime
Decreasing Pressure,93,-0.125786,0.880792,upper regime
Decreasing Pressure,94,-0.135849,0.892681,upper regime
Decreasing Pressure,95,-0.145912,0.903379,upper regime
Decreasing Pressure,96,-0.155975,0.912921,upper regime
Decreasing Pressure,97,-0.166038,0.921351,upper regime
Decreasing Pressure,98,-0.176101,0.928721,upper regime
Decreasing Pressure,99,-0.186164,0.935084,upper regime
Decreasing Pressure,100,-0.196226,0.940497,upper regime
Decreasing Pressure,101,-0.206289,0.945017,upper regime
Decreasing Pressure,102,-0.216352,0.948703,upper regime
Decreasing Pressure,103,-0.226415,0.951611,upper regime
Decreasing Pressure,104,-0.236478,0.953796,upper regime
Decreasing Pressure,105,-0.246541,0.955312,upper regime
Decreasing Pressure,106,-0.256604,0.956209,upper regime
Decreasing Pressure,107,-0.266667,0.956533,upper regime
Decreasing Pressure,108,-0.27673,0.95633,upper regime
Decreasing Pressure,109,-0.286792,0.955638,upper regime
Decreasing Pressure,110,-0.296855,0.954497,upper regime
Decreasing Pressure,111,-0.306918,0.952941,upper regime
Decreasing Pressure,112,-0.316981,0.951,upper regime
Decreasing Pressure,113,-0.327044,0.948704,upper regime
Decreasing Pressure,114,-0.337107,0.946077,upper regime
Decreasing Pressure,115,-0.34717,0.943143,upper regime
Decreasing Pressure,116,-0.357233,0.939923,upper regime
Decreasing Pressure,117,-0.367296,0.936435,upper regime
Decreasing Pressure,118,-0.377358,0.932694,upper regime
Decreasing Pressure,119,-0.387421,0.928717,upper regime
Decreasing Pressure,120,-0.397484,0.924514,upper regime
Decreasing Pressure,121,-0.407547,0.920097,upper regime
Decreasing Pressure,122,-0.41761,0.915476,upper regime
Decreasing Pressure,123,-0.427673,0.910658,upper regime
Decreasing Pressure,124,-0.437736,0.90565,upper regime
Decreasing Pressure,125,-0.447799,0.900458,upper regime
Decreasing Pressure,126,-0.457862,0.895087,upper regime
Decreasing Pressure,127,-0.467925,0.88954,upper regime
Decreasing Pressure,128,-0.477987,0.883819,upper regime
Decreasing Pressure,129,-0.48805,0.877926,upper regime
Decreasing Pressure,130,-0.498113,0.871863,upper regime
Decreasing Pressure,131,-0.508176,0.865629,upper regime
Decreasing Pressure,132,-0.518239,0.859223,upper regime
Decreasing Pressure,133,-0.528302,0.852645,upper regime
Decreasing Pressure,134,-0.538365,0.845892,upper regime
Decreasing Pressure,135,-0.548428,0.838961,upper regime
Decreasing Pressure,136,-0.558491,0.831848,upper regime
Decreasing Pressure,137,-0.568553,0.824551,upper regime
Decreasing Pressure,138,-0.578616,0.817063,upper regime
Decreasing Pressure,139,-0.588679,0.80938,upper regime
Decreasing Pressure,140,-0.598742,0.801494,upper regime
Decreasing Pressure,141,-0.608805,0.7934,upper regime
Decreasing Pressure,142,-0.618868,0.785089,upper regime
Decreasing Pressure,143,-0.628931,0.776553,upper regime
Decreasing Pressure,144,-0.638994,0.767782,upper regime
Decreasing Pressure,145,-0.649057,0.758766,upper regime
Decreasing Pressure,146,-0.659119,0.749494,upper regime
Decreasing Pressure,147,-0.669182,0.739953,upper regime
Decreasing Pressure,148,-0.679245,0.730131,upper regime
Decreasing Pressure,149,-0.689308,0.720012,upper regime
Decreasing Pressure,150,-0.699371,0.709581,upper regime
Decreasing Pressure,151,-0.709434,0.69882,upper regime
Decreasing Pressure,152,-0.719497,0.687711,upper regime
Decreasing Pressure,153,-0.72956,0.676233,upper regime
Decreasing Pressure,154,-0.739623,0.664364,upper regime
Decreasing Pressure,155,-0.749686,0.65208,upper regime
Decreasing Pressure,156,-0.759748,0.639354,upper regime
Decreasing Pressure,157,-0.769811,0.626157,upper regime
Decreasing Pressure,158,-0.779874,0.612458,upper regime
Decreasing Pressure,159,-0.789937,0.598222,upper regime
Decreasing Pressure,160,-0.8,0.583411,upper regime
