business_id,business,business_context,time,event,shock_load,adaptive_capacity,fragility_gap,function,cash_runway,customer_demand,owner_strain,equity_adjusted_function,survival_risk
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,21,background local volatility,0.08848,0.51754,0.0,1.0,0.79985,1.0,0.0,0.8148,0.07005
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,22,background local volatility,0.0893,0.52198,0.0,1.0,0.82753,1.0,0.0,0.8148,0.06036
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,23,background local volatility,0.09026,0.5264,0.0,1.0,0.85515,1.0,0.0,0.8148,0.0507
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,24,background local volatility,0.08861,0.53082,0.0,1.0,0.88271,1.0,0.0,0.8148,0.04105
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,25,background local volatility,0.09054,0.53523,0.0,1.0,0.91021,1.0,0.0,0.8148,0.03143
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,26,background local volatility,0.08973,0.53963,0.0,1.0,0.93765,1.0,0.0,0.8148,0.02182
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,27,background local volatility,0.09071,0.54402,0.0,1.0,0.96503,1.0,0.0,0.8148,0.01224
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,28,background local volatility,0.09066,0.5484,0.0,1.0,0.99235,1.0,0.0,0.8148,0.00268
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,29,background local volatility,0.08924,0.55278,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,30,background local volatility,0.09056,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,31,background local volatility,0.08945,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,32,background local volatility,0.08931,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,33,background local volatility,0.0904,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,34,background local volatility,0.09146,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,35,Digital payment and platform disruption,0.5152,0.554,0.0,1.0,0.98566,0.9842,0.00494,0.79141,0.00601
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,36,background local volatility,0.09126,0.55171,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,37,background local volatility,0.09051,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,38,background local volatility,0.09222,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,39,background local volatility,0.09254,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,40,background local volatility,0.09107,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,41,background local volatility,0.09173,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,42,background local volatility,0.09233,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,43,background local volatility,0.09312,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,44,background local volatility,0.0914,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,45,background local volatility,0.09258,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,46,background local volatility,0.09372,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,47,background local volatility,0.09301,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,48,background local volatility,0.09342,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,49,background local volatility,0.09371,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,50,Extreme weather closure,0.7158,0.554,0.1618,1.0,0.94372,0.933,0.06531,0.77657,0.04894
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,51,background local volatility,0.09337,0.545,0.0,1.0,0.96966,0.9716,0.0,0.8148,0.01062
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,52,background local volatility,0.093,0.54915,0.0,1.0,0.99554,1.0,0.0,0.8148,0.00156
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,53,background local volatility,0.09387,0.55329,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,54,background local volatility,0.09387,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,55,background local volatility,0.09357,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,56,background local volatility,0.09495,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,57,background local volatility,0.09392,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,58,background local volatility,0.09436,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,59,background local volatility,0.09518,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,60,background local volatility,0.09545,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,61,background local volatility,0.09579,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,62,background local volatility,0.09536,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,63,background local volatility,0.09456,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,64,background local volatility,0.09613,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,65,background local volatility,0.09643,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,66,Rent and debt pressure,0.6216,0.554,0.0676,1.0,0.94579,0.9554,0.03423,0.77706,0.03258
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,67,background local volatility,0.09627,0.54533,0.0,1.0,0.97077,0.994,0.0,0.8148,0.01023
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,68,background local volatility,0.09654,0.54932,0.0,1.0,0.99569,1.0,0.0,0.8148,0.00151
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,69,background local volatility,0.09608,0.55331,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,70,background local volatility,0.09618,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,71,background local volatility,0.09655,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,72,background local volatility,0.09565,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,73,background local volatility,0.09707,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,74,background local volatility,0.09767,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,75,background local volatility,0.09615,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,76,background local volatility,0.09771,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,77,background local volatility,0.09774,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,78,Insurance claim delay and undercoverage,0.6202,0.554,0.0662,1.0,0.94388,0.965,0.03377,0.7761,0.03302
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,79,background local volatility,0.09664,0.54502,0.0,1.0,0.96814,1.0,0.0,0.8148,0.01115
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,80,background local volatility,0.09662,0.5489,0.0,1.0,0.99234,1.0,0.0,0.8148,0.00268
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,81,background local volatility,0.09808,0.55277,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,82,background local volatility,0.09733,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,83,background local volatility,0.09769,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,84,background local volatility,0.09859,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,85,background local volatility,0.09881,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,86,background local volatility,0.0992,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,87,background local volatility,0.09891,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,88,Compound local economic stress,0.8494,0.554,0.2954,0.96887,0.92272,0.917,0.1094,0.7405,0.08936
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,89,background local volatility,0.09865,0.54163,0.0,1.0,0.94638,0.9556,0.03936,0.81165,0.02664
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,90,background local volatility,0.09803,0.54542,0.0,1.0,0.96998,0.9942,0.0,0.8148,0.01051
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,91,background local volatility,0.09842,0.5492,0.0,1.0,0.99352,1.0,0.0,0.8148,0.00227
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,92,background local volatility,0.09876,0.55296,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,93,background local volatility,0.09971,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,94,background local volatility,0.10033,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB001,Undercapitalized neighborhood retailer,low cash runway high community role and limited formal finance,95,background local volatility,0.09925,0.554,0.0,1.0,1.0,1.0,0.0,0.8148,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,0,background local volatility,0.08589,0.5992,0.0,0.98155,0.511,0.8226,0.43906,0.8195,0.26542
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,1,background local volatility,0.08512,0.60736,0.0,1.0,0.56194,0.8672,0.35798,0.84216,0.22492
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,2,background local volatility,0.08712,0.61551,0.0,1.0,0.61282,0.9118,0.27726,0.84862,0.19097
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,3,background local volatility,0.08717,0.62365,0.0,1.0,0.66364,0.9564,0.19655,0.85508,0.15704
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,4,background local volatility,0.08622,0.63178,0.0,1.0,0.7144,1.0,0.11567,0.86155,0.12309
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,5,background local volatility,0.08684,0.6399,0.0,1.0,0.7651,1.0,0.0349,0.86801,0.0892
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,6,background local volatility,0.08591,0.64802,0.0,1.0,0.81574,1.0,0.0,0.8708,0.06449
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,7,background local volatility,0.08608,0.65612,0.0,1.0,0.86632,1.0,0.0,0.8708,0.04679
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,8,Demand shock,0.5336,0.66421,0.0,1.0,0.87012,0.923,0.0,0.8448,0.04546
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,9,background local volatility,0.08654,0.66482,0.0,1.0,0.92058,0.9676,0.0,0.8708,0.0278
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,10,background local volatility,0.08766,0.67289,0.0,1.0,0.97098,1.0,0.0,0.8708,0.01016
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,11,background local volatility,0.08666,0.68096,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,12,background local volatility,0.08863,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,13,background local volatility,0.08662,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,14,background local volatility,0.08706,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,15,background local volatility,0.08696,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,16,background local volatility,0.08875,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,17,background local volatility,0.08793,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,18,background local volatility,0.08833,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,19,background local volatility,0.08813,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,20,Supplier delay and price increase,0.566,0.6856,0.0,1.0,0.99973,0.987,0.00548,0.84536,0.00119
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,21,background local volatility,0.08918,0.68556,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,22,background local volatility,0.08877,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,23,background local volatility,0.08845,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,24,background local volatility,0.08913,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,25,background local volatility,0.08898,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,26,background local volatility,0.08867,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,27,background local volatility,0.09053,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,28,background local volatility,0.09033,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,29,background local volatility,0.09045,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,30,background local volatility,0.09112,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,31,background local volatility,0.0901,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,32,background local volatility,0.09021,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,33,background local volatility,0.09047,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,34,background local volatility,0.09057,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,35,Digital payment and platform disruption,0.5152,0.6856,0.0,1.0,1.0,0.9902,0.0,0.8478,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,36,background local volatility,0.09151,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,37,background local volatility,0.09007,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,38,background local volatility,0.09131,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,39,background local volatility,0.09163,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,40,background local volatility,0.09133,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,41,background local volatility,0.0907,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,42,background local volatility,0.09249,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,43,background local volatility,0.09097,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,44,background local volatility,0.09245,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,45,background local volatility,0.09162,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,46,background local volatility,0.09148,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,47,background local volatility,0.09198,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,48,background local volatility,0.09186,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,49,background local volatility,0.09221,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,50,Extreme weather closure,0.7158,0.6856,0.0302,1.0,0.9715,0.939,0.03697,0.83484,0.02039
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,51,background local volatility,0.09379,0.68104,0.0,1.0,1.0,0.9836,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,52,background local volatility,0.09405,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,53,background local volatility,0.09332,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,54,background local volatility,0.09417,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,55,background local volatility,0.09389,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,56,background local volatility,0.0941,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,57,background local volatility,0.09515,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,58,background local volatility,0.09395,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,59,background local volatility,0.09544,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,60,background local volatility,0.09516,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,61,background local volatility,0.09529,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,62,background local volatility,0.09381,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,63,background local volatility,0.09415,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,64,background local volatility,0.09418,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,65,background local volatility,0.09508,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,66,Rent and debt pressure,0.6216,0.6856,0.0,1.0,0.97195,0.9614,0.01549,0.83456,0.01291
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,67,background local volatility,0.09682,0.68111,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,68,background local volatility,0.0968,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,69,background local volatility,0.09686,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
SB002,Digitally ready service business,strong digital systems with moderate capital and community embeddedness,70,background local volatility,0.09529,0.6856,0.0,1.0,1.0,1.0,0.0,0.8708,0.0
