simulation_id,strategy_id,strategy,rank,resilience_value,winner
5,RD005,Public Health Community Surge Network,6,6.69008,Regional Food System Resilience Portfolio
6,RD001,Distributed Backup Infrastructure Network,1,7.59474,Distributed Backup Infrastructure Network
6,RD002,Multi-Supplier and Multi-Technology System Design,2,7.52085,Distributed Backup Infrastructure Network
6,RD006,Regional Food System Resilience Portfolio,3,7.23744,Distributed Backup Infrastructure Network
6,RD004,Ecological Restoration for Functional Overlap,4,6.93048,Distributed Backup Infrastructure Network
6,RD005,Public Health Community Surge Network,5,6.86392,Distributed Backup Infrastructure Network
6,RD003,Cross-Trained Organizational Response Model,6,6.71509,Distributed Backup Infrastructure Network
7,RD005,Public Health Community Surge Network,1,7.3154,Public Health Community Surge Network
7,RD004,Ecological Restoration for Functional Overlap,2,7.1588,Public Health Community Surge Network
7,RD003,Cross-Trained Organizational Response Model,3,7.1005,Public Health Community Surge Network
7,RD006,Regional Food System Resilience Portfolio,4,6.96233,Public Health Community Surge Network
7,RD002,Multi-Supplier and Multi-Technology System Design,5,6.89414,Public Health Community Surge Network
7,RD001,Distributed Backup Infrastructure Network,6,6.85611,Public Health Community Surge Network
8,RD005,Public Health Community Surge Network,1,7.49495,Public Health Community Surge Network
8,RD003,Cross-Trained Organizational Response Model,2,7.37737,Public Health Community Surge Network
8,RD002,Multi-Supplier and Multi-Technology System Design,3,7.3511,Public Health Community Surge Network
8,RD004,Ecological Restoration for Functional Overlap,4,7.15055,Public Health Community Surge Network
8,RD001,Distributed Backup Infrastructure Network,5,7.01016,Public Health Community Surge Network
8,RD006,Regional Food System Resilience Portfolio,6,6.9303,Public Health Community Surge Network
9,RD002,Multi-Supplier and Multi-Technology System Design,1,7.54788,Multi-Supplier and Multi-Technology System Design
9,RD003,Cross-Trained Organizational Response Model,2,7.35691,Multi-Supplier and Multi-Technology System Design
9,RD005,Public Health Community Surge Network,3,7.26762,Multi-Supplier and Multi-Technology System Design
9,RD006,Regional Food System Resilience Portfolio,4,7.21778,Multi-Supplier and Multi-Technology System Design
9,RD001,Distributed Backup Infrastructure Network,5,6.97057,Multi-Supplier and Multi-Technology System Design
9,RD004,Ecological Restoration for Functional Overlap,6,6.79315,Multi-Supplier and Multi-Technology System Design
10,RD003,Cross-Trained Organizational Response Model,1,7.2829,Cross-Trained Organizational Response Model
10,RD005,Public Health Community Surge Network,2,7.21918,Cross-Trained Organizational Response Model
10,RD006,Regional Food System Resilience Portfolio,3,7.14559,Cross-Trained Organizational Response Model
10,RD001,Distributed Backup Infrastructure Network,4,6.97308,Cross-Trained Organizational Response Model
10,RD002,Multi-Supplier and Multi-Technology System Design,5,6.95128,Cross-Trained Organizational Response Model
10,RD004,Ecological Restoration for Functional Overlap,6,6.39717,Cross-Trained Organizational Response Model
11,RD005,Public Health Community Surge Network,1,7.30423,Public Health Community Surge Network
11,RD006,Regional Food System Resilience Portfolio,2,7.06995,Public Health Community Surge Network
11,RD004,Ecological Restoration for Functional Overlap,3,7.03928,Public Health Community Surge Network
11,RD003,Cross-Trained Organizational Response Model,4,7.01116,Public Health Community Surge Network
11,RD001,Distributed Backup Infrastructure Network,5,6.99053,Public Health Community Surge Network
11,RD002,Multi-Supplier and Multi-Technology System Design,6,6.92115,Public Health Community Surge Network
12,RD003,Cross-Trained Organizational Response Model,1,7.41682,Cross-Trained Organizational Response Model
12,RD001,Distributed Backup Infrastructure Network,2,7.34618,Cross-Trained Organizational Response Model
12,RD002,Multi-Supplier and Multi-Technology System Design,3,7.00639,Cross-Trained Organizational Response Model
12,RD005,Public Health Community Surge Network,4,6.98214,Cross-Trained Organizational Response Model
12,RD004,Ecological Restoration for Functional Overlap,5,6.96356,Cross-Trained Organizational Response Model
12,RD006,Regional Food System Resilience Portfolio,6,6.84485,Cross-Trained Organizational Response Model
13,RD002,Multi-Supplier and Multi-Technology System Design,1,7.55486,Multi-Supplier and Multi-Technology System Design
13,RD006,Regional Food System Resilience Portfolio,2,7.34119,Multi-Supplier and Multi-Technology System Design
13,RD005,Public Health Community Surge Network,3,7.14707,Multi-Supplier and Multi-Technology System Design
13,RD004,Ecological Restoration for Functional Overlap,4,6.97644,Multi-Supplier and Multi-Technology System Design
13,RD003,Cross-Trained Organizational Response Model,5,6.90241,Multi-Supplier and Multi-Technology System Design
13,RD001,Distributed Backup Infrastructure Network,6,6.81931,Multi-Supplier and Multi-Technology System Design
14,RD002,Multi-Supplier and Multi-Technology System Design,1,7.46386,Multi-Supplier and Multi-Technology System Design
14,RD001,Distributed Backup Infrastructure Network,2,7.06909,Multi-Supplier and Multi-Technology System Design
14,RD005,Public Health Community Surge Network,3,7.02576,Multi-Supplier and Multi-Technology System Design
14,RD006,Regional Food System Resilience Portfolio,4,6.98922,Multi-Supplier and Multi-Technology System Design
14,RD004,Ecological Restoration for Functional Overlap,5,6.83022,Multi-Supplier and Multi-Technology System Design
14,RD003,Cross-Trained Organizational Response Model,6,6.67587,Multi-Supplier and Multi-Technology System Design
15,RD005,Public Health Community Surge Network,1,7.18824,Public Health Community Surge Network
15,RD003,Cross-Trained Organizational Response Model,2,7.18664,Public Health Community Surge Network
15,RD004,Ecological Restoration for Functional Overlap,3,7.16307,Public Health Community Surge Network
15,RD002,Multi-Supplier and Multi-Technology System Design,4,7.16013,Public Health Community Surge Network
15,RD001,Distributed Backup Infrastructure Network,5,7.11527,Public Health Community Surge Network
15,RD006,Regional Food System Resilience Portfolio,6,6.71344,Public Health Community Surge Network
16,RD002,Multi-Supplier and Multi-Technology System Design,1,7.21406,Multi-Supplier and Multi-Technology System Design
16,RD003,Cross-Trained Organizational Response Model,2,7.17188,Multi-Supplier and Multi-Technology System Design
16,RD006,Regional Food System Resilience Portfolio,3,6.98588,Multi-Supplier and Multi-Technology System Design
16,RD005,Public Health Community Surge Network,4,6.8953,Multi-Supplier and Multi-Technology System Design
16,RD001,Distributed Backup Infrastructure Network,5,6.69525,Multi-Supplier and Multi-Technology System Design
16,RD004,Ecological Restoration for Functional Overlap,6,6.35119,Multi-Supplier and Multi-Technology System Design
17,RD002,Multi-Supplier and Multi-Technology System Design,1,7.49144,Multi-Supplier and Multi-Technology System Design
17,RD006,Regional Food System Resilience Portfolio,2,7.41852,Multi-Supplier and Multi-Technology System Design
17,RD005,Public Health Community Surge Network,3,7.37864,Multi-Supplier and Multi-Technology System Design
17,RD003,Cross-Trained Organizational Response Model,4,7.35963,Multi-Supplier and Multi-Technology System Design
17,RD004,Ecological Restoration for Functional Overlap,5,6.96789,Multi-Supplier and Multi-Technology System Design
17,RD001,Distributed Backup Infrastructure Network,6,6.92289,Multi-Supplier and Multi-Technology System Design
18,RD005,Public Health Community Surge Network,1,7.34016,Public Health Community Surge Network
18,RD003,Cross-Trained Organizational Response Model,2,7.09951,Public Health Community Surge Network
18,RD004,Ecological Restoration for Functional Overlap,3,7.0397,Public Health Community Surge Network
18,RD006,Regional Food System Resilience Portfolio,4,7.01175,Public Health Community Surge Network
18,RD001,Distributed Backup Infrastructure Network,5,6.81074,Public Health Community Surge Network
18,RD002,Multi-Supplier and Multi-Technology System Design,6,6.64416,Public Health Community Surge Network
19,RD003,Cross-Trained Organizational Response Model,1,7.30203,Cross-Trained Organizational Response Model
19,RD005,Public Health Community Surge Network,2,7.14042,Cross-Trained Organizational Response Model
19,RD002,Multi-Supplier and Multi-Technology System Design,3,6.86037,Cross-Trained Organizational Response Model
19,RD006,Regional Food System Resilience Portfolio,4,6.80659,Cross-Trained Organizational Response Model
19,RD004,Ecological Restoration for Functional Overlap,5,6.65972,Cross-Trained Organizational Response Model
19,RD001,Distributed Backup Infrastructure Network,6,6.45776,Cross-Trained Organizational Response Model
20,RD006,Regional Food System Resilience Portfolio,1,7.41026,Regional Food System Resilience Portfolio
20,RD003,Cross-Trained Organizational Response Model,2,7.38879,Regional Food System Resilience Portfolio
20,RD005,Public Health Community Surge Network,3,7.11817,Regional Food System Resilience Portfolio
20,RD002,Multi-Supplier and Multi-Technology System Design,4,6.9984,Regional Food System Resilience Portfolio
20,RD004,Ecological Restoration for Functional Overlap,5,6.71807,Regional Food System Resilience Portfolio
20,RD001,Distributed Backup Infrastructure Network,6,6.70697,Regional Food System Resilience Portfolio
21,RD001,Distributed Backup Infrastructure Network,1,7.36543,Distributed Backup Infrastructure Network
21,RD002,Multi-Supplier and Multi-Technology System Design,2,7.19463,Distributed Backup Infrastructure Network
21,RD004,Ecological Restoration for Functional Overlap,3,7.07442,Distributed Backup Infrastructure Network
21,RD005,Public Health Community Surge Network,4,6.98037,Distributed Backup Infrastructure Network
21,RD003,Cross-Trained Organizational Response Model,5,6.87978,Distributed Backup Infrastructure Network
21,RD006,Regional Food System Resilience Portfolio,6,6.60082,Distributed Backup Infrastructure Network
22,RD005,Public Health Community Surge Network,1,7.492,Public Health Community Surge Network
22,RD004,Ecological Restoration for Functional Overlap,2,7.39744,Public Health Community Surge Network
22,RD003,Cross-Trained Organizational Response Model,3,7.13599,Public Health Community Surge Network
22,RD002,Multi-Supplier and Multi-Technology System Design,4,7.13225,Public Health Community Surge Network
22,RD006,Regional Food System Resilience Portfolio,5,6.95885,Public Health Community Surge Network
22,RD001,Distributed Backup Infrastructure Network,6,6.64702,Public Health Community Surge Network
23,RD003,Cross-Trained Organizational Response Model,1,7.54908,Cross-Trained Organizational Response Model
23,RD005,Public Health Community Surge Network,2,7.21817,Cross-Trained Organizational Response Model
23,RD002,Multi-Supplier and Multi-Technology System Design,3,7.14173,Cross-Trained Organizational Response Model
23,RD006,Regional Food System Resilience Portfolio,4,6.88281,Cross-Trained Organizational Response Model
23,RD004,Ecological Restoration for Functional Overlap,5,6.87287,Cross-Trained Organizational Response Model
23,RD001,Distributed Backup Infrastructure Network,6,6.84692,Cross-Trained Organizational Response Model
24,RD003,Cross-Trained Organizational Response Model,1,7.60787,Cross-Trained Organizational Response Model
24,RD002,Multi-Supplier and Multi-Technology System Design,2,7.40678,Cross-Trained Organizational Response Model
24,RD005,Public Health Community Surge Network,3,7.29611,Cross-Trained Organizational Response Model
24,RD004,Ecological Restoration for Functional Overlap,4,7.24232,Cross-Trained Organizational Response Model
24,RD006,Regional Food System Resilience Portfolio,5,7.01972,Cross-Trained Organizational Response Model
24,RD001,Distributed Backup Infrastructure Network,6,6.68254,Cross-Trained Organizational Response Model
25,RD003,Cross-Trained Organizational Response Model,1,7.22064,Cross-Trained Organizational Response Model
25,RD006,Regional Food System Resilience Portfolio,2,7.1584,Cross-Trained Organizational Response Model
25,RD005,Public Health Community Surge Network,3,7.06122,Cross-Trained Organizational Response Model
25,RD002,Multi-Supplier and Multi-Technology System Design,4,7.00397,Cross-Trained Organizational Response Model
25,RD004,Ecological Restoration for Functional Overlap,5,6.82445,Cross-Trained Organizational Response Model
25,RD001,Distributed Backup Infrastructure Network,6,6.66495,Cross-Trained Organizational Response Model
26,RD004,Ecological Restoration for Functional Overlap,1,7.26244,Ecological Restoration for Functional Overlap
26,RD002,Multi-Supplier and Multi-Technology System Design,2,7.18751,Ecological Restoration for Functional Overlap
26,RD001,Distributed Backup Infrastructure Network,3,7.1828,Ecological Restoration for Functional Overlap
26,RD006,Regional Food System Resilience Portfolio,4,7.06238,Ecological Restoration for Functional Overlap
26,RD005,Public Health Community Surge Network,5,7.04288,Ecological Restoration for Functional Overlap
26,RD003,Cross-Trained Organizational Response Model,6,6.67363,Ecological Restoration for Functional Overlap
27,RD003,Cross-Trained Organizational Response Model,1,7.4128,Cross-Trained Organizational Response Model
27,RD006,Regional Food System Resilience Portfolio,2,7.37591,Cross-Trained Organizational Response Model
27,RD002,Multi-Supplier and Multi-Technology System Design,3,7.07987,Cross-Trained Organizational Response Model
27,RD005,Public Health Community Surge Network,4,6.91373,Cross-Trained Organizational Response Model
27,RD001,Distributed Backup Infrastructure Network,5,6.87675,Cross-Trained Organizational Response Model
27,RD004,Ecological Restoration for Functional Overlap,6,6.81244,Cross-Trained Organizational Response Model
28,RD002,Multi-Supplier and Multi-Technology System Design,1,7.34673,Multi-Supplier and Multi-Technology System Design
28,RD006,Regional Food System Resilience Portfolio,2,7.20284,Multi-Supplier and Multi-Technology System Design
28,RD005,Public Health Community Surge Network,3,7.20126,Multi-Supplier and Multi-Technology System Design
28,RD003,Cross-Trained Organizational Response Model,4,7.16197,Multi-Supplier and Multi-Technology System Design
28,RD004,Ecological Restoration for Functional Overlap,5,6.88874,Multi-Supplier and Multi-Technology System Design
28,RD001,Distributed Backup Infrastructure Network,6,6.83542,Multi-Supplier and Multi-Technology System Design
29,RD005,Public Health Community Surge Network,1,7.57506,Public Health Community Surge Network
29,RD004,Ecological Restoration for Functional Overlap,2,7.40789,Public Health Community Surge Network
29,RD006,Regional Food System Resilience Portfolio,3,6.98826,Public Health Community Surge Network
29,RD003,Cross-Trained Organizational Response Model,4,6.85548,Public Health Community Surge Network
29,RD001,Distributed Backup Infrastructure Network,5,6.7147,Public Health Community Surge Network
29,RD002,Multi-Supplier and Multi-Technology System Design,6,6.62165,Public Health Community Surge Network
30,RD005,Public Health Community Surge Network,1,7.50089,Public Health Community Surge Network
30,RD006,Regional Food System Resilience Portfolio,2,7.39004,Public Health Community Surge Network
30,RD001,Distributed Backup Infrastructure Network,3,7.33032,Public Health Community Surge Network
30,RD002,Multi-Supplier and Multi-Technology System Design,4,7.20805,Public Health Community Surge Network
30,RD003,Cross-Trained Organizational Response Model,5,7.2079,Public Health Community Surge Network
30,RD004,Ecological Restoration for Functional Overlap,6,6.96897,Public Health Community Surge Network
31,RD003,Cross-Trained Organizational Response Model,1,7.71943,Cross-Trained Organizational Response Model
31,RD002,Multi-Supplier and Multi-Technology System Design,2,7.39578,Cross-Trained Organizational Response Model
31,RD004,Ecological Restoration for Functional Overlap,3,7.12434,Cross-Trained Organizational Response Model
31,RD005,Public Health Community Surge Network,4,7.06587,Cross-Trained Organizational Response Model
31,RD006,Regional Food System Resilience Portfolio,5,7.05281,Cross-Trained Organizational Response Model
31,RD001,Distributed Backup Infrastructure Network,6,6.66517,Cross-Trained Organizational Response Model
32,RD005,Public Health Community Surge Network,1,7.54325,Public Health Community Surge Network
32,RD003,Cross-Trained Organizational Response Model,2,7.50243,Public Health Community Surge Network
32,RD002,Multi-Supplier and Multi-Technology System Design,3,7.31132,Public Health Community Surge Network
32,RD001,Distributed Backup Infrastructure Network,4,7.17916,Public Health Community Surge Network
32,RD006,Regional Food System Resilience Portfolio,5,7.09861,Public Health Community Surge Network
32,RD004,Ecological Restoration for Functional Overlap,6,6.80224,Public Health Community Surge Network
33,RD005,Public Health Community Surge Network,1,7.34212,Public Health Community Surge Network
33,RD006,Regional Food System Resilience Portfolio,2,7.268,Public Health Community Surge Network
33,RD004,Ecological Restoration for Functional Overlap,3,7.06149,Public Health Community Surge Network
33,RD001,Distributed Backup Infrastructure Network,4,7.05395,Public Health Community Surge Network
33,RD002,Multi-Supplier and Multi-Technology System Design,5,7.03413,Public Health Community Surge Network
33,RD003,Cross-Trained Organizational Response Model,6,6.99331,Public Health Community Surge Network
34,RD006,Regional Food System Resilience Portfolio,1,7.34145,Regional Food System Resilience Portfolio
34,RD004,Ecological Restoration for Functional Overlap,2,7.28303,Regional Food System Resilience Portfolio
34,RD005,Public Health Community Surge Network,3,6.99821,Regional Food System Resilience Portfolio
34,RD003,Cross-Trained Organizational Response Model,4,6.92154,Regional Food System Resilience Portfolio
34,RD001,Distributed Backup Infrastructure Network,5,6.81313,Regional Food System Resilience Portfolio
34,RD002,Multi-Supplier and Multi-Technology System Design,6,6.74057,Regional Food System Resilience Portfolio
35,RD006,Regional Food System Resilience Portfolio,1,7.3679,Regional Food System Resilience Portfolio
35,RD004,Ecological Restoration for Functional Overlap,2,7.2487,Regional Food System Resilience Portfolio
35,RD003,Cross-Trained Organizational Response Model,3,7.10586,Regional Food System Resilience Portfolio
35,RD005,Public Health Community Surge Network,4,6.97449,Regional Food System Resilience Portfolio
35,RD002,Multi-Supplier and Multi-Technology System Design,5,6.72348,Regional Food System Resilience Portfolio
35,RD001,Distributed Backup Infrastructure Network,6,6.63419,Regional Food System Resilience Portfolio
36,RD002,Multi-Supplier and Multi-Technology System Design,1,7.16457,Multi-Supplier and Multi-Technology System Design
36,RD004,Ecological Restoration for Functional Overlap,2,7.06588,Multi-Supplier and Multi-Technology System Design
36,RD003,Cross-Trained Organizational Response Model,3,7.02032,Multi-Supplier and Multi-Technology System Design
36,RD006,Regional Food System Resilience Portfolio,4,7.01228,Multi-Supplier and Multi-Technology System Design
36,RD005,Public Health Community Surge Network,5,6.99561,Multi-Supplier and Multi-Technology System Design
36,RD001,Distributed Backup Infrastructure Network,6,6.44334,Multi-Supplier and Multi-Technology System Design
37,RD006,Regional Food System Resilience Portfolio,1,7.50889,Regional Food System Resilience Portfolio
37,RD005,Public Health Community Surge Network,2,7.45201,Regional Food System Resilience Portfolio
37,RD001,Distributed Backup Infrastructure Network,3,7.43563,Regional Food System Resilience Portfolio
37,RD003,Cross-Trained Organizational Response Model,4,7.32978,Regional Food System Resilience Portfolio
37,RD002,Multi-Supplier and Multi-Technology System Design,5,7.29149,Regional Food System Resilience Portfolio
37,RD004,Ecological Restoration for Functional Overlap,6,7.22815,Regional Food System Resilience Portfolio
38,RD005,Public Health Community Surge Network,1,7.26119,Public Health Community Surge Network
38,RD004,Ecological Restoration for Functional Overlap,2,7.15497,Public Health Community Surge Network
38,RD006,Regional Food System Resilience Portfolio,3,7.03606,Public Health Community Surge Network
38,RD001,Distributed Backup Infrastructure Network,4,6.97028,Public Health Community Surge Network
38,RD003,Cross-Trained Organizational Response Model,5,6.75383,Public Health Community Surge Network
38,RD002,Multi-Supplier and Multi-Technology System Design,6,6.48041,Public Health Community Surge Network
39,RD002,Multi-Supplier and Multi-Technology System Design,1,7.60282,Multi-Supplier and Multi-Technology System Design
39,RD001,Distributed Backup Infrastructure Network,2,7.11836,Multi-Supplier and Multi-Technology System Design
39,RD004,Ecological Restoration for Functional Overlap,3,6.97286,Multi-Supplier and Multi-Technology System Design
39,RD006,Regional Food System Resilience Portfolio,4,6.90226,Multi-Supplier and Multi-Technology System Design
39,RD003,Cross-Trained Organizational Response Model,5,6.8626,Multi-Supplier and Multi-Technology System Design
39,RD005,Public Health Community Surge Network,6,6.67008,Multi-Supplier and Multi-Technology System Design
40,RD006,Regional Food System Resilience Portfolio,1,7.38585,Regional Food System Resilience Portfolio
40,RD004,Ecological Restoration for Functional Overlap,2,7.37197,Regional Food System Resilience Portfolio
40,RD003,Cross-Trained Organizational Response Model,3,7.26705,Regional Food System Resilience Portfolio
40,RD005,Public Health Community Surge Network,4,7.10902,Regional Food System Resilience Portfolio
40,RD002,Multi-Supplier and Multi-Technology System Design,5,7.08144,Regional Food System Resilience Portfolio
40,RD001,Distributed Backup Infrastructure Network,6,6.76108,Regional Food System Resilience Portfolio
41,RD003,Cross-Trained Organizational Response Model,1,7.53027,Cross-Trained Organizational Response Model
41,RD005,Public Health Community Surge Network,2,7.30061,Cross-Trained Organizational Response Model
41,RD004,Ecological Restoration for Functional Overlap,3,7.21651,Cross-Trained Organizational Response Model
41,RD006,Regional Food System Resilience Portfolio,4,6.94022,Cross-Trained Organizational Response Model
41,RD002,Multi-Supplier and Multi-Technology System Design,5,6.86998,Cross-Trained Organizational Response Model
41,RD001,Distributed Backup Infrastructure Network,6,6.44135,Cross-Trained Organizational Response Model
42,RD002,Multi-Supplier and Multi-Technology System Design,1,7.47101,Multi-Supplier and Multi-Technology System Design
42,RD003,Cross-Trained Organizational Response Model,2,7.35372,Multi-Supplier and Multi-Technology System Design
42,RD001,Distributed Backup Infrastructure Network,3,7.31604,Multi-Supplier and Multi-Technology System Design
42,RD006,Regional Food System Resilience Portfolio,4,7.29277,Multi-Supplier and Multi-Technology System Design
42,RD004,Ecological Restoration for Functional Overlap,5,6.95332,Multi-Supplier and Multi-Technology System Design
42,RD005,Public Health Community Surge Network,6,6.68087,Multi-Supplier and Multi-Technology System Design
43,RD005,Public Health Community Surge Network,1,7.76176,Public Health Community Surge Network
43,RD002,Multi-Supplier and Multi-Technology System Design,2,7.49182,Public Health Community Surge Network
43,RD006,Regional Food System Resilience Portfolio,3,7.45843,Public Health Community Surge Network
43,RD004,Ecological Restoration for Functional Overlap,4,7.17313,Public Health Community Surge Network
43,RD003,Cross-Trained Organizational Response Model,5,6.74649,Public Health Community Surge Network
43,RD001,Distributed Backup Infrastructure Network,6,6.45715,Public Health Community Surge Network
44,RD003,Cross-Trained Organizational Response Model,1,7.51909,Cross-Trained Organizational Response Model
44,RD005,Public Health Community Surge Network,2,7.18842,Cross-Trained Organizational Response Model
44,RD006,Regional Food System Resilience Portfolio,3,7.11617,Cross-Trained Organizational Response Model
44,RD001,Distributed Backup Infrastructure Network,4,7.01713,Cross-Trained Organizational Response Model
44,RD002,Multi-Supplier and Multi-Technology System Design,5,6.97776,Cross-Trained Organizational Response Model
44,RD004,Ecological Restoration for Functional Overlap,6,6.9433,Cross-Trained Organizational Response Model
45,RD003,Cross-Trained Organizational Response Model,1,7.39979,Cross-Trained Organizational Response Model
45,RD005,Public Health Community Surge Network,2,7.25791,Cross-Trained Organizational Response Model
45,RD002,Multi-Supplier and Multi-Technology System Design,3,7.1854,Cross-Trained Organizational Response Model
45,RD004,Ecological Restoration for Functional Overlap,4,7.11901,Cross-Trained Organizational Response Model
45,RD006,Regional Food System Resilience Portfolio,5,7.09937,Cross-Trained Organizational Response Model
45,RD001,Distributed Backup Infrastructure Network,6,6.92118,Cross-Trained Organizational Response Model
46,RD001,Distributed Backup Infrastructure Network,1,7.54771,Distributed Backup Infrastructure Network
46,RD003,Cross-Trained Organizational Response Model,2,7.39764,Distributed Backup Infrastructure Network
46,RD006,Regional Food System Resilience Portfolio,3,7.37418,Distributed Backup Infrastructure Network
46,RD005,Public Health Community Surge Network,4,7.33919,Distributed Backup Infrastructure Network
46,RD002,Multi-Supplier and Multi-Technology System Design,5,6.96774,Distributed Backup Infrastructure Network
46,RD004,Ecological Restoration for Functional Overlap,6,6.82055,Distributed Backup Infrastructure Network
47,RD005,Public Health Community Surge Network,1,7.75056,Public Health Community Surge Network
47,RD003,Cross-Trained Organizational Response Model,2,7.68538,Public Health Community Surge Network
47,RD002,Multi-Supplier and Multi-Technology System Design,3,7.01581,Public Health Community Surge Network
47,RD006,Regional Food System Resilience Portfolio,4,6.91715,Public Health Community Surge Network
47,RD001,Distributed Backup Infrastructure Network,5,6.75825,Public Health Community Surge Network
47,RD004,Ecological Restoration for Functional Overlap,6,6.7011,Public Health Community Surge Network
48,RD006,Regional Food System Resilience Portfolio,1,7.26297,Regional Food System Resilience Portfolio
48,RD003,Cross-Trained Organizational Response Model,2,6.94994,Regional Food System Resilience Portfolio
48,RD004,Ecological Restoration for Functional Overlap,3,6.90536,Regional Food System Resilience Portfolio
48,RD002,Multi-Supplier and Multi-Technology System Design,4,6.88769,Regional Food System Resilience Portfolio
48,RD001,Distributed Backup Infrastructure Network,5,6.73464,Regional Food System Resilience Portfolio
48,RD005,Public Health Community Surge Network,6,6.69967,Regional Food System Resilience Portfolio
49,RD006,Regional Food System Resilience Portfolio,1,7.3929,Regional Food System Resilience Portfolio
49,RD002,Multi-Supplier and Multi-Technology System Design,2,7.26687,Regional Food System Resilience Portfolio
49,RD003,Cross-Trained Organizational Response Model,3,7.18775,Regional Food System Resilience Portfolio
49,RD004,Ecological Restoration for Functional Overlap,4,7.16844,Regional Food System Resilience Portfolio
49,RD001,Distributed Backup Infrastructure Network,5,6.97122,Regional Food System Resilience Portfolio
49,RD005,Public Health Community Surge Network,6,6.91999,Regional Food System Resilience Portfolio
50,RD004,Ecological Restoration for Functional Overlap,1,7.40928,Ecological Restoration for Functional Overlap
50,RD006,Regional Food System Resilience Portfolio,2,7.1546,Ecological Restoration for Functional Overlap
50,RD002,Multi-Supplier and Multi-Technology System Design,3,7.05946,Ecological Restoration for Functional Overlap
50,RD005,Public Health Community Surge Network,4,6.97307,Ecological Restoration for Functional Overlap
50,RD003,Cross-Trained Organizational Response Model,5,6.85863,Ecological Restoration for Functional Overlap
50,RD001,Distributed Backup Infrastructure Network,6,6.76918,Ecological Restoration for Functional Overlap
51,RD005,Public Health Community Surge Network,1,7.69824,Public Health Community Surge Network
51,RD002,Multi-Supplier and Multi-Technology System Design,2,7.089,Public Health Community Surge Network
51,RD004,Ecological Restoration for Functional Overlap,3,7.0495,Public Health Community Surge Network
51,RD006,Regional Food System Resilience Portfolio,4,6.87224,Public Health Community Surge Network
51,RD003,Cross-Trained Organizational Response Model,5,6.81086,Public Health Community Surge Network
