scenario_id,scenario_name,time_step,patch_id,landscape_id,patch_type,condition,disturbance,resilience_margin,refugia,threshold_flag
DR001,Moderate historical disturbance,2,P009,L003,cropland,0.54044,0.9155,0.29294,0,threshold risk
DR001,Moderate historical disturbance,2,P010,L003,hedgerow,0.72386,0.47404,1.92182,1,viable margin
DR001,Moderate historical disturbance,2,P011,L003,wet-meadow,0.7446,0.49774,1.96086,1,viable margin
DR001,Moderate historical disturbance,2,P012,L003,compacted-field-edge,0.37965,1.06938,-0.51973,0,threshold risk
DR001,Moderate historical disturbance,2,P013,L004,urban-green,0.55977,0.94777,0.3,0,threshold risk
DR001,Moderate historical disturbance,2,P014,L004,impervious-surface,0.15546,1.22712,-1.55365,0,threshold risk
DR001,Moderate historical disturbance,2,P015,L004,restored-stream,0.67138,0.59589,1.43749,1,viable margin
DR001,Moderate historical disturbance,2,P016,L004,tree-canopy-corridor,0.74658,0.44347,2.0071,1,viable margin
DR001,Moderate historical disturbance,2,P017,L005,mangrove,0.82585,0.51315,2.02671,1,viable margin
DR001,Moderate historical disturbance,2,P018,L005,marsh,0.79924,0.58741,1.83183,1,viable margin
DR001,Moderate historical disturbance,2,P019,L005,armored-shoreline,0.29319,1.10156,-0.83437,0,threshold risk
DR001,Moderate historical disturbance,2,P020,L005,tidal-creek,0.75934,0.57179,1.81955,1,viable margin
DR001,Moderate historical disturbance,2,P021,L006,dry-grassland,0.58522,0.92047,0.48074,0,threshold risk
DR001,Moderate historical disturbance,2,P022,L006,shrub-refugia,0.72059,0.53204,1.78455,1,viable margin
DR001,Moderate historical disturbance,2,P023,L006,eroded-slope,0.31284,1.10842,-0.86358,0,threshold risk
DR001,Moderate historical disturbance,2,P024,L006,riparian-oasis,0.86042,0.3892,2.60522,1,viable margin
DR001,Moderate historical disturbance,3,P001,L001,forest,0.75153,1.26602,0.60551,0,threshold risk
DR001,Moderate historical disturbance,3,P002,L001,riparian,0.91259,0.68327,2.21531,1,viable margin
DR001,Moderate historical disturbance,3,P003,L001,grassland,0.5587,1.29332,0.16338,0,threshold risk
DR001,Moderate historical disturbance,3,P004,L001,old-growth-remnant,0.95762,0.48693,2.73469,1,viable margin
DR001,Moderate historical disturbance,3,P005,L002,floodplain,0.7924,0.79248,1.61192,1,viable margin
DR001,Moderate historical disturbance,3,P006,L002,wetland,0.87023,0.72791,2.13831,1,viable margin
DR001,Moderate historical disturbance,3,P007,L002,channelized-river,0.43024,1.4,-0.55176,0,threshold risk
DR001,Moderate historical disturbance,3,P008,L002,riparian-forest,0.77181,0.84812,1.6737,1,viable margin
DR001,Moderate historical disturbance,3,P009,L003,cropland,0.48457,1.37028,-0.2177,0,threshold risk
DR001,Moderate historical disturbance,3,P010,L003,hedgerow,0.71608,0.73304,1.65504,1,viable margin
DR001,Moderate historical disturbance,3,P011,L003,wet-meadow,0.73559,0.77942,1.67017,1,viable margin
DR001,Moderate historical disturbance,3,P012,L003,compacted-field-edge,0.31789,1.4,-0.91211,0,threshold risk
DR001,Moderate historical disturbance,3,P013,L004,urban-green,0.50257,1.4,-0.20943,0,threshold risk
DR001,Moderate historical disturbance,3,P014,L004,impervious-surface,0.08806,1.4,-1.79394,0,threshold risk
DR001,Moderate historical disturbance,3,P015,L004,restored-stream,0.6501,0.95357,1.05852,1,viable margin
DR001,Moderate historical disturbance,3,P016,L004,tree-canopy-corridor,0.74213,0.67691,1.76921,1,viable margin
DR001,Moderate historical disturbance,3,P017,L005,mangrove,0.81885,0.77348,1.75938,1,viable margin
DR001,Moderate historical disturbance,3,P018,L005,marsh,0.78293,0.93079,1.47213,1,viable margin
DR001,Moderate historical disturbance,3,P019,L005,armored-shoreline,0.22975,1.4,-1.19625,0,threshold risk
DR001,Moderate historical disturbance,3,P020,L005,tidal-creek,0.74145,0.94091,1.43253,1,viable margin
DR001,Moderate historical disturbance,3,P021,L006,dry-grassland,0.53146,1.37991,-0.03245,0,threshold risk
DR001,Moderate historical disturbance,3,P022,L006,shrub-refugia,0.70779,0.83645,1.46733,1,viable margin
DR001,Moderate historical disturbance,3,P023,L006,eroded-slope,0.24976,1.4,-1.21824,0,threshold risk
DR001,Moderate historical disturbance,3,P024,L006,riparian-oasis,0.86205,0.64167,2.35438,1,viable margin
DR001,Moderate historical disturbance,4,P001,L001,forest,0.69943,1.4,0.41943,0,threshold risk
DR001,Moderate historical disturbance,4,P002,L001,riparian,0.89184,1.02442,1.85343,1,viable margin
DR001,Moderate historical disturbance,4,P003,L001,grassland,0.50348,1.4,0.00148,0,threshold risk
DR001,Moderate historical disturbance,4,P004,L001,old-growth-remnant,0.95517,0.72358,2.49559,1,viable margin
DR001,Moderate historical disturbance,4,P005,L002,floodplain,0.76493,1.12282,1.25411,1,viable margin
DR001,Moderate historical disturbance,4,P006,L002,wetland,0.84641,1.09226,1.75015,1,viable margin
DR001,Moderate historical disturbance,4,P007,L002,channelized-river,0.37112,1.4,-0.61088,0,threshold risk
DR001,Moderate historical disturbance,4,P008,L002,riparian-forest,0.73509,1.2844,1.20069,1,viable margin
DR001,Moderate historical disturbance,4,P009,L003,cropland,0.42707,1.4,-0.30493,0,threshold risk
DR001,Moderate historical disturbance,4,P010,L003,hedgerow,0.69022,1.06195,1.30027,1,viable margin
DR001,Moderate historical disturbance,4,P011,L003,wet-meadow,0.70765,1.12349,1.29816,1,viable margin
DR001,Moderate historical disturbance,4,P012,L003,compacted-field-edge,0.25613,1.4,-0.97387,0,threshold risk
DR001,Moderate historical disturbance,4,P013,L004,urban-green,0.44537,1.4,-0.26663,0,threshold risk
DR001,Moderate historical disturbance,4,P014,L004,impervious-surface,0.02066,1.4,-1.86134,0,threshold risk
DR001,Moderate historical disturbance,4,P015,L004,restored-stream,0.60604,1.3675,0.60054,1,threshold risk
DR001,Moderate historical disturbance,4,P016,L004,tree-canopy-corridor,0.72106,0.97906,1.446,1,viable margin
DR001,Moderate historical disturbance,4,P017,L005,mangrove,0.79365,1.10437,1.40329,1,viable margin
DR001,Moderate historical disturbance,4,P018,L005,marsh,0.74375,1.34652,1.01723,1,viable margin
DR001,Moderate historical disturbance,4,P019,L005,armored-shoreline,0.16631,1.4,-1.25969,0,threshold risk
DR001,Moderate historical disturbance,4,P020,L005,tidal-creek,0.69831,1.4,0.93031,1,viable margin
DR001,Moderate historical disturbance,4,P021,L006,dry-grassland,0.4766,1.4,-0.1074,0,threshold risk
DR001,Moderate historical disturbance,4,P022,L006,shrub-refugia,0.67473,1.20467,1.06606,1,viable margin
DR001,Moderate historical disturbance,4,P023,L006,eroded-slope,0.18668,1.4,-1.28132,0,threshold risk
DR001,Moderate historical disturbance,4,P024,L006,riparian-oasis,0.84595,0.96396,2.01599,1,viable margin
DR001,Moderate historical disturbance,5,P001,L001,forest,0.64733,1.4,0.36733,0,threshold risk
DR001,Moderate historical disturbance,5,P002,L001,riparian,0.85069,1.39549,1.44121,1,viable margin
DR001,Moderate historical disturbance,5,P003,L001,grassland,0.44826,1.4,-0.05374,0,threshold risk
DR001,Moderate historical disturbance,5,P004,L001,old-growth-remnant,0.93746,1.00089,2.20056,1,viable margin
DR001,Moderate historical disturbance,5,P005,L002,floodplain,0.72221,1.4,0.93421,1,viable margin
DR001,Moderate historical disturbance,5,P006,L002,wetland,0.80567,1.4,1.40167,1,viable margin
DR001,Moderate historical disturbance,5,P007,L002,channelized-river,0.312,1.4,-0.67,0,threshold risk
DR001,Moderate historical disturbance,5,P008,L002,riparian-forest,0.69201,1.4,1.04201,1,viable margin
DR001,Moderate historical disturbance,5,P009,L003,cropland,0.36957,1.4,-0.36243,0,threshold risk
DR001,Moderate historical disturbance,5,P010,L003,hedgerow,0.64576,1.4,0.91776,1,viable margin
DR001,Moderate historical disturbance,5,P011,L003,wet-meadow,0.66451,1.4,0.97851,1,viable margin
DR001,Moderate historical disturbance,5,P012,L003,compacted-field-edge,0.19437,1.4,-1.03563,0,threshold risk
DR001,Moderate historical disturbance,5,P013,L004,urban-green,0.38817,1.4,-0.32383,0,threshold risk
DR001,Moderate historical disturbance,5,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,5,P015,L004,restored-stream,0.5602,1.4,0.5222,1,threshold risk
DR001,Moderate historical disturbance,5,P016,L004,tree-canopy-corridor,0.67916,1.35785,1.02531,1,viable margin
DR001,Moderate historical disturbance,5,P017,L005,mangrove,0.75219,1.4,1.06619,1,viable margin
DR001,Moderate historical disturbance,5,P018,L005,marsh,0.70163,1.4,0.92163,1,viable margin
DR001,Moderate historical disturbance,5,P019,L005,armored-shoreline,0.10287,1.4,-1.32313,0,threshold risk
DR001,Moderate historical disturbance,5,P020,L005,tidal-creek,0.65517,1.4,0.88717,1,viable margin
DR001,Moderate historical disturbance,5,P021,L006,dry-grassland,0.42174,1.4,-0.16226,0,threshold risk
DR001,Moderate historical disturbance,5,P022,L006,shrub-refugia,0.63093,1.4,0.82693,1,viable margin
DR001,Moderate historical disturbance,5,P023,L006,eroded-slope,0.1236,1.4,-1.3444,0,threshold risk
DR001,Moderate historical disturbance,5,P024,L006,riparian-oasis,0.81099,1.30687,1.63813,1,viable margin
DR001,Moderate historical disturbance,6,P001,L001,forest,0.59523,1.4,0.31523,0,threshold risk
DR001,Moderate historical disturbance,6,P002,L001,riparian,0.80929,1.4,1.39529,1,viable margin
DR001,Moderate historical disturbance,6,P003,L001,grassland,0.39304,1.4,-0.10896,0,threshold risk
DR001,Moderate historical disturbance,6,P004,L001,old-growth-remnant,0.90305,1.3046,1.86245,1,viable margin
DR001,Moderate historical disturbance,6,P005,L002,floodplain,0.67949,1.4,0.89149,1,viable margin
DR001,Moderate historical disturbance,6,P006,L002,wetland,0.76493,1.4,1.36093,1,viable margin
DR001,Moderate historical disturbance,6,P007,L002,channelized-river,0.25288,1.4,-0.72912,0,threshold risk
DR001,Moderate historical disturbance,6,P008,L002,riparian-forest,0.64893,1.4,0.99893,1,viable margin
DR001,Moderate historical disturbance,6,P009,L003,cropland,0.31207,1.4,-0.41993,0,threshold risk
DR001,Moderate historical disturbance,6,P010,L003,hedgerow,0.6013,1.4,0.8733,1,viable margin
DR001,Moderate historical disturbance,6,P011,L003,wet-meadow,0.62137,1.4,0.93537,1,viable margin
DR001,Moderate historical disturbance,6,P012,L003,compacted-field-edge,0.13261,1.4,-1.09739,0,threshold risk
DR001,Moderate historical disturbance,6,P013,L004,urban-green,0.33097,1.4,-0.38103,0,threshold risk
DR001,Moderate historical disturbance,6,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,6,P015,L004,restored-stream,0.51436,1.4,0.47636,1,threshold risk
DR001,Moderate historical disturbance,6,P016,L004,tree-canopy-corridor,0.63494,1.4,0.93894,1,viable margin
DR001,Moderate historical disturbance,6,P017,L005,mangrove,0.71073,1.4,1.02473,1,viable margin
DR001,Moderate historical disturbance,6,P018,L005,marsh,0.65951,1.4,0.87951,1,viable margin
DR001,Moderate historical disturbance,6,P019,L005,armored-shoreline,0.03943,1.4,-1.38657,0,threshold risk
DR001,Moderate historical disturbance,6,P020,L005,tidal-creek,0.61203,1.4,0.84403,1,viable margin
DR001,Moderate historical disturbance,6,P021,L006,dry-grassland,0.36688,1.4,-0.21712,0,threshold risk
DR001,Moderate historical disturbance,6,P022,L006,shrub-refugia,0.58713,1.4,0.78313,1,viable margin
DR001,Moderate historical disturbance,6,P023,L006,eroded-slope,0.06052,1.4,-1.40748,0,threshold risk
DR001,Moderate historical disturbance,6,P024,L006,riparian-oasis,0.77091,1.4,1.50491,1,viable margin
DR001,Moderate historical disturbance,7,P001,L001,forest,0.54313,1.4,0.26313,0,threshold risk
DR001,Moderate historical disturbance,7,P002,L001,riparian,0.76789,1.4,1.35389,1,viable margin
DR001,Moderate historical disturbance,7,P003,L001,grassland,0.33782,1.4,-0.16418,0,threshold risk
DR001,Moderate historical disturbance,7,P004,L001,old-growth-remnant,0.86339,1.4,1.72739,1,viable margin
DR001,Moderate historical disturbance,7,P005,L002,floodplain,0.63677,1.4,0.84877,1,viable margin
DR001,Moderate historical disturbance,7,P006,L002,wetland,0.72419,1.4,1.32019,1,viable margin
DR001,Moderate historical disturbance,7,P007,L002,channelized-river,0.19376,1.4,-0.78824,0,threshold risk
DR001,Moderate historical disturbance,7,P008,L002,riparian-forest,0.60585,1.4,0.95585,1,viable margin
DR001,Moderate historical disturbance,7,P009,L003,cropland,0.25457,1.4,-0.47743,0,threshold risk
DR001,Moderate historical disturbance,7,P010,L003,hedgerow,0.55684,1.4,0.82884,1,viable margin
DR001,Moderate historical disturbance,7,P011,L003,wet-meadow,0.57823,1.4,0.89223,1,viable margin
DR001,Moderate historical disturbance,7,P012,L003,compacted-field-edge,0.07085,1.4,-1.15915,0,threshold risk
DR001,Moderate historical disturbance,7,P013,L004,urban-green,0.27377,1.4,-0.43823,0,threshold risk
DR001,Moderate historical disturbance,7,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,7,P015,L004,restored-stream,0.46852,1.4,0.43052,1,threshold risk
DR001,Moderate historical disturbance,7,P016,L004,tree-canopy-corridor,0.59072,1.4,0.89472,1,viable margin
DR001,Moderate historical disturbance,7,P017,L005,mangrove,0.66927,1.4,0.98327,1,viable margin
DR001,Moderate historical disturbance,7,P018,L005,marsh,0.61739,1.4,0.83739,1,viable margin
DR001,Moderate historical disturbance,7,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,7,P020,L005,tidal-creek,0.56889,1.4,0.80089,1,viable margin
DR001,Moderate historical disturbance,7,P021,L006,dry-grassland,0.31202,1.4,-0.27198,0,threshold risk
DR001,Moderate historical disturbance,7,P022,L006,shrub-refugia,0.54333,1.4,0.73933,1,threshold risk
DR001,Moderate historical disturbance,7,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,7,P024,L006,riparian-oasis,0.73083,1.4,1.46483,1,viable margin
DR001,Moderate historical disturbance,8,P001,L001,forest,0.49103,1.4,0.21103,0,threshold risk
DR001,Moderate historical disturbance,8,P002,L001,riparian,0.72649,1.4,1.31249,1,viable margin
DR001,Moderate historical disturbance,8,P003,L001,grassland,0.2826,1.4,-0.2194,0,threshold risk
DR001,Moderate historical disturbance,8,P004,L001,old-growth-remnant,0.82373,1.4,1.68773,1,viable margin
DR001,Moderate historical disturbance,8,P005,L002,floodplain,0.59405,1.4,0.80605,1,viable margin
DR001,Moderate historical disturbance,8,P006,L002,wetland,0.68345,1.4,1.27945,1,viable margin
DR001,Moderate historical disturbance,8,P007,L002,channelized-river,0.13464,1.4,-0.84736,0,threshold risk
DR001,Moderate historical disturbance,8,P008,L002,riparian-forest,0.56277,1.4,0.91277,1,viable margin
DR001,Moderate historical disturbance,8,P009,L003,cropland,0.19707,1.4,-0.53493,0,threshold risk
DR001,Moderate historical disturbance,8,P010,L003,hedgerow,0.51238,1.4,0.78438,1,viable margin
DR001,Moderate historical disturbance,8,P011,L003,wet-meadow,0.53509,1.4,0.84909,1,viable margin
DR001,Moderate historical disturbance,8,P012,L003,compacted-field-edge,0.00909,1.4,-1.22091,0,threshold risk
DR001,Moderate historical disturbance,8,P013,L004,urban-green,0.21657,1.4,-0.49543,0,threshold risk
DR001,Moderate historical disturbance,8,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,8,P015,L004,restored-stream,0.42268,1.4,0.38468,1,threshold risk
DR001,Moderate historical disturbance,8,P016,L004,tree-canopy-corridor,0.5465,1.4,0.8505,1,viable margin
DR001,Moderate historical disturbance,8,P017,L005,mangrove,0.62781,1.4,0.94181,1,viable margin
DR001,Moderate historical disturbance,8,P018,L005,marsh,0.57527,1.4,0.79527,1,viable margin
DR001,Moderate historical disturbance,8,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,8,P020,L005,tidal-creek,0.52575,1.4,0.75775,1,viable margin
DR001,Moderate historical disturbance,8,P021,L006,dry-grassland,0.25716,1.4,-0.32684,0,threshold risk
DR001,Moderate historical disturbance,8,P022,L006,shrub-refugia,0.49953,1.4,0.69553,1,threshold risk
DR001,Moderate historical disturbance,8,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,8,P024,L006,riparian-oasis,0.69075,1.4,1.42475,1,viable margin
DR001,Moderate historical disturbance,9,P001,L001,forest,0.43893,1.4,0.15893,0,threshold risk
DR001,Moderate historical disturbance,9,P002,L001,riparian,0.68509,1.4,1.27109,1,viable margin
DR001,Moderate historical disturbance,9,P003,L001,grassland,0.22738,1.4,-0.27462,0,threshold risk
DR001,Moderate historical disturbance,9,P004,L001,old-growth-remnant,0.78407,1.4,1.64807,1,viable margin
DR001,Moderate historical disturbance,9,P005,L002,floodplain,0.55133,1.4,0.76333,1,viable margin
DR001,Moderate historical disturbance,9,P006,L002,wetland,0.64271,1.4,1.23871,1,viable margin
DR001,Moderate historical disturbance,9,P007,L002,channelized-river,0.07552,1.4,-0.90648,0,threshold risk
DR001,Moderate historical disturbance,9,P008,L002,riparian-forest,0.51969,1.4,0.86969,1,viable margin
DR001,Moderate historical disturbance,9,P009,L003,cropland,0.13957,1.4,-0.59243,0,threshold risk
DR001,Moderate historical disturbance,9,P010,L003,hedgerow,0.46792,1.4,0.73992,1,threshold risk
DR001,Moderate historical disturbance,9,P011,L003,wet-meadow,0.49195,1.4,0.80595,1,viable margin
DR001,Moderate historical disturbance,9,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,9,P013,L004,urban-green,0.15937,1.4,-0.55263,0,threshold risk
DR001,Moderate historical disturbance,9,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,9,P015,L004,restored-stream,0.37684,1.4,0.33884,1,threshold risk
DR001,Moderate historical disturbance,9,P016,L004,tree-canopy-corridor,0.50228,1.4,0.80628,1,viable margin
DR001,Moderate historical disturbance,9,P017,L005,mangrove,0.58635,1.4,0.90035,1,viable margin
DR001,Moderate historical disturbance,9,P018,L005,marsh,0.53315,1.4,0.75315,1,viable margin
DR001,Moderate historical disturbance,9,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,9,P020,L005,tidal-creek,0.48261,1.4,0.71461,1,threshold risk
DR001,Moderate historical disturbance,9,P021,L006,dry-grassland,0.2023,1.4,-0.3817,0,threshold risk
DR001,Moderate historical disturbance,9,P022,L006,shrub-refugia,0.45573,1.4,0.65173,1,threshold risk
DR001,Moderate historical disturbance,9,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,9,P024,L006,riparian-oasis,0.65067,1.4,1.38467,1,viable margin
DR001,Moderate historical disturbance,10,P001,L001,forest,0.38683,1.4,0.10683,0,threshold risk
DR001,Moderate historical disturbance,10,P002,L001,riparian,0.64369,1.4,1.22969,1,viable margin
DR001,Moderate historical disturbance,10,P003,L001,grassland,0.17216,1.4,-0.32984,0,threshold risk
DR001,Moderate historical disturbance,10,P004,L001,old-growth-remnant,0.74441,1.4,1.60841,1,viable margin
DR001,Moderate historical disturbance,10,P005,L002,floodplain,0.50861,1.4,0.72061,1,threshold risk
DR001,Moderate historical disturbance,10,P006,L002,wetland,0.60197,1.4,1.19797,1,viable margin
DR001,Moderate historical disturbance,10,P007,L002,channelized-river,0.0164,1.4,-0.9656,0,threshold risk
DR001,Moderate historical disturbance,10,P008,L002,riparian-forest,0.47661,1.4,0.82661,1,viable margin
DR001,Moderate historical disturbance,10,P009,L003,cropland,0.08207,1.4,-0.64993,0,threshold risk
DR001,Moderate historical disturbance,10,P010,L003,hedgerow,0.42346,1.4,0.69546,1,threshold risk
DR001,Moderate historical disturbance,10,P011,L003,wet-meadow,0.44881,1.4,0.76281,1,viable margin
DR001,Moderate historical disturbance,10,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,10,P013,L004,urban-green,0.10217,1.4,-0.60983,0,threshold risk
DR001,Moderate historical disturbance,10,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,10,P015,L004,restored-stream,0.331,1.4,0.293,1,threshold risk
DR001,Moderate historical disturbance,10,P016,L004,tree-canopy-corridor,0.45806,1.4,0.76206,1,viable margin
DR001,Moderate historical disturbance,10,P017,L005,mangrove,0.54489,1.4,0.85889,1,viable margin
DR001,Moderate historical disturbance,10,P018,L005,marsh,0.49103,1.4,0.71103,1,threshold risk
DR001,Moderate historical disturbance,10,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,10,P020,L005,tidal-creek,0.43947,1.4,0.67147,1,threshold risk
DR001,Moderate historical disturbance,10,P021,L006,dry-grassland,0.14744,1.4,-0.43656,0,threshold risk
DR001,Moderate historical disturbance,10,P022,L006,shrub-refugia,0.41193,1.4,0.60793,1,threshold risk
DR001,Moderate historical disturbance,10,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,10,P024,L006,riparian-oasis,0.61059,1.4,1.34459,1,viable margin
DR001,Moderate historical disturbance,11,P001,L001,forest,0.33473,1.4,0.05473,0,threshold risk
DR001,Moderate historical disturbance,11,P002,L001,riparian,0.60229,1.4,1.18829,1,viable margin
DR001,Moderate historical disturbance,11,P003,L001,grassland,0.11694,1.4,-0.38506,0,threshold risk
DR001,Moderate historical disturbance,11,P004,L001,old-growth-remnant,0.70475,1.4,1.56875,1,viable margin
DR001,Moderate historical disturbance,11,P005,L002,floodplain,0.46589,1.4,0.67789,1,threshold risk
DR001,Moderate historical disturbance,11,P006,L002,wetland,0.56123,1.4,1.15723,1,viable margin
DR001,Moderate historical disturbance,11,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
DR001,Moderate historical disturbance,11,P008,L002,riparian-forest,0.43353,1.4,0.78353,1,viable margin
DR001,Moderate historical disturbance,11,P009,L003,cropland,0.02457,1.4,-0.70743,0,threshold risk
DR001,Moderate historical disturbance,11,P010,L003,hedgerow,0.379,1.4,0.651,1,threshold risk
DR001,Moderate historical disturbance,11,P011,L003,wet-meadow,0.40567,1.4,0.71967,1,threshold risk
DR001,Moderate historical disturbance,11,P012,L003,compacted-field-edge,0.0,1.4,-1.23,0,threshold risk
DR001,Moderate historical disturbance,11,P013,L004,urban-green,0.04497,1.4,-0.66703,0,threshold risk
DR001,Moderate historical disturbance,11,P014,L004,impervious-surface,0.0,1.4,-1.882,0,threshold risk
DR001,Moderate historical disturbance,11,P015,L004,restored-stream,0.28516,1.4,0.24716,1,threshold risk
DR001,Moderate historical disturbance,11,P016,L004,tree-canopy-corridor,0.41384,1.4,0.71784,1,threshold risk
DR001,Moderate historical disturbance,11,P017,L005,mangrove,0.50343,1.4,0.81743,1,viable margin
DR001,Moderate historical disturbance,11,P018,L005,marsh,0.44891,1.4,0.66891,1,threshold risk
DR001,Moderate historical disturbance,11,P019,L005,armored-shoreline,0.0,1.4,-1.426,0,threshold risk
DR001,Moderate historical disturbance,11,P020,L005,tidal-creek,0.39633,1.4,0.62833,1,threshold risk
DR001,Moderate historical disturbance,11,P021,L006,dry-grassland,0.09258,1.4,-0.49142,0,threshold risk
DR001,Moderate historical disturbance,11,P022,L006,shrub-refugia,0.36813,1.4,0.56413,1,threshold risk
DR001,Moderate historical disturbance,11,P023,L006,eroded-slope,0.0,1.4,-1.468,0,threshold risk
DR001,Moderate historical disturbance,11,P024,L006,riparian-oasis,0.57051,1.4,1.30451,1,viable margin
DR001,Moderate historical disturbance,12,P001,L001,forest,0.28263,1.4,0.00263,0,threshold risk
DR001,Moderate historical disturbance,12,P002,L001,riparian,0.56089,1.4,1.14689,1,viable margin
DR001,Moderate historical disturbance,12,P003,L001,grassland,0.06172,1.4,-0.44028,0,threshold risk
DR001,Moderate historical disturbance,12,P004,L001,old-growth-remnant,0.66509,1.4,1.52909,1,viable margin
DR001,Moderate historical disturbance,12,P005,L002,floodplain,0.42317,1.4,0.63517,1,threshold risk
DR001,Moderate historical disturbance,12,P006,L002,wetland,0.52049,1.4,1.11649,1,viable margin
DR001,Moderate historical disturbance,12,P007,L002,channelized-river,0.0,1.4,-0.982,0,threshold risk
