system_id,system,system_context,time,event,stress_load,stabilizing_capacity,financial_function,liquidity_fragility,household_financial_fragility,inclusion_adjusted_function
FS001,Regional bank-centered credit system,banking credit deposits and local lending,30,background financial-system stress,0.16183,0.41324,1.0,0.73952,0.79296,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,31,background financial-system stress,0.16102,0.41351,1.0,0.73796,0.79255,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,32,background financial-system stress,0.16102,0.41378,1.0,0.73641,0.79213,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,33,background financial-system stress,0.16204,0.41405,1.0,0.73486,0.79171,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,34,background financial-system stress,0.16303,0.41431,1.0,0.73333,0.79128,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,35,background financial-system stress,0.16285,0.41458,1.0,0.7318,0.79086,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,36,background financial-system stress,0.16234,0.41484,1.0,0.73029,0.79043,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,37,background financial-system stress,0.16388,0.41511,1.0,0.72878,0.79,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,38,background financial-system stress,0.16426,0.41537,1.0,0.72728,0.78956,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,39,background financial-system stress,0.16315,0.41563,1.0,0.72579,0.78913,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,40,Cyber outage in payment and clearing systems,0.81691,0.41589,0.83801,0.73727,0.80157,0.72632
FS001,Regional bank-centered credit system,banking credit deposits and local lending,41,background financial-system stress,0.16433,0.41279,0.93384,0.73584,0.80116,0.96103
FS001,Regional bank-centered credit system,banking credit deposits and local lending,42,background financial-system stress,0.16495,0.41304,1.0,0.73441,0.80075,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,43,background financial-system stress,0.16572,0.41329,1.0,0.73299,0.80034,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,44,background financial-system stress,0.1644,0.41354,1.0,0.73159,0.79992,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,45,background financial-system stress,0.1655,0.41379,1.0,0.73019,0.7995,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,46,background financial-system stress,0.16657,0.41403,1.0,0.7288,0.79908,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,47,background financial-system stress,0.16609,0.41428,1.0,0.72742,0.79866,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,48,background financial-system stress,0.16654,0.41452,1.0,0.72605,0.79824,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,49,background financial-system stress,0.1669,0.41476,1.0,0.72469,0.79781,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,50,background financial-system stress,0.1666,0.41501,1.0,0.72334,0.79738,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,51,background financial-system stress,0.1664,0.41525,1.0,0.722,0.79695,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,52,background financial-system stress,0.16725,0.41549,1.0,0.72067,0.79651,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,53,background financial-system stress,0.16736,0.41572,1.0,0.71935,0.79607,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,54,Climate repricing and insurance retreat,0.8849,0.41596,0.82059,0.73187,0.81119,0.68824
FS001,Regional bank-centered credit system,banking credit deposits and local lending,55,background financial-system stress,0.1678,0.41239,0.91522,0.73061,0.81079,0.94187
FS001,Regional bank-centered credit system,banking credit deposits and local lending,56,background financial-system stress,0.16906,0.41262,1.0,0.72935,0.81038,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,57,background financial-system stress,0.16832,0.41284,1.0,0.72811,0.80998,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,58,background financial-system stress,0.1688,0.41307,1.0,0.72687,0.80957,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,59,background financial-system stress,0.1696,0.41329,1.0,0.72565,0.80915,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,60,background financial-system stress,0.16994,0.41351,1.0,0.72443,0.80874,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,61,background financial-system stress,0.17034,0.41373,1.0,0.72323,0.80832,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,62,background financial-system stress,0.1701,0.41395,1.0,0.72203,0.8079,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,63,background financial-system stress,0.16954,0.41417,1.0,0.72085,0.80748,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,64,background financial-system stress,0.17097,0.41438,1.0,0.71967,0.80706,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,65,background financial-system stress,0.17134,0.4146,1.0,0.71851,0.80663,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,66,background financial-system stress,0.17119,0.41481,1.0,0.71735,0.8062,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,67,background financial-system stress,0.17154,0.41503,1.0,0.7162,0.80577,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,68,Non-bank redemption spiral and private credit stress,0.91417,0.41524,0.81075,0.73137,0.81894,0.70269
FS001,Regional bank-centered credit system,banking credit deposits and local lending,69,background financial-system stress,0.17185,0.41154,0.90389,0.73028,0.81854,0.93021
FS001,Regional bank-centered credit system,banking credit deposits and local lending,70,background financial-system stress,0.17206,0.41174,0.99702,0.72921,0.81815,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,71,background financial-system stress,0.17248,0.41193,1.0,0.72814,0.81775,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,72,background financial-system stress,0.17185,0.41213,1.0,0.72708,0.81734,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,73,background financial-system stress,0.17315,0.41233,1.0,0.72603,0.81694,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,74,background financial-system stress,0.17376,0.41252,1.0,0.725,0.81654,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,75,background financial-system stress,0.17261,0.41272,1.0,0.72397,0.81613,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,76,background financial-system stress,0.17404,0.41291,1.0,0.72295,0.81572,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,77,background financial-system stress,0.17418,0.4131,1.0,0.72195,0.81531,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,78,background financial-system stress,0.17326,0.41329,1.0,0.72095,0.8149,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,79,background financial-system stress,0.17336,0.41348,1.0,0.71996,0.81448,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,80,Compound credit liquidity cyber climate and household stress,1.0057,0.41367,0.75064,0.73586,0.83098,0.62117
FS001,Regional bank-centered credit system,banking credit deposits and local lending,81,background financial-system stress,0.17532,0.40946,0.84222,0.73494,0.83061,0.86674
FS001,Regional bank-centered credit system,banking credit deposits and local lending,82,background financial-system stress,0.17481,0.40963,0.934,0.73403,0.83023,0.9612
FS001,Regional bank-centered credit system,banking credit deposits and local lending,83,background financial-system stress,0.17523,0.40981,1.0,0.73313,0.82986,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,84,background financial-system stress,0.1761,0.40998,1.0,0.73224,0.82948,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,85,background financial-system stress,0.17641,0.41015,1.0,0.73135,0.82909,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,86,background financial-system stress,0.17685,0.41032,1.0,0.73048,0.82871,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,87,background financial-system stress,0.17673,0.41049,1.0,0.72962,0.82833,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,88,background financial-system stress,0.17651,0.41065,1.0,0.72877,0.82794,1.0
FS001,Regional bank-centered credit system,banking credit deposits and local lending,89,background financial-system stress,0.17611,0.41082,1.0,0.72793,0.82755,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,0,background financial-system stress,0.15827,0.365,0.84885,0.87855,0.70007,0.86597
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,1,background financial-system stress,0.15774,0.36519,0.93792,0.87711,0.70014,0.95683
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,2,background financial-system stress,0.15953,0.36539,1.0,0.87568,0.7002,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,3,background financial-system stress,0.15969,0.36558,1.0,0.87426,0.70027,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,4,background financial-system stress,0.15902,0.36577,1.0,0.87285,0.70033,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,5,background financial-system stress,0.15966,0.36596,1.0,0.87145,0.70039,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,6,background financial-system stress,0.159,0.36615,1.0,0.87006,0.70045,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,7,background financial-system stress,0.15926,0.36634,1.0,0.86868,0.70051,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,8,background financial-system stress,0.15964,0.36652,1.0,0.86731,0.70056,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,9,background financial-system stress,0.16069,0.36671,1.0,0.86595,0.70061,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,10,background financial-system stress,0.15997,0.36689,1.0,0.8646,0.70066,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,11,background financial-system stress,0.16174,0.36708,1.0,0.86327,0.70071,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,12,Rapid liquidity run and funding market freeze,0.86172,0.36726,0.81261,0.87931,0.7142,0.70613
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,13,background financial-system stress,0.16077,0.36339,0.90031,0.87804,0.71429,0.91846
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,14,background financial-system stress,0.16126,0.36356,0.98789,0.87677,0.71437,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,15,background financial-system stress,0.1613,0.36373,1.0,0.87551,0.71445,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,16,background financial-system stress,0.16291,0.36389,1.0,0.87426,0.71454,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,17,background financial-system stress,0.16235,0.36406,1.0,0.87303,0.71462,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,18,background financial-system stress,0.1628,0.36422,1.0,0.8718,0.71469,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,19,background financial-system stress,0.16276,0.36438,1.0,0.87059,0.71477,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,20,background financial-system stress,0.16363,0.36455,1.0,0.86938,0.71484,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,21,background financial-system stress,0.16341,0.36471,1.0,0.86818,0.71492,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,22,background financial-system stress,0.16326,0.36486,1.0,0.867,0.71499,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,23,background financial-system stress,0.16395,0.36502,1.0,0.86583,0.71506,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,24,background financial-system stress,0.16395,0.36518,1.0,0.86466,0.71513,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,25,background financial-system stress,0.16381,0.36533,1.0,0.86351,0.71519,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,26,Asset-price decline and fire-sale contagion,0.87687,0.36549,0.82141,0.87905,0.72778,0.71837
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,27,background financial-system stress,0.16606,0.3618,0.90707,0.87796,0.72788,0.92535
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,28,background financial-system stress,0.16602,0.36194,0.99277,0.87688,0.72798,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,29,background financial-system stress,0.16624,0.36208,1.0,0.8758,0.72808,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,30,background financial-system stress,0.16692,0.36222,1.0,0.87474,0.72818,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,31,background financial-system stress,0.16619,0.36235,1.0,0.87369,0.72827,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,32,background financial-system stress,0.16641,0.36249,1.0,0.87265,0.72837,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,33,background financial-system stress,0.16674,0.36262,1.0,0.87162,0.72846,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,34,background financial-system stress,0.16696,0.36276,1.0,0.8706,0.72856,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,35,background financial-system stress,0.16773,0.36289,1.0,0.86959,0.72865,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,36,background financial-system stress,0.16666,0.36302,1.0,0.86859,0.72874,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,37,background financial-system stress,0.16782,0.36315,1.0,0.8676,0.72882,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,38,background financial-system stress,0.16821,0.36328,1.0,0.86663,0.72891,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,39,background financial-system stress,0.16808,0.3634,1.0,0.86566,0.729,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,40,Cyber outage in payment and clearing systems,0.82164,0.36353,0.8158,0.87767,0.74196,0.69976
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,41,background financial-system stress,0.16822,0.36029,0.90043,0.87676,0.74208,0.91858
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,42,background financial-system stress,0.16984,0.3604,0.98457,0.87586,0.7422,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,43,background financial-system stress,0.1687,0.36052,1.0,0.87497,0.74231,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,44,background financial-system stress,0.17006,0.36063,1.0,0.87409,0.74242,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,45,background financial-system stress,0.16949,0.36074,1.0,0.87322,0.74254,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,46,background financial-system stress,0.1695,0.36084,1.0,0.87236,0.74265,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,47,background financial-system stress,0.17005,0.36095,1.0,0.87152,0.74276,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,48,background financial-system stress,0.17007,0.36106,1.0,0.87068,0.74287,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,49,background financial-system stress,0.17049,0.36116,1.0,0.86986,0.74298,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,50,background financial-system stress,0.17181,0.36126,1.0,0.86905,0.74308,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,51,background financial-system stress,0.17215,0.36136,1.0,0.86825,0.74319,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,52,background financial-system stress,0.17167,0.36146,1.0,0.86746,0.7433,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,53,background financial-system stress,0.1725,0.36156,1.0,0.86668,0.7434,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,54,Climate repricing and insurance retreat,0.8898,0.36166,0.79865,0.87974,0.75906,0.66269
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,55,background financial-system stress,0.17297,0.35795,0.88125,0.87902,0.7592,0.89902
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,56,background financial-system stress,0.17327,0.35803,0.96377,0.87831,0.75934,0.9832
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,57,background financial-system stress,0.17428,0.35812,1.0,0.87761,0.75948,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,58,background financial-system stress,0.1734,0.3582,1.0,0.87693,0.75962,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,59,background financial-system stress,0.17478,0.35828,1.0,0.87625,0.75976,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,60,background financial-system stress,0.17467,0.35835,1.0,0.87559,0.75989,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,61,background financial-system stress,0.17491,0.35843,1.0,0.87494,0.76003,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,62,background financial-system stress,0.17381,0.35851,1.0,0.8743,0.76017,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,63,background financial-system stress,0.17422,0.35858,1.0,0.87367,0.7603,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,64,background financial-system stress,0.17437,0.35865,1.0,0.87305,0.76043,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,65,background financial-system stress,0.17525,0.35872,1.0,0.87244,0.76057,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,66,background financial-system stress,0.1767,0.35879,1.0,0.87185,0.7607,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,67,background financial-system stress,0.17682,0.35886,1.0,0.87126,0.76083,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,68,Non-bank redemption spiral and private credit stress,0.91924,0.35892,0.78832,0.88699,0.77456,0.67619
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,69,background financial-system stress,0.17759,0.35507,0.86881,0.88647,0.77473,0.88633
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,70,background financial-system stress,0.1764,0.35513,0.94969,0.88596,0.7749,0.96883
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,71,background financial-system stress,0.17783,0.35518,1.0,0.88546,0.77507,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,72,background financial-system stress,0.17823,0.35523,1.0,0.88497,0.77523,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,73,background financial-system stress,0.17855,0.35528,1.0,0.88449,0.7754,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,74,background financial-system stress,0.17877,0.35532,1.0,0.88403,0.77557,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,75,background financial-system stress,0.17773,0.35537,1.0,0.88357,0.77573,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,76,background financial-system stress,0.17806,0.35541,1.0,0.88313,0.7759,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,77,background financial-system stress,0.17954,0.35545,1.0,0.8827,0.77607,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,78,background financial-system stress,0.17969,0.35549,1.0,0.88228,0.77623,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,79,background financial-system stress,0.18026,0.35553,1.0,0.88188,0.7764,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,80,Compound credit liquidity cyber climate and household stress,1.01093,0.35557,0.72304,0.89836,0.79348,0.59185
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,81,background financial-system stress,0.18026,0.35121,0.80182,0.89802,0.79369,0.81799
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,82,background financial-system stress,0.1814,0.35123,0.88025,0.89769,0.7939,0.89799
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,83,background financial-system stress,0.18016,0.35126,0.95907,0.89737,0.7941,0.97841
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,84,background financial-system stress,0.18205,0.35128,1.0,0.89707,0.79431,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,85,background financial-system stress,0.18217,0.35129,1.0,0.89678,0.79452,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,86,background financial-system stress,0.18133,0.35131,1.0,0.8965,0.79472,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,87,background financial-system stress,0.18105,0.35132,1.0,0.89623,0.79493,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,88,background financial-system stress,0.18227,0.35134,1.0,0.89597,0.79514,1.0
FS002,Wholesale funding dependent banking network,short-term funding and market liquidity,89,background financial-system stress,0.18281,0.35135,1.0,0.89572,0.79534,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,0,background financial-system stress,0.15253,0.431,0.92841,0.67789,0.63941,0.95129
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,1,background financial-system stress,0.15369,0.43137,1.0,0.67579,0.63882,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,2,background financial-system stress,0.15303,0.43173,1.0,0.6737,0.63822,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,3,background financial-system stress,0.15434,0.4321,1.0,0.67161,0.63762,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,4,background financial-system stress,0.15436,0.43246,1.0,0.66953,0.63701,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,5,background financial-system stress,0.15414,0.43282,1.0,0.66747,0.63641,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,6,background financial-system stress,0.15484,0.43319,1.0,0.66541,0.63579,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,7,background financial-system stress,0.15497,0.43355,1.0,0.66335,0.63518,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,8,background financial-system stress,0.15415,0.43391,1.0,0.66131,0.63456,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,9,background financial-system stress,0.15535,0.43427,1.0,0.65928,0.63394,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,10,background financial-system stress,0.15576,0.43463,1.0,0.65725,0.63331,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,11,background financial-system stress,0.15579,0.43499,1.0,0.65523,0.63268,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,12,Rapid liquidity run and funding market freeze,0.85666,0.43535,0.84186,0.6706,0.64549,0.73531
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,13,background financial-system stress,0.15732,0.43166,0.94888,0.66864,0.64489,0.97226
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,14,background financial-system stress,0.15726,0.432,1.0,0.66669,0.64429,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,15,background financial-system stress,0.15677,0.43235,1.0,0.66474,0.64369,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,16,background financial-system stress,0.1567,0.43269,1.0,0.66281,0.64308,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,17,background financial-system stress,0.15673,0.43304,1.0,0.66088,0.64247,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,18,background financial-system stress,0.15833,0.43338,1.0,0.65896,0.64186,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,19,background financial-system stress,0.15832,0.43372,1.0,0.65705,0.64124,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,20,background financial-system stress,0.15839,0.43406,1.0,0.65515,0.64062,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,21,background financial-system stress,0.15828,0.4344,1.0,0.65326,0.63999,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,22,background financial-system stress,0.15863,0.43474,1.0,0.65138,0.63937,1.0
FS003,Payment and clearing infrastructure hub,critical financial market infrastructure,23,background financial-system stress,0.15831,0.43508,1.0,0.6495,0.63874,1.0
